Wavelength (nm),Sum(calc),Na I (5.2e-4),Na II (1.1e-2),Na III (4.0e-21),Mg I (4.2e-3),Mg II (3.4e-2),Mg III (2.1e-5),Al I (1.3e-2),Al II (8.9e-2),Al III (2.5e-6),Si I (1.5e-1),Si II (2.9e-1),Si III (1.4e-5),K I (7.7e-4),K II (2.5e-2),K III (6.9e-13),Ca I (7.8e-3),Ca II (1.9e-1),Ca III (2.7e-3),Mn I (3.2e-4),Mn II (2.6e-3),Fe I (2.1e-2),Fe II (1.1e-1),Fe III (1.5e-5),Cu I (8.5e-3),Cu II (2.1e-2),Zn I (5.7e-4),Zn II (8.9e-4),Mo I (9.1e-6),Pb I (2.5e-5),Pb II (1.5e-4)
591.64,5.914e-4,1.652e-6,,,3.273e-14,1.101e-16,,1.340e-12,3.057e-18,3.798e-23,5.799e-13,1.150e-15,1.443e-18,1.010e-15,9.409e-21,,3.787e-13,1.747e-14,1.439e-31,2.308e-15,6.593e-17,7.718e-15,4.652e-5,1.809e-9,,1.738e-15,5.903e-15,3.177e-18,5.432e-4,,
591.66,7.009e-4,1.107e-6,,,3.273e-14,1.101e-16,,1.340e-12,3.041e-18,3.791e-23,5.798e-13,1.151e-15,1.023e-18,1.010e-15,9.412e-21,,3.784e-13,1.747e-14,1.440e-31,2.308e-15,6.591e-17,7.721e-15,3.568e-5,1.938e-9,,2.787e-15,5.902e-15,3.174e-18,6.642e-4,,
591.69,9.165e-4,6.033e-7,,,3.273e-14,1.101e-16,,1.339e-12,3.016e-18,3.780e-23,5.796e-13,1.153e-15,6.070e-19,1.010e-15,9.417e-21,,3.779e-13,1.748e-14,1.443e-31,2.309e-15,6.588e-17,7.725e-15,2.379e-5,2.133e-9,,5.619e-15,5.901e-15,3.170e-18,8.921e-4,,
591.71,1.100e-3,4.005e-7,,,3.273e-14,1.101e-16,,1.339e-12,3.000e-18,3.774e-23,5.795e-13,1.154e-15,4.265e-19,1.010e-15,9.420e-21,,3.776e-13,1.748e-14,1.444e-31,2.309e-15,6.587e-17,7.728e-15,1.807e-5,2.264e-9,,8.925e-15,5.901e-15,3.167e-18,1.081e-3,,
591.74,1.446e-3,2.151e-7,,,3.272e-14,1.102e-16,,1.338e-12,2.976e-18,3.763e-23,5.794e-13,1.156e-15,2.493e-19,1.011e-15,9.425e-21,,3.771e-13,1.749e-14,1.446e-31,2.310e-15,6.584e-17,7.732e-15,1.187e-5,2.457e-9,,1.774e-14,5.900e-15,3.162e-18,1.434e-3,,
591.76,1.732e-3,1.414e-7,,,3.272e-14,1.102e-16,,1.338e-12,2.960e-18,3.756e-23,5.793e-13,1.157e-15,1.735e-19,1.011e-15,9.428e-21,,3.767e-13,1.749e-14,1.448e-31,2.311e-15,6.582e-17,7.735e-15,8.930e-6,2.583e-9,,2.791e-14,5.900e-15,3.159e-18,1.723e-3,,
591.79,2.262e-3,7.483e-8,,,3.272e-14,1.102e-16,,1.338e-12,2.936e-18,3.746e-23,5.791e-13,1.159e-15,9.994e-20,1.011e-15,9.433e-21,,3.762e-13,1.750e-14,1.450e-31,2.311e-15,6.579e-17,7.740e-15,5.784e-6,2.764e-9,,5.469e-14,5.899e-15,3.155e-18,2.256e-3,,
591.81,2.694e-3,4.872e-8,,,3.271e-14,1.103e-16,,1.337e-12,2.920e-18,3.739e-23,5.790e-13,1.161e-15,6.887e-20,1.011e-15,9.437e-21,,3.759e-13,1.750e-14,1.451e-31,2.312e-15,6.577e-17,7.742e-15,4.309e-6,2.879e-9,,8.522e-14,5.898e-15,3.152e-18,2.689e-3,,
591.84,3.479e-3,2.541e-8,,,3.271e-14,1.103e-16,,1.337e-12,2.895e-18,3.729e-23,5.788e-13,1.162e-15,3.910e-20,1.012e-15,9.441e-21,,3.754e-13,1.751e-14,1.453e-31,2.312e-15,6.575e-17,7.747e-15,2.750e-6,3.040e-9,,1.646e-13,5.898e-15,3.148e-18,3.477e-3,,
591.86,4.111e-3,1.638e-8,,,3.271e-14,1.103e-16,,1.337e-12,2.879e-18,3.722e-23,5.787e-13,1.164e-15,2.668e-20,1.012e-15,9.445e-21,,3.751e-13,1.751e-14,1.455e-31,2.313e-15,6.573e-17,7.750e-15,2.029e-6,3.138e-9,,2.541e-13,5.897e-15,3.145e-18,4.109e-3,,
591.89,5.247e-3,8.422e-9,,,3.270e-14,1.103e-16,,1.336e-12,2.855e-18,3.712e-23,5.786e-13,1.165e-15,1.493e-20,1.012e-15,9.450e-21,,3.746e-13,1.752e-14,1.457e-31,2.314e-15,6.570e-17,7.754e-15,1.276e-6,3.270e-9,,4.837e-13,5.896e-15,3.140e-18,5.246e-3,,
591.91,6.149e-3,5.378e-9,,,3.270e-14,1.104e-16,,1.336e-12,2.839e-18,3.705e-23,5.785e-13,1.167e-15,1.009e-20,1.012e-15,9.453e-21,,3.742e-13,1.752e-14,1.458e-31,2.314e-15,6.568e-17,7.757e-15,9.327e-7,3.347e-9,,7.395e-13,5.896e-15,3.137e-18,6.148e-3,,
591.93,7.182e-3,3.421e-9,,,3.270e-14,1.104e-16,,1.336e-12,2.823e-18,3.698e-23,5.783e-13,1.168e-15,6.794e-21,1.013e-15,9.456e-21,,3.739e-13,1.753e-14,1.460e-31,2.315e-15,6.566e-17,7.760e-15,6.788e-7,3.414e-9,,1.126e-12,5.895e-15,3.135e-18,7.182e-3,,
591.96,9.011e-3,1.723e-9,,,3.269e-14,1.104e-16,,1.335e-12,2.798e-18,3.688e-23,5.782e-13,1.170e-15,3.726e-21,1.013e-15,9.461e-21,,3.734e-13,1.753e-14,1.462e-31,2.315e-15,6.563e-17,7.764e-15,4.184e-7,3.496e-9,,2.102e-12,5.895e-15,3.130e-18,9.011e-3,,
591.98,1.044e-2,1.085e-9,,,3.269e-14,1.105e-16,,1.335e-12,2.782e-18,3.681e-23,5.781e-13,1.171e-15,2.484e-21,1.013e-15,9.464e-21,,3.730e-13,1.754e-14,1.463e-31,2.316e-15,6.562e-17,7.767e-15,3.016e-7,3.539e-9,,3.171e-12,5.894e-15,3.127e-18,1.044e-2,,
592.01,1.294e-2,5.387e-10,,,3.269e-14,1.105e-16,,1.335e-12,2.758e-18,3.671e-23,5.779e-13,1.173e-15,1.342e-21,1.013e-15,9.469e-21,,3.725e-13,1.754e-14,1.466e-31,2.316e-15,6.559e-17,7.772e-15,1.832e-7,3.585e-9,,5.832e-12,5.893e-15,3.123e-18,1.294e-2,,
592.03,1.486e-2,3.361e-10,,,3.268e-14,1.105e-16,,1.334e-12,2.742e-18,3.664e-23,5.778e-13,1.174e-15,8.863e-22,1.014e-15,9.472e-21,,3.722e-13,1.755e-14,1.467e-31,2.317e-15,6.557e-17,7.775e-15,1.308e-7,3.604e-9,,8.714e-12,5.893e-15,3.120e-18,1.486e-2,,
592.06,1.819e-2,1.644e-10,,,3.268e-14,1.105e-16,,1.334e-12,2.718e-18,3.654e-23,5.776e-13,1.176e-15,4.721e-22,1.014e-15,9.477e-21,,3.717e-13,1.755e-14,1.469e-31,2.318e-15,6.554e-17,7.779e-15,7.833e-8,3.618e-9,,1.580e-11,5.892e-15,3.116e-18,1.819e-2,,
592.08,2.073e-2,1.016e-10,,,3.268e-14,1.106e-16,,1.334e-12,2.701e-18,3.647e-23,5.775e-13,1.177e-15,3.087e-22,1.014e-15,9.480e-21,,3.714e-13,1.756e-14,1.471e-31,2.318e-15,6.552e-17,7.782e-15,5.538e-8,3.619e-9,,2.339e-11,5.891e-15,3.113e-18,2.073e-2,,
592.11,2.507e-2,4.897e-11,,,3.267e-14,1.106e-16,,1.333e-12,2.677e-18,3.636e-23,5.774e-13,1.179e-15,1.620e-22,1.014e-15,9.485e-21,,3.709e-13,1.756e-14,1.473e-31,2.319e-15,6.550e-17,7.786e-15,3.268e-8,3.609e-9,,4.180e-11,5.891e-15,3.108e-18,2.507e-2,,
592.13,2.834e-2,2.996e-11,,,3.267e-14,1.106e-16,,1.333e-12,2.661e-18,3.629e-23,5.773e-13,1.180e-15,1.049e-22,1.015e-15,9.489e-21,,3.705e-13,1.757e-14,1.474e-31,2.319e-15,6.548e-17,7.789e-15,2.288e-8,3.599e-9,,6.128e-11,5.890e-15,3.105e-18,2.834e-2,,
592.16,3.385e-2,1.424e-11,,,3.267e-14,1.107e-16,,1.333e-12,2.637e-18,3.619e-23,5.771e-13,1.182e-15,5.429e-23,1.015e-15,9.493e-21,,3.700e-13,1.757e-14,1.476e-31,2.320e-15,6.545e-17,7.793e-15,1.331e-8,3.580e-9,,1.080e-10,5.889e-15,3.101e-18,3.385e-2,,
592.18,3.795e-2,8.627e-12,,,3.266e-14,1.107e-16,,1.332e-12,2.621e-18,3.612e-23,5.770e-13,1.183e-15,3.481e-23,1.015e-15,9.497e-21,,3.697e-13,1.758e-14,1.478e-31,2.321e-15,6.543e-17,7.796e-15,9.229e-9,3.569e-9,,1.568e-10,5.889e-15,3.098e-18,3.794e-2,,
592.2,4.240e-2,5.207e-12,,,3.266e-14,1.107e-16,,1.332e-12,2.605e-18,3.605e-23,5.769e-13,1.185e-15,2.224e-23,1.015e-15,9.500e-21,,3.694e-13,1.758e-14,1.479e-31,2.321e-15,6.541e-17,7.799e-15,6.375e-9,3.560e-9,,2.267e-10,5.888e-15,3.095e-18,4.240e-2,,
592.23,4.978e-2,2.424e-12,,,3.266e-14,1.107e-16,,1.332e-12,2.580e-18,3.595e-23,5.767e-13,1.186e-15,1.127e-23,1.016e-15,9.505e-21,,3.689e-13,1.759e-14,1.482e-31,2.322e-15,6.539e-17,7.804e-15,3.633e-9,3.558e-9,,3.916e-10,5.888e-15,3.091e-18,4.978e-2,,
592.25,5.518e-2,1.449e-12,,,3.266e-14,1.108e-16,,1.331e-12,2.564e-18,3.588e-23,5.766e-13,1.188e-15,7.133e-24,1.016e-15,9.508e-21,,3.685e-13,1.759e-14,1.483e-31,2.322e-15,6.537e-17,7.807e-15,2.485e-9,3.567e-9,,5.610e-10,5.887e-15,3.088e-18,5.518e-2,,
592.28,6.399e-2,6.649e-13,,,3.265e-14,1.108e-16,,1.331e-12,2.540e-18,3.578e-23,5.764e-13,1.189e-15,3.564e-24,1.016e-15,9.513e-21,,3.680e-13,1.760e-14,1.485e-31,2.323e-15,6.534e-17,7.811e-15,1.396e-9,3.601e-9,,9.551e-10,5.886e-15,3.083e-18,6.399e-2,,
592.3,7.035e-2,3.936e-13,,,3.265e-14,1.108e-16,,1.331e-12,2.524e-18,3.571e-23,5.763e-13,1.191e-15,2.233e-24,1.016e-15,9.516e-21,,3.677e-13,1.760e-14,1.487e-31,2.323e-15,6.532e-17,7.814e-15,9.458e-10,3.640e-9,,1.355e-9,5.886e-15,3.081e-18,7.035e-2,,
592.33,8.059e-2,3.930e-13,,,3.265e-14,1.109e-16,,1.330e-12,2.500e-18,3.561e-23,5.762e-13,1.192e-15,1.099e-24,1.017e-15,9.521e-21,,3.672e-13,1.761e-14,1.489e-31,2.324e-15,6.529e-17,7.818e-15,5.236e-10,3.729e-9,,2.274e-9,5.885e-15,3.076e-18,8.059e-2,,
592.35,8.787e-2,3.926e-13,,,3.264e-14,1.109e-16,,1.330e-12,2.483e-18,3.554e-23,5.761e-13,1.194e-15,6.822e-25,1.017e-15,9.524e-21,,3.668e-13,1.761e-14,1.490e-31,2.325e-15,6.527e-17,7.821e-15,3.513e-10,3.811e-9,,3.196e-9,5.885e-15,3.073e-18,8.787e-2,,
592.38,9.943e-2,3.921e-13,,,3.264e-14,1.109e-16,,1.330e-12,2.459e-18,3.544e-23,5.759e-13,1.196e-15,3.311e-25,1.017e-15,9.529e-21,,3.663e-13,1.762e-14,1.492e-31,2.325e-15,6.525e-17,7.826e-15,1.917e-10,3.972e-9,,5.288e-9,5.884e-15,3.069e-18,9.943e-2,,
592.4,1.075e-1,3.917e-13,,,3.264e-14,1.109e-16,,1.329e-12,2.443e-18,3.537e-23,5.758e-13,1.197e-15,2.035e-25,1.017e-15,9.532e-21,,3.660e-13,1.762e-14,1.494e-31,2.326e-15,6.523e-17,7.828e-15,1.274e-10,4.107e-9,,7.361e-9,5.883e-15,3.066e-18,1.075e-1,,
592.43,1.202e-1,3.911e-13,,,3.263e-14,1.110e-16,,1.329e-12,2.419e-18,3.527e-23,5.756e-13,1.199e-15,9.730e-26,1.018e-15,9.537e-21,,3.655e-13,1.763e-14,1.496e-31,2.326e-15,6.520e-17,7.833e-15,6.849e-11,4.353e-9,,1.200e-8,5.883e-15,3.062e-18,1.202e-1,,
592.45,1.289e-1,3.907e-13,,,3.263e-14,1.110e-16,,1.329e-12,2.403e-18,3.520e-23,5.755e-13,1.200e-15,5.922e-26,1.018e-15,9.541e-21,,3.652e-13,1.763e-14,1.497e-31,2.327e-15,6.518e-17,7.836e-15,4.507e-11,4.547e-9,,1.655e-8,5.882e-15,3.059e-18,1.289e-1,,
592.47,1.378e-1,3.903e-13,,,3.263e-14,1.110e-16,,1.328e-12,2.387e-18,3.513e-23,5.754e-13,1.201e-15,3.590e-26,1.018e-15,9.544e-21,,3.648e-13,1.764e-14,1.499e-31,2.327e-15,6.516e-17,7.839e-15,2.955e-11,4.766e-9,,2.274e-8,5.882e-15,3.056e-18,1.378e-1,,
592.5,1.513e-1,3.897e-13,,,3.262e-14,1.111e-16,,1.328e-12,2.362e-18,3.503e-23,5.753e-13,1.203e-15,1.682e-26,1.018e-15,9.549e-21,,3.643e-13,1.764e-14,1.501e-31,2.328e-15,6.514e-17,7.843e-15,1.557e-11,5.138e-9,,3.634e-8,5.881e-15,3.051e-18,1.513e-1,,
592.52,1.604e-1,3.894e-13,,,3.262e-14,1.111e-16,,1.328e-12,2.346e-18,3.496e-23,5.751e-13,1.204e-15,1.010e-26,1.018e-15,9.552e-21,,3.640e-13,1.765e-14,1.503e-31,2.329e-15,6.512e-17,7.846e-15,1.011e-11,5.415e-9,,4.944e-8,5.880e-15,3.048e-18,1.604e-1,,
592.55,1.739e-1,3.888e-13,,,3.262e-14,1.111e-16,,1.327e-12,2.322e-18,3.485e-23,5.750e-13,1.206e-15,4.665e-27,1.019e-15,9.557e-21,,3.635e-13,1.765e-14,1.505e-31,2.329e-15,6.509e-17,7.850e-15,5.249e-12,5.870e-9,,7.790e-8,5.880e-15,3.044e-18,1.739e-1,,
592.57,1.828e-1,3.884e-13,,,3.261e-14,1.111e-16,,1.327e-12,2.306e-18,3.479e-23,5.749e-13,1.207e-15,2.774e-27,1.019e-15,9.560e-21,,3.632e-13,1.766e-14,1.506e-31,2.330e-15,6.507e-17,7.853e-15,3.375e-12,6.199e-9,,1.050e-7,5.879e-15,3.041e-18,1.828e-1,,
592.6,1.958e-1,3.878e-13,,,3.261e-14,1.112e-16,,1.326e-12,2.282e-18,3.468e-23,5.747e-13,1.209e-15,2.770e-27,1.019e-15,9.565e-21,,3.627e-13,1.766e-14,1.508e-31,2.330e-15,6.504e-17,7.858e-15,1.727e-12,6.722e-9,,1.630e-7,5.878e-15,3.037e-18,1.958e-1,,
592.62,2.040e-1,3.874e-13,,,3.261e-14,1.112e-16,,1.326e-12,2.265e-18,3.461e-23,5.746e-13,1.210e-15,2.768e-27,1.019e-15,9.568e-21,,3.623e-13,1.767e-14,1.510e-31,2.331e-15,6.502e-17,7.861e-15,1.100e-12,7.088e-9,,2.176e-7,5.878e-15,3.034e-18,2.040e-1,,
592.65,2.157e-1,3.868e-13,,,3.260e-14,1.112e-16,,1.326e-12,2.241e-18,3.451e-23,5.744e-13,1.212e-15,2.764e-27,1.020e-15,9.573e-21,,3.618e-13,1.767e-14,1.512e-31,2.332e-15,6.500e-17,7.865e-15,5.549e-13,7.655e-9,,3.332e-7,5.877e-15,3.029e-18,2.157e-1,,
592.67,2.229e-1,3.864e-13,,,3.260e-14,1.112e-16,,1.325e-12,2.225e-18,3.444e-23,5.743e-13,1.213e-15,2.762e-27,1.020e-15,9.576e-21,,3.615e-13,1.768e-14,1.513e-31,2.332e-15,6.498e-17,7.868e-15,3.499e-13,8.040e-9,,4.405e-7,5.877e-15,3.026e-18,2.229e-1,,
592.7,2.327e-1,3.859e-13,,,3.260e-14,1.113e-16,,1.325e-12,2.201e-18,3.434e-23,5.742e-13,1.215e-15,2.758e-27,1.020e-15,9.581e-21,,3.610e-13,1.768e-14,1.516e-31,2.333e-15,6.495e-17,7.872e-15,1.740e-13,8.619e-9,,6.648e-7,5.876e-15,3.022e-18,2.327e-1,,
592.72,2.384e-1,3.855e-13,,,3.260e-14,1.113e-16,,1.325e-12,2.185e-18,3.427e-23,5.741e-13,1.216e-15,2.756e-27,1.020e-15,9.584e-21,,3.606e-13,1.769e-14,1.517e-31,2.333e-15,6.493e-17,7.875e-15,1.087e-13,8.999e-9,,8.705e-7,5.875e-15,3.019e-18,2.384e-1,,
592.74,2.434e-1,3.851e-13,,,3.259e-14,1.113e-16,,1.325e-12,2.168e-18,3.420e-23,5.740e-13,1.218e-15,2.753e-27,1.021e-15,9.588e-21,,3.603e-13,1.769e-14,1.518e-31,2.334e-15,6.491e-17,7.878e-15,6.760e-14,9.370e-9,,1.136e-6,5.875e-15,3.016e-18,2.434e-1,,
592.77,2.495e-1,3.845e-13,,,3.259e-14,1.114e-16,,1.324e-12,2.144e-18,3.410e-23,5.738e-13,1.220e-15,2.750e-27,1.021e-15,9.593e-21,,3.598e-13,1.770e-14,1.521e-31,2.334e-15,6.489e-17,7.882e-15,3.293e-14,9.902e-9,,1.680e-6,5.874e-15,3.012e-18,2.495e-1,,
592.79,2.526e-1,3.841e-13,,,3.259e-14,1.114e-16,,1.324e-12,2.128e-18,3.403e-23,5.737e-13,1.221e-15,2.747e-27,1.021e-15,9.596e-21,,3.595e-13,1.770e-14,1.522e-31,2.335e-15,6.487e-17,7.885e-15,2.029e-14,1.023e-8,,2.170e-6,5.874e-15,3.009e-18,2.526e-1,,
592.82,2.555e-1,3.835e-13,,,3.258e-14,1.114e-16,,1.323e-12,2.104e-18,3.393e-23,5.735e-13,1.223e-15,2.744e-27,1.021e-15,9.601e-21,,3.590e-13,1.771e-14,1.524e-31,2.336e-15,6.484e-17,7.890e-15,9.799e-15,1.068e-8,,3.165e-6,5.873e-15,3.005e-18,2.555e-1,,
592.84,2.564e-1,3.832e-13,,,3.258e-14,1.114e-16,,1.323e-12,2.088e-18,3.386e-23,5.734e-13,1.224e-15,2.741e-27,1.022e-15,9.604e-21,,3.586e-13,1.771e-14,1.526e-31,2.336e-15,6.482e-17,7.893e-15,6.040e-15,1.095e-8,,4.050e-6,5.872e-15,3.002e-18,2.564e-1,,
592.87,2.560e-1,3.826e-13,,,3.258e-14,1.115e-16,,1.323e-12,2.064e-18,3.376e-23,5.733e-13,1.226e-15,2.737e-27,1.022e-15,9.609e-21,,3.581e-13,1.772e-14,1.528e-31,2.337e-15,6.479e-17,7.897e-15,3.021e-15,1.129e-8,,5.821e-6,5.872e-15,2.997e-18,2.560e-1,,
592.89,2.546e-1,3.822e-13,,,3.257e-14,1.115e-16,,1.322e-12,2.047e-18,3.369e-23,5.731e-13,1.227e-15,2.735e-27,1.022e-15,9.612e-21,,3.578e-13,1.772e-14,1.529e-31,2.337e-15,6.478e-17,7.900e-15,2.047e-15,1.147e-8,,7.379e-6,5.871e-15,2.994e-18,2.546e-1,,
592.92,2.509e-1,3.816e-13,,,3.257e-14,1.115e-16,,1.322e-12,2.023e-18,3.358e-23,5.730e-13,1.229e-15,2.731e-27,1.022e-15,9.617e-21,,3.573e-13,1.773e-14,1.531e-31,2.338e-15,6.475e-17,7.904e-15,1.535e-15,1.167e-8,,1.046e-5,5.870e-15,2.990e-18,2.508e-1,,
592.94,2.473e-1,3.812e-13,,,3.257e-14,1.116e-16,,1.322e-12,2.007e-18,3.352e-23,5.729e-13,1.230e-15,2.729e-27,1.023e-15,9.620e-21,,3.570e-13,1.773e-14,1.533e-31,2.338e-15,6.473e-17,7.907e-15,1.701e-15,1.175e-8,,1.313e-5,5.870e-15,2.987e-18,2.473e-1,,
592.97,2.404e-1,3.806e-13,,,3.256e-14,1.116e-16,,1.321e-12,1.983e-18,3.341e-23,5.727e-13,1.232e-15,2.725e-27,1.023e-15,9.625e-21,,3.565e-13,1.774e-14,1.535e-31,2.339e-15,6.470e-17,7.912e-15,2.805e-15,1.178e-8,,1.834e-5,5.869e-15,2.983e-18,2.404e-1,,
592.99,2.349e-1,3.803e-13,,,3.256e-14,1.116e-16,,1.321e-12,1.967e-18,3.334e-23,5.726e-13,1.233e-15,2.723e-27,1.023e-15,9.628e-21,,3.561e-13,1.774e-14,1.536e-31,2.340e-15,6.468e-17,7.915e-15,4.364e-15,1.176e-8,,2.280e-5,5.869e-15,2.980e-18,2.349e-1,,
593.01,2.287e-1,3.799e-13,,,3.256e-14,1.116e-16,,1.321e-12,1.950e-18,3.328e-23,5.725e-13,1.234e-15,2.720e-27,1.023e-15,9.632e-21,,3.558e-13,1.774e-14,1.538e-31,2.340e-15,6.466e-17,7.917e-15,6.982e-15,1.168e-8,,2.825e-5,5.868e-15,2.977e-18,2.286e-1,,
593.04,2.182e-1,3.793e-13,,,3.255e-14,1.117e-16,,1.320e-12,1.926e-18,3.317e-23,5.723e-13,2.693e-15,2.717e-27,1.024e-15,9.636e-21,,3.553e-13,1.775e-14,1.540e-31,2.341e-15,6.464e-17,7.922e-15,1.428e-14,1.149e-8,,3.867e-5,5.867e-15,2.972e-18,2.181e-1,,
593.06,2.105e-1,3.789e-13,,,3.255e-14,1.117e-16,,1.320e-12,1.910e-18,3.310e-23,5.722e-13,4.509e-15,2.714e-27,1.024e-15,9.640e-21,,3.550e-13,1.775e-14,1.542e-31,2.341e-15,6.462e-17,7.925e-15,2.306e-14,1.132e-8,,4.745e-5,5.867e-15,2.970e-18,2.104e-1,,
593.09,1.981e-1,3.783e-13,,,3.255e-14,1.117e-16,,1.320e-12,1.886e-18,3.300e-23,5.721e-13,9.698e-15,2.711e-27,1.024e-15,9.645e-21,,3.545e-13,1.776e-14,1.544e-31,2.342e-15,6.459e-17,7.929e-15,4.702e-14,1.098e-8,,6.404e-5,5.866e-15,2.965e-18,1.981e-1,,
593.11,1.894e-1,3.779e-13,,,3.255e-14,1.118e-16,,1.319e-12,1.870e-18,3.293e-23,5.720e-13,1.608e-14,2.708e-27,1.024e-15,9.648e-21,,3.541e-13,1.776e-14,1.545e-31,2.343e-15,6.457e-17,7.932e-15,7.522e-14,1.070e-8,,7.783e-5,5.866e-15,2.962e-18,1.893e-1,,
593.14,1.759e-1,3.774e-13,,,3.254e-14,1.118e-16,,1.319e-12,1.845e-18,3.283e-23,5.718e-13,3.410e-14,2.705e-27,1.024e-15,9.653e-21,,3.536e-13,1.777e-14,1.547e-31,2.343e-15,6.454e-17,7.936e-15,1.512e-13,1.024e-8,,1.035e-4,5.865e-15,2.958e-18,1.758e-1,,
593.16,1.667e-1,3.770e-13,,,3.254e-14,1.118e-16,,1.319e-12,1.829e-18,3.276e-23,5.717e-13,5.602e-14,2.702e-27,1.025e-15,9.656e-21,,3.533e-13,1.777e-14,1.549e-31,2.344e-15,6.453e-17,7.939e-15,2.396e-13,9.888e-9,,1.246e-4,5.864e-15,2.955e-18,1.665e-1,,
593.19,1.527e-1,3.764e-13,,,3.254e-14,1.118e-16,,1.318e-12,1.805e-18,3.266e-23,5.715e-13,1.171e-13,2.698e-27,1.025e-15,9.661e-21,,3.528e-13,1.778e-14,1.551e-31,2.344e-15,6.450e-17,7.944e-15,4.746e-13,9.322e-9,,1.634e-4,5.864e-15,2.951e-18,1.525e-1,,
593.21,1.434e-1,3.760e-13,,,3.253e-14,1.119e-16,,1.318e-12,1.789e-18,3.259e-23,5.714e-13,1.906e-13,2.696e-27,1.025e-15,9.664e-21,,3.524e-13,1.778e-14,1.552e-31,2.345e-15,6.448e-17,7.947e-15,7.451e-13,8.921e-9,,1.949e-4,5.863e-15,2.948e-18,1.432e-1,,
593.24,1.296e-1,3.754e-13,,,3.253e-14,1.119e-16,,1.318e-12,1.765e-18,3.249e-23,5.713e-13,3.927e-13,2.692e-27,1.025e-15,9.669e-21,,3.519e-13,1.779e-14,1.555e-31,2.346e-15,6.445e-17,7.951e-15,1.455e-12,8.292e-9,,2.519e-4,5.862e-15,2.943e-18,1.293e-1,,
593.26,1.206e-1,3.750e-13,,,3.253e-14,1.119e-16,,1.317e-12,1.749e-18,3.242e-23,5.711e-13,6.330e-13,2.690e-27,1.026e-15,9.672e-21,,3.516e-13,1.779e-14,1.556e-31,2.346e-15,6.443e-17,7.954e-15,2.263e-12,7.861e-9,,2.975e-4,5.862e-15,2.940e-18,1.203e-1,,
593.28,1.118e-1,3.746e-13,,,3.252e-14,1.119e-16,,1.317e-12,1.732e-18,3.235e-23,5.710e-13,1.016e-12,2.687e-27,1.026e-15,9.675e-21,,3.513e-13,1.780e-14,1.557e-31,2.347e-15,6.441e-17,7.957e-15,3.505e-12,7.424e-9,,3.500e-4,5.861e-15,2.937e-18,1.114e-1,,
593.31,9.917e-2,3.741e-13,,,3.252e-14,1.120e-16,,1.317e-12,1.708e-18,3.225e-23,5.709e-13,2.053e-12,2.684e-27,1.026e-15,9.680e-21,,3.508e-13,1.780e-14,1.560e-31,2.347e-15,6.439e-17,7.961e-15,6.710e-12,6.766e-9,,4.434e-4,5.861e-15,2.933e-18,9.873e-2,,
593.33,9.116e-2,3.737e-13,,,3.252e-14,1.120e-16,,1.316e-12,1.692e-18,3.218e-23,5.708e-13,3.265e-12,2.681e-27,1.026e-15,9.684e-21,,3.504e-13,1.781e-14,1.561e-31,2.348e-15,6.437e-17,7.964e-15,1.030e-11,6.330e-9,,5.167e-4,5.860e-15,2.930e-18,9.065e-2,,
593.36,7.984e-2,3.731e-13,,,3.251e-14,1.120e-16,,1.316e-12,1.668e-18,3.208e-23,5.706e-13,6.503e-12,2.678e-27,1.027e-15,9.688e-21,,3.499e-13,1.781e-14,1.563e-31,2.348e-15,6.434e-17,7.968e-15,1.943e-11,5.690e-9,,6.454e-4,5.859e-15,2.926e-18,7.919e-2,,
593.38,7.278e-2,3.727e-13,,,3.251e-14,1.121e-16,,1.316e-12,1.652e-18,3.201e-23,5.705e-13,1.024e-11,2.675e-27,1.027e-15,9.692e-21,,3.496e-13,1.782e-14,1.565e-31,2.349e-15,6.432e-17,7.971e-15,2.953e-11,5.275e-9,,7.449e-4,5.859e-15,2.923e-18,7.204e-2,,
593.41,6.298e-2,3.721e-13,,,3.251e-14,1.121e-16,,1.315e-12,1.627e-18,3.190e-23,5.703e-13,2.011e-11,2.672e-27,1.027e-15,9.697e-21,,3.491e-13,1.782e-14,1.567e-31,2.350e-15,6.429e-17,7.976e-15,5.494e-11,4.678e-9,,9.171e-4,5.858e-15,2.918e-18,6.206e-2,,
593.43,5.698e-2,3.717e-13,,,3.250e-14,1.121e-16,,1.315e-12,1.611e-18,3.184e-23,5.702e-13,3.139e-11,2.669e-27,1.027e-15,9.700e-21,,3.488e-13,1.783e-14,1.568e-31,2.350e-15,6.428e-17,7.979e-15,8.271e-11,4.299e-9,,1.048e-3,5.858e-15,2.916e-18,5.593e-2,,
593.46,4.879e-2,3.712e-13,,,3.250e-14,1.122e-16,,1.314e-12,1.587e-18,3.173e-23,5.701e-13,6.075e-11,2.666e-27,1.028e-15,9.705e-21,,3.483e-13,1.783e-14,1.570e-31,2.351e-15,6.425e-17,7.983e-15,1.517e-10,3.763e-9,,1.272e-3,5.857e-15,2.911e-18,4.751e-2,,
593.48,4.386e-2,3.708e-13,,,3.250e-14,1.122e-16,,1.314e-12,1.571e-18,3.166e-23,5.700e-13,9.390e-11,2.663e-27,1.028e-15,9.708e-21,,3.479e-13,1.784e-14,1.572e-31,2.351e-15,6.423e-17,7.986e-15,2.262e-10,3.429e-9,,1.441e-3,5.856e-15,2.908e-18,4.242e-2,,
