Wavelength (nm),Sum(calc),Na I (6.5e-5),Na II (1.4e-3),Na III (4.9e-22),Mg I (3.8e-2),Mg II (3.2e-1),Mg III (1.9e-4),Al I (1.8e-2),Al II (1.2e-1),Al III (3.4e-6),Si I (4.3e-2),Si II (8.2e-2),Si III (3.8e-6),K I (1.0e-5),K II (3.2e-4),K III (9.0e-15),Ca I (1.3e-4),Ca II (3.3e-3),Ca III (4.5e-5),Mn I (1.1e-4),Mn II (8.9e-4),Fe I (1.4e-2),Fe II (7.7e-2),Fe III (1.0e-5),Cu I (0.0e+0),Cu II (0.0e+0),Zn I (0.0e+0),Zn II (0.0e+0),Mo I (0.0e+0),Pb I (8.8e-4),Pb II (5.5e-3)
292.02,1.202e+2,,1.644e-13,,1.444e+1,4.745e-3,,3.411e-12,4.069e-14,2.422e-25,1.726e-11,7.951e-16,6.198e-29,,5.590e-23,5.023e-37,1.426e-15,2.676e-13,6.828e-15,2.372e-14,3.596e-1,1.045e+2,8.960e-1,6.390e-24,0,0,0,0,0,2.070e-13,
292.05,1.104e+2,,1.542e-13,,8.205e+0,1.231e-2,,3.410e-12,4.049e-14,2.397e-25,1.716e-11,7.943e-16,6.143e-29,,5.592e-23,4.768e-37,1.423e-15,2.677e-13,1.079e-14,2.362e-14,4.668e-1,1.008e+2,9.399e-1,6.430e-24,0,0,0,0,0,2.070e-13,
292.09,1.088e+2,,1.416e-13,,3.657e+0,4.154e-2,,3.409e-12,4.023e-14,2.363e-25,1.703e-11,7.933e-16,6.070e-29,,5.594e-23,4.429e-37,1.418e-15,2.679e-13,1.882e-14,2.349e-14,6.264e-1,1.033e+2,1.197e+0,6.483e-24,0,0,0,0,0,2.069e-13,
292.13,1.190e+2,,1.290e-13,,1.532e+0,1.319e-1,,3.407e-12,3.996e-14,2.330e-25,1.691e-11,7.923e-16,5.997e-29,,5.597e-23,4.089e-37,1.414e-15,2.680e-13,3.085e-14,2.337e-14,7.903e-1,1.146e+2,1.929e+0,6.537e-24,0,0,0,0,0,2.068e-13,
292.17,1.389e+2,,1.155e-13,,6.028e-1,3.936e-1,,3.406e-12,3.970e-14,2.297e-25,1.678e-11,7.912e-16,5.924e-29,,5.599e-23,3.750e-37,1.409e-15,2.682e-13,4.754e-14,2.324e-14,9.377e-1,1.334e+2,3.605e+0,6.590e-24,0,0,0,0,0,2.067e-13,
292.2,1.589e+2,,1.048e-13,,2.876e-1,8.584e-1,,3.405e-12,3.950e-14,2.272e-25,1.668e-11,7.904e-16,5.870e-29,,5.601e-23,3.495e-37,1.406e-15,2.683e-13,6.314e-14,2.314e-14,1.024e+0,1.508e+2,5.934e+0,6.630e-24,0,0,0,0,0,2.067e-13,
292.24,1.899e+2,,9.006e-14,,1.015e-1,2.300e+0,,3.403e-12,3.924e-14,2.238e-25,1.655e-11,7.894e-16,5.797e-29,,5.603e-23,3.156e-37,1.401e-15,2.685e-13,8.734e-14,2.301e-14,1.093e+0,1.751e+2,1.137e+1,6.683e-24,0,0,0,0,0,2.066e-13,
292.28,2.243e+2,,7.557e-14,,3.367e-2,5.796e+0,,3.402e-12,3.897e-14,2.205e-25,1.643e-11,7.884e-16,5.724e-29,,5.606e-23,2.816e-37,1.397e-15,2.686e-13,1.136e-13,2.288e-14,1.101e+0,1.965e+2,2.087e+1,6.736e-24,0,0,0,0,0,2.065e-13,
292.32,2.621e+2,,6.203e-14,,1.050e-2,1.373e+1,,3.400e-12,3.871e-14,2.172e-25,1.630e-11,7.873e-16,5.651e-29,,5.608e-23,2.477e-37,1.392e-15,2.687e-13,1.388e-13,2.276e-14,1.049e+0,2.111e+2,3.623e+1,6.790e-24,0,0,0,0,0,2.065e-13,
292.35,2.947e+2,,5.280e-14,,4.205e-3,2.518e+1,,3.399e-12,3.851e-14,2.147e-25,1.620e-11,7.866e-16,5.596e-29,,5.610e-23,2.222e-37,1.389e-15,2.689e-13,1.550e-13,2.266e-14,9.814e-1,2.158e+2,5.270e+1,6.830e-24,0,0,0,0,0,2.064e-13,
292.39,3.496e+2,,4.189e-14,,1.176e-3,5.356e+1,,3.397e-12,3.824e-14,2.113e-25,1.607e-11,7.855e-16,5.524e-29,,5.612e-23,1.882e-37,1.384e-15,2.690e-13,1.700e-13,2.253e-14,8.699e-1,2.128e+2,8.239e+1,6.883e-24,0,0,0,0,0,2.063e-13,
292.43,4.292e+2,,3.255e-14,,3.089e-4,1.071e+2,,3.396e-12,3.798e-14,2.080e-25,1.595e-11,7.845e-16,5.451e-29,,5.615e-23,1.543e-37,1.380e-15,2.692e-13,1.754e-13,2.240e-14,7.599e-1,2.002e+2,1.211e+2,6.936e-24,0,0,0,0,0,2.063e-13,
292.47,5.503e+2,,2.469e-14,,7.627e-5,2.014e+2,,3.394e-12,3.771e-14,2.047e-25,1.582e-11,7.834e-16,5.378e-29,,5.617e-23,1.203e-37,1.375e-15,2.693e-13,1.700e-13,2.227e-14,6.765e-1,1.808e+2,1.674e+2,6.989e-24,0,0,0,0,0,2.062e-13,
292.5,6.805e+2,,1.967e-14,,2.565e-5,3.106e+2,,3.393e-12,3.751e-14,2.022e-25,1.572e-11,7.827e-16,5.323e-29,,5.619e-23,5.762e-37,1.372e-15,2.694e-13,1.595e-13,2.218e-14,6.422e-1,1.643e+2,2.050e+2,7.029e-24,0,0,0,0,0,2.062e-13,
292.54,9.226e+2,,1.410e-14,,5.680e-6,5.243e+2,,3.392e-12,3.725e-14,1.988e-25,1.559e-11,7.816e-16,5.250e-29,,5.621e-23,4.408e-36,1.367e-15,2.696e-13,1.388e-13,2.205e-14,6.406e-1,1.432e+2,2.544e+2,7.083e-24,0,0,0,0,0,2.061e-13,
292.58,1.257e+3,,9.698e-15,,1.182e-6,8.323e+2,,3.390e-12,3.698e-14,1.955e-25,1.547e-11,7.806e-16,5.177e-29,,5.623e-23,3.172e-35,1.362e-15,2.697e-13,1.136e-13,2.192e-14,6.874e-1,1.273e+2,2.969e+2,7.136e-24,0,0,0,0,0,2.060e-13,
292.62,1.688e+3,,6.379e-15,,2.312e-7,1.242e+3,,3.389e-12,3.672e-14,1.922e-25,1.534e-11,7.796e-16,5.105e-29,,5.626e-23,2.147e-34,1.358e-15,2.699e-13,8.734e-14,2.179e-14,7.746e-1,1.199e+2,3.257e+2,7.189e-24,0,0,0,0,0,2.059e-13,
292.65,2.068e+3,,4.523e-15,,6.527e-8,1.611e+3,,3.388e-12,3.652e-14,1.897e-25,1.524e-11,7.788e-16,5.050e-29,,5.628e-23,8.656e-34,1.354e-15,2.700e-13,6.887e-14,2.170e-14,8.626e-1,1.211e+2,3.352e+2,7.229e-24,0,0,0,0,0,2.059e-13,
292.69,2.621e+3,,2.762e-15,,1.145e-8,2.158e+3,,3.386e-12,3.625e-14,1.863e-25,1.512e-11,7.777e-16,4.977e-29,,5.630e-23,5.264e-33,1.350e-15,2.701e-13,4.754e-14,2.157e-14,1.016e+0,1.317e+2,3.301e+2,7.282e-24,0,0,0,0,0,2.058e-13,
292.73,3.177e+3,,1.661e-15,,1.887e-9,2.719e+3,,3.385e-12,3.599e-14,1.830e-25,1.499e-11,7.767e-16,4.904e-29,,5.632e-23,3.012e-32,1.345e-15,2.703e-13,3.085e-14,2.144e-14,1.251e+0,1.511e+2,3.057e+2,7.336e-24,0,0,0,0,0,2.057e-13,
292.77,3.665e+3,,1.050e-15,,2.924e-10,3.221e+3,,3.383e-12,3.572e-14,1.797e-25,1.486e-11,7.757e-16,4.831e-29,,5.635e-23,1.621e-31,1.341e-15,2.704e-13,1.882e-14,2.131e-14,1.670e+0,1.755e+2,2.661e+2,7.389e-24,0,0,0,0,0,2.057e-13,
292.8,3.940e+3,,8.266e-16,,6.930e-11,3.513e+3,,3.382e-12,3.552e-14,1.772e-25,1.476e-11,7.749e-16,4.777e-29,,5.637e-23,5.500e-31,1.337e-15,2.705e-13,1.247e-14,2.122e-14,2.227e+0,1.942e+2,2.303e+2,7.429e-24,0,0,0,0,0,2.056e-13,
292.84,4.135e+3,,7.482e-16,,9.806e-12,3.736e+3,,3.381e-12,3.526e-14,1.738e-25,1.464e-11,7.739e-16,4.704e-29,,5.639e-23,2.659e-30,1.333e-15,2.707e-13,6.828e-15,2.109e-14,3.565e+0,2.152e+2,1.800e+2,7.482e-24,0,0,0,0,0,2.055e-13,
292.88,4.102e+3,,8.393e-16,,2.627e-12,3.736e+3,,3.379e-12,3.499e-14,1.705e-25,1.451e-11,7.728e-16,4.631e-29,,5.641e-23,1.209e-29,1.328e-15,2.708e-13,3.514e-15,2.096e-14,6.064e+0,2.275e+2,1.323e+2,7.535e-24,0,0,0,0,0,2.055e-13,
292.92,3.843e+3,,1.031e-15,,9.964e-12,3.513e+3,,3.378e-12,3.473e-14,1.672e-25,1.438e-11,7.718e-16,4.558e-29,,5.644e-23,5.172e-29,1.324e-15,2.710e-13,1.700e-15,2.083e-14,1.045e+1,2.276e+2,9.140e+1,7.589e-24,0,0,0,0,0,2.054e-13,
292.95,3.523e+3,,1.208e-15,,4.239e-11,3.222e+3,,3.376e-12,3.453e-14,1.647e-25,1.428e-11,7.710e-16,4.503e-29,,5.646e-23,1.478e-28,1.320e-15,2.711e-13,9.472e-16,2.073e-14,1.552e+1,2.193e+2,6.653e+1,7.629e-24,0,0,0,0,0,2.054e-13,
292.99,2.986e+3,,1.448e-15,,2.770e-10,2.721e+3,,3.375e-12,3.427e-14,1.613e-25,1.416e-11,7.700e-16,4.430e-29,,5.648e-23,5.680e-28,1.316e-15,2.712e-13,4.113e-16,2.061e-14,2.542e+1,1.981e+2,4.128e+1,7.682e-24,0,0,0,0,0,2.053e-13,
293.03,2.395e+3,,1.659e-15,,1.703e-9,2.163e+3,,3.373e-12,3.400e-14,1.580e-25,1.403e-11,7.689e-16,4.358e-29,,5.650e-23,2.053e-27,1.311e-15,2.714e-13,1.679e-16,2.048e-14,3.966e+1,1.686e+2,2.409e+1,7.735e-24,0,0,0,0,0,2.052e-13,
293.07,1.830e+3,,1.810e-15,,9.853e-9,1.623e+3,,3.372e-12,3.374e-14,1.547e-25,1.390e-11,7.679e-16,4.285e-29,,5.653e-23,6.982e-27,1.306e-15,2.715e-13,6.444e-17,2.035e-14,5.857e+1,1.351e+2,1.322e+1,7.789e-24,0,0,0,0,0,2.051e-13,
293.1,1.459e+3,,1.875e-15,,3.531e-8,1.265e+3,,3.371e-12,3.354e-14,1.522e-25,1.380e-11,7.671e-16,4.230e-29,,5.655e-23,1.680e-26,1.303e-15,2.716e-13,3.017e-17,2.025e-14,7.556e+1,1.102e+2,8.100e+0,7.828e-24,0,0,0,0,0,2.051e-13,
293.14,1.069e+3,,1.900e-15,,1.835e-7,8.839e+2,,3.369e-12,3.327e-14,1.488e-25,1.368e-11,7.661e-16,4.157e-29,,5.657e-23,5.131e-26,1.298e-15,2.718e-13,1.039e-17,2.012e-14,1.008e+2,8.037e+1,3.998e+0,7.882e-24,0,0,0,0,0,2.050e-13,
293.18,8.189e+2,,1.869e-15,,8.975e-7,6.336e+2,,3.368e-12,3.301e-14,1.455e-25,1.355e-11,7.650e-16,4.084e-29,,5.659e-23,1.475e-25,1.294e-15,2.719e-13,3.365e-18,2.000e-14,1.265e+2,5.691e+1,1.861e+0,7.935e-24,0,0,0,0,0,2.049e-13,
293.21,7.303e+2,,1.823e-15,,2.835e-6,5.404e+2,,3.367e-12,3.281e-14,1.430e-25,1.345e-11,7.643e-16,4.030e-29,,5.661e-23,3.127e-25,1.290e-15,2.721e-13,1.387e-18,1.990e-14,1.443e+2,4.464e+1,1.014e+0,7.975e-24,0,0,0,0,0,2.049e-13,
293.25,7.519e+2,,1.753e-15,,1.246e-5,5.522e+2,,3.365e-12,3.254e-14,1.397e-25,1.332e-11,7.632e-16,3.957e-29,,5.663e-23,8.073e-25,1.286e-15,2.722e-13,4.031e-19,1.977e-14,1.630e+2,3.634e+1,4.396e-1,8.028e-24,0,0,0,0,0,2.048e-13,
293.29,9.467e+2,,1.693e-15,,5.152e-5,7.349e+2,,3.364e-12,3.228e-14,1.363e-25,1.320e-11,7.622e-16,3.884e-29,,5.666e-23,1.961e-24,1.281e-15,2.724e-13,1.101e-19,1.964e-14,1.732e+2,3.834e+1,1.997e-1,8.082e-24,0,0,0,0,0,2.047e-13,
293.33,1.336e+3,,1.657e-15,,2.004e-4,1.110e+3,,3.362e-12,3.201e-14,1.330e-25,1.307e-11,7.611e-16,3.811e-29,,5.668e-23,4.479e-24,1.277e-15,2.725e-13,2.828e-20,1.951e-14,1.733e+2,5.208e+1,1.154e-1,8.135e-24,0,0,0,0,0,2.047e-13,
293.36,1.769e+3,,1.650e-15,,5.333e-4,1.531e+3,,3.361e-12,3.181e-14,1.305e-25,1.297e-11,7.604e-16,3.756e-29,,5.670e-23,7.995e-24,1.273e-15,2.726e-13,9.798e-21,1.942e-14,1.667e+2,7.114e+1,1.006e-1,8.175e-24,0,0,0,0,0,2.046e-13,
293.4,2.543e+3,,1.674e-15,,1.864e-3,2.283e+3,,3.359e-12,3.155e-14,1.271e-25,1.285e-11,7.593e-16,3.683e-29,,5.672e-23,1.641e-23,1.269e-15,2.728e-13,2.259e-21,1.929e-14,1.505e+2,1.096e+2,1.111e-1,8.228e-24,0,0,0,0,0,2.046e-13,
293.44,3.526e+3,,1.745e-15,,6.130e-3,3.233e+3,,3.358e-12,3.128e-14,1.238e-25,1.272e-11,7.583e-16,3.611e-29,,5.675e-23,3.168e-23,1.264e-15,2.729e-13,4.894e-22,1.916e-14,1.289e+2,1.635e+2,1.381e-1,8.281e-24,0,0,0,0,0,2.045e-13,
293.48,4.658e+3,,1.879e-15,,1.896e-2,4.320e+3,,3.356e-12,3.102e-14,1.205e-25,1.259e-11,7.573e-16,3.538e-29,,5.677e-23,5.754e-23,1.260e-15,2.731e-13,9.970e-23,1.903e-14,1.061e+2,2.316e+2,1.719e-1,8.335e-24,0,0,0,0,0,2.044e-13,
293.51,5.541e+3,,2.029e-15,,4.250e-2,5.161e+3,,3.355e-12,3.082e-14,1.180e-25,1.249e-11,7.565e-16,3.483e-29,,5.679e-23,8.647e-23,1.256e-15,2.732e-13,2.903e-23,1.894e-14,9.076e+1,2.894e+2,1.988e-1,8.374e-24,0,0,0,0,0,2.044e-13,
293.55,6.647e+3,,2.304e-15,,1.182e-1,6.201e+3,,3.354e-12,3.055e-14,1.146e-25,1.237e-11,7.554e-16,3.410e-29,,5.681e-23,1.411e-22,1.252e-15,2.733e-13,5.308e-24,1.881e-14,7.589e+1,3.696e+2,2.352e-1,8.428e-24,0,0,0,0,0,2.043e-13,
293.59,7.525e+3,,2.655e-15,,3.091e-1,7.010e+3,,3.352e-12,3.029e-14,1.113e-25,1.224e-11,7.544e-16,3.337e-29,,5.684e-23,2.165e-22,1.247e-15,2.735e-13,9.124e-25,1.868e-14,7.020e+1,4.441e+2,2.725e-1,8.481e-24,0,0,0,0,0,2.042e-13,
293.63,8.031e+3,,3.050e-15,,7.606e-1,7.453e+3,,3.351e-12,3.002e-14,1.080e-25,1.211e-11,7.534e-16,3.264e-29,,5.686e-23,3.126e-22,1.242e-15,2.736e-13,1.474e-25,1.855e-14,7.570e+1,5.020e+2,3.131e-1,8.534e-24,0,0,0,0,0,2.041e-13,
293.66,8.114e+3,,3.342e-15,,1.436e+0,7.495e+3,,3.350e-12,2.983e-14,1.055e-25,1.201e-11,7.526e-16,3.210e-29,,5.688e-23,3.955e-22,1.239e-15,2.737e-13,3.608e-26,1.845e-14,8.762e+1,5.286e+2,3.486e-1,8.574e-24,0,0,0,0,0,2.041e-13,
293.7,7.813e+3,,3.666e-15,,3.175e+0,7.159e+3,,3.348e-12,2.956e-14,1.021e-25,1.189e-11,7.516e-16,3.137e-29,,5.690e-23,5.129e-22,1.234e-15,2.739e-13,5.232e-27,1.833e-14,1.133e+2,5.368e+2,4.074e-1,8.628e-24,0,0,0,0,0,2.040e-13,
293.74,7.099e+3,,3.854e-15,,6.605e+0,6.431e+3,,3.347e-12,2.930e-14,9.881e-26,1.176e-11,7.505e-16,3.064e-29,,5.693e-23,6.258e-22,1.230e-15,2.740e-13,7.133e-28,1.820e-14,1.481e+2,5.127e+2,4.867e-1,8.681e-24,0,0,0,0,0,2.040e-13,
293.78,6.096e+3,,3.852e-15,,1.293e+1,5.434e+3,,3.345e-12,2.903e-14,9.547e-26,1.163e-11,7.495e-16,2.991e-29,,5.695e-23,7.182e-22,1.225e-15,2.742e-13,9.142e-29,1.807e-14,1.880e+2,4.606e+2,5.992e-1,8.734e-24,0,0,0,0,0,2.039e-13,
293.81,5.247e+3,,3.716e-15,,2.055e+1,4.600e+3,,3.344e-12,2.883e-14,9.297e-26,1.153e-11,7.487e-16,2.936e-29,,5.697e-23,7.650e-22,1.222e-15,2.743e-13,9.312e-29,1.797e-14,2.178e+2,4.082e+2,7.202e-1,8.774e-24,0,0,0,0,0,2.038e-13,
293.85,4.111e+3,,3.370e-15,,3.615e+1,3.491e+3,,3.343e-12,2.857e-14,8.964e-26,1.141e-11,7.477e-16,2.863e-29,,5.699e-23,7.887e-22,1.217e-15,2.744e-13,9.540e-29,1.784e-14,2.527e+2,3.295e+2,9.724e-1,8.827e-24,0,0,0,0,0,2.038e-13,
293.89,3.080e+3,,2.881e-15,,5.981e+1,2.492e+3,,3.341e-12,2.830e-14,8.630e-26,1.128e-11,7.466e-16,2.791e-29,,5.702e-23,7.650e-22,1.213e-15,2.746e-13,9.767e-29,1.772e-14,2.765e+2,2.501e+2,1.428e+0,8.881e-24,0,0,0,0,0,2.037e-13,
293.93,2.232e+3,,2.321e-15,,9.312e+1,1.674e+3,,3.340e-12,2.804e-14,8.297e-26,1.115e-11,7.456e-16,2.718e-29,,5.704e-23,6.979e-22,1.208e-15,2.747e-13,9.994e-29,1.759e-14,2.850e+2,1.785e+2,2.294e+0,8.934e-24,0,0,0,0,0,2.036e-13,
293.96,1.734e+3,,1.898e-15,,1.247e+2,1.192e+3,,3.338e-12,2.784e-14,8.047e-26,1.105e-11,7.448e-16,2.663e-29,,5.706e-23,6.258e-22,1.205e-15,2.748e-13,1.016e-28,1.749e-14,2.802e+2,1.332e+2,3.429e+0,8.974e-24,0,0,0,0,0,2.036e-13,
294,1.245e+3,,1.377e-15,,1.744e+2,7.193e+2,,3.337e-12,2.757e-14,7.714e-26,1.093e-11,7.438e-16,2.590e-29,,5.708e-23,5.129e-22,1.200e-15,2.750e-13,1.039e-28,1.736e-14,2.599e+2,8.544e+1,6.044e+0,9.027e-24,0,0,0,0,0,2.035e-13,
294.04,9.269e+2,,9.428e-16,,2.296e+2,4.081e+2,,3.335e-12,2.731e-14,7.380e-26,1.080e-11,7.427e-16,2.517e-29,,5.711e-23,3.955e-22,1.196e-15,2.751e-13,1.062e-28,1.723e-14,2.270e+2,5.156e+1,1.067e+1,9.080e-24,0,0,0,0,0,2.034e-13,
294.08,7.366e+2,,6.138e-16,,2.843e+2,2.177e+2,,3.334e-12,2.704e-14,7.047e-26,1.067e-11,7.417e-16,2.444e-29,,5.713e-23,2.868e-22,1.191e-15,2.753e-13,1.085e-28,1.711e-14,1.870e+2,2.928e+1,1.833e+1,9.134e-24,0,0,0,0,0,2.033e-13,
294.11,6.520e+2,,4.360e-16,,3.206e+2,1.306e+2,,3.333e-12,2.684e-14,6.797e-26,1.057e-11,7.409e-16,2.390e-29,,5.715e-23,2.165e-22,1.188e-15,2.754e-13,1.102e-28,1.701e-14,1.557e+2,1.845e+1,2.679e+1,9.174e-24,0,0,0,0,0,2.033e-13,
294.15,5.876e+2,,2.822e-16,,3.567e+2,6.260e+1,,3.331e-12,2.658e-14,6.463e-26,1.045e-11,7.399e-16,2.317e-29,,5.717e-23,1.411e-22,1.183e-15,2.755e-13,1.124e-28,1.688e-14,1.162e+2,9.587e+0,4.251e+1,9.227e-24,0,0,0,0,0,2.032e-13,
294.19,5.531e+2,,2.104e-16,,3.734e+2,2.822e+1,,3.330e-12,2.631e-14,6.130e-26,1.032e-11,7.389e-16,2.244e-29,,5.720e-23,8.647e-23,1.179e-15,2.757e-13,1.147e-28,1.675e-14,8.248e+1,5.065e+0,6.391e+1,9.280e-24,0,0,0,0,0,2.032e-13,
294.23,5.301e+2,,2.079e-16,,3.678e+2,1.197e+1,,3.328e-12,2.605e-14,5.796e-26,1.019e-11,7.378e-16,2.171e-29,,5.722e-23,4.985e-23,1.174e-15,2.758e-13,1.170e-28,1.662e-14,5.615e+1,3.420e+0,9.080e+1,9.333e-24,0,0,0,0,0,2.031e-13,
294.26,5.142e+2,,2.463e-16,,3.493e+2,6.042e+0,,3.327e-12,2.585e-14,5.546e-26,1.010e-11,7.370e-16,2.116e-29,,5.724e-23,3.168e-23,1.171e-15,2.760e-13,1.187e-28,1.653e-14,4.130e+1,3.673e+0,1.138e+2,9.373e-24,0,0,0,0,0,2.030e-13,
294.3,4.914e+2,,3.468e-16,,3.092e+2,2.302e+0,,3.326e-12,2.558e-14,5.213e-26,9.967e-12,7.360e-16,2.044e-29,,5.726e-23,1.641e-23,1.166e-15,2.761e-13,1.210e-28,1.640e-14,2.724e+1,6.101e+0,1.466e+2,9.427e-24,0,0,0,0,0,2.030e-13,
294.34,4.672e+2,,5.004e-16,,2.574e+2,8.246e-1,,3.324e-12,2.532e-14,4.879e-26,9.839e-12,7.350e-16,1.971e-29,,5.729e-23,7.995e-24,1.161e-15,2.762e-13,1.232e-28,1.627e-14,1.845e+1,1.178e+1,1.788e+2,9.480e-24,0,0,0,0,0,2.029e-13,
294.38,4.454e+2,,7.015e-16,,2.016e+2,2.779e-1,,3.323e-12,2.505e-14,4.546e-26,9.711e-12,7.339e-16,1.898e-29,,5.731e-23,3.664e-24,1.157e-15,2.764e-13,1.255e-28,1.614e-14,1.364e+1,2.246e+1,2.073e+2,9.533e-24,0,0,0,0,0,2.028e-13,
294.41,4.337e+2,,8.774e-16,,1.613e+2,1.181e-1,,3.322e-12,2.486e-14,4.296e-26,9.616e-12,7.332e-16,1.843e-29,,5.733e-23,1.961e-24,1.153e-15,2.765e-13,1.272e-28,1.605e-14,1.211e+1,3.526e+1,2.250e+2,9.573e-24,0,0,0,0,0,2.028e-13,
294.45,4.300e+2,,1.133e-15,,1.136e+2,3.575e-2,,3.320e-12,2.459e-14,3.963e-26,9.488e-12,7.321e-16,1.770e-29,,5.735e-23,8.073e-25,1.149e-15,2.767e-13,1.295e-28,1.592e-14,1.270e+1,6.112e+1,2.426e+2,9.626e-24,0,0,0,0,0,2.027e-13,
294.49,4.463e+2,,1.396e-15,,7.520e+1,1.018e-2,,3.319e-12,2.433e-14,3.629e-26,9.360e-12,7.311e-16,1.697e-29,,5.738e-23,3.127e-25,1.144e-15,2.768e-13,1.318e-28,1.579e-14,1.683e+1,9.979e+1,2.544e+2,9.680e-24,0,0,0,0,0,2.026e-13,
294.53,4.887e+2,,1.647e-15,,4.686e+1,2.726e-3,,3.317e-12,2.406e-14,3.296e-26,9.232e-12,7.300e-16,1.625e-29,,5.740e-23,1.139e-25,1.140e-15,2.770e-13,1.340e-28,1.566e-14,2.581e+1,1.534e+2,2.627e+2,9.733e-24,0,0,0,0,0,2.025e-13,
294.56,5.401e+2,,1.820e-15,,3.157e+1,9.749e-4,,3.316e-12,2.386e-14,3.046e-26,9.136e-12,7.293e-16,7.698e-29,,5.742e-23,5.141e-26,1.136e-15,2.771e-13,1.357e-28,1.557e-14,3.686e+1,2.035e+2,2.682e+2,9.773e-24,0,0,0,0,0,2.025e-13,
294.6,6.347e+2,,2.032e-15,,1.768e+1,2.345e-4,,3.314e-12,2.360e-14,2.712e-26,9.008e-12,7.282e-16,5.811e-28,,5.744e-23,1.714e-26,1.132e-15,2.772e-13,1.380e-28,1.544e-14,5.904e+1,2.813e+2,2.766e+2,9.826e-24,0,0,0,0,0,2.024e-13,
294.64,7.537e+2,,2.247e-15,,9.311e+0,5.307e-5,,3.313e-12,2.333e-14,2.379e-26,8.880e-12,7.272e-16,4.130e-27,,5.746e-23,6.351e-27,1.127e-15,2.774e-13,1.403e-28,1.531e-14,9.137e+1,3.661e+2,2.869e+2,9.879e-24,0,0,0,0,0,2.024e-13,
294.68,8.855e+2,,2.525e-15,,4.614e+0,1.130e-5,,3.311e-12,2.307e-14,2.045e-26,8.752e-12,7.262e-16,2.764e-26,,5.749e-23,5.280e-27,1.123e-15,2.775e-13,1.425e-28,1.518e-14,1.346e+2,4.486e+2,2.977e+2,9.933e-24,0,0,0,0,0,2.023e-13,
294.71,9.825e+2,,2.833e-15,,2.618e+0,3.400e-6,,3.310e-12,2.287e-14,1.795e-26,8.656e-12,7.254e-16,1.105e-25,,5.751e-23,9.279e-27,1.119e-15,2.776e-13,1.442e-28,1.508e-14,1.734e+2,5.022e+2,3.043e+2,9.973e-24,0,0,0,0,0,2.022e-13,
294.75,1.094e+3,,3.482e-15,,1.166e+0,6.501e-7,,3.309e-12,2.260e-14,1.462e-26,8.528e-12,7.243e-16,6.653e-25,,5.753e-23,2.528e-26,1.115e-15,2.778e-13,1.465e-28,1.496e-14,2.311e+2,5.536e+2,3.080e+2,1.003e-23,0,0,0,0,0,2.022e-13,
294.79,1.169e+3,,4.544e-15,,4.886e-1,1.169e-7,,3.307e-12,2.234e-14,1.101e-25,8.401e-12,7.233e-16,3.771e-24,,5.755e-23,6.827e-26,1.110e-15,2.779e-13,1.488e-28,1.483e-14,2.902e+2,5.748e+2,3.030e+2,1.008e-23,0,0,0,0,0,2.021e-13,
294.83,1.193e+3,,6.167e-15,,1.926e-1,1.977e-8,,3.306e-12,2.207e-14,7.803e-25,8.273e-12,7.223e-16,2.012e-23,,5.758e-23,1.744e-25,1.105e-15,2.781e-13,1.511e-28,1.470e-14,3.432e+2,5.623e+2,2.876e+2,1.013e-23,0,0,0,0,0,2.020e-13,
294.86,1.176e+3,,7.809e-15,,9.204e-2,5.010e-9,,3.305e-12,2.187e-14,3.259e-24,8.177e-12,7.215e-16,6.791e-23,,5.760e-23,3.388e-25,1.102e-15,2.782e-13,1.528e-28,1.460e-14,3.740e+2,5.323e+2,2.693e+2,1.017e-23,0,0,0,0,0,2.020e-13,
294.9,1.107e+3,,1.057e-14,,3.260e-2,7.612e-10,,3.303e-12,2.161e-14,2.079e-23,8.049e-12,7.204e-16,3.260e-22,,5.762e-23,7.788e-25,1.097e-15,2.783e-13,1.550e-28,1.447e-14,3.980e+2,4.709e+2,2.383e+2,1.023e-23,0,0,0,0,0,2.019e-13,
294.94,9.980e+2,,1.384e-14,,1.086e-2,1.088e-10,,3.302e-12,2.134e-14,1.249e-22,7.921e-12,7.194e-16,1.474e-21,,5.764e-23,1.685e-24,1.093e-15,2.785e-13,1.573e-28,1.435e-14,3.988e+2,3.957e+2,2.035e+2,1.028e-23,0,0,0,0,0,2.018e-13,
294.98,8.658e+2,,1.734e-14,,3.406e-3,1.462e-11,,3.300e-12,2.108e-14,7.063e-22,7.793e-12,7.184e-16,6.272e-21,,5.767e-23,3.432e-24,1.088e-15,2.786e-13,1.596e-28,1.422e-14,3.763e+2,3.197e+2,1.699e+2,1.033e-23,0,0,0,0,0,2.017e-13,
295.01,7.642e+2,,1.986e-14,,1.371e-3,1.459e-11,,3.299e-12,2.088e-14,2.490e-21,7.697e-12,7.176e-16,1.786e-20,,5.769e-23,5.624e-24,1.085e-15,2.787e-13,1.613e-28,1.412e-14,3.464e+2,2.694e+2,1.485e+2,1.037e-23,0,0,0,0,0,2.017e-13,
295.05,6.417e+2,,2.266e-14,,3.863e-4,1.455e-11,,3.298e-12,2.061e-14,1.267e-20,7.569e-12,7.166e-16,6.839e-20,,5.771e-23,1.030e-23,1.080e-15,2.789e-13,1.636e-28,1.399e-14,2.945e+2,2.190e+2,1.283e+2,1.043e-23,0,0,0,0,0,2.016e-13,
