Wavelength (nm),Sum(calc),Na I (6.5e-5),Na II (1.4e-3),Na III (4.9e-22),Mg I (3.8e-2),Mg II (3.2e-1),Mg III (1.9e-4),Al I (1.8e-2),Al II (1.2e-1),Al III (3.4e-6),Si I (4.3e-2),Si II (8.2e-2),Si III (3.8e-6),K I (1.0e-5),K II (3.2e-4),K III (9.0e-15),Ca I (1.3e-4),Ca II (3.3e-3),Ca III (4.5e-5),Mn I (1.1e-4),Mn II (8.9e-4),Fe I (1.4e-2),Fe II (7.7e-2),Fe III (1.0e-5),Cu I (0.0e+0),Cu II (0.0e+0),Zn I (0.0e+0),Zn II (0.0e+0),Mo I (0.0e+0),Pb I (8.8e-4),Pb II (5.5e-3)
714.56,1.850e-2,4.476e-15,,,2.357e-13,5.838e-15,,1.422e-14,5.577e-4,1.377e-27,5.633e-15,4.157e-8,5.195e-29,1.421e-15,,,,1.315e-15,2.698e-34,,1.550e-2,6.495e-15,2.438e-3,9.757e-27,,0,,0,0,,
714.59,1.702e-2,4.477e-15,,,2.357e-13,5.840e-15,,1.422e-14,4.911e-4,1.377e-27,5.632e-15,2.822e-8,5.194e-29,1.423e-15,,,,1.315e-15,2.707e-34,,1.457e-2,6.496e-15,1.958e-3,9.754e-27,,0,,0,0,,
714.63,1.515e-2,4.479e-15,,,2.356e-13,5.842e-15,,1.423e-14,4.106e-4,1.377e-27,5.631e-15,1.669e-8,5.192e-29,1.426e-15,,,,1.316e-15,2.717e-34,,1.329e-2,6.497e-15,1.449e-3,9.750e-27,,0,,0,0,,
714.67,1.341e-2,4.480e-15,,,2.355e-13,5.844e-15,,1.423e-14,3.399e-4,1.377e-27,5.629e-15,9.765e-9,5.190e-29,1.429e-15,,,,1.316e-15,2.728e-34,,1.201e-2,6.498e-15,1.061e-3,9.746e-27,,0,,0,0,,
714.71,1.179e-2,4.482e-15,,,2.354e-13,5.847e-15,,1.423e-14,2.784e-4,1.376e-27,5.627e-15,5.655e-9,5.188e-29,1.432e-15,,,,1.316e-15,2.739e-34,,1.074e-2,6.499e-15,7.694e-4,9.742e-27,,0,,0,0,,
714.74,1.065e-2,4.483e-15,,,2.354e-13,5.848e-15,,1.423e-14,2.380e-4,1.376e-27,5.626e-15,3.728e-9,5.186e-29,1.434e-15,,,,1.316e-15,2.747e-34,,9.814e-3,6.500e-15,6.003e-4,9.739e-27,,0,,0,0,,
714.78,9.246e-3,4.485e-15,,,2.353e-13,5.851e-15,,1.423e-14,1.915e-4,1.376e-27,5.625e-15,2.120e-9,5.184e-29,1.437e-15,,,,1.316e-15,2.758e-34,,8.627e-3,6.501e-15,4.273e-4,9.736e-27,,0,,0,0,,
714.82,7.962e-3,4.487e-15,,,2.352e-13,5.853e-15,,1.423e-14,1.524e-4,1.376e-27,5.623e-15,1.193e-9,5.182e-29,1.440e-15,,,,1.317e-15,2.769e-34,,7.508e-3,6.502e-15,3.010e-4,9.732e-27,,0,,0,0,,
714.86,6.800e-3,4.488e-15,,,2.351e-13,5.856e-15,,1.424e-14,1.201e-4,1.375e-27,5.621e-15,6.644e-10,5.180e-29,1.443e-15,,,,1.317e-15,2.780e-34,,6.470e-3,6.503e-15,2.099e-4,9.728e-27,,0,,0,0,,
714.89,6.008e-3,4.490e-15,,,2.351e-13,5.857e-15,,1.424e-14,9.974e-5,1.375e-27,5.620e-15,4.254e-10,5.179e-29,1.446e-15,,,,1.317e-15,2.788e-34,,5.749e-3,6.504e-15,1.590e-4,9.725e-27,,0,,0,0,,
714.93,5.054e-3,4.491e-15,,,2.350e-13,5.860e-15,,1.424e-14,7.717e-5,1.375e-27,5.619e-15,2.326e-10,5.177e-29,1.449e-15,,,,1.317e-15,2.799e-34,,4.868e-3,6.505e-15,1.089e-4,9.721e-27,,0,,0,0,,
714.97,4.214e-3,4.493e-15,,,2.349e-13,5.862e-15,,1.424e-14,5.909e-5,1.375e-27,5.617e-15,1.259e-10,5.175e-29,1.452e-15,,,,1.318e-15,2.810e-34,,4.082e-3,6.506e-15,7.377e-5,9.717e-27,,0,,0,0,,
715.01,3.482e-3,4.495e-15,,,2.348e-13,5.864e-15,,1.424e-14,4.478e-5,1.374e-27,5.615e-15,6.743e-11,5.173e-29,1.455e-15,,,,1.318e-15,2.821e-34,,3.388e-3,6.508e-15,4.946e-5,9.713e-27,,0,,0,0,,
715.04,2.999e-3,4.496e-15,,,2.348e-13,5.866e-15,,1.424e-14,3.612e-5,1.374e-27,5.614e-15,4.193e-11,5.172e-29,1.457e-15,,,,1.318e-15,2.829e-34,,2.927e-3,6.508e-15,3.640e-5,9.710e-27,,0,,0,0,,
715.08,2.438e-3,4.498e-15,,,2.347e-13,5.868e-15,,1.424e-14,2.688e-5,1.374e-27,5.612e-15,2.205e-11,5.170e-29,1.460e-15,,,,1.318e-15,2.840e-34,,2.387e-3,6.510e-15,2.397e-5,9.706e-27,,0,,0,0,,
715.12,1.963e-3,4.500e-15,,,2.346e-13,5.871e-15,,1.425e-14,1.980e-5,1.373e-27,5.611e-15,1.148e-11,5.168e-29,1.463e-15,,,,1.318e-15,2.851e-34,,1.928e-3,6.511e-15,1.562e-5,9.702e-27,,0,,0,0,,
715.16,1.566e-3,4.501e-15,,,2.345e-13,5.873e-15,,1.425e-14,1.443e-5,1.373e-27,5.609e-15,5.913e-12,5.166e-29,1.466e-15,,,,1.319e-15,2.862e-34,,1.541e-3,6.512e-15,1.008e-5,9.699e-27,,0,,0,0,,
715.19,1.313e-3,4.503e-15,,,2.345e-13,5.875e-15,,1.425e-14,1.131e-5,1.373e-27,5.608e-15,3.571e-12,5.164e-29,1.469e-15,,,,1.319e-15,2.870e-34,,1.295e-3,6.513e-15,7.202e-6,9.696e-27,,0,,0,0,,
715.23,1.030e-3,4.504e-15,,,2.344e-13,5.877e-15,,1.425e-14,8.094e-6,1.373e-27,5.606e-15,1.806e-12,5.162e-29,1.472e-15,,,,1.319e-15,2.881e-34,,1.017e-3,6.514e-15,4.561e-6,9.692e-27,,0,,0,0,,
715.27,7.996e-4,4.506e-15,,,2.343e-13,5.880e-15,,1.425e-14,5.734e-6,1.372e-27,5.605e-15,9.041e-13,5.160e-29,1.475e-15,,,,1.319e-15,2.892e-34,,7.910e-4,6.515e-15,2.859e-6,9.688e-27,,0,,0,0,,
715.31,6.149e-4,4.508e-15,,,2.342e-13,5.882e-15,,1.425e-14,4.020e-6,1.372e-27,5.603e-15,4.479e-13,5.158e-29,1.478e-15,,,,1.319e-15,2.903e-34,,6.091e-4,6.516e-15,1.773e-6,9.684e-27,,0,,0,0,,
715.34,5.017e-4,4.509e-15,,,2.342e-13,5.884e-15,,1.426e-14,3.060e-6,1.372e-27,5.602e-15,2.627e-13,5.157e-29,1.480e-15,,,,1.320e-15,2.911e-34,,4.974e-4,6.517e-15,1.231e-6,9.681e-27,,0,,0,0,,
715.38,3.793e-4,4.511e-15,,,2.341e-13,5.886e-15,,1.426e-14,2.107e-6,1.372e-27,5.600e-15,1.278e-13,5.155e-29,1.483e-15,,,,1.320e-15,2.922e-34,,3.764e-4,6.518e-15,7.500e-7,9.677e-27,,0,,0,0,,
715.42,2.840e-4,4.512e-15,,,2.340e-13,5.888e-15,,1.426e-14,1.435e-6,1.371e-27,5.599e-15,6.151e-14,5.153e-29,1.486e-15,,,,1.320e-15,2.933e-34,,2.821e-4,1.527e-14,4.522e-7,9.673e-27,,0,,0,0,,
715.46,2.107e-4,4.514e-15,,,2.339e-13,5.891e-15,,1.426e-14,9.681e-7,1.371e-27,5.597e-15,2.931e-14,5.151e-29,1.489e-15,,,,1.320e-15,2.944e-34,,2.095e-4,3.543e-14,2.698e-7,9.669e-27,,0,,0,0,,
715.49,1.675e-4,4.515e-15,,,2.339e-13,5.892e-15,,1.426e-14,7.155e-7,1.371e-27,5.596e-15,1.669e-14,5.150e-29,1.491e-15,,,,1.320e-15,2.952e-34,,1.666e-4,6.614e-14,1.819e-7,9.666e-27,,0,,0,0,,
715.53,1.227e-4,4.517e-15,,,2.338e-13,5.895e-15,,1.426e-14,4.739e-7,1.371e-27,5.594e-15,7.809e-15,5.148e-29,1.494e-15,,,,1.321e-15,2.963e-34,,1.221e-4,1.507e-13,1.066e-7,9.663e-27,,0,,0,0,,
715.57,8.948e-5,4.519e-15,,,2.337e-13,5.897e-15,,1.427e-14,3.106e-7,1.370e-27,5.593e-15,3.616e-15,5.146e-29,1.497e-15,,,,1.321e-15,2.974e-34,,8.911e-5,3.398e-13,6.180e-8,9.659e-27,,0,,0,0,,
715.61,6.550e-5,4.521e-15,,,2.336e-13,5.900e-15,,1.427e-14,2.015e-7,1.370e-27,5.591e-15,1.657e-15,5.144e-29,1.500e-15,,,,1.321e-15,2.984e-34,,6.527e-5,7.584e-13,3.546e-8,9.655e-27,,0,,0,0,,
715.64,5.237e-5,4.522e-15,,,2.336e-13,5.901e-15,,1.427e-14,1.446e-7,1.370e-27,5.590e-15,9.164e-16,5.142e-29,1.503e-15,,,,1.321e-15,2.993e-34,,5.220e-5,1.376e-12,2.322e-8,9.652e-27,,0,,0,0,,
715.68,4.012e-5,4.523e-15,,,2.335e-13,5.904e-15,,1.427e-14,9.213e-8,1.370e-27,5.588e-15,4.123e-16,5.140e-29,1.506e-15,,,,1.322e-15,3.004e-34,,4.002e-5,3.016e-12,1.309e-8,9.648e-27,,0,,0,0,,
715.72,3.293e-5,4.525e-15,,,2.334e-13,5.906e-15,,1.427e-14,5.809e-8,1.369e-27,5.587e-15,1.836e-16,5.138e-29,1.509e-15,,,,1.322e-15,3.014e-34,,3.287e-5,6.546e-12,7.299e-9,9.644e-27,,0,,0,0,,
715.76,3.014e-5,4.527e-15,,,2.333e-13,5.908e-15,,1.427e-14,3.624e-8,1.369e-27,5.585e-15,8.090e-17,5.136e-29,1.512e-15,,,,1.322e-15,3.025e-34,,3.010e-5,1.406e-11,4.029e-9,9.640e-27,,0,,0,0,,
715.79,3.077e-5,4.528e-15,,,2.333e-13,5.910e-15,,1.428e-14,2.527e-8,1.369e-27,5.584e-15,4.346e-17,5.135e-29,1.514e-15,,,,1.322e-15,3.034e-34,,3.074e-5,2.479e-11,2.562e-9,9.637e-27,,0,,0,0,,
715.83,3.530e-5,4.530e-15,,,2.332e-13,5.912e-15,,1.428e-14,1.548e-8,1.369e-27,5.582e-15,1.880e-17,5.133e-29,1.517e-15,,,,1.322e-15,3.044e-34,,3.528e-5,5.230e-11,1.389e-9,9.633e-27,,0,,0,0,,
715.87,4.448e-5,4.532e-15,,,2.331e-13,5.915e-15,,1.428e-14,9.389e-9,1.368e-27,5.581e-15,8.053e-18,5.131e-29,1.520e-15,,,,1.323e-15,3.055e-34,,4.447e-5,1.092e-10,7.450e-10,9.629e-27,,0,,0,0,,
715.91,5.916e-5,4.533e-15,,,2.330e-13,5.917e-15,,1.428e-14,5.635e-9,1.368e-27,5.579e-15,3.413e-18,5.129e-29,1.523e-15,,,,1.323e-15,3.066e-34,,5.915e-5,2.258e-10,3.955e-10,9.626e-27,,0,,0,0,,
715.94,7.455e-5,4.535e-15,,,2.330e-13,5.919e-15,,1.428e-14,3.816e-9,1.368e-27,5.578e-15,3.432e-18,5.128e-29,1.526e-15,,,,1.323e-15,3.074e-34,,7.454e-5,3.867e-10,2.443e-10,9.623e-27,,0,,0,0,,
715.98,1.023e-4,4.536e-15,,,2.329e-13,5.921e-15,,1.428e-14,2.249e-9,1.367e-27,5.576e-15,3.458e-18,5.126e-29,1.529e-15,,,,1.323e-15,3.085e-34,,1.023e-4,7.852e-10,1.274e-10,9.619e-27,,0,,0,0,,
716.02,1.404e-4,4.538e-15,,,2.328e-13,5.924e-15,,1.429e-14,1.312e-9,1.367e-27,5.575e-15,3.484e-18,5.124e-29,1.532e-15,,,,1.324e-15,3.096e-34,,1.404e-4,1.578e-9,6.571e-11,9.615e-27,,0,,0,0,,
716.06,1.918e-4,4.540e-15,,,2.327e-13,5.926e-15,,1.429e-14,7.573e-10,1.367e-27,5.573e-15,3.510e-18,5.122e-29,1.535e-15,,,,1.324e-15,3.107e-34,,1.918e-4,3.140e-9,3.355e-11,9.611e-27,,0,,0,0,,
716.09,2.410e-4,4.541e-15,,,2.327e-13,5.928e-15,,1.429e-14,4.981e-10,1.367e-27,5.572e-15,3.529e-18,5.120e-29,1.537e-15,,,,1.324e-15,3.115e-34,,2.410e-4,5.225e-9,2.013e-11,9.608e-27,,0,,0,0,,
716.13,3.245e-4,4.543e-15,,,2.326e-13,5.930e-15,,1.429e-14,2.824e-10,1.366e-27,5.570e-15,3.555e-18,5.118e-29,1.540e-15,,,,1.324e-15,3.126e-34,,3.245e-4,1.021e-8,1.009e-11,9.604e-27,,0,,0,0,,
716.17,4.329e-4,4.544e-15,,,2.325e-13,5.932e-15,,1.429e-14,1.584e-10,1.366e-27,5.569e-15,3.581e-18,5.116e-29,1.543e-15,,,,1.324e-15,3.137e-34,,4.329e-4,1.975e-8,5.009e-12,9.600e-27,,0,,0,0,,
716.21,5.719e-4,4.546e-15,,,2.324e-13,5.935e-15,,1.429e-14,8.796e-11,1.366e-27,5.567e-15,3.606e-18,5.114e-29,1.546e-15,,,,1.325e-15,3.148e-34,,5.719e-4,3.781e-8,2.460e-12,9.596e-27,,0,,0,0,,
716.24,7.004e-4,4.547e-15,,,2.324e-13,5.936e-15,,1.429e-14,5.620e-11,1.366e-27,5.566e-15,3.626e-18,5.113e-29,1.548e-15,,,,1.325e-15,3.156e-34,,7.003e-4,6.114e-8,1.433e-12,9.593e-27,,0,,0,0,,
716.28,9.097e-4,4.549e-15,,,2.323e-13,5.939e-15,,1.430e-14,3.064e-11,1.365e-27,5.564e-15,3.652e-18,5.111e-29,1.551e-15,,,,1.325e-15,3.167e-34,,9.096e-4,1.150e-7,6.913e-13,9.589e-27,,0,,0,0,,
716.32,1.170e-3,4.551e-15,,,2.322e-13,5.941e-15,,1.430e-14,1.654e-11,1.365e-27,5.563e-15,3.677e-18,5.109e-29,1.555e-15,,,,1.325e-15,3.178e-34,,1.170e-3,2.140e-7,3.299e-13,9.586e-27,,0,,0,0,,
716.36,1.491e-3,4.553e-15,,,2.321e-13,5.943e-15,,1.430e-14,8.832e-12,1.365e-27,5.561e-15,3.703e-18,5.107e-29,1.558e-15,,,,1.325e-15,3.189e-34,,1.490e-3,3.944e-7,1.558e-13,9.582e-27,,0,,0,0,,
716.39,1.776e-3,4.554e-15,,,2.320e-13,5.945e-15,,1.430e-14,5.480e-12,1.365e-27,5.560e-15,3.722e-18,5.105e-29,1.560e-15,,,,1.326e-15,3.197e-34,,1.776e-3,6.195e-7,8.820e-14,9.579e-27,,0,,0,0,,
716.43,2.225e-3,4.556e-15,,,2.320e-13,5.948e-15,,1.430e-14,2.874e-12,1.364e-27,5.558e-15,3.748e-18,5.104e-29,1.563e-15,,,,1.326e-15,3.208e-34,,2.224e-3,1.121e-6,4.091e-14,9.575e-27,,0,,0,0,,
716.47,2.760e-3,4.557e-15,,,2.319e-13,5.950e-15,,1.430e-14,1.492e-12,1.364e-27,5.557e-15,3.774e-18,5.102e-29,1.566e-15,,,,1.326e-15,3.219e-34,,2.758e-3,2.009e-6,1.878e-14,9.571e-27,,0,,0,0,,
716.51,3.391e-3,4.559e-15,,,2.318e-13,5.952e-15,,1.431e-14,7.664e-13,1.364e-27,5.555e-15,3.800e-18,5.100e-29,1.569e-15,,,,1.326e-15,3.230e-34,,3.387e-3,3.562e-6,8.533e-15,9.567e-27,,0,,0,0,,
716.54,3.933e-3,4.560e-15,,,2.317e-13,5.954e-15,,1.431e-14,4.619e-13,1.364e-27,5.554e-15,3.819e-18,5.098e-29,1.571e-15,,,,1.326e-15,3.238e-34,,3.927e-3,5.437e-6,4.690e-15,9.564e-27,,0,,0,0,,
716.58,4.752e-3,4.562e-15,,,2.317e-13,5.956e-15,,1.431e-14,2.330e-13,1.363e-27,5.552e-15,3.845e-18,5.096e-29,1.574e-15,,,,1.327e-15,3.249e-34,,4.743e-3,9.470e-6,2.092e-15,9.560e-27,,0,,0,0,,
716.62,5.689e-3,4.564e-15,,,2.316e-13,5.959e-15,,1.431e-14,1.163e-13,1.363e-27,5.551e-15,3.871e-18,5.094e-29,1.577e-15,,,,1.327e-15,3.260e-34,,5.673e-3,1.633e-5,9.239e-16,9.556e-27,,0,,0,0,,
716.66,6.749e-3,4.565e-15,,,2.315e-13,5.961e-15,,1.431e-14,5.749e-14,1.363e-27,5.549e-15,3.897e-18,5.092e-29,1.580e-15,,,,1.327e-15,3.271e-34,,6.721e-3,2.786e-5,4.037e-16,9.552e-27,,0,,0,0,,
716.69,7.625e-3,4.567e-15,,,2.314e-13,5.963e-15,,1.431e-14,3.365e-14,1.362e-27,5.548e-15,3.916e-18,5.091e-29,1.583e-15,,,,1.327e-15,3.279e-34,,7.584e-3,4.132e-5,2.155e-16,9.550e-27,,0,,0,0,,
716.73,8.904e-3,4.568e-15,,,2.314e-13,5.965e-15,,1.432e-14,1.633e-14,1.362e-27,5.546e-15,3.942e-18,5.089e-29,1.586e-15,,,,1.328e-15,3.290e-34,,8.835e-3,6.926e-5,9.248e-17,9.546e-27,,0,,0,0,,
716.77,1.031e-2,4.570e-15,,,2.313e-13,5.968e-15,,1.432e-14,7.842e-15,1.362e-27,5.545e-15,3.968e-18,5.087e-29,1.589e-15,,,,1.328e-15,3.301e-34,,1.020e-2,1.149e-4,3.928e-17,9.542e-27,,0,,0,0,,
716.81,1.184e-2,4.572e-15,,,2.312e-13,5.970e-15,,1.432e-14,3.727e-15,1.362e-27,5.543e-15,3.993e-18,5.085e-29,1.592e-15,,,,1.328e-15,3.311e-34,,1.165e-2,1.887e-4,3.934e-17,9.538e-27,,0,,0,0,,
716.84,1.307e-2,4.573e-15,,,2.311e-13,5.972e-15,,1.432e-14,2.119e-15,1.361e-27,5.542e-15,4.013e-18,5.083e-29,1.594e-15,,,,1.328e-15,3.320e-34,,1.280e-2,2.720e-4,3.938e-17,9.535e-27,,0,,0,0,,
716.88,1.483e-2,4.575e-15,,,2.311e-13,5.974e-15,,1.432e-14,9.890e-16,1.361e-27,5.540e-15,4.039e-18,5.082e-29,1.597e-15,,,,1.328e-15,3.331e-34,,1.439e-2,4.387e-4,3.945e-17,9.531e-27,,0,,0,0,,
716.92,1.673e-2,4.577e-15,,,2.310e-13,5.976e-15,,1.432e-14,4.568e-16,1.361e-27,5.539e-15,4.064e-18,5.080e-29,1.600e-15,,,,1.329e-15,3.341e-34,,1.603e-2,7.006e-4,3.951e-17,9.527e-27,,0,,0,0,,
