idx,n_lines,wl,A,E,g,delta_p,max_abs_delta_p
"[2, 3, 5, 7]",4,"[337.271, 339.19980000000004, 361.65650000000005, 390.63110000000006]","[1.3, 0.235, 0.2, 0.323]","[3.6748741947399997, 3.6540363802199995, 3.42713673884, 3.1729386851399997]","[16.0, 16.0, 12.0, 12.0]","[0.1297423415379403, 0.020058757881035075, -0.019216434812040037, -0.13058466460693544]",0.13058466460693544
"[2, 3, 6, 7]",4,"[337.271, 339.19980000000004, 389.6234, 390.63110000000006]","[1.3, 0.235, 0.18, 0.323]","[3.6748741947399997, 3.6540363802199995, 3.23575054856, 3.1729386851399997]","[16.0, 16.0, 14.0, 12.0]","[0.1512709794251409, 0.024151989606137764, -0.05736886762644508, -0.11805410140483352]",0.1512709794251409
"[2, 4, 5, 6]",4,"[337.271, 349.9104, 361.65650000000005, 389.6234]","[1.3, 0.75, 0.2, 0.18]","[3.6748741947399997, 3.5967856396999998, 3.42713673884, 3.23575054856]","[16.0, 10.0, 12.0, 14.0]","[0.08931190345331186, 0.00458859263548031, -0.02418770176825856, -0.06971279432053364]",0.08931190345331186
"[2, 4, 5, 7]",4,"[337.271, 349.9104, 361.65650000000005, 390.63110000000006]","[1.3, 0.75, 0.2, 0.323]","[3.6748741947399997, 3.5967856396999998, 3.42713673884, 3.1729386851399997]","[16.0, 10.0, 12.0, 12.0]","[0.11623844947381873, 0.017338195181290955, -0.0171009952277021, -0.11647564942740748]",0.11647564942740748
"[2, 4, 6, 7]",4,"[337.271, 349.9104, 389.6234, 390.63110000000006]","[1.3, 0.75, 0.18, 0.323]","[3.6748741947399997, 3.5967856396999998, 3.23575054856, 3.1729386851399997]","[16.0, 10.0, 14.0, 12.0]","[0.13349728045074905, 0.024729148453307065, -0.05179175438587408, -0.10643467451818195]",0.13349728045074905
"[2, 5, 6, 7]",4,"[337.271, 361.65650000000005, 389.6234, 390.63110000000006]","[1.3, 0.2, 0.18, 0.323]","[3.6748741947399997, 3.42713673884, 3.23575054856, 3.1729386851399997]","[16.0, 12.0, 14.0, 12.0]","[0.17744065411559473, -0.011487095022604935, -0.05372755514575907, -0.11222600394723087]",0.17744065411559473
"[3, 4, 5, 6]",4,"[339.19980000000004, 349.9104, 361.65650000000005, 389.6234]","[0.235, 0.75, 0.2, 0.18]","[3.6540363802199995, 3.5967856396999998, 3.42713673884, 3.23575054856]","[16.0, 10.0, 12.0, 14.0]","[0.05242183615571658, 0.06843741767617617, -0.0215976144234504, -0.09926163940844238]",0.09926163940844238
"[3, 4, 5, 7]",4,"[339.19980000000004, 349.9104, 361.65650000000005, 390.63110000000006]","[0.235, 0.75, 0.2, 0.323]","[3.6540363802199995, 3.5967856396999998, 3.42713673884, 3.1729386851399997]","[16.0, 10.0, 12.0, 12.0]","[0.061783369362153395, 0.09338819343674637, -0.005355424052989388, -0.14981613874591035]",0.14981613874591035
"[3, 4, 6, 7]",4,"[339.19980000000004, 349.9104, 389.6234, 390.63110000000006]","[0.235, 0.75, 0.18, 0.323]","[3.6540363802199995, 3.5967856396999998, 3.23575054856, 3.1729386851399997]","[16.0, 10.0, 14.0, 12.0]","[0.06936447627329673, 0.11066214413423309, -0.05487481784752188, -0.12515180256000796]",0.12515180256000796
"[3, 5, 6, 7]",4,"[339.19980000000004, 361.65650000000005, 389.6234, 390.63110000000006]","[0.235, 0.2, 0.18, 0.323]","[3.6540363802199995, 3.42713673884, 3.23575054856, 3.1729386851399997]","[16.0, 12.0, 14.0, 12.0]","[0.1179778407329111, 0.027968953415175746, -0.03894708173689698, -0.10699971241118977]",0.1179778407329111
"[4, 5, 6, 7]",4,"[349.9104, 361.65650000000005, 389.6234, 390.63110000000006]","[0.75, 0.2, 0.18, 0.323]","[3.5967856396999998, 3.42713673884, 3.23575054856, 3.1729386851399997]","[10.0, 12.0, 14.0, 12.0]","[0.13911793589704052, 0.012953383329594947, -0.04411231430037149, -0.10795900492626409]",0.13911793589704052
"[0, 1, 2, 3, 4]",5,"[323.0582, 326.4782, 337.271, 339.19980000000004, 349.9104]","[1.5, 0.58, 1.3, 0.235, 0.75]","[3.8911949946599997, 3.7964042259599995, 3.6748741947399997, 3.6540363802199995, 3.5967856396999998]","[12.0, 14.0, 16.0, 16.0, 10.0]","[0.0705233447798263, 0.01442443879330274, -0.0392442668790659, -0.00987546879744268, -0.03582804789662036]",0.0705233447798263
