idx,n_lines,wl,A,E,g,delta_p,max_abs_delta_p
"[2, 4, 6, 8, 9]",5,"[415.608, 470.654, 524.9590000000001, 543.152, 562.054]","[0.42, 0.098, 0.242, 0.054, 0.13]","[3.1645237905999997, 2.6334684784999998, 3.3366439847999994, 3.4030910657999995, 3.7499945446]","[14.0, 6.0, 16.0, 14.0, 18.0]","[-0.030418055460646243, -0.10602779475417581, 0.05408717594501261, 0.013706030720834796, 0.06865264354897475]",0.10602779475417581
"[2, 4, 6, 8, 10]",5,"[415.608, 470.654, 524.9590000000001, 543.152, 568.8520000000001]","[0.42, 0.098, 0.242, 0.054, 0.073]","[3.1645237905999997, 2.6334684784999998, 3.3366439847999994, 3.4030910657999995, 3.1645237905999997]","[14.0, 6.0, 16.0, 14.0, 14.0]","[0.009492194350702365, -0.09836747287815674, 0.07100143382525273, 0.01666846242765666, 0.0012053822745450443]",0.09836747287815674
"[2, 4, 6, 9, 10]",5,"[415.608, 470.654, 524.9590000000001, 562.054, 568.8520000000001]","[0.42, 0.098, 0.242, 0.13, 0.073]","[3.1645237905999997, 2.6334684784999998, 3.3366439847999994, 3.7499945446, 3.1645237905999997]","[14.0, 6.0, 16.0, 18.0, 14.0]","[-0.02049879142160882, -0.10094889184229325, 0.05616847527453331, 0.06788228151655332, -0.002603073527184474]",0.10094889184229325
"[2, 4, 7, 8, 9]",5,"[415.608, 470.654, 537.1930000000001, 543.152, 562.054]","[0.42, 0.098, 0.115, 0.054, 0.13]","[3.1645237905999997, 2.6334684784999998, 3.7196863938, 3.4030910657999995, 3.7499945446]","[14.0, 6.0, 20.0, 14.0, 18.0]","[-0.04679846974009494, -0.1259438961415898, 0.07920579232554578, 0.015162567592844428, 0.07837400596329472]",0.1259438961415898
"[2, 4, 7, 8, 10]",5,"[415.608, 470.654, 537.1930000000001, 543.152, 568.8520000000001]","[0.42, 0.098, 0.115, 0.054, 0.073]","[3.1645237905999997, 2.6334684784999998, 3.7196863938, 3.4030910657999995, 3.1645237905999997]","[14.0, 6.0, 20.0, 14.0, 14.0]","[0.007279383530897632, -0.11550800592918511, 0.08813657859492327, 0.019167659034829324, 0.0009243847685345974]",0.11550800592918511
"[2, 4, 7, 9, 10]",5,"[415.608, 470.654, 537.1930000000001, 562.054, 568.8520000000001]","[0.42, 0.098, 0.115, 0.13, 0.073]","[3.1645237905999997, 2.6334684784999998, 3.7196863938, 3.7499945446, 3.1645237905999997]","[14.0, 6.0, 20.0, 18.0, 14.0]","[-0.032689145550361065, -0.1189146261999907, 0.07833368496045287, 0.07742117295192141, -0.004151086162022435]",0.1189146261999907
"[2, 4, 8, 9, 10]",5,"[415.608, 470.654, 543.152, 562.054, 568.8520000000001]","[0.42, 0.098, 0.054, 0.13, 0.073]","[3.1645237905999997, 2.6334684784999998, 3.4030910657999995, 3.7499945446, 3.1645237905999997]","[14.0, 6.0, 14.0, 18.0, 14.0]","[0.008174640715563397, -0.11598263117822681, 0.019337116584732472, 0.08743280336912543, 0.0010380705088055137]",0.11598263117822681
"[2, 5, 6, 7, 8]",5,"[415.608, 495.913, 524.9590000000001, 537.1930000000001, 543.152]","[0.42, 0.0413, 0.242, 0.115, 0.054]","[3.1645237905999997, 2.5629852285999997, 3.3366439847999994, 3.7196863938, 3.4030910657999995]","[14.0, 10.0, 16.0, 20.0, 14.0]","[-0.04132125515502172, -0.09278974406740491, 0.051212586586060926, 0.06958548670235817, 0.013312925934007645]",0.09278974406740491
"[2, 5, 6, 7, 9]",5,"[415.608, 495.913, 524.9590000000001, 537.1930000000001, 562.054]","[0.42, 0.0413, 0.242, 0.115, 0.13]","[3.1645237905999997, 2.5629852285999997, 3.3366439847999994, 3.7196863938, 3.7499945446]","[14.0, 10.0, 16.0, 20.0, 18.0]","[-0.06855962935605764, -0.09408753160903316, 0.037590061312861134, 0.06275397919148698, 0.06230312046074266]",0.09408753160903316
"[2, 5, 6, 7, 10]",5,"[415.608, 495.913, 524.9590000000001, 537.1930000000001, 568.8520000000001]","[0.42, 0.0413, 0.242, 0.115, 0.073]","[3.1645237905999997, 2.5629852285999997, 3.3366439847999994, 3.7196863938, 3.1645237905999997]","[14.0, 10.0, 16.0, 20.0, 14.0]","[-0.030324018053872748, -0.0883718106669555, 0.053630759983095855, 0.06891581520421389, -0.003850746466481425]",0.0883718106669555
