idx,n_lines,wl,A,E,g,delta_p,max_abs_delta_p
"[2, 3, 4]",3,"[367.6363, 370.28560000000004, 384.874]","[1.19, 0.619, 0.543]","[3.4974051314, 3.4732842024999995, 3.2204003367999996]","[15.0, 17.0, 17.0]","[0.06920626922480522, 0.031129918149992886, -0.1003361873747981]",0.1003361873747981
"[2, 3, 5]",3,"[367.6363, 370.28560000000004, 387.41720000000004]","[1.19, 0.619, 1.0]","[3.4974051314, 3.4732842024999995, 3.199260507]","[15.0, 17.0, 15.0]","[0.08212122160528545, 0.04081938478659816, -0.12294060639188376]",0.12294060639188376
"[2, 3, 6]",3,"[367.6363, 370.28560000000004, 403.3027]","[1.19, 0.619, 0.374]","[3.4974051314, 3.4732842024999995, 3.199260507]","[15.0, 17.0, 15.0]","[0.060675060852480145, 0.024399021765662, -0.08507408261814231]",0.08507408261814231
"[2, 4, 5]",3,"[367.6363, 384.874, 387.41720000000004]","[1.19, 0.543, 1.0]","[3.4974051314, 3.2204003367999996, 3.199260507]","[15.0, 17.0, 15.0]","[0.11246367542362101, -0.03650861375901221, -0.07595506166460869]",0.11246367542362101
"[2, 4, 6]",3,"[367.6363, 384.874, 403.3027]","[1.19, 0.543, 0.374]","[3.4974051314, 3.2204003367999996, 3.199260507]","[15.0, 17.0, 15.0]","[0.1225285331576686, -0.07201515727490765, -0.05051337588276103]",0.1225285331576686
"[2, 5, 6]",3,"[367.6363, 387.41720000000004, 403.3027]","[1.19, 1.0, 0.374]","[3.4974051314, 3.199260507, 3.199260507]","[15.0, 15.0, 15.0]","[0.12101572199043059, -0.08903002243721159, -0.03198569955321909]",0.12101572199043059
"[3, 4, 5]",3,"[370.28560000000004, 384.874, 387.41720000000004]","[0.619, 0.543, 1.0]","[3.4732842024999995, 3.2204003367999996, 3.199260507]","[17.0, 17.0, 15.0]","[0.0833401331343569, -0.0247050516208, -0.0586350815135569]",0.0833401331343569
"[3, 4, 6]",3,"[370.28560000000004, 384.874, 403.3027]","[0.619, 0.543, 0.374]","[3.4732842024999995, 3.2204003367999996, 3.199260507]","[17.0, 17.0, 15.0]","[0.1014794834480724, -0.0578254174163883, -0.04365406603168409]",0.1014794834480724
"[3, 5, 6]",3,"[370.28560000000004, 387.41720000000004, 403.3027]","[0.619, 1.0, 0.374]","[3.4732842024999995, 3.199260507, 3.199260507]","[17.0, 15.0, 15.0]","[0.09303346697104037, -0.06844376512085149, -0.0245897018501888]",0.09303346697104037
"[4, 5, 6]",3,"[384.874, 387.41720000000004, 403.3027]","[0.543, 1.0, 0.374]","[3.2204003367999996, 3.199260507, 3.199260507]","[17.0, 15.0, 15.0]","[0.007821579233343867, -0.005754255423886967, -0.0020673238094569]",0.007821579233343867
"[0, 1, 2, 3]",4,"[350.91460000000006, 365.88910000000004, 367.6363, 370.28560000000004]","[0.537, 1.71, 1.19, 0.619]","[3.5320426638, 3.5135045543, 3.4974051314, 3.4732842024999995]","[19.0, 13.0, 15.0, 17.0]","[0.00797653702525683, 0.005513466222240582, -0.003735770985133946, -0.009754232262363355]",0.009754232262363355
"[0, 1, 2, 4]",4,"[350.91460000000006, 365.88910000000004, 367.6363, 384.874]","[0.537, 1.71, 1.19, 0.543]","[3.5320426638, 3.5135045543, 3.4974051314, 3.2204003367999996]","[19.0, 13.0, 15.0, 17.0]","[0.022838637085659308, 0.037887779363149965, 0.023088466441514133, -0.08381488289032338]",0.08381488289032338
"[0, 1, 2, 5]",4,"[350.91460000000006, 365.88910000000004, 367.6363, 387.41720000000004]","[0.537, 1.71, 1.19, 1.0]","[3.5320426638, 3.5135045543, 3.4974051314, 3.199260507]","[19.0, 13.0, 15.0, 15.0]","[0.028489537849956864, 0.05137826189050648, 0.03509301691712852, -0.11496081665759172]",0.11496081665759172
"[0, 1, 2, 6]",4,"[350.91460000000006, 365.88910000000004, 367.6363, 403.3027]","[0.537, 1.71, 1.19, 0.374]","[3.5320426638, 3.5135045543, 3.4974051314, 3.199260507]","[19.0, 13.0, 15.0, 15.0]","[0.019387737607847594, 0.029457254329467664, 0.015463802921949932, -0.0643087948592651]",0.0643087948592651
