idx,n_lines,wl,A,E,g,delta_p,max_abs_delta_p
"[1, 3, 5, 8, 9, 10]",6,"[281.394, 368.84200000000004, 381.96700000000004, 412.97, 420.50500000000005, 443.55600000000004]","[0.55, 0.13, 1.27, 0.68, 0.71, 0.31]","[4.404639939599999, 3.3603625985999996, 3.2449074634, 3.0012904828, 2.9475352343999996, 3.0012904828]","[9.0, 7.0, 11.0, 9.0, 7.0, 9.0]","[0.09222613901780127, 0.00796065838640941, 0.059849273361578914, -0.06188124519631996, -0.07188955550706314, -0.02626527006240649]",0.09222613901780127
"[1, 3, 6, 7, 8, 9]",6,"[281.394, 368.84200000000004, 393.048, 397.196, 412.97, 420.50500000000005]","[0.55, 0.13, 1.07, 0.89, 0.68, 0.71]","[4.404639939599999, 3.3603625985999996, 3.3603625985999996, 3.3274372299999997, 3.0012904828, 2.9475352343999996]","[9.0, 7.0, 7.0, 9.0, 9.0, 7.0]","[0.09878067676946695, 0.006566238912340348, 0.05071680463002404, 0.04365997532856153, -0.09581340298136876, -0.10391029265902404]",0.10391029265902404
"[1, 3, 6, 7, 8, 10]",6,"[281.394, 368.84200000000004, 393.048, 397.196, 412.97, 443.55600000000004]","[0.55, 0.13, 1.07, 0.89, 0.68, 0.31]","[4.404639939599999, 3.3603625985999996, 3.3603625985999996, 3.3274372299999997, 3.0012904828, 3.0012904828]","[9.0, 7.0, 7.0, 9.0, 9.0, 9.0]","[0.10687349934221543, 0.005354413352023964, 0.04135681620914439, 0.03163197977278501, -0.13002715456650668, -0.05518955410966207]",0.13002715456650668
"[1, 3, 6, 7, 9, 10]",6,"[281.394, 368.84200000000004, 393.048, 397.196, 420.50500000000005, 443.55600000000004]","[0.55, 0.13, 1.07, 0.89, 0.71, 0.31]","[4.404639939599999, 3.3603625985999996, 3.3603625985999996, 3.3274372299999997, 2.9475352343999996, 3.0012904828]","[9.0, 7.0, 7.0, 9.0, 7.0, 9.0]","[0.11163253154350469, 0.005770379329069656, 0.04456968516993029, 0.03462384744697097, -0.14008469396637296, -0.05651174952310245]",0.14008469396637296
"[1, 3, 6, 8, 9, 10]",6,"[281.394, 368.84200000000004, 393.048, 412.97, 420.50500000000005, 443.55600000000004]","[0.55, 0.13, 1.07, 0.68, 0.71, 0.31]","[4.404639939599999, 3.3603625985999996, 3.3603625985999996, 3.0012904828, 2.9475352343999996, 3.0012904828]","[9.0, 7.0, 7.0, 9.0, 7.0, 9.0]","[0.11782975305885995, 0.010123028726012975, 0.07818900241300111, -0.07977852035371347, -0.09250156025979112, -0.03386170358436946]",0.11782975305885995
"[1, 3, 7, 8, 9, 10]",6,"[281.394, 368.84200000000004, 397.196, 412.97, 420.50500000000005, 443.55600000000004]","[0.55, 0.13, 0.89, 0.68, 0.71, 0.31]","[4.404639939599999, 3.3603625985999996, 3.3274372299999997, 3.0012904828, 2.9475352343999996, 3.0012904828]","[9.0, 7.0, 9.0, 9.0, 7.0, 9.0]","[0.11551340235649969, 0.010047508639871791, 0.07218291820913697, -0.07634967195845282, -0.08898781592662997, -0.03240634132042579]",0.11551340235649969
"[1, 4, 5, 6, 7, 8]",6,"[281.394, 372.494, 381.96700000000004, 393.048, 397.196, 412.97]","[0.55, 0.45, 1.27, 1.07, 0.89, 0.68]","[4.404639939599999, 3.3274372299999997, 3.2449074634, 3.3603625985999996, 3.3274372299999997, 3.0012904828]","[9.0, 9.0, 11.0, 7.0, 9.0, 9.0]","[0.07011645502952482, 0.007922448729983003, -0.01907686708831119, 0.021885911683162784, 0.014694382674388579, -0.09554233102874798]",0.09554233102874798
"[1, 4, 5, 6, 7, 9]",6,"[281.394, 372.494, 381.96700000000004, 393.048, 397.196, 420.50500000000005]","[0.55, 0.45, 1.27, 1.07, 0.89, 0.71]","[4.404639939599999, 3.3274372299999997, 3.2449074634, 3.3603625985999996, 3.3274372299999997, 2.9475352343999996]","[9.0, 9.0, 11.0, 7.0, 9.0, 7.0]","[0.07213826578520016, 0.008446616784889172, -0.01839296978181182, 0.022992037911959112, 0.015666597988995917, -0.10085054868923235]",0.10085054868923235
"[1, 4, 5, 6, 7, 10]",6,"[281.394, 372.494, 381.96700000000004, 393.048, 397.196, 443.55600000000004]","[0.55, 0.45, 1.27, 1.07, 0.89, 0.31]","[4.404639939599999, 3.3274372299999997, 3.2449074634, 3.3603625985999996, 3.3274372299999997, 3.0012904828]","[9.0, 9.0, 11.0, 7.0, 9.0, 9.0]","[0.07618260019970362, 0.0026115196309640654, -0.04574849287624988, 0.014146971899854477, 0.004843788849504649, -0.05203638770377671]",0.07618260019970362
"[1, 4, 5, 6, 8, 9]",6,"[281.394, 372.494, 381.96700000000004, 393.048, 412.97, 420.50500000000005]","[0.55, 0.45, 1.27, 1.07, 0.68, 0.71]","[4.404639939599999, 3.3274372299999997, 3.2449074634, 3.3603625985999996, 3.0012904828, 2.9475352343999996]","[9.0, 9.0, 11.0, 7.0, 9.0, 7.0]","[0.0748594602624062, 0.017952345346441828, 0.019248629927400895, 0.0386173278382195, -0.07225503372500622, -0.07842272964946215]",0.07842272964946215
"[1, 4, 5, 6, 8, 10]",6,"[281.394, 372.494, 381.96700000000004, 393.048, 412.97, 443.55600000000004]","[0.55, 0.45, 1.27, 1.07, 0.68, 0.31]","[4.404639939599999, 3.3274372299999997, 3.2449074634, 3.3603625985999996, 3.0012904828, 3.0012904828]","[9.0, 9.0, 11.0, 7.0, 9.0, 9.0]","[0.07943283567100774, 0.014542040395137956, 0.0016177686379739153, 0.033736509887242194, -0.0907925753254159, -0.038536579265946086]",0.0907925753254159
