Wavelength (nm),Sum(calc),Na I (8.5e-3),Na II (1.8e-1),Na III (6.5e-20),Mg I (2.1e-5),Mg II (1.7e-4),Mg III (1.0e-7),Al I (2.6e-2),Al II (1.7e-1),Al III (5.0e-6),Si I (2.0e-1),Si II (3.8e-1),Si III (1.8e-5),K I (3.3e-5),K II (1.0e-3),K III (2.9e-14),Ca I (1.7e-4),Ca II (4.2e-3),Ca III (5.8e-5),Ti I (1.9e-5),Ti II (3.3e-4),Ti III (6.6e-7),Fe I (9.8e-5),Fe II (5.4e-4),Fe III (7.3e-8),Sm I (9.0e-5),Sm II (6.4e-3),Gd I (1.9e-4),Tb II (6.2e-3)
223.11,2.180e-1,,,2.063e-36,1.129e-23,,2.408e-51,1.093e-21,7.651e-25,6.677e-33,4.604e-20,7.063e-2,8.026e-37,,1.918e-29,,3.781e-23,1.156e-20,4.459e-40,,,1.524e-23,2.289e-24,1.474e-1,1.951e-10,,,,
223.12,2.467e-1,,,1.823e-36,1.130e-23,,2.410e-51,1.090e-21,7.507e-25,6.667e-33,4.602e-20,9.014e-2,8.057e-37,,1.921e-29,,3.787e-23,1.164e-20,4.507e-40,,,4.959e-23,2.286e-24,1.565e-1,1.389e-10,,,,
223.13,2.771e-1,,,1.596e-36,1.130e-23,,2.412e-51,1.086e-21,7.363e-25,6.658e-33,4.600e-20,1.130e-1,8.089e-37,,1.923e-29,,3.793e-23,1.172e-20,4.554e-40,,,1.585e-22,2.282e-24,1.641e-1,9.708e-11,,,,
223.14,3.089e-1,,,1.388e-36,1.130e-23,,2.415e-51,1.083e-21,7.220e-25,6.648e-33,4.598e-20,1.391e-1,8.121e-37,,1.926e-29,,3.798e-23,1.180e-20,4.602e-40,,,4.976e-22,2.278e-24,1.698e-1,6.666e-11,,,,
223.15,3.418e-1,,,1.202e-36,1.130e-23,,2.417e-51,1.079e-21,7.076e-25,6.639e-33,4.596e-20,1.683e-1,8.152e-37,,1.928e-29,,3.804e-23,1.187e-20,4.649e-40,,,1.535e-21,2.274e-24,1.736e-1,4.496e-11,,,,
223.16,3.756e-1,,,1.041e-36,1.130e-23,,2.420e-51,1.076e-21,6.933e-25,6.629e-33,4.594e-20,1.999e-1,8.184e-37,,1.930e-29,,3.810e-23,1.195e-20,4.697e-40,,,4.649e-21,2.270e-24,1.758e-1,2.978e-11,,,,
223.17,4.101e-1,,,9.040e-37,1.130e-23,,2.422e-51,1.072e-21,6.789e-25,6.619e-33,4.593e-20,2.332e-1,8.216e-37,,1.933e-29,,3.816e-23,1.203e-20,4.744e-40,,,1.384e-20,2.267e-24,1.769e-1,1.938e-11,,,,
223.18,4.450e-1,,,7.903e-37,1.130e-23,,2.424e-51,1.069e-21,6.645e-25,6.610e-33,4.591e-20,2.672e-1,8.247e-37,,1.935e-29,,3.821e-23,1.211e-20,4.792e-40,,,4.045e-20,2.263e-24,1.778e-1,1.238e-11,,,,
223.19,4.804e-1,,,6.969e-37,1.130e-23,,2.427e-51,1.065e-21,6.502e-25,6.600e-33,4.589e-20,3.008e-1,8.279e-37,,1.937e-29,,3.827e-23,1.219e-20,4.839e-40,,,1.161e-19,2.259e-24,1.795e-1,7.771e-12,,,,
223.2,5.161e-1,,,6.207e-37,1.130e-23,,2.429e-51,1.062e-21,6.358e-25,6.591e-33,4.587e-20,3.326e-1,8.311e-37,,1.940e-29,,3.833e-23,1.227e-20,4.887e-40,,,3.276e-19,2.255e-24,1.835e-1,4.790e-12,,,,
223.21,5.525e-1,,,5.580e-37,1.130e-23,,2.431e-51,1.058e-21,6.215e-25,6.581e-33,4.585e-20,3.612e-1,8.343e-37,,1.942e-29,,3.839e-23,1.234e-20,4.934e-40,,,9.078e-19,2.251e-24,1.913e-1,2.900e-12,,,,
223.22,5.898e-1,,,5.054e-37,1.130e-23,,2.434e-51,1.055e-21,6.071e-25,6.572e-33,4.583e-20,3.853e-1,8.374e-37,,1.944e-29,,3.845e-23,1.242e-20,4.982e-40,,,2.471e-18,2.247e-24,2.046e-1,1.725e-12,,,,
223.23,6.287e-1,,,4.599e-37,1.130e-23,,2.436e-51,1.051e-21,5.927e-25,6.562e-33,4.581e-20,4.037e-1,8.406e-37,,1.947e-29,,3.850e-23,1.250e-20,5.029e-40,,,6.607e-18,2.244e-24,2.250e-1,1.007e-12,,,,
223.24,6.698e-1,,,4.189e-37,1.130e-23,,2.439e-51,1.048e-21,5.784e-25,6.553e-33,4.579e-20,4.154e-1,8.438e-37,,1.949e-29,,3.856e-23,1.258e-20,5.077e-40,,,1.735e-17,2.240e-24,2.543e-1,5.778e-13,,,,
223.25,7.139e-1,,,3.808e-37,1.130e-23,,2.441e-51,1.044e-21,5.640e-25,6.543e-33,4.577e-20,4.199e-1,8.469e-37,,1.952e-29,,3.862e-23,1.266e-20,5.124e-40,,,4.477e-17,2.236e-24,2.940e-1,3.255e-13,,,,
223.259,7.569e-1,,,3.478e-37,1.130e-23,,2.443e-51,1.041e-21,5.511e-25,6.535e-33,4.576e-20,4.175e-1,8.498e-37,,1.954e-29,,3.867e-23,1.273e-20,5.167e-40,,,1.035e-16,2.233e-24,3.393e-1,1.913e-13,,,,
223.269,8.090e-1,,,3.120e-37,1.130e-23,,2.445e-51,1.038e-21,5.367e-25,6.525e-33,4.574e-20,4.079e-1,8.529e-37,,1.956e-29,,3.873e-23,1.281e-20,5.214e-40,,,2.580e-16,2.229e-24,4.011e-1,1.042e-13,,,,
223.279,8.663e-1,,,2.770e-37,1.130e-23,,2.448e-51,1.034e-21,5.224e-25,6.515e-33,4.572e-20,3.914e-1,8.561e-37,,1.958e-29,,3.879e-23,1.288e-20,5.262e-40,,,6.322e-16,2.225e-24,4.748e-1,5.570e-14,,,,
223.289,9.287e-1,,,2.429e-37,1.131e-23,,2.450e-51,1.031e-21,5.080e-25,6.506e-33,4.570e-20,3.689e-1,8.593e-37,,1.961e-29,,3.885e-23,1.296e-20,5.309e-40,,,1.521e-15,2.221e-24,5.598e-1,2.926e-14,,,,
223.299,9.959e-1,,,2.100e-37,1.131e-23,,2.453e-51,1.027e-21,4.936e-25,6.496e-33,4.568e-20,3.416e-1,8.624e-37,,1.963e-29,,3.890e-23,1.304e-20,5.357e-40,,,3.596e-15,2.217e-24,6.544e-1,1.509e-14,,,,
223.309,1.067e+0,,,1.789e-37,1.131e-23,,2.455e-51,1.024e-21,4.793e-25,6.487e-33,4.566e-20,3.106e-1,8.656e-37,,1.966e-29,,3.896e-23,1.312e-20,5.404e-40,,,8.351e-15,2.213e-24,7.562e-1,7.648e-15,,,,
223.319,1.140e+0,,,1.501e-37,1.131e-23,,2.457e-51,1.020e-21,4.649e-25,6.477e-33,4.564e-20,2.774e-1,8.688e-37,,1.968e-29,,3.902e-23,1.320e-20,5.452e-40,,,1.905e-14,2.210e-24,8.621e-1,3.808e-15,,,,
223.329,1.212e+0,,,1.238e-37,1.131e-23,,2.460e-51,1.017e-21,4.506e-25,6.468e-33,4.562e-20,2.434e-1,8.719e-37,,1.970e-29,,3.908e-23,1.327e-20,5.500e-40,,,4.268e-14,2.206e-24,9.682e-1,1.865e-15,,,,
223.339,1.280e+0,,,1.004e-37,1.131e-23,,2.462e-51,1.013e-21,4.362e-25,6.458e-33,4.560e-20,2.097e-1,8.751e-37,,1.973e-29,,3.913e-23,1.335e-20,5.547e-40,,,9.394e-14,2.202e-24,1.070e+0,9.045e-16,,,,
223.349,1.341e+0,,,8.009e-38,1.131e-23,,2.464e-51,1.010e-21,4.218e-25,6.449e-33,4.558e-20,1.775e-1,8.783e-37,,1.975e-29,,3.919e-23,1.343e-20,5.595e-40,,,2.031e-13,2.198e-24,1.163e+0,4.476e-16,,,,
223.359,1.391e+0,,,6.277e-38,1.131e-23,,2.467e-51,1.006e-21,4.075e-25,6.439e-33,4.556e-20,1.476e-1,8.815e-37,,1.977e-29,,3.925e-23,1.351e-20,5.642e-40,,,4.314e-13,2.194e-24,1.243e+0,2.554e-16,,,,
223.369,1.426e+0,,,4.834e-38,1.131e-23,,2.469e-51,1.003e-21,3.931e-25,6.430e-33,4.555e-20,1.205e-1,8.846e-37,,1.980e-29,,3.931e-23,1.359e-20,5.690e-40,,,8.999e-13,2.190e-24,1.305e+0,2.237e-16,,,,
223.379,1.444e+0,,,3.658e-38,1.131e-23,,2.471e-51,9.991e-22,3.788e-25,6.420e-33,4.553e-20,9.665e-2,8.878e-37,,1.982e-29,,3.937e-23,1.367e-20,5.737e-40,,,1.844e-12,2.187e-24,1.347e+0,3.361e-16,,,,
223.389,1.442e+0,,,2.719e-38,1.131e-23,,2.474e-51,9.956e-22,3.644e-25,6.410e-33,4.551e-20,7.614e-2,8.910e-37,,1.984e-29,,3.942e-23,1.374e-20,5.785e-40,,,3.713e-12,2.183e-24,1.366e+0,6.570e-16,,,,
223.399,1.420e+0,,,1.986e-38,1.131e-23,,2.476e-51,9.921e-22,3.500e-25,6.401e-33,4.549e-20,5.892e-2,8.941e-37,,1.987e-29,,3.948e-23,1.382e-20,5.832e-40,,,7.342e-12,2.179e-24,1.361e+0,1.363e-15,,,,
223.409,1.376e+0,,,1.425e-38,1.131e-23,,2.479e-51,9.887e-22,3.357e-25,6.391e-33,4.547e-20,4.478e-2,8.973e-37,,1.989e-29,,3.954e-23,1.390e-20,5.880e-40,,,1.426e-11,2.175e-24,1.332e+0,2.826e-15,,,,
223.419,1.314e+0,,,1.004e-38,1.131e-23,,2.481e-51,9.852e-22,3.213e-25,6.382e-33,4.545e-20,3.343e-2,9.005e-37,,1.992e-29,,3.960e-23,1.398e-20,5.927e-40,,,2.721e-11,2.171e-24,1.280e+0,5.774e-15,,,,
223.429,1.234e+0,,,6.949e-39,1.131e-23,,2.483e-51,9.817e-22,3.070e-25,6.372e-33,4.543e-20,2.451e-2,9.036e-37,,1.994e-29,,3.966e-23,1.406e-20,5.975e-40,,,5.101e-11,2.168e-24,1.209e+0,1.160e-14,,,,
223.439,1.140e+0,,,4.725e-39,1.131e-23,,2.486e-51,9.782e-22,2.926e-25,6.363e-33,4.541e-20,1.765e-2,9.068e-37,,1.996e-29,,3.971e-23,1.414e-20,6.022e-40,,,9.392e-11,2.164e-24,1.122e+0,2.289e-14,,,,
223.449,1.035e+0,,,3.156e-39,1.132e-23,,2.488e-51,9.747e-22,2.782e-25,6.353e-33,4.539e-20,1.249e-2,9.100e-37,,1.999e-29,,3.977e-23,1.421e-20,6.070e-40,,,1.699e-10,2.160e-24,1.023e+0,4.437e-14,,,,
223.458,9.358e-1,,,2.161e-39,1.132e-23,,2.490e-51,9.716e-22,2.653e-25,6.345e-33,4.538e-20,9.008e-3,9.128e-37,,2.001e-29,,3.982e-23,1.428e-20,6.112e-40,,,2.852e-10,2.156e-24,9.268e-1,7.929e-14,,,,
223.468,8.231e-1,,,1.395e-39,1.132e-23,,2.493e-51,9.681e-22,2.510e-25,6.335e-33,4.536e-20,6.159e-3,9.160e-37,,2.003e-29,,3.988e-23,1.436e-20,6.160e-40,,,4.986e-10,2.153e-24,8.170e-1,1.486e-13,,,,
223.478,7.118e-1,,,8.844e-40,1.132e-23,,2.495e-51,9.646e-22,2.366e-25,6.326e-33,4.534e-20,4.136e-3,9.191e-37,,2.005e-29,,3.994e-23,1.444e-20,6.207e-40,,,8.563e-10,2.149e-24,7.076e-1,2.735e-13,,,,
223.488,6.051e-1,,,5.508e-40,1.132e-23,,2.497e-51,9.611e-22,2.222e-25,6.316e-33,4.532e-20,2.728e-3,9.223e-37,,2.008e-29,,4.000e-23,1.452e-20,6.255e-40,,,1.445e-9,2.145e-24,6.024e-1,4.946e-13,,,,
223.498,5.059e-1,,,3.369e-40,1.132e-23,,2.500e-51,9.576e-22,2.079e-25,6.306e-33,4.530e-20,1.768e-3,9.255e-37,,2.010e-29,,4.005e-23,1.460e-20,6.302e-40,,,2.394e-9,2.141e-24,5.041e-1,8.785e-13,,,,
223.508,4.160e-1,,,2.024e-40,1.132e-23,,2.502e-51,9.541e-22,1.935e-25,6.297e-33,4.528e-20,1.125e-3,9.287e-37,,2.013e-29,,4.011e-23,1.468e-20,6.350e-40,,,3.897e-9,2.137e-24,4.148e-1,1.533e-12,,,,
223.518,3.367e-1,,,1.195e-40,1.132e-23,,2.504e-51,9.506e-22,1.792e-25,6.287e-33,4.526e-20,7.033e-4,9.318e-37,,2.015e-29,,4.017e-23,1.475e-20,6.397e-40,,,6.232e-9,2.134e-24,3.360e-1,2.628e-12,,,,
223.528,2.685e-1,,,6.933e-41,1.132e-23,,2.507e-51,9.471e-22,7.187e-25,6.278e-33,4.524e-20,4.318e-4,9.350e-37,,2.017e-29,,4.023e-23,1.483e-20,6.445e-40,,,9.788e-9,2.130e-24,2.681e-1,4.424e-12,,,,
223.538,2.114e-1,,,3.961e-41,1.132e-23,,2.509e-51,9.436e-22,2.833e-24,6.268e-33,4.522e-20,2.604e-4,9.382e-37,,2.020e-29,,4.029e-23,1.491e-20,6.492e-40,,,1.510e-8,2.126e-24,2.111e-1,7.317e-12,,,,
223.548,1.649e-1,,,2.242e-41,1.132e-23,,2.511e-51,9.401e-22,1.097e-23,6.259e-33,4.520e-20,1.543e-4,9.413e-37,,2.022e-29,,4.034e-23,1.499e-20,6.540e-40,,,2.289e-8,2.122e-24,1.648e-1,1.189e-11,,,,
223.558,1.282e-1,,,1.287e-41,1.132e-23,,2.514e-51,9.366e-22,4.171e-23,6.249e-33,4.519e-20,8.975e-5,9.445e-37,,2.024e-29,,4.040e-23,1.507e-20,6.587e-40,,,3.408e-8,2.118e-24,1.281e-1,1.897e-11,,,,
223.568,1.003e-1,,,8.046e-42,1.132e-23,,2.516e-51,9.332e-22,1.559e-22,6.240e-33,4.517e-20,5.129e-5,9.477e-37,,2.027e-29,,4.046e-23,1.515e-20,6.635e-40,,,4.985e-8,2.114e-24,1.003e-1,2.975e-11,,,,
223.578,8.030e-2,,,6.413e-42,1.132e-23,,2.519e-51,9.297e-22,5.721e-22,6.230e-33,4.515e-20,2.879e-5,9.508e-37,,2.029e-29,,4.052e-23,1.522e-20,6.682e-40,,,7.162e-8,2.111e-24,8.027e-2,4.581e-11,,,,
223.588,6.710e-2,,,7.457e-42,1.132e-23,,2.521e-51,9.262e-22,2.063e-21,6.221e-33,4.513e-20,1.587e-5,9.540e-37,,2.032e-29,,4.058e-23,1.530e-20,6.730e-40,,,1.011e-7,2.107e-24,6.709e-2,6.930e-11,,,,
223.598,5.990e-2,,,1.157e-41,1.132e-23,,2.523e-51,9.227e-22,7.309e-21,6.211e-33,4.511e-20,8.597e-6,9.572e-37,,2.034e-29,,4.063e-23,1.538e-20,6.777e-40,,,1.401e-7,2.103e-24,5.989e-2,1.030e-10,,,,
223.608,5.795e-2,,,2.015e-41,1.132e-23,,2.526e-51,9.192e-22,2.544e-20,6.201e-33,4.509e-20,4.573e-6,9.603e-37,,2.036e-29,,4.069e-23,1.546e-20,6.825e-40,,,1.908e-7,2.099e-24,5.794e-2,1.503e-10,,,,
223.618,6.068e-2,,,3.600e-41,1.133e-23,,2.528e-51,9.157e-22,8.696e-20,6.192e-33,4.507e-20,2.389e-6,9.635e-37,,2.039e-29,,4.075e-23,1.554e-20,6.872e-40,,,2.552e-7,2.095e-24,6.068e-2,2.156e-10,,,,
223.628,6.763e-2,,,6.395e-41,1.133e-23,,2.530e-51,9.122e-22,2.921e-19,6.182e-33,4.505e-20,1.226e-6,9.667e-37,,2.041e-29,,4.081e-23,1.561e-20,6.920e-40,,,3.354e-7,2.091e-24,6.763e-2,3.036e-10,,,,
223.638,7.844e-2,,,1.120e-40,1.133e-23,,2.533e-51,9.087e-22,9.638e-19,6.173e-33,4.503e-20,6.180e-7,9.698e-37,,2.043e-29,,4.086e-23,1.569e-20,6.967e-40,,,4.329e-7,2.088e-24,7.844e-2,4.201e-10,,,,
223.648,9.279e-2,,,1.927e-40,1.133e-23,,2.535e-51,9.052e-22,3.124e-18,6.163e-33,4.501e-20,3.060e-7,9.730e-37,,2.046e-29,,4.092e-23,1.577e-20,7.015e-40,,,5.489e-7,2.084e-24,9.279e-2,5.710e-10,,,,
223.658,1.104e-1,,,3.260e-40,1.133e-23,,2.538e-51,9.017e-22,9.948e-18,6.154e-33,4.499e-20,1.488e-7,9.762e-37,,2.048e-29,,4.098e-23,1.585e-20,7.062e-40,,,6.837e-7,2.080e-24,1.104e-1,7.624e-10,,,,
223.667,1.287e-1,,,5.154e-40,1.133e-23,,2.540e-51,8.986e-22,2.779e-17,6.145e-33,4.498e-20,7.659e-8,9.790e-37,,2.050e-29,,4.103e-23,1.592e-20,7.105e-40,,,8.204e-7,2.077e-24,1.287e-1,9.739e-10,,,,
223.677,1.515e-1,,,8.428e-40,1.133e-23,,2.542e-51,8.951e-22,8.556e-17,6.136e-33,4.496e-20,3.600e-8,9.822e-37,,2.053e-29,,4.109e-23,1.600e-20,7.153e-40,,,9.877e-7,2.073e-24,1.515e-1,1.257e-9,,,,
223.687,1.764e-1,,,1.354e-39,1.133e-23,,2.544e-51,8.916e-22,2.588e-16,6.126e-33,4.494e-20,1.662e-8,9.854e-37,,2.055e-29,,4.115e-23,1.608e-20,7.200e-40,,,1.168e-6,2.069e-24,1.764e-1,1.594e-9,,,,
223.697,2.027e-1,,,2.137e-39,1.133e-23,,2.547e-51,8.881e-22,7.689e-16,6.117e-33,4.492e-20,7.537e-9,9.885e-37,,2.057e-29,,4.121e-23,1.615e-20,7.248e-40,,,1.357e-6,2.065e-24,2.027e-1,1.985e-9,,,,
223.707,2.299e-1,,,3.312e-39,1.133e-23,,2.549e-51,8.846e-22,2.244e-15,6.107e-33,4.490e-20,3.357e-9,9.917e-37,,2.060e-29,,4.126e-23,1.623e-20,7.295e-40,,,1.549e-6,2.061e-24,2.299e-1,2.428e-9,,,,
223.717,2.573e-1,,,5.044e-39,1.133e-23,,2.552e-51,8.811e-22,6.436e-15,6.097e-33,4.488e-20,1.469e-9,9.949e-37,,2.062e-29,,4.132e-23,1.631e-20,7.343e-40,,,1.736e-6,2.057e-24,2.573e-1,2.918e-9,,,,
223.727,2.841e-1,,,7.546e-39,1.133e-23,,2.554e-51,8.776e-22,1.813e-14,6.088e-33,4.486e-20,6.311e-10,9.980e-37,,2.064e-29,,4.138e-23,1.639e-20,7.390e-40,,,1.912e-6,2.054e-24,2.841e-1,3.445e-9,,,,
223.737,3.096e-1,,,1.109e-38,1.133e-23,,2.556e-51,8.742e-22,5.017e-14,6.078e-33,4.484e-20,2.664e-10,1.001e-36,,2.067e-29,,4.144e-23,1.647e-20,7.438e-40,,,2.068e-6,2.050e-24,3.096e-1,3.995e-9,,,,
223.747,3.332e-1,,,1.601e-38,1.133e-23,,2.559e-51,8.707e-22,1.364e-13,6.069e-33,4.483e-20,1.104e-10,1.004e-36,,2.069e-29,,4.150e-23,1.655e-20,7.485e-40,,,2.197e-6,2.046e-24,3.332e-1,4.550e-9,,,,
223.757,3.544e-1,,,2.270e-38,1.133e-23,,2.561e-51,8.672e-22,3.643e-13,6.059e-33,4.481e-20,4.496e-11,1.008e-36,,2.071e-29,,4.155e-23,1.662e-20,7.533e-40,,,2.294e-6,2.042e-24,3.544e-1,5.092e-9,,,,
223.767,3.728e-1,,,3.162e-38,1.133e-23,,2.563e-51,8.637e-22,9.559e-13,6.050e-33,4.479e-20,1.798e-11,1.011e-36,,2.074e-29,,4.161e-23,1.670e-20,7.580e-40,,,2.352e-6,2.038e-24,3.728e-1,5.597e-9,,,,
223.777,3.881e-1,,,4.327e-38,1.133e-23,,2.566e-51,8.602e-22,2.464e-12,6.040e-33,4.477e-20,7.065e-12,1.014e-36,,2.076e-29,,4.167e-23,1.678e-20,7.628e-40,,,2.369e-6,2.035e-24,3.881e-1,6.043e-9,,,,
223.787,4.002e-1,,,5.817e-38,1.134e-23,,2.568e-51,8.567e-22,6.240e-12,6.031e-33,4.475e-20,2.726e-12,1.017e-36,,2.079e-29,,4.173e-23,1.686e-20,7.675e-40,,,2.343e-6,2.031e-24,4.002e-1,6.410e-9,,,,
223.797,4.093e-1,,,7.682e-38,1.134e-23,,2.570e-51,8.532e-22,1.552e-11,6.021e-33,4.473e-20,1.033e-12,1.020e-36,,2.081e-29,,4.178e-23,1.694e-20,7.723e-40,,,2.277e-6,2.027e-24,4.093e-1,6.678e-9,,,,
223.807,4.154e-1,,,9.964e-38,1.134e-23,,2.573e-51,8.497e-22,3.793e-11,6.012e-33,4.471e-20,3.847e-13,1.023e-36,,2.083e-29,,4.184e-23,1.702e-20,7.770e-40,,,2.174e-6,2.023e-24,4.154e-1,6.835e-9,,,,
223.817,4.187e-1,,,1.270e-37,1.134e-23,,2.575e-51,8.462e-22,9.107e-11,6.002e-33,4.469e-20,1.407e-13,1.027e-36,,2.086e-29,,4.190e-23,1.709e-20,7.818e-40,,,2.039e-6,2.019e-24,4.187e-1,6.872e-9,,,,
223.827,4.195e-1,,,1.589e-37,1.134e-23,,2.578e-51,8.427e-22,2.148e-10,5.992e-33,4.467e-20,5.052e-14,1.030e-36,,2.088e-29,,4.196e-23,1.717e-20,7.865e-40,,,1.878e-6,2.015e-24,4.195e-1,6.787e-9,,,,
223.837,4.179e-1,,,1.954e-37,1.134e-23,,2.580e-51,8.392e-22,4.977e-10,5.983e-33,4.465e-20,1.782e-14,1.033e-36,,2.090e-29,,4.202e-23,1.725e-20,7.913e-40,,,1.699e-6,2.012e-24,4.179e-1,6.586e-9,,,,
223.847,4.140e-1,,,2.361e-37,1.134e-23,,2.582e-51,8.358e-22,1.133e-9,5.973e-33,4.463e-20,6.176e-15,1.036e-36,,2.093e-29,,4.207e-23,1.733e-20,7.960e-40,,,1.511e-6,2.008e-24,4.140e-1,6.278e-9,,,,
223.857,4.079e-1,,,2.801e-37,1.134e-23,,2.585e-51,8.323e-22,2.533e-9,5.964e-33,4.462e-20,2.102e-15,1.039e-36,,2.095e-29,,4.213e-23,1.741e-20,8.008e-40,,,1.319e-6,2.004e-24,4.079e-1,5.880e-9,,,,
223.867,3.996e-1,,,3.265e-37,1.134e-23,,2.587e-51,8.288e-22,5.565e-9,5.954e-33,4.460e-20,7.027e-16,1.042e-36,,2.097e-29,,4.219e-23,1.749e-20,8.055e-40,,,1.131e-6,2.000e-24,3.996e-1,5.412e-9,,,,
223.876,3.901e-1,,,3.692e-37,1.134e-23,,2.589e-51,8.256e-22,1.113e-8,5.946e-33,4.458e-20,2.581e-16,1.045e-36,,2.100e-29,,4.224e-23,1.756e-20,8.098e-40,,,9.704e-7,1.997e-24,3.901e-1,4.951e-9,,,,
223.886,3.773e-1,,,4.160e-37,1.134e-23,,2.592e-51,8.221e-22,2.364e-8,5.936e-33,4.456e-20,8.340e-17,1.048e-36,,2.102e-29,,4.230e-23,1.763e-20,8.146e-40,,,8.045e-7,1.993e-24,3.773e-1,4.414e-9,,,,
223.896,3.622e-1,,,4.604e-37,1.134e-23,,2.594e-51,8.187e-22,4.932e-8,5.927e-33,4.454e-20,2.647e-17,1.052e-36,,2.104e-29,,4.236e-23,1.771e-20,8.193e-40,,,6.552e-7,1.989e-24,3.622e-1,3.877e-9,,,,
223.906,3.448e-1,,,5.007e-37,1.134e-23,,2.596e-51,8.152e-22,1.011e-7,5.917e-33,4.452e-20,8.250e-18,1.055e-36,,2.107e-29,,4.241e-23,1.779e-20,8.241e-40,,,5.242e-7,1.985e-24,3.448e-1,3.360e-9,,,,
223.916,3.253e-1,,,5.348e-37,1.134e-23,,2.599e-51,8.117e-22,2.035e-7,5.908e-33,4.450e-20,2.526e-18,1.058e-36,,2.109e-29,,4.247e-23,1.787e-20,8.288e-40,,,4.120e-7,1.981e-24,3.253e-1,2.885e-9,,,,
223.926,3.040e-1,,,5.612e-37,1.134e-23,,2.601e-51,8.082e-22,4.026e-7,5.898e-33,4.448e-20,7.597e-19,1.061e-36,,2.111e-29,,4.253e-23,1.795e-20,8.336e-40,,,3.180e-7,1.978e-24,3.040e-1,2.469e-9,,,,
223.936,2.813e-1,,,5.784e-37,1.134e-23,,2.603e-51,8.047e-22,7.825e-7,5.888e-33,4.446e-20,2.244e-19,1.064e-36,,2.114e-29,,4.259e-23,1.803e-20,8.383e-40,,,2.412e-7,1.974e-24,2.813e-1,2.129e-9,,,,
223.946,2.579e-1,,,5.857e-37,1.135e-23,,2.606e-51,8.012e-22,1.494e-6,5.879e-33,4.445e-20,6.511e-20,1.067e-36,,2.116e-29,,4.265e-23,1.810e-20,8.431e-40,,,1.796e-7,1.970e-24,2.579e-1,1.879e-9,,,,
223.956,2.344e-1,,,5.826e-37,1.135e-23,,2.608e-51,7.977e-22,2.802e-6,5.869e-33,4.443e-20,1.856e-20,1.071e-36,,2.119e-29,,4.270e-23,1.818e-20,8.478e-40,,,1.314e-7,1.966e-24,2.344e-1,1.732e-9,,,,
223.966,2.116e-1,,,5.692e-37,1.135e-23,,2.610e-51,7.942e-22,5.162e-6,5.860e-33,4.441e-20,5.194e-21,1.074e-36,,2.121e-29,,4.276e-23,1.826e-20,8.526e-40,,,9.448e-8,1.962e-24,2.116e-1,1.698e-9,,,,
223.976,1.902e-1,,,5.464e-37,1.135e-23,,2.613e-51,7.907e-22,9.344e-6,5.850e-33,4.439e-20,1.428e-21,1.077e-36,,2.123e-29,,4.282e-23,1.834e-20,8.573e-40,,,6.671e-8,1.958e-24,1.902e-1,1.791e-9,,,,
223.986,1.710e-1,,,5.152e-37,1.135e-23,,2.615e-51,7.872e-22,1.661e-5,5.841e-33,4.437e-20,3.857e-22,1.080e-36,,2.126e-29,,4.288e-23,1.842e-20,8.621e-40,,,4.627e-8,1.955e-24,1.710e-1,2.022e-9,,,,
223.996,1.547e-1,,,4.772e-37,1.135e-23,,2.618e-51,7.837e-22,2.902e-5,5.831e-33,4.435e-20,1.023e-22,1.083e-36,,2.128e-29,,4.294e-23,1.850e-20,8.668e-40,,,3.152e-8,1.951e-24,1.547e-1,2.403e-9,,,,
224.006,1.417e-1,,,4.342e-37,1.135e-23,,2.620e-51,7.803e-22,4.981e-5,5.822e-33,4.433e-20,2.665e-23,1.086e-36,,2.130e-29,,4.299e-23,1.857e-20,8.716e-40,,,2.110e-8,1.947e-24,1.417e-1,2.944e-9,,,,
224.016,1.325e-1,,,3.880e-37,1.135e-23,,2.622e-51,7.768e-22,8.397e-5,5.812e-33,4.431e-20,6.821e-24,1.090e-36,,2.133e-29,,4.305e-23,1.865e-20,8.763e-40,,,1.387e-8,1.943e-24,1.324e-1,3.655e-9,,,,
224.026,1.271e-1,,,3.407e-37,1.135e-23,,2.625e-51,7.733e-22,1.391e-4,5.803e-33,4.429e-20,1.715e-24,1.093e-36,,2.135e-29,,4.311e-23,1.873e-20,8.811e-40,,,8.956e-9,1.939e-24,1.270e-1,4.538e-9,,,,
224.036,1.256e-1,,,2.939e-37,1.135e-23,,2.627e-51,7.698e-22,2.263e-4,5.793e-33,4.427e-20,1.712e-24,1.096e-36,,2.137e-29,,4.317e-23,1.881e-20,8.858e-40,,,5.681e-9,1.936e-24,1.254e-1,5.595e-9,,,,
224.046,1.277e-1,,,2.490e-37,1.135e-23,,2.629e-51,7.663e-22,3.617e-4,5.783e-33,4.425e-20,1.710e-24,1.099e-36,,2.140e-29,,4.323e-23,1.889e-20,8.906e-40,,,3.540e-9,1.932e-24,1.274e-1,6.815e-9,,,,
224.056,1.331e-1,,,2.072e-37,1.135e-23,,2.632e-51,7.628e-22,5.679e-4,5.774e-33,4.424e-20,1.707e-24,1.102e-36,,2.142e-29,,4.328e-23,1.896e-20,8.953e-40,,,2.167e-9,1.928e-24,1.326e-1,8.183e-9,,,,
