Wavelength (nm),Sum(calc),Na I (8.5e-3),Na II (1.8e-1),Na III (6.5e-20),Mg I (2.1e-5),Mg II (1.7e-4),Mg III (1.0e-7),Al I (2.6e-2),Al II (1.7e-1),Al III (5.0e-6),Si I (2.0e-1),Si II (3.8e-1),Si III (1.8e-5),K I (3.3e-5),K II (1.0e-3),K III (2.9e-14),Ca I (1.7e-4),Ca II (4.2e-3),Ca III (5.8e-5),Ti I (1.9e-5),Ti II (3.3e-4),Ti III (6.6e-7),Fe I (9.8e-5),Fe II (5.4e-4),Fe III (7.3e-8),Sm I (9.0e-5),Sm II (6.4e-3),Gd I (1.9e-4),Tb II (6.2e-3)
658.682,2.363e-11,1.890e-15,,,2.350e-19,1.047e-20,,8.235e-17,1.557e-19,4.690e-30,7.726e-17,2.037e-17,8.156e-30,3.080e-19,,,5.643e-18,7.141e-18,1.412e-25,5.897e-20,,2.738e-27,1.044e-19,2.363e-11,2.753e-31,,,,
658.692,3.090e-11,1.891e-15,,,2.350e-19,1.047e-20,,8.233e-17,1.557e-19,4.691e-30,7.727e-17,2.033e-17,8.164e-30,3.080e-19,,,5.643e-18,7.141e-18,1.835e-25,5.895e-20,,2.738e-27,1.045e-19,3.090e-11,2.753e-31,,,,
658.701,3.930e-11,1.891e-15,,,2.350e-19,1.047e-20,,8.232e-17,1.557e-19,4.692e-30,7.727e-17,2.030e-17,8.171e-30,3.080e-19,,,5.643e-18,7.142e-18,2.320e-25,5.893e-20,,2.739e-27,1.045e-19,3.930e-11,2.753e-31,,,,
658.711,5.124e-11,1.892e-15,,,2.350e-19,1.048e-20,,8.230e-17,1.558e-19,4.692e-30,7.727e-17,2.026e-17,8.180e-30,3.081e-19,,,5.643e-18,7.142e-18,3.004e-25,5.892e-20,,2.739e-27,1.045e-19,5.124e-11,2.753e-31,,,,
658.721,6.669e-11,1.892e-15,,,2.350e-19,1.048e-20,,8.228e-17,1.558e-19,4.693e-30,7.727e-17,2.022e-17,8.188e-30,3.081e-19,,,5.643e-18,7.143e-18,3.881e-25,5.890e-20,,2.739e-27,1.045e-19,6.669e-11,2.753e-31,,,,
658.731,8.664e-11,1.892e-15,,,2.350e-19,1.049e-20,,8.226e-17,1.558e-19,4.693e-30,7.727e-17,2.018e-17,8.196e-30,3.081e-19,,,5.643e-18,7.143e-18,5.005e-25,5.888e-20,,2.739e-27,1.046e-19,8.664e-11,2.753e-31,,,,
658.741,1.123e-10,1.893e-15,,,2.350e-19,1.049e-20,,8.225e-17,1.558e-19,4.694e-30,7.727e-17,2.014e-17,8.205e-30,3.082e-19,,,5.643e-18,7.144e-18,6.440e-25,5.887e-20,,2.740e-27,1.046e-19,1.123e-10,2.753e-31,,,,
658.751,1.453e-10,1.893e-15,,,2.350e-19,1.050e-20,,8.223e-17,1.558e-19,4.694e-30,7.727e-17,2.011e-17,8.213e-30,3.082e-19,,,5.643e-18,7.144e-18,8.271e-25,5.885e-20,,2.740e-27,1.046e-19,1.453e-10,2.753e-31,,,,
658.761,1.877e-10,1.894e-15,,,2.350e-19,1.050e-20,,8.221e-17,1.559e-19,4.695e-30,7.728e-17,2.007e-17,8.221e-30,3.082e-19,,,5.643e-18,7.145e-18,1.060e-24,5.883e-20,,2.740e-27,1.047e-19,1.877e-10,2.753e-31,,,,
658.771,2.419e-10,1.894e-15,,,2.350e-19,1.050e-20,,8.219e-17,1.559e-19,4.696e-30,7.728e-17,2.003e-17,8.230e-30,3.083e-19,,,5.643e-18,7.146e-18,1.356e-24,5.882e-20,,2.740e-27,1.047e-19,2.419e-10,2.753e-31,,,,
658.781,3.110e-10,1.895e-15,,,2.350e-19,1.051e-20,,8.218e-17,1.559e-19,4.696e-30,7.728e-17,1.999e-17,8.238e-30,3.083e-19,,,5.643e-18,7.146e-18,1.730e-24,5.880e-20,,2.740e-27,1.047e-19,3.110e-10,2.753e-31,,,,
658.791,3.992e-10,1.895e-15,,,2.350e-19,1.051e-20,,8.216e-17,1.559e-19,4.697e-30,7.728e-17,1.995e-17,8.247e-30,3.084e-19,,,5.643e-18,7.147e-18,2.204e-24,5.878e-20,,2.741e-27,1.048e-19,3.992e-10,2.753e-31,,,,
658.801,5.113e-10,1.896e-15,,,2.350e-19,1.052e-20,,8.214e-17,1.559e-19,4.697e-30,7.728e-17,1.992e-17,8.255e-30,3.084e-19,,,5.643e-18,7.147e-18,2.801e-24,5.877e-20,,2.741e-27,1.048e-19,5.113e-10,2.753e-31,,,,
658.811,6.534e-10,1.896e-15,,,2.350e-19,1.052e-20,,8.212e-17,1.560e-19,4.698e-30,7.728e-17,1.988e-17,8.263e-30,3.084e-19,,,5.643e-18,7.148e-18,3.554e-24,5.875e-20,,2.741e-27,1.048e-19,6.534e-10,2.754e-31,,,,
658.821,8.335e-10,1.896e-15,,,2.350e-19,1.052e-20,,8.210e-17,1.560e-19,4.699e-30,7.728e-17,1.984e-17,8.272e-30,3.085e-19,,,5.643e-18,7.148e-18,4.499e-24,5.874e-20,,2.741e-27,1.049e-19,8.335e-10,2.754e-31,,,,
658.831,1.061e-9,1.897e-15,,,2.350e-19,1.053e-20,,8.209e-17,1.560e-19,4.699e-30,7.729e-17,1.980e-17,8.280e-30,3.085e-19,,,5.643e-18,7.149e-18,5.683e-24,5.872e-20,,2.742e-27,1.049e-19,1.061e-9,2.754e-31,,,,
658.841,1.348e-9,1.897e-15,,,2.350e-19,1.053e-20,,8.207e-17,1.560e-19,4.700e-30,7.729e-17,1.976e-17,8.288e-30,3.085e-19,,,5.643e-18,7.149e-18,7.165e-24,5.870e-20,,2.742e-27,1.049e-19,1.348e-9,2.754e-31,,,,
658.851,1.708e-9,1.898e-15,,,2.350e-19,1.054e-20,,8.205e-17,1.560e-19,4.700e-30,7.729e-17,1.973e-17,8.297e-30,3.086e-19,,,5.643e-18,7.150e-18,9.014e-24,5.869e-20,,2.742e-27,1.050e-19,1.708e-9,2.754e-31,,,,
658.861,2.161e-9,1.898e-15,,,2.350e-19,1.054e-20,,8.203e-17,1.560e-19,4.701e-30,7.729e-17,1.969e-17,8.305e-30,3.086e-19,,,5.643e-18,7.151e-18,1.132e-23,5.867e-20,,2.742e-27,1.050e-19,2.161e-9,2.754e-31,,,,
658.871,2.729e-9,1.899e-15,,,2.350e-19,1.055e-20,,8.202e-17,1.561e-19,4.701e-30,7.729e-17,1.965e-17,8.313e-30,3.086e-19,,,5.643e-18,7.151e-18,1.418e-23,5.865e-20,,2.743e-27,1.050e-19,2.729e-9,2.754e-31,,,,
658.881,3.438e-9,1.899e-15,,,2.350e-19,1.055e-20,,8.200e-17,1.561e-19,4.702e-30,7.729e-17,1.961e-17,8.322e-30,3.087e-19,,,5.643e-18,7.152e-18,1.773e-23,5.864e-20,,2.743e-27,1.051e-19,3.438e-9,2.754e-31,,,,
658.891,4.323e-9,1.899e-15,,,2.350e-19,1.055e-20,,8.198e-17,1.561e-19,4.703e-30,7.729e-17,1.957e-17,8.330e-30,3.087e-19,,,5.643e-18,7.152e-18,2.213e-23,5.862e-20,,2.743e-27,1.051e-19,4.323e-9,2.754e-31,,,,
658.901,5.424e-9,1.900e-15,,,2.350e-19,1.056e-20,,8.196e-17,1.561e-19,4.703e-30,7.730e-17,1.954e-17,8.338e-30,3.087e-19,,,5.643e-18,7.153e-18,2.755e-23,5.860e-20,,2.743e-27,1.051e-19,5.424e-9,2.754e-31,,,,
658.91,6.641e-9,1.900e-15,,,2.350e-19,1.056e-20,,8.195e-17,1.561e-19,4.704e-30,7.730e-17,1.950e-17,8.346e-30,3.088e-19,,,5.643e-18,7.153e-18,3.351e-23,5.859e-20,,2.744e-27,1.052e-19,6.641e-9,2.754e-31,,,,
658.92,8.301e-9,1.901e-15,,,2.350e-19,1.057e-20,,8.193e-17,1.562e-19,4.704e-30,7.730e-17,1.946e-17,8.354e-30,3.088e-19,,,5.643e-18,7.154e-18,4.157e-23,5.857e-20,,2.744e-27,1.052e-19,8.301e-9,2.754e-31,,,,
658.93,1.035e-8,1.901e-15,,,2.350e-19,1.057e-20,,8.191e-17,1.562e-19,4.705e-30,7.730e-17,1.943e-17,8.363e-30,3.088e-19,,,5.643e-18,7.154e-18,5.146e-23,5.855e-20,,2.744e-27,1.052e-19,1.035e-8,2.754e-31,,,,
658.94,1.289e-8,1.902e-15,,,2.350e-19,1.057e-20,,8.189e-17,1.562e-19,4.706e-30,7.730e-17,1.939e-17,8.371e-30,3.089e-19,,,5.643e-18,7.155e-18,6.357e-23,5.854e-20,,2.744e-27,1.053e-19,1.289e-8,2.755e-31,,,,
658.95,1.601e-8,1.902e-15,,,2.350e-19,1.058e-20,,8.188e-17,1.562e-19,4.706e-30,7.730e-17,1.935e-17,8.379e-30,3.089e-19,,,5.643e-18,7.156e-18,7.837e-23,5.852e-20,,2.745e-27,1.053e-19,1.601e-8,2.755e-31,,,,
658.96,1.985e-8,1.902e-15,,,2.350e-19,1.058e-20,,8.186e-17,1.562e-19,4.707e-30,7.730e-17,1.931e-17,8.388e-30,3.089e-19,,,5.643e-18,7.156e-18,9.642e-23,5.851e-20,,2.745e-27,1.053e-19,1.985e-8,2.755e-31,,,,
658.97,2.455e-8,1.903e-15,,,2.350e-19,1.059e-20,,8.184e-17,1.563e-19,4.707e-30,7.731e-17,1.927e-17,8.396e-30,3.090e-19,,,5.643e-18,7.157e-18,1.184e-22,5.849e-20,,2.745e-27,1.054e-19,2.455e-8,2.755e-31,,,,
658.98,3.031e-8,1.903e-15,,,2.350e-19,1.059e-20,,8.182e-17,1.563e-19,4.708e-30,7.731e-17,1.924e-17,8.404e-30,3.090e-19,,,5.643e-18,7.157e-18,1.450e-22,5.847e-20,,2.745e-27,1.054e-19,3.031e-8,2.755e-31,,,,
658.99,3.734e-8,1.904e-15,,,2.350e-19,1.059e-20,,8.180e-17,1.563e-19,4.708e-30,7.731e-17,1.920e-17,8.413e-30,3.091e-19,,,5.642e-18,7.158e-18,1.774e-22,5.846e-20,,2.746e-27,1.054e-19,3.734e-8,2.755e-31,,,,
659,4.591e-8,1.904e-15,,,2.350e-19,1.060e-20,,8.179e-17,1.563e-19,4.709e-30,7.731e-17,1.916e-17,8.421e-30,3.091e-19,,,5.642e-18,7.158e-18,2.164e-22,5.844e-20,,2.746e-27,1.055e-19,4.591e-8,2.755e-31,,,,
659.01,5.634e-8,1.905e-15,,,2.350e-19,1.060e-20,,8.177e-17,1.563e-19,4.710e-30,7.731e-17,1.912e-17,8.429e-30,3.091e-19,,,5.642e-18,7.159e-18,2.635e-22,5.842e-20,,2.746e-27,1.055e-19,5.634e-8,2.755e-31,,,,
659.02,6.898e-8,1.905e-15,,,2.350e-19,1.061e-20,,8.175e-17,1.564e-19,4.710e-30,7.731e-17,1.908e-17,8.438e-30,3.092e-19,,,5.642e-18,7.159e-18,3.203e-22,5.841e-20,,2.746e-27,1.055e-19,6.898e-8,2.755e-31,,,,
659.03,8.429e-8,1.906e-15,,,2.350e-19,1.061e-20,,8.173e-17,1.564e-19,4.711e-30,7.731e-17,1.905e-17,8.446e-30,3.092e-19,,,5.642e-18,7.160e-18,3.884e-22,5.839e-20,,2.747e-27,1.056e-19,8.429e-8,2.755e-31,,,,
659.04,1.028e-7,1.906e-15,,,2.350e-19,1.062e-20,,8.172e-17,1.564e-19,4.711e-30,7.731e-17,1.901e-17,8.454e-30,3.092e-19,,,5.642e-18,7.161e-18,4.701e-22,5.837e-20,,2.747e-27,1.056e-19,1.028e-7,2.755e-31,,,,
659.05,1.251e-7,1.906e-15,,,2.350e-19,1.062e-20,,8.170e-17,1.564e-19,4.712e-30,7.732e-17,1.897e-17,8.463e-30,3.093e-19,,,5.642e-18,7.161e-18,5.678e-22,5.836e-20,,2.747e-27,1.056e-19,1.251e-7,2.755e-31,,,,
659.06,1.519e-7,1.907e-15,,,2.350e-19,1.062e-20,,8.168e-17,1.564e-19,4.713e-30,7.732e-17,1.893e-17,8.471e-30,3.093e-19,,,5.642e-18,7.162e-18,6.843e-22,5.834e-20,,2.747e-27,1.057e-19,1.519e-7,2.756e-31,,,,
659.07,1.841e-7,1.907e-15,,,2.350e-19,1.063e-20,,8.166e-17,1.565e-19,4.713e-30,7.732e-17,1.889e-17,8.479e-30,3.093e-19,,,5.642e-18,7.162e-18,8.231e-22,5.832e-20,,2.748e-27,1.057e-19,1.841e-7,2.756e-31,,,,
659.08,2.227e-7,1.908e-15,,,2.350e-19,1.063e-20,,8.164e-17,1.565e-19,4.714e-30,7.732e-17,1.886e-17,8.488e-30,3.094e-19,,,5.642e-18,7.163e-18,9.881e-22,5.831e-20,,2.748e-27,1.057e-19,2.227e-7,2.756e-31,,,,
659.09,2.688e-7,1.908e-15,,,2.350e-19,1.064e-20,,8.163e-17,1.565e-19,4.714e-30,7.732e-17,1.882e-17,8.496e-30,3.094e-19,,,5.642e-18,7.163e-18,1.184e-21,5.829e-20,,2.748e-27,1.058e-19,2.688e-7,2.756e-31,,,,
659.1,3.238e-7,1.909e-15,,,2.350e-19,1.064e-20,,8.161e-17,1.565e-19,4.715e-30,7.732e-17,1.878e-17,8.504e-30,3.094e-19,,,5.642e-18,7.164e-18,1.415e-21,5.827e-20,,2.748e-27,1.058e-19,3.238e-7,2.756e-31,,,,
659.11,3.892e-7,1.909e-15,,,2.350e-19,1.064e-20,,8.159e-17,1.565e-19,4.715e-30,7.732e-17,1.874e-17,8.513e-30,3.095e-19,,,5.642e-18,7.164e-18,1.688e-21,5.826e-20,,2.749e-27,1.058e-19,3.892e-7,2.756e-31,,,,
659.119,4.586e-7,1.909e-15,,,2.350e-19,1.065e-20,,8.157e-17,1.566e-19,4.716e-30,7.733e-17,1.871e-17,8.520e-30,3.095e-19,,,5.642e-18,7.165e-18,1.975e-21,5.824e-20,,2.749e-27,1.059e-19,4.586e-7,2.756e-31,,,,
659.129,5.491e-7,1.910e-15,,,2.350e-19,1.065e-20,,8.156e-17,1.566e-19,4.717e-30,7.733e-17,1.867e-17,8.529e-30,3.095e-19,,,5.642e-18,7.165e-18,2.347e-21,5.823e-20,,2.749e-27,1.059e-19,5.491e-7,2.756e-31,,,,
659.139,6.561e-7,1.910e-15,,,2.350e-19,1.066e-20,,8.154e-17,1.566e-19,4.717e-30,7.733e-17,1.863e-17,8.537e-30,3.096e-19,,,5.642e-18,7.166e-18,2.784e-21,5.821e-20,,2.749e-27,1.059e-19,6.561e-7,2.756e-31,,,,
659.149,7.824e-7,1.911e-15,,,2.350e-19,1.066e-20,,8.152e-17,1.566e-19,4.718e-30,7.733e-17,1.859e-17,8.545e-30,3.096e-19,,,5.642e-18,7.167e-18,3.295e-21,5.819e-20,,2.750e-27,1.060e-19,7.824e-7,2.756e-31,,,,
659.159,9.311e-7,1.911e-15,,,2.350e-19,1.066e-20,,8.150e-17,1.566e-19,4.718e-30,7.733e-17,1.856e-17,8.554e-30,3.097e-19,,,5.642e-18,7.167e-18,3.891e-21,5.818e-20,,2.750e-27,1.060e-19,9.311e-7,2.756e-31,,,,
659.169,1.106e-6,1.912e-15,,,2.350e-19,1.067e-20,,8.149e-17,1.567e-19,4.719e-30,7.733e-17,1.852e-17,8.562e-30,3.097e-19,,,5.642e-18,7.168e-18,4.586e-21,5.816e-20,,2.750e-27,1.060e-19,1.106e-6,2.756e-31,,,,
659.179,1.311e-6,1.912e-15,,,2.350e-19,1.067e-20,,8.147e-17,1.567e-19,4.720e-30,7.733e-17,1.848e-17,8.570e-30,3.097e-19,,,5.642e-18,7.168e-18,5.395e-21,5.814e-20,,2.750e-27,1.061e-19,1.311e-6,2.756e-31,,,,
659.189,1.550e-6,1.912e-15,,,2.350e-19,1.068e-20,,8.145e-17,1.567e-19,4.720e-30,7.734e-17,1.844e-17,8.579e-30,3.098e-19,,,5.642e-18,7.169e-18,6.332e-21,5.813e-20,,2.751e-27,1.061e-19,1.550e-6,2.757e-31,,,,
659.199,1.830e-6,1.913e-15,,,2.350e-19,1.068e-20,,8.143e-17,1.567e-19,4.721e-30,7.734e-17,1.840e-17,8.587e-30,3.098e-19,,,5.642e-18,7.169e-18,7.418e-21,5.811e-20,,2.751e-27,1.061e-19,1.830e-6,2.757e-31,,,,
659.209,2.155e-6,1.913e-15,,,2.350e-19,1.069e-20,,8.141e-17,1.567e-19,4.721e-30,7.734e-17,1.837e-17,8.595e-30,3.098e-19,,,5.642e-18,7.170e-18,8.671e-21,5.809e-20,,2.751e-27,1.062e-19,2.155e-6,2.757e-31,,,,
659.219,2.533e-6,1.914e-15,,,2.350e-19,1.069e-20,,8.140e-17,1.567e-19,4.722e-30,7.734e-17,1.833e-17,8.604e-30,3.099e-19,,,5.642e-18,7.170e-18,1.012e-20,5.808e-20,,2.751e-27,1.062e-19,2.533e-6,2.757e-31,,,,
659.229,2.972e-6,1.914e-15,,,2.350e-19,1.069e-20,,8.138e-17,1.568e-19,4.722e-30,7.734e-17,1.829e-17,8.612e-30,3.099e-19,,,5.642e-18,7.171e-18,1.178e-20,5.806e-20,,2.752e-27,1.062e-19,2.972e-6,2.757e-31,,,,
659.239,3.479e-6,1.915e-15,,,2.350e-19,1.070e-20,,8.136e-17,1.568e-19,4.723e-30,7.734e-17,1.825e-17,8.620e-30,3.099e-19,,,5.642e-18,7.172e-18,1.368e-20,5.804e-20,,2.752e-27,1.063e-19,3.479e-6,2.757e-31,,,,
659.249,4.064e-6,1.915e-15,,,2.350e-19,1.070e-20,,8.134e-17,1.568e-19,4.724e-30,7.734e-17,1.821e-17,8.629e-30,3.100e-19,,,5.642e-18,7.172e-18,1.587e-20,5.803e-20,,2.752e-27,1.063e-19,4.064e-6,2.757e-31,,,,
659.259,4.739e-6,1.915e-15,,,2.350e-19,1.071e-20,,8.133e-17,1.568e-19,4.724e-30,7.735e-17,1.818e-17,8.637e-30,3.100e-19,,,5.642e-18,7.173e-18,1.836e-20,5.801e-20,,2.752e-27,1.063e-19,4.739e-6,2.757e-31,,,,
659.269,5.513e-6,1.916e-15,,,2.350e-19,1.071e-20,,8.131e-17,1.568e-19,4.725e-30,7.735e-17,1.814e-17,8.645e-30,3.100e-19,,,5.642e-18,7.173e-18,2.120e-20,5.799e-20,,2.753e-27,1.064e-19,5.513e-6,2.757e-31,,,,
659.279,6.402e-6,1.916e-15,,,2.350e-19,1.071e-20,,8.129e-17,1.569e-19,4.725e-30,7.735e-17,1.810e-17,8.654e-30,3.101e-19,,,5.642e-18,7.174e-18,2.443e-20,5.798e-20,,2.753e-27,1.064e-19,6.402e-6,2.757e-31,,,,
