Wavelength (nm),Sum(calc),Al I (1.2e-1),Al II (2.2e-1),Al III (1.7e-5),Ti I (5.1e-2),Ti II (2.8e-1),Ti III (6.0e-4),Fe I (1.0e-1),Fe II (2.3e-1),Fe III (5.1e-5)
424.08,1.038e+3,,3.584e-5,3.044e-22,2.079e-13,1.443e-12,1.121e-6,1.038e+3,5.055e-16,4.447e-8
424.13,9.042e+2,,1.691e-5,3.028e-22,8.280e-13,1.423e-12,1.702e-6,9.042e+2,5.054e-16,4.080e-8
424.18,8.008e+2,,7.765e-6,3.011e-22,3.208e-12,1.403e-12,2.523e-6,8.008e+2,5.053e-16,3.708e-8
424.23,7.334e+2,,3.469e-6,2.994e-22,1.209e-11,1.384e-12,3.650e-6,7.334e+2,5.052e-16,3.364e-8
424.28,7.061e+2,,1.508e-6,2.978e-22,4.434e-11,1.364e-12,5.156e-6,7.061e+2,5.050e-16,3.073e-8
424.33,7.216e+2,,6.377e-7,2.961e-22,1.582e-10,1.345e-12,7.110e-6,7.216e+2,5.049e-16,2.855e-8
424.38,7.812e+2,,2.624e-7,2.944e-22,5.491e-10,1.325e-12,9.573e-6,7.812e+2,5.048e-16,2.723e-8
424.42,8.608e+2,,1.264e-7,2.931e-22,1.457e-9,1.309e-12,1.194e-5,8.608e+2,5.047e-16,2.681e-8
424.47,9.987e+2,,4.951e-8,2.914e-22,4.813e-9,1.290e-12,1.539e-5,9.987e+2,5.046e-16,2.706e-8
424.52,1.176e+3,,1.886e-8,2.898e-22,1.547e-8,1.270e-12,1.938e-5,1.176e+3,5.044e-16,2.807e-8
424.57,1.388e+3,,6.992e-9,2.881e-22,4.838e-8,1.250e-12,2.382e-5,1.388e+3,5.043e-16,2.967e-8
424.62,1.626e+3,,2.522e-9,2.864e-22,1.472e-7,1.231e-12,2.859e-5,1.626e+3,5.042e-16,3.165e-8
424.67,1.881e+3,,8.846e-10,2.847e-22,4.356e-7,1.211e-12,3.348e-5,1.881e+3,5.040e-16,3.377e-8
424.72,2.141e+3,,3.019e-10,2.831e-22,1.254e-6,1.192e-12,3.828e-5,2.141e+3,5.039e-16,3.581e-8
424.77,2.391e+3,,1.003e-10,2.814e-22,3.514e-6,1.172e-12,4.271e-5,2.391e+3,5.038e-16,3.751e-8
424.82,2.618e+3,,3.239e-11,2.797e-22,9.579e-6,1.152e-12,4.651e-5,2.618e+3,5.037e-16,3.869e-8
424.86,2.772e+3,,1.286e-11,2.784e-22,2.095e-5,1.137e-12,4.893e-5,2.772e+3,5.036e-16,3.916e-8
424.91,2.921e+3,,3.952e-12,2.767e-22,5.434e-5,1.117e-12,5.099e-5,2.921e+3,5.034e-16,3.908e-8
424.96,3.010e+3,,1.182e-12,2.751e-22,1.371e-4,1.098e-12,5.186e-5,3.010e+3,5.033e-16,3.824e-8
425.01,3.034e+3,,3.438e-13,2.734e-22,3.368e-4,1.078e-12,5.148e-5,3.034e+3,5.032e-16,3.667e-8
425.06,2.989e+3,,9.728e-14,2.717e-22,8.045e-4,1.058e-12,4.988e-5,2.989e+3,5.031e-16,3.447e-8
425.11,2.882e+3,,2.678e-14,2.701e-22,1.870e-3,1.039e-12,4.719e-5,2.882e+3,5.029e-16,3.179e-8
425.16,2.720e+3,,7.170e-15,2.684e-22,4.228e-3,1.019e-12,4.363e-5,2.720e+3,5.028e-16,2.880e-8
425.21,2.519e+3,,1.769e-15,2.667e-22,9.302e-3,9.995e-13,3.943e-5,2.519e+3,5.027e-16,2.567e-8
425.25,2.343e+3,,5.927e-16,2.654e-22,1.714e-2,9.838e-13,3.581e-5,2.343e+3,5.026e-16,2.318e-8
425.30,2.120e+3,,1.085e-16,2.637e-22,3.588e-2,9.642e-13,3.119e-5,2.120e+3,5.024e-16,2.020e-8
425.35,1.914e+3,,1.079e-16,2.621e-22,7.309e-2,9.446e-13,2.670e-5,1.914e+3,5.023e-16,1.748e-8
425.40,1.747e+3,,1.073e-16,2.604e-22,1.449e-1,9.250e-13,2.255e-5,1.747e+3,5.022e-16,1.510e-8
425.45,1.636e+3,,1.068e-16,2.587e-22,2.793e-1,9.053e-13,1.888e-5,1.636e+3,5.021e-16,1.312e-8
425.50,1.595e+3,,1.062e-16,2.571e-22,5.240e-1,8.857e-13,1.577e-5,1.594e+3,5.019e-16,1.154e-8
425.55,1.632e+3,,1.056e-16,2.554e-22,9.563e-1,8.661e-13,1.325e-5,1.631e+3,5.018e-16,1.037e-8
425.60,1.750e+3,,1.050e-16,2.537e-22,1.698e+0,8.465e-13,1.129e-5,1.748e+3,5.017e-16,9.589e-9
425.65,1.943e+3,,1.044e-16,2.521e-22,2.933e+0,8.269e-13,9.820e-6,1.940e+3,5.016e-16,9.154e-9
425.69,2.144e+3,,1.040e-16,2.507e-22,4.454e+0,8.112e-13,8.940e-6,2.140e+3,5.015e-16,9.026e-9
425.74,2.440e+3,,1.034e-16,2.491e-22,7.322e+0,7.916e-13,8.123e-6,2.432e+3,5.013e-16,9.097e-9
425.79,2.763e+3,,1.028e-16,2.474e-22,1.171e+1,7.720e-13,7.528e-6,2.751e+3,5.012e-16,9.369e-9
425.84,3.087e+3,,1.022e-16,2.457e-22,1.823e+1,7.524e-13,7.063e-6,3.069e+3,5.011e-16,9.778e-9
425.89,3.386e+3,,1.017e-16,2.441e-22,2.760e+1,7.328e-13,6.655e-6,3.359e+3,5.009e-16,1.026e-8
425.94,3.635e+3,,1.011e-16,2.424e-22,4.066e+1,7.132e-13,6.248e-6,3.594e+3,5.008e-16,1.073e-8
425.99,3.811e+3,,1.005e-16,2.407e-22,5.827e+1,6.936e-13,5.812e-6,3.753e+3,5.007e-16,1.115e-8
426.04,3.902e+3,,9.992e-17,2.391e-22,8.124e+1,6.739e-13,5.336e-6,3.820e+3,5.006e-16,1.144e-8
426.08,3.907e+3,,9.946e-17,2.377e-22,1.039e+2,6.583e-13,4.932e-6,3.804e+3,5.005e-16,1.156e-8
426.13,3.834e+3,,9.888e-17,2.361e-22,1.379e+2,6.387e-13,4.414e-6,3.696e+3,5.003e-16,1.153e-8
426.18,3.679e+3,,9.830e-17,2.344e-22,1.780e+2,6.190e-13,3.910e-6,3.501e+3,5.002e-16,1.130e-8
426.23,3.463e+3,,9.772e-17,2.327e-22,2.236e+2,5.994e-13,3.456e-6,3.240e+3,5.001e-16,1.088e-8
426.28,3.209e+3,,9.714e-17,2.310e-22,2.733e+2,5.798e-13,3.088e-6,2.936e+3,5.000e-16,1.028e-8
426.33,2.943e+3,,9.656e-17,2.294e-22,3.250e+2,5.602e-13,2.838e-6,2.618e+3,4.998e-16,9.549e-9
426.38,2.695e+3,,9.598e-17,2.277e-22,3.759e+2,5.406e-13,2.734e-6,2.319e+3,4.997e-16,8.745e-9
426.43,2.490e+3,,9.540e-17,2.260e-22,4.230e+2,5.210e-13,2.793e-6,2.067e+3,4.996e-16,7.927e-9
426.47,2.373e+3,,9.494e-17,2.247e-22,4.558e+2,1.592e-12,2.965e-6,1.917e+3,4.995e-16,7.306e-9
426.52,2.304e+3,,9.436e-17,2.230e-22,4.882e+2,6.277e-12,3.332e-6,1.816e+3,4.993e-16,6.626e-9
426.57,2.334e+3,,9.378e-17,2.214e-22,5.088e+2,2.408e-11,3.854e-6,1.825e+3,4.992e-16,6.109e-9
426.62,2.473e+3,,9.320e-17,2.197e-22,5.158e+2,8.993e-11,4.504e-6,1.957e+3,4.991e-16,5.815e-9
426.67,2.724e+3,,9.262e-17,2.180e-22,5.088e+2,3.268e-10,5.243e-6,2.215e+3,4.990e-16,5.796e-9
426.72,3.083e+3,,9.204e-17,2.164e-22,4.882e+2,1.156e-9,6.020e-6,2.594e+3,4.988e-16,6.095e-9
426.77,3.537e+3,,9.146e-17,2.147e-22,4.558e+2,3.978e-9,6.780e-6,3.081e+3,4.987e-16,6.747e-9
426.82,4.067e+3,,9.088e-17,2.130e-22,4.141e+2,1.333e-8,7.462e-6,3.653e+3,4.986e-16,7.774e-9
426.87,4.642e+3,,9.030e-17,2.114e-22,3.659e+2,4.344e-8,8.011e-6,4.276e+3,4.985e-16,9.174e-9
426.91,5.110e+3,,8.983e-17,2.100e-22,3.250e+2,1.096e-7,8.321e-6,4.785e+3,4.984e-16,1.055e-8
426.96,5.673e+3,,8.925e-17,2.084e-22,2.734e+2,3.403e-7,8.520e-6,5.399e+3,4.982e-16,1.254e-8
427.01,6.169e+3,,8.867e-17,2.067e-22,2.239e+2,1.028e-6,8.492e-6,5.946e+3,4.981e-16,1.475e-8
427.06,6.560e+3,,8.809e-17,2.050e-22,1.785e+2,3.023e-6,8.237e-6,6.381e+3,4.980e-16,1.707e-8
427.11,6.809e+3,,8.751e-17,2.034e-22,1.387e+2,8.650e-6,7.774e-6,6.670e+3,4.979e-16,1.937e-8
427.16,6.894e+3,,8.693e-17,2.017e-22,1.052e+2,2.409e-5,7.140e-6,6.789e+3,4.977e-16,2.148e-8
427.21,6.804e+3,,8.636e-17,2.000e-22,7.840e+1,6.528e-5,6.381e-6,6.726e+3,4.976e-16,2.324e-8
427.26,6.544e+3,,8.578e-17,1.984e-22,5.801e+1,1.722e-4,5.549e-6,6.486e+3,4.975e-16,2.452e-8
427.30,6.225e+3,,8.531e-17,1.970e-22,4.605e+1,3.668e-4,4.867e-6,6.179e+3,4.974e-16,2.512e-8
427.35,5.713e+3,,8.473e-17,1.954e-22,3.616e+1,9.213e-4,4.031e-6,5.676e+3,4.972e-16,2.528e-8
427.40,5.109e+3,,8.415e-17,1.937e-22,3.148e+1,2.252e-3,3.254e-6,5.078e+3,4.971e-16,2.477e-8
427.45,4.456e+3,,8.357e-17,1.920e-22,3.177e+1,5.357e-3,2.563e-6,4.424e+3,4.970e-16,2.363e-8
427.50,3.795e+3,,8.299e-17,1.904e-22,3.700e+1,1.240e-2,1.979e-6,3.758e+3,4.969e-16,2.195e-8
427.55,3.163e+3,,8.241e-17,1.887e-22,4.746e+1,2.795e-2,1.513e-6,3.116e+3,4.967e-16,1.987e-8
427.60,2.591e+3,,8.183e-17,1.870e-22,6.371e+1,6.128e-2,1.169e-6,2.528e+3,4.966e-16,1.753e-8
427.65,2.101e+3,,8.125e-17,1.854e-22,8.663e+1,1.308e-1,9.496e-7,2.015e+3,4.965e-16,1.511e-8
427.69,1.777e+3,,8.079e-17,1.840e-22,1.105e+2,2.352e-1,8.656e-7,1.666e+3,4.964e-16,1.323e-8
427.74,1.461e+3,,8.021e-17,1.824e-22,1.487e+2,4.780e-1,8.803e-7,1.312e+3,4.963e-16,1.106e-8
427.79,1.243e+3,,7.963e-17,1.807e-22,1.976e+2,9.456e-1,1.039e-6,1.045e+3,4.961e-16,9.218e-9
427.84,1.118e+3,,7.905e-17,1.790e-22,2.594e+2,1.820e+0,1.359e-6,8.566e+2,4.960e-16,7.815e-9
427.89,1.076e+3,,7.847e-17,1.774e-22,3.366e+2,3.411e+0,1.866e-6,7.361e+2,4.959e-16,6.932e-9
427.94,1.108e+3,,7.789e-17,1.757e-22,4.321e+2,6.221e+0,2.585e-6,6.693e+2,4.957e-16,6.630e-9
427.99,1.202e+3,,7.731e-17,1.740e-22,5.494e+2,1.104e+1,3.545e-6,6.418e+2,4.956e-16,6.951e-9
428.04,1.351e+3,,7.673e-17,1.723e-22,6.921e+2,1.908e+1,4.769e-6,6.400e+2,4.955e-16,7.922e-9
428.09,1.548e+3,,7.615e-17,1.707e-22,8.641e+2,3.208e+1,6.268e-6,6.516e+2,4.954e-16,9.545e-9
428.13,1.737e+3,,7.569e-17,1.693e-22,1.025e+3,4.770e+1,7.660e-6,6.636e+2,4.953e-16,1.130e-8
428.18,2.011e+3,,7.511e-17,1.677e-22,1.260e+3,7.642e+1,9.622e-6,6.748e+2,4.951e-16,1.402e-8
428.23,2.328e+3,,7.453e-17,1.660e-22,1.533e+3,1.192e+2,1.178e-5,6.764e+2,4.950e-16,1.724e-8
428.28,2.692e+3,,7.395e-17,1.643e-22,1.846e+3,1.810e+2,1.406e-5,6.648e+2,4.949e-16,2.083e-8
428.33,3.105e+3,,7.337e-17,1.627e-22,2.199e+3,2.676e+2,1.636e-5,6.388e+2,4.948e-16,2.461e-8
428.38,3.574e+3,,7.279e-17,1.610e-22,2.589e+3,3.854e+2,1.856e-5,5.990e+2,4.946e-16,2.836e-8
428.43,4.100e+3,,7.221e-17,1.593e-22,3.011e+3,5.405e+2,2.055e-5,5.482e+2,4.945e-16,3.184e-8
428.48,4.684e+3,,7.163e-17,1.577e-22,3.456e+3,7.383e+2,2.220e-5,4.898e+2,4.944e-16,3.482e-8
428.52,5.190e+3,,7.116e-17,1.563e-22,3.820e+3,9.300e+2,2.321e-5,4.404e+2,4.943e-16,3.670e-8
428.57,5.866e+3,,7.058e-17,1.547e-22,4.274e+3,1.213e+3,2.402e-5,3.792e+2,4.941e-16,3.824e-8
428.62,6.575e+3,,7.001e-17,1.530e-22,4.711e+3,1.541e+3,2.430e-5,3.223e+2,4.940e-16,3.881e-8
428.67,7.297e+3,,6.943e-17,1.513e-22,5.114e+3,1.910e+3,2.403e-5,2.734e+2,4.939e-16,3.837e-8
428.72,8.010e+3,,6.885e-17,1.497e-22,5.465e+3,2.309e+3,2.325e-5,2.356e+2,4.938e-16,3.698e-8
428.77,8.685e+3,,6.827e-17,1.480e-22,5.748e+3,2.726e+3,2.203e-5,2.109e+2,4.936e-16,3.479e-8
428.82,9.293e+3,,6.769e-17,1.463e-22,5.950e+3,3.143e+3,2.047e-5,2.008e+2,4.935e-16,3.202e-8
428.87,9.809e+3,,6.711e-17,1.447e-22,6.062e+3,3.542e+3,1.867e-5,2.059e+2,4.934e-16,2.895e-8
428.92,1.021e+4,,6.653e-17,1.430e-22,6.081e+3,3.906e+3,1.676e-5,2.263e+2,4.933e-16,2.587e-8
428.96,1.045e+4,,6.606e-17,1.417e-22,6.031e+3,4.161e+3,1.523e-5,2.531e+2,4.932e-16,2.362e-8
429.01,1.062e+4,,6.548e-17,1.400e-22,5.894e+3,4.427e+3,1.341e-5,2.987e+2,4.930e-16,2.129e-8
429.06,1.067e+4,,6.490e-17,1.383e-22,5.685e+3,4.627e+3,1.177e-5,3.564e+2,4.929e-16,1.974e-8
429.11,1.061e+4,,6.432e-17,1.367e-22,5.421e+3,4.763e+3,1.039e-5,4.240e+2,4.928e-16,1.914e-8
429.16,1.046e+4,,6.374e-17,1.350e-22,5.120e+3,4.841e+3,9.312e-6,4.993e+2,4.926e-16,1.963e-8
429.21,1.025e+4,,6.316e-17,1.333e-22,4.799e+3,4.876e+3,8.567e-6,5.798e+2,4.925e-16,2.122e-8
429.26,1.002e+4,,6.258e-17,1.317e-22,4.475e+3,4.886e+3,8.149e-6,6.633e+2,4.924e-16,2.387e-8
429.31,9.804e+3,,6.200e-17,1.300e-22,4.158e+3,4.898e+3,8.030e-6,7.479e+2,4.923e-16,2.746e-8
429.35,9.658e+3,,6.154e-17,1.287e-22,3.917e+3,4.926e+3,8.119e-6,8.155e+2,4.922e-16,3.086e-8
429.40,9.536e+3,,6.096e-17,1.270e-22,3.630e+3,5.007e+3,8.403e-6,8.988e+2,4.920e-16,3.553e-8
429.45,9.505e+3,,6.038e-17,1.253e-22,3.361e+3,5.163e+3,8.806e-6,9.805e+2,4.919e-16,4.037e-8
429.50,9.583e+3,,5.980e-17,1.237e-22,3.106e+3,5.417e+3,9.243e-6,1.060e+3,4.918e-16,4.504e-8
429.55,9.776e+3,,5.922e-17,1.220e-22,2.858e+3,5.781e+3,9.632e-6,1.137e+3,4.917e-16,4.920e-8
429.60,1.008e+4,,5.864e-17,1.203e-22,2.613e+3,6.259e+3,9.900e-6,1.210e+3,4.915e-16,5.256e-8
429.65,1.049e+4,,5.806e-17,1.186e-22,2.366e+3,6.843e+3,9.989e-6,1.278e+3,4.914e-16,5.493e-8
429.70,1.096e+4,,5.748e-17,1.170e-22,2.117e+3,7.508e+3,9.864e-6,1.339e+3,4.913e-16,5.622e-8
429.74,1.137e+4,,5.702e-17,1.156e-22,1.915e+3,8.074e+3,9.603e-6,1.381e+3,4.912e-16,5.651e-8
429.79,1.187e+4,,5.644e-17,1.140e-22,1.665e+3,8.786e+3,9.081e-6,1.422e+3,4.910e-16,5.607e-8
429.84,1.232e+4,,5.586e-17,1.123e-22,1.419e+3,9.452e+3,8.372e-6,1.452e+3,4.909e-16,5.503e-8
429.89,1.267e+4,,5.528e-17,1.106e-22,1.185e+3,1.002e+4,7.519e-6,1.469e+3,4.908e-16,5.373e-8
429.94,1.288e+4,,5.470e-17,1.090e-22,9.678e+2,1.043e+4,6.577e-6,1.478e+3,4.907e-16,5.257e-8
429.99,1.291e+4,,5.412e-17,1.073e-22,7.720e+2,1.065e+4,5.602e-6,1.485e+3,4.905e-16,5.194e-8
430.04,1.275e+4,,5.354e-17,1.056e-22,6.011e+2,1.065e+4,4.645e-6,1.501e+3,4.904e-16,5.215e-8
430.09,1.243e+4,,5.296e-17,1.040e-22,4.565e+2,1.043e+4,3.749e-6,1.538e+3,4.903e-16,5.340e-8
430.14,1.195e+4,,5.238e-17,1.023e-22,3.380e+2,1.000e+4,2.945e-6,1.613e+3,4.902e-16,5.577e-8
430.18,1.150e+4,,5.192e-17,1.010e-22,2.609e+2,9.530e+3,2.382e-6,1.711e+3,4.901e-16,5.842e-8
430.23,1.089e+4,,5.134e-17,9.930e-23,1.843e+2,8.817e+3,1.782e-6,1.894e+3,4.899e-16,6.251e-8
430.28,1.030e+4,,5.076e-17,9.764e-23,1.268e+2,8.018e+3,1.298e-6,2.153e+3,4.898e-16,6.722e-8
430.33,9.768e+3,,5.018e-17,9.597e-23,8.502e+1,7.188e+3,9.203e-7,2.495e+3,4.897e-16,7.221e-8
430.38,9.351e+3,,4.960e-17,9.430e-23,5.548e+1,6.379e+3,6.350e-7,2.917e+3,4.895e-16,7.717e-8
430.43,9.077e+3,,4.902e-17,9.263e-23,3.525e+1,5.633e+3,4.265e-7,3.408e+3,4.894e-16,8.183e-8
430.48,8.952e+3,,4.844e-17,9.097e-23,2.180e+1,4.983e+3,2.788e-7,3.947e+3,4.893e-16,8.601e-8
430.53,8.961e+3,,4.786e-17,8.930e-23,1.313e+1,4.444e+3,1.774e-7,4.504e+3,4.892e-16,8.961e-8
430.57,9.044e+3,,4.739e-17,8.796e-23,8.580e+0,4.097e+3,1.213e-7,4.938e+3,4.891e-16,9.209e-8
430.62,9.203e+3,,4.681e-17,8.630e-23,4.921e+0,3.765e+3,7.375e-8,5.433e+3,4.889e-16,9.473e-8
430.67,9.377e+3,,4.623e-17,8.463e-23,2.748e+0,3.535e+3,4.403e-8,5.839e+3,4.888e-16,9.696e-8
430.72,9.515e+3,,4.565e-17,8.296e-23,1.493e+0,3.390e+3,2.632e-8,6.123e+3,4.887e-16,9.884e-8
430.77,9.574e+3,,4.507e-17,8.129e-23,7.898e-1,3.314e+3,1.673e-8,6.259e+3,4.886e-16,1.004e-7
430.82,9.525e+3,,4.449e-17,7.963e-23,4.066e-1,3.292e+3,1.287e-8,6.233e+3,4.884e-16,1.015e-7
430.87,9.355e+3,,4.391e-17,7.796e-23,2.037e-1,3.310e+3,1.367e-8,6.045e+3,4.883e-16,1.020e-7
430.92,9.069e+3,,4.333e-17,7.629e-23,9.935e-2,3.360e+3,1.918e-8,5.709e+3,4.882e-16,1.018e-7
430.97,8.684e+3,,4.276e-17,7.462e-23,4.716e-2,3.434e+3,3.054e-8,5.250e+3,4.881e-16,1.005e-7
431.01,8.322e+3,,4.229e-17,7.329e-23,2.548e-2,3.507e+3,4.531e-8,4.815e+3,4.880e-16,9.856e-8
431.06,7.829e+3,,4.171e-17,7.162e-23,1.152e-2,3.610e+3,7.371e-8,4.219e+3,4.878e-16,9.488e-8
431.11,7.319e+3,,4.113e-17,6.995e-23,5.068e-3,3.720e+3,1.175e-7,3.599e+3,4.877e-16,8.977e-8
431.16,6.816e+3,,4.055e-17,6.829e-23,2.170e-3,3.828e+3,1.827e-7,2.988e+3,4.876e-16,8.329e-8
431.21,6.337e+3,,3.997e-17,6.662e-23,9.045e-4,3.921e+3,2.767e-7,2.415e+3,4.874e-16,7.567e-8
431.26,5.889e+3,,3.939e-17,6.495e-23,3.669e-4,3.988e+3,4.081e-7,1.901e+3,4.873e-16,6.722e-8
431.31,5.473e+3,,3.881e-17,6.328e-23,1.448e-4,4.016e+3,5.859e-7,1.457e+3,4.872e-16,5.833e-8
431.36,5.080e+3,,3.823e-17,6.162e-23,5.566e-5,3.993e+3,8.191e-7,1.087e+3,4.871e-16,4.939e-8
431.40,4.777e+3,,3.777e-17,6.028e-23,2.539e-5,3.932e+3,1.050e-6,8.454e+2,4.870e-16,4.247e-8
431.45,4.404e+3,,3.719e-17,5.861e-23,9.293e-6,3.799e+3,1.399e-6,6.052e+2,4.868e-16,3.437e-8
431.50,4.032e+3,,3.661e-17,5.695e-23,3.310e-6,3.605e+3,1.814e-6,4.270e+2,4.867e-16,2.711e-8
431.55,3.656e+3,,3.603e-17,5.528e-23,1.147e-6,3.353e+3,2.291e-6,3.025e+2,4.866e-16,2.083e-8
431.60,3.280e+3,,3.545e-17,5.361e-23,3.871e-7,3.056e+3,2.816e-6,2.241e+2,4.865e-16,1.559e-8
431.65,2.911e+3,,3.487e-17,5.194e-23,1.271e-7,2.725e+3,3.370e-6,1.860e+2,4.863e-16,1.136e-8
431.70,2.562e+3,,3.429e-17,5.027e-23,4.063e-8,2.376e+3,3.926e-6,1.854e+2,4.862e-16,8.066e-9
431.75,2.248e+3,,3.371e-17,4.861e-23,1.264e-8,2.025e+3,4.453e-6,2.225e+2,4.861e-16,5.575e-9
431.79,2.034e+3,,3.325e-17,4.727e-23,4.869e-9,1.753e+3,4.830e-6,2.816e+2,4.860e-16,4.069e-9
431.84,1.830e+3,,3.267e-17,4.561e-23,1.442e-9,1.432e+3,5.221e-6,3.973e+2,4.858e-16,2.680e-9
431.89,1.710e+3,,3.209e-17,4.394e-23,4.159e-10,1.143e+3,5.493e-6,5.673e+2,4.857e-16,1.719e-9
431.94,1.691e+3,,3.151e-17,4.227e-23,1.167e-10,8.900e+2,5.628e-6,8.013e+2,4.856e-16,1.073e-9
431.99,1.785e+3,,3.093e-17,4.060e-23,3.187e-11,6.764e+2,5.612e-6,1.109e+3,4.855e-16,6.520e-10
432.04,1.999e+3,,3.035e-17,3.893e-23,8.472e-12,5.016e+2,5.449e-6,1.497e+3,4.853e-16,3.857e-10
432.09,2.334e+3,,2.977e-17,3.727e-23,2.192e-12,3.628e+2,5.151e-6,1.971e+3,4.852e-16,2.222e-10
432.14,2.782e+3,,1.682e-16,3.560e-23,5.519e-13,2.560e+2,4.741e-6,2.526e+3,4.851e-16,1.246e-10
432.19,3.329e+3,,7.123e-16,3.393e-23,5.511e-13,1.761e+2,4.247e-6,3.153e+3,4.850e-16,6.798e-11
432.23,3.822e+3,,2.053e-15,3.260e-23,5.504e-13,1.282e+2,3.816e-6,3.693e+3,4.849e-16,4.107e-11
432.28,4.478e+3,,7.527e-15,3.093e-23,5.496e-13,8.431e+1,3.258e-6,4.394e+3,4.847e-16,2.136e-11
432.33,5.143e+3,,2.689e-14,2.926e-23,5.488e-13,5.405e+1,2.708e-6,5.089e+3,4.846e-16,1.081e-11
432.38,5.773e+3,,9.356e-14,2.759e-23,5.480e-13,3.379e+1,2.191e-6,5.740e+3,4.845e-16,5.326e-12
432.43,6.323e+3,,3.171e-13,2.593e-23,5.471e-13,2.065e+1,1.726e-6,6.302e+3,4.843e-16,2.555e-12
432.48,6.750e+3,,1.047e-12,2.426e-23,5.463e-13,1.240e+1,1.324e-6,6.738e+3,4.842e-16,1.193e-12
432.53,7.021e+3,,3.368e-12,2.259e-23,5.455e-13,7.477e+0,9.886e-7,7.013e+3,4.841e-16,5.422e-13
432.58,7.112e+3,,1.055e-11,2.092e-23,5.447e-13,4.803e+0,7.187e-7,7.108e+3,4.840e-16,2.399e-13
432.62,7.051e+3,,2.583e-11,1.959e-23,5.440e-13,3.847e+0,5.462e-7,7.047e+3,4.839e-16,1.225e-13
432.67,6.810e+3,,7.720e-11,1.792e-23,5.432e-13,3.872e+0,3.784e-7,6.807e+3,4.837e-16,5.165e-14
432.72,6.406e+3,,2.248e-10,1.625e-23,5.424e-13,5.256e+0,2.552e-7,6.401e+3,4.836e-16,2.120e-14
432.77,5.869e+3,,6.376e-10,1.459e-23,5.416e-13,8.305e+0,1.675e-7,5.861e+3,4.835e-16,8.466e-15
432.82,5.238e+3,,1.762e-9,1.292e-23,5.407e-13,1.367e+1,1.071e-7,5.224e+3,4.834e-16,3.292e-15
432.87,4.557e+3,,4.743e-9,1.125e-23,5.399e-13,2.238e+1,6.665e-8,4.535e+3,4.832e-16,1.246e-15
432.92,3.868e+3,,1.244e-8,9.584e-24,5.391e-13,3.592e+1,4.038e-8,3.832e+3,4.831e-16,4.591e-16
432.97,3.209e+3,,3.177e-8,7.917e-24,5.383e-13,5.623e+1,2.382e-8,3.153e+3,4.830e-16,1.647e-16
433.01,2.725e+3,,6.603e-8,6.582e-24,5.376e-13,7.900e+1,1.531e-8,2.646e+3,4.829e-16,7.111e-17
433.06,2.193e+3,,1.609e-7,4.915e-24,5.368e-13,1.180e+2,8.607e-9,2.075e+3,4.827e-16,2.430e-17
433.11,1.756e+3,,3.821e-7,3.247e-24,5.360e-13,1.716e+2,4.710e-9,1.584e+3,4.826e-16,8.083e-18
433.16,1.421e+3,,8.838e-7,1.579e-24,5.352e-13,2.430e+2,2.509e-9,1.178e+3,4.825e-16,2.617e-18
433.21,1.187e+3,,1.991e-6,6.130e-24,5.343e-13,3.352e+2,1.301e-9,8.522e+2,4.824e-16,8.251e-19
433.26,1.051e+3,,4.371e-6,2.317e-23,5.335e-13,4.502e+2,6.571e-10,6.005e+2,4.822e-16,2.532e-19
433.31,1.001e+3,,9.348e-6,8.532e-23,5.327e-13,5.888e+2,3.230e-10,4.120e+2,4.821e-16,7.562e-20
433.36,1.025e+3,,1.948e-5,3.060e-22,5.319e-13,7.498e+2,1.546e-10,2.752e+2,4.820e-16,2.199e-20
433.41,1.109e+3,,3.953e-5,1.069e-21,5.311e-13,9.299e+2,7.214e-11,1.790e+2,4.819e-16,6.223e-21
433.45,1.208e+3,,6.834e-5,2.852e-21,5.304e-13,1.084e+3,3.858e-11,1.245e+2,4.818e-16,2.224e-21
433.50,1.358e+3,,1.323e-4,9.502e-21,5.296e-13,1.281e+3,1.761e-11,7.714e+1,4.816e-16,5.996e-22
433.55,1.521e+3,,2.496e-4,3.083e-20,5.288e-13,1.475e+3,8.782e-12,4.656e+1,4.815e-16,1.574e-22
433.60,1.681e+3,,4.588e-4,9.744e-20,5.279e-13,1.653e+3,6.504e-12,2.736e+1,4.814e-16,1.502e-22
433.65,1.821e+3,,8.215e-4,2.999e-19,5.271e-13,1.805e+3,9.218e-12,1.565e+1,4.812e-16,1.431e-22
433.70,1.927e+3,,1.433e-3,8.993e-19,5.263e-13,1.919e+3,1.857e-11,8.717e+0,4.811e-16,1.359e-22
433.75,1.991e+3,,2.435e-3,2.626e-18,5.255e-13,1.986e+3,4.018e-11,4.727e+0,4.810e-16,1.287e-22
433.80,2.004e+3,,4.032e-3,7.470e-18,5.246e-13,2.002e+3,8.627e-11,2.496e+0,4.809e-16,1.216e-22
433.84,1.978e+3,,5.922e-3,1.692e-17,5.240e-13,1.977e+3,1.564e-10,1.469e+0,4.808e-16,1.159e-22
433.89,1.900e+3,,9.355e-3,4.589e-17,5.232e-13,1.899e+3,3.214e-10,7.393e-1,4.806e-16,1.087e-22
433.94,1.778e+3,,1.440e-2,1.213e-16,5.223e-13,1.777e+3,6.435e-10,3.622e-1,4.805e-16,1.015e-22
433.99,1.620e+3,,2.159e-2,3.121e-16,5.215e-13,1.619e+3,1.255e-9,1.728e-1,4.804e-16,9.437e-23
