Wavelength (nm),Sum(calc),Fe I (1.4e-1),Fe II (7.6e-1),Fe III (1.0e-4),Ni I (2.4e-2),Ni II (7.6e-2),Ni III (2.5e-6)
204.74,2.447e+2,,6.929e-3,2.369e-5,2.447e+2,,
204.76,2.267e+2,,2.623e-2,2.304e-5,2.267e+2,,
204.79,1.754e+2,,1.675e-1,3.537e-5,1.752e+2,,
204.81,1.346e+2,,5.243e-1,5.397e-5,1.341e+2,,
204.83,9.665e+1,,1.521e+0,8.171e-5,9.513e+1,,
204.86,5.576e+1,,6.515e+0,1.378e-4,4.924e+1,,
204.88,4.449e+1,,1.563e+1,1.792e-4,2.887e+1,,
204.91,6.159e+1,,5.032e+1,2.312e-4,1.127e+1,,
204.93,1.054e+2,,9.979e+1,2.494e-4,5.578e+0,,
204.96,2.439e+2,,2.416e+2,2.423e-4,2.247e+0,,
204.98,3.985e+2,,3.962e+2,2.162e-4,2.279e+0,,
205.01,7.269e+2,,7.212e+2,1.579e-4,5.740e+0,,
205.03,9.892e+2,,9.777e+2,1.164e-4,1.157e+1,,
205.06,1.368e+3,,1.338e+3,6.387e-5,2.953e+1,,
205.08,1.550e+3,,1.500e+3,3.893e-5,5.026e+1,,
205.11,1.640e+3,,1.543e+3,1.605e-5,9.680e+1,,
205.13,1.566e+3,,1.430e+3,8.088e-6,1.363e+2,,
205.16,1.304e+3,,1.106e+3,2.512e-6,1.974e+2,,
205.18,1.077e+3,,8.477e+2,1.059e-6,2.298e+2,,
205.21,7.433e+2,,4.931e+2,3.078e-7,2.503e+2,,
205.23,5.534e+2,,3.125e+2,2.389e-7,2.409e+2,,
205.26,3.348e+2,,1.373e+2,5.177e-7,1.974e+2,,
205.28,2.309e+2,,7.354e+1,1.013e-6,1.573e+2,,
205.31,1.288e+2,,3.112e+1,2.541e-6,9.769e+1,,
205.33,9.289e+1,,2.703e+1,4.392e-6,6.586e+1,,
205.36,8.706e+1,,5.071e+1,9.344e-6,3.635e+1,,
205.38,1.188e+2,,8.924e+1,1.521e-5,2.957e+1,,
205.41,2.286e+2,,1.904e+2,3.214e-5,3.816e+1,,
205.43,3.444e+2,,2.886e+2,5.378e-5,5.579e+1,,
205.46,5.651e+2,,4.677e+2,1.155e-4,9.738e+1,,
205.48,7.182e+2,,5.870e+2,1.862e-4,1.312e+2,,
205.51,8.952e+2,,7.162e+2,3.496e-4,1.790e+2,,
205.53,9.444e+2,,7.438e+2,4.960e-4,2.005e+2,,
205.56,8.893e+2,,6.831e+2,7.474e-4,2.063e+2,,
205.58,7.783e+2,,5.870e+2,9.098e-4,1.912e+2,,
205.61,5.539e+2,,4.058e+2,1.094e-3,1.481e+2,,
205.63,4.022e+2,,2.886e+2,1.156e-3,1.136e+2,,
205.65,2.710e+2,,1.902e+2,1.165e-3,8.080e+1,,
205.68,1.304e+2,,8.834e+1,1.097e-3,4.208e+1,,
205.7,7.304e+1,,4.819e+1,1.022e-3,2.485e+1,,
205.73,2.705e+1,,1.684e+1,9.131e-4,1.020e+1,,
205.75,1.363e+1,,7.604e+0,8.694e-4,6.030e+0,,
205.78,8.073e+0,,2.001e+0,8.725e-4,6.071e+0,,
205.8,1.126e+1,,7.472e-1,9.198e-4,1.051e+1,,
205.83,2.704e+1,,1.480e-1,1.033e-3,2.689e+1,,
205.85,4.721e+1,,4.574e-2,1.116e-3,4.717e+1,,
205.88,9.558e+1,,6.818e-3,1.239e-3,9.557e+1,,
205.9,1.393e+2,,1.744e-3,1.346e-3,1.393e+2,,
205.93,2.130e+2,,2.070e-4,1.714e-3,2.130e+2,,
205.95,2.571e+2,,9.848e-5,2.333e-3,2.571e+2,,
205.98,2.962e+2,,5.629e-4,4.598e-3,2.962e+2,,
206,2.962e+2,,2.333e-3,7.708e-3,2.962e+2,,
206.03,2.572e+2,,1.724e-2,1.619e-2,2.571e+2,,
206.05,2.130e+2,,5.957e-2,2.496e-2,2.130e+2,,
206.08,1.397e+2,,3.323e-1,4.221e-2,1.393e+2,,
206.1,9.657e+1,,9.513e-1,5.481e-2,9.556e+1,,
206.13,5.120e+1,,4.003e+0,7.063e-2,4.712e+1,,
206.15,3.634e+1,,9.500e+0,7.620e-2,2.677e+1,,
206.18,4.018e+1,,3.016e+1,7.418e-2,9.948e+0,,
206.2,6.405e+1,,5.931e+1,6.634e-2,4.680e+0,,
206.23,1.434e+2,,1.421e+2,4.872e-2,1.311e+0,,
206.25,2.321e+2,,2.315e+2,3.611e-2,5.106e-1,,
206.28,4.185e+2,,4.184e+2,2.001e-2,1.078e-1,,
206.3,5.652e+2,,5.651e+2,1.229e-2,3.478e-2,,
206.33,7.708e+2,,7.708e+2,5.137e-3,5.533e-3,,
206.35,8.633e+2,,8.633e+2,2.615e-3,1.478e-3,,
206.38,8.907e+2,,8.907e+2,8.260e-4,1.773e-4,,
206.4,8.310e+2,,8.310e+2,3.500e-4,3.923e-5,,
206.43,6.619e+2,,6.619e+2,8.678e-5,3.545e-6,,
206.45,5.335e+2,,5.335e+2,3.460e-5,6.497e-7,,
206.47,4.222e+2,,4.222e+2,1.720e-5,1.104e-7,,
206.5,3.212e+2,,3.212e+2,1.564e-5,6.716e-9,,
206.52,3.021e+2,,3.021e+2,2.659e-5,9.452e-10,,
206.55,3.241e+2,,3.241e+2,9.303e-5,4.333e-11,,
206.57,3.515e+2,,3.515e+2,2.344e-4,5.051e-12,,
206.6,3.809e+2,,3.809e+2,8.862e-4,1.745e-13,,
206.62,3.862e+2,,3.862e+2,1.995e-3,1.684e-14,,
206.65,3.859e+2,,3.859e+2,5.911e-3,1.899e-14,,
206.67,3.965e+2,,3.964e+2,1.113e-2,2.042e-14,,
206.7,4.515e+2,,4.515e+2,2.504e-2,2.256e-14,,
206.72,5.144e+2,,5.144e+2,3.919e-2,2.399e-14,,
206.75,6.191e+2,,6.190e+2,6.672e-2,2.614e-14,,
206.77,6.685e+2,,6.684e+2,8.665e-2,2.757e-14,,
206.8,6.726e+2,,6.725e+2,1.115e-1,2.971e-14,,
206.82,6.216e+2,,6.215e+2,1.201e-1,3.114e-14,,
206.85,4.860e+2,,4.859e+2,1.168e-1,3.329e-14,,
206.87,3.812e+2,,3.811e+2,1.044e-1,3.472e-14,,
206.9,2.446e+2,,2.446e+2,7.671e-2,3.686e-14,,
206.92,1.825e+2,,1.825e+2,5.691e-2,3.829e-14,,
206.95,1.370e+2,,1.370e+2,3.167e-2,4.044e-14,,
206.97,1.309e+2,,1.309e+2,1.959e-2,4.187e-14,,
207,1.376e+2,,1.376e+2,8.429e-3,4.401e-14,,
207.02,1.414e+2,,1.414e+2,4.508e-3,4.544e-14,,
207.05,1.340e+2,,1.340e+2,1.727e-3,4.759e-14,,
207.07,1.192e+2,,1.192e+2,9.688e-4,4.902e-14,,
207.1,8.736e+1,,8.736e+1,4.914e-4,5.116e-14,,
207.12,6.477e+1,,6.477e+1,3.438e-4,5.260e-14,,
207.15,3.597e+1,,3.597e+1,2.035e-4,5.474e-14,,
207.17,2.214e+1,,2.214e+1,1.367e-4,5.617e-14,,
207.2,9.294e+0,,9.294e+0,6.712e-5,5.832e-14,,
207.22,4.747e+0,,4.747e+0,3.844e-5,5.975e-14,,
207.25,1.506e+0,,1.506e+0,1.504e-5,6.189e-14,,
207.27,6.383e-1,,6.383e-1,8.096e-6,6.332e-14,,
207.29,2.510e-1,,2.510e-1,5.174e-6,6.475e-14,,
207.32,5.383e-2,,5.383e-2,4.888e-6,6.690e-14,,
207.34,1.757e-2,,1.757e-2,6.038e-6,6.833e-14,,
207.37,2.855e-3,,2.847e-3,8.331e-6,7.047e-14,,
207.39,7.805e-4,,7.708e-4,9.636e-6,7.190e-14,,
207.42,1.050e-4,,9.442e-5,1.054e-5,7.405e-14,,
207.44,3.150e-5,,2.121e-5,1.028e-5,7.548e-14,,
207.47,1.087e-5,,1.964e-6,8.907e-6,7.762e-14,,
207.49,8.126e-6,,3.696e-7,7.757e-6,7.905e-14,,
207.52,6.712e-6,,8.573e-8,6.627e-6,8.120e-14,,
207.54,7.417e-6,,3.719e-7,7.045e-6,8.263e-14,,
207.57,1.827e-5,,4.851e-6,1.342e-5,8.477e-14,,
207.59,5.486e-5,,2.468e-5,3.018e-5,8.620e-14,,
207.62,3.747e-4,,2.465e-4,1.281e-4,8.835e-14,,
207.64,1.378e-3,,1.043e-3,3.358e-4,8.978e-14,,
207.67,9.181e-3,,7.893e-3,1.288e-3,9.192e-14,,
207.69,3.065e-2,,2.775e-2,2.899e-3,9.335e-14,,
207.72,1.677e-1,,1.592e-1,8.548e-3,9.550e-14,,
207.74,4.812e-1,,4.652e-1,1.604e-2,9.693e-14,,
207.77,2.058e+0,,2.022e+0,3.587e-2,9.907e-14,,
207.79,4.968e+0,,4.912e+0,5.593e-2,1.005e-13,,
207.82,1.628e+1,,1.618e+1,9.478e-2,1.026e-13,,
207.84,3.280e+1,,3.267e+1,1.228e-1,1.041e-13,,
207.87,8.174e+1,,8.159e+1,1.577e-1,1.062e-13,,
207.89,1.371e+2,,1.369e+2,1.698e-1,1.077e-13,,
207.92,2.592e+2,,2.591e+2,1.651e-1,1.098e-13,,
207.94,3.615e+2,,3.614e+2,1.478e-1,1.114e-12,,
207.97,5.183e+2,,5.182e+2,1.089e-1,3.139e-11,,
207.99,6.009e+2,,6.008e+2,8.099e-2,2.651e-10,,
208.02,6.530e+2,,6.529e+2,4.521e-2,5.668e-9,,
208.04,6.292e+2,,6.292e+2,2.794e-2,3.982e-8,,
208.07,5.182e+2,,5.182e+2,1.182e-2,6.461e-7,,
208.09,4.151e+2,,4.151e+2,6.073e-3,3.777e-6,,
208.11,3.088e+2,,3.088e+2,2.899e-3,2.051e-5,,
208.14,1.725e+2,,1.725e+2,8.359e-4,2.262e-4,,
208.16,1.067e+2,,1.067e+2,3.381e-4,1.022e-3,,
208.19,4.516e+1,,4.515e+1,9.277e-5,8.552e-3,,
208.21,2.324e+1,,2.321e+1,6.328e-5,3.215e-2,,
208.24,7.650e+0,,7.446e+0,1.051e-4,2.042e-1,,
208.26,3.820e+0,,3.181e+0,1.843e-4,6.386e-1,,
208.29,3.852e+0,,7.738e-1,4.112e-4,3.077e+0,,
208.31,8.285e+0,,2.760e-1,6.589e-4,8.008e+0,,
208.34,2.935e+1,,5.672e-2,1.192e-3,2.929e+1,,
208.36,6.344e+1,,3.020e-2,1.631e-3,6.341e+1,3.050e-15,
208.39,1.761e+2,,5.697e-2,2.297e-3,1.760e+2,9.987e-14,
208.41,3.172e+2,,1.243e-1,2.643e-3,3.170e+2,9.326e-13,
208.44,6.682e+2,,4.138e-1,2.857e-3,6.678e+2,2.320e-11,
208.46,1.002e+3,,9.345e-1,2.752e-3,1.001e+3,1.804e-10,
208.49,1.603e+3,,3.214e+0,2.277e-3,1.600e+3,3.410e-9,
208.51,2.002e+3,,7.234e+0,1.842e-3,1.995e+3,2.208e-8,
208.54,2.443e+3,,2.291e+1,1.203e-3,2.420e+3,3.170e-7,
208.56,2.557e+3,,4.640e+1,8.725e-4,2.510e+3,1.709e-6,
208.59,2.430e+3,,1.190e+2,5.884e-4,2.311e+3,1.865e-5,
208.61,2.200e+3,,2.051e+2,5.371e-4,1.995e+3,8.372e-5,
208.64,1.800e+3,,4.061e+2,6.120e-4,1.394e+3,6.941e-4,
208.66,1.586e+3,,5.853e+2,7.170e-4,1.001e+3,2.595e-3,
208.69,1.414e+3,,8.837e+2,8.766e-4,5.306e+2,1.634e-2,
208.71,1.378e+3,,1.061e+3,9.473e-4,3.170e+2,5.087e-2,
208.74,1.345e+3,,1.218e+3,9.676e-4,1.276e+2,2.435e-1,
208.76,1.282e+3,,1.218e+3,9.268e-4,6.341e+1,6.310e-1,
208.79,1.083e+3,,1.061e+3,8.194e-4,1.936e+1,2.295e+0,
208.81,8.959e+2,,8.829e+2,7.494e-4,8.008e+0,4.952e+0,
208.84,5.997e+2,,5.842e+2,7.160e-4,1.856e+0,1.368e+1,
208.86,4.299e+2,,4.047e+2,7.876e-4,6.386e-1,2.458e+1,
208.88,3.017e+2,,2.605e+2,9.716e-4,2.042e-1,4.105e+1,
208.91,1.945e+2,,1.172e+2,1.506e-3,3.215e-2,7.722e+1,
208.93,1.702e+2,,6.279e+1,2.029e-3,8.552e-3,1.074e+2,
208.96,1.749e+2,,2.146e+1,2.949e-3,1.022e-3,1.534e+2,
208.98,1.873e+2,,9.591e+0,3.524e-3,2.262e-4,1.777e+2,
209.01,1.955e+2,,2.566e+0,4.077e-3,2.051e-5,1.929e+2,
209.03,1.871e+2,,1.092e+0,4.134e-3,3.777e-6,1.860e+2,
209.06,1.541e+2,,6.180e-1,3.731e-3,2.600e-7,1.535e+2,
209.08,1.242e+2,,8.269e-1,3.220e-3,3.982e-8,1.234e+2,
209.11,7.991e+1,,1.717e+0,2.315e-3,2.080e-9,7.819e+1,
209.13,5.681e+1,,2.854e+0,1.742e-3,2.651e-10,5.395e+1,
209.16,3.829e+1,,6.114e+0,1.052e-3,1.051e-11,3.218e+1,
