Wavelength (nm),Sum(calc),Fe I (1.5e-1),Fe II (8.0e-1),Fe III (1.1e-4),Ni I (1.2e-2),Ni II (3.8e-2),Ni III (1.3e-6)
200.91,1.361e+2,,1.349e+2,6.315e-4,1.175e+0,,
200.93,2.407e+2,,2.402e+2,4.431e-4,4.902e-1,,
200.96,5.023e+2,,5.022e+2,2.348e-4,1.139e-1,,
200.98,7.457e+2,,7.457e+2,1.487e-4,3.896e-2,,
201.01,1.164e+3,,1.164e+3,8.677e-5,6.748e-3,,
201.03,1.418e+3,,1.418e+3,7.978e-5,2.028e-3,,
201.06,1.645e+3,,1.645e+3,1.042e-4,1.554e-3,,
201.08,1.645e+3,,1.645e+3,1.355e-4,5.275e-3,,
201.11,1.418e+3,,1.418e+3,1.920e-4,3.570e-2,,
201.13,1.164e+3,,1.164e+3,2.284e-4,1.165e-1,,
201.16,7.462e+2,,7.456e+2,2.708e-4,5.928e-1,,
201.18,5.035e+2,,5.019e+2,2.873e-4,1.589e+0,,
201.21,2.450e+2,,2.390e+2,2.932e-4,6.013e+0,,
201.23,1.453e+2,,1.320e+2,2.852e-4,1.323e+1,,
201.26,8.422e+1,,4.697e+1,2.573e-4,3.726e+1,,
201.28,8.926e+1,,2.194e+1,2.294e-4,6.732e+1,,
201.31,1.501e+2,,9.065e+0,1.794e-4,1.410e+2,,
201.33,2.199e+2,,1.073e+1,1.461e-4,2.092e+2,,
201.36,3.555e+2,,2.947e+1,1.070e-4,3.260e+2,,
201.38,4.562e+2,,5.918e+1,9.317e-5,3.970e+2,,
201.41,6.079e+2,,1.476e+2,9.256e-5,4.603e+2,,
201.43,7.066e+2,,2.463e+2,1.025e-4,4.603e+2,,
201.46,8.550e+2,,4.579e+2,1.227e-4,3.970e+2,,
201.48,9.535e+2,,6.276e+2,1.328e-4,3.260e+2,,
201.51,1.078e+3,,8.685e+2,1.352e-4,2.092e+2,,
201.53,1.118e+3,,9.775e+2,1.277e-4,1.410e+2,,
201.56,1.074e+3,,1.007e+3,1.088e-4,6.732e+1,,
201.58,9.680e+2,,9.307e+2,9.620e-5,3.726e+1,,
201.6,8.147e+2,,7.956e+2,8.730e-5,1.906e+1,,
201.63,5.511e+2,,5.451e+2,8.333e-5,6.013e+0,,
201.65,3.918e+2,,3.892e+2,8.572e-5,2.525e+0,,
201.68,2.266e+2,,2.260e+2,9.153e-5,5.928e-1,,
201.7,1.817e+2,,1.815e+2,9.384e-5,2.044e-1,,
201.73,2.284e+2,,2.284e+2,9.265e-5,3.569e-2,,
201.75,3.431e+2,,3.430e+2,8.941e-5,1.010e-2,,
201.78,6.420e+2,,6.420e+2,8.375e-5,1.313e-3,,
201.8,9.085e+2,,9.085e+2,8.068e-5,3.051e-4,,
201.83,1.331e+3,,1.331e+3,7.674e-5,2.949e-5,,
201.85,1.561e+3,,1.561e+3,7.311e-5,5.628e-6,,
201.88,1.720e+3,,1.720e+3,6.367e-5,4.047e-7,,
201.9,1.680e+3,,1.680e+3,5.444e-5,6.341e-8,,
201.93,1.453e+3,,1.453e+3,3.818e-5,3.392e-9,,
201.95,1.265e+3,,1.265e+3,2.761e-5,4.366e-10,,
201.98,1.060e+3,,1.060e+3,1.485e-5,2.396e-11,,
202,1.016e+3,,1.016e+3,9.078e-6,5.815e-11,,
202.03,1.069e+3,,1.069e+3,4.312e-6,1.215e-9,,
202.05,1.132e+3,,1.132e+3,3.217e-6,8.541e-9,,
202.08,1.161e+3,,1.161e+3,3.876e-6,1.375e-7,,
202.1,1.099e+3,,1.099e+3,5.549e-6,7.956e-7,,
202.13,8.866e+2,,8.866e+2,9.675e-6,9.562e-6,,
202.15,6.992e+2,,6.992e+2,1.350e-5,4.551e-5,,
202.18,4.237e+2,,4.237e+2,2.118e-5,4.083e-4,,
202.2,2.753e+2,,2.753e+2,2.799e-5,1.599e-3,,
202.23,1.245e+2,,1.245e+2,4.131e-5,1.071e-2,,
202.25,6.653e+1,,6.650e+1,5.198e-5,3.451e-2,,
202.28,2.259e+1,,2.242e+1,6.821e-5,1.725e-1,,
202.3,1.030e+1,,9.845e+0,7.668e-5,4.577e-1,,
202.33,4.184e+0,,2.474e+0,8.177e-5,1.710e+0,,
202.35,4.631e+0,,8.932e-1,7.937e-5,3.738e+0,,
202.38,1.063e+1,,1.673e-1,7.068e-5,1.046e+1,,
202.4,1.894e+1,,4.965e-2,6.623e-5,1.889e+1,,
202.42,3.169e+1,,1.363e-2,6.762e-5,3.167e+1,,
202.45,6.008e+1,,1.691e-3,8.845e-5,6.008e+1,,
202.47,8.455e+1,,3.816e-4,1.174e-4,8.455e+1,,
202.5,1.259e+2,,3.530e-5,1.800e-4,1.259e+2,,
202.52,1.539e+2,,6.548e-6,2.270e-4,1.539e+2,,
202.55,1.931e+2,,4.516e-7,2.865e-4,1.931e+2,,
202.57,2.165e+2,,6.885e-8,3.076e-4,2.165e+2,,
202.6,2.456e+2,,3.539e-9,3.002e-4,2.456e+2,,
202.62,2.583e+2,,4.437e-10,2.705e-4,2.583e+2,,
202.65,2.597e+2,,2.025e-11,2.024e-4,2.597e+2,,
202.67,2.452e+2,,3.253e-11,1.525e-4,2.452e+2,,
202.7,2.014e+2,,7.740e-10,8.722e-5,2.014e+2,,
202.72,1.625e+2,,6.030e-9,5.501e-5,1.625e+2,,
202.75,1.031e+2,,1.134e-7,2.467e-5,1.031e+2,,
202.77,6.942e+1,,7.279e-7,1.430e-5,6.942e+1,,
202.8,3.326e+1,,1.024e-5,8.971e-6,3.326e+1,,
202.82,1.851e+1,,5.414e-5,1.017e-5,1.851e+1,,
202.85,6.646e+0,,5.695e-4,1.681e-5,6.645e+0,,
202.87,3.049e+0,,2.481e-3,2.339e-5,3.047e+0,,
202.9,8.373e-1,,1.952e-2,3.408e-5,8.177e-1,,
202.92,3.788e-1,,7.008e-2,4.002e-5,3.087e-1,,
202.95,4.742e-1,,4.123e-1,4.446e-5,6.188e-2,,
202.97,1.239e+0,,1.220e+0,4.373e-5,1.923e-2,,
203,5.370e+0,,5.367e+0,3.793e-5,2.879e-3,,
203.02,1.308e+1,,1.308e+1,3.227e-5,7.362e-4,,
203.05,4.304e+1,,4.304e+1,2.355e-5,8.228e-5,,
203.07,8.643e+1,,8.643e+1,1.849e-5,1.732e-5,,
203.1,2.127e+2,,2.127e+2,1.250e-5,1.445e-6,,
203.12,3.520e+2,,3.520e+2,9.433e-6,2.504e-7,,
203.15,6.478e+2,,6.478e+2,5.891e-6,1.560e-8,,
203.17,8.831e+2,,8.831e+2,4.165e-6,2.224e-9,,
203.2,1.216e+3,,1.216e+3,2.670e-6,1.035e-10,,
203.22,1.365e+3,,1.365e+3,2.686e-6,1.214e-11,,
203.24,1.419e+3,,1.419e+3,3.991e-6,1.318e-12,,
203.27,1.301e+3,,1.301e+3,1.018e-5,4.073e-14,,
203.29,1.114e+3,,1.114e+3,1.905e-5,4.010e-14,,
203.32,7.638e+2,,7.638e+2,4.380e-5,3.916e-14,,
203.34,5.391e+2,,5.391e+2,7.031e-5,3.854e-14,,
203.37,2.769e+2,,2.769e+2,1.265e-4,3.760e-14,,
203.39,1.624e+2,,1.624e+2,1.731e-4,3.698e-14,,
203.42,6.862e+1,,6.862e+1,2.480e-4,3.604e-14,,
203.44,4.531e+1,,4.531e+1,2.949e-4,3.541e-14,,
203.47,5.458e+1,,5.458e+1,3.512e-4,3.448e-14,,
203.49,8.885e+1,,8.885e+1,3.769e-4,3.385e-14,,
203.52,1.875e+2,,1.875e+2,3.996e-4,3.291e-14,,
203.54,2.857e+2,,2.857e+2,4.073e-4,3.229e-14,,
203.57,4.670e+2,,4.670e+2,4.141e-4,3.135e-14,,
203.59,5.886e+2,,5.886e+2,4.192e-4,3.073e-14,,
203.62,7.207e+2,,7.207e+2,4.334e-4,2.979e-14,,
203.64,7.491e+2,,7.491e+2,4.488e-4,2.916e-14,,
203.67,6.868e+2,,6.868e+2,4.779e-4,2.822e-14,,
203.69,5.886e+2,,5.886e+2,4.959e-4,2.760e-14,,
203.72,4.041e+2,,4.041e+2,5.094e-4,2.666e-14,,
203.74,2.856e+2,,2.856e+2,5.054e-4,2.604e-14,,
203.77,1.472e+2,,1.472e+2,4.815e-4,2.510e-14,,
203.79,8.694e+1,,8.694e+1,4.591e-4,2.447e-14,,
203.82,3.951e+1,,3.951e+1,4.270e-4,2.354e-14,,
203.84,3.242e+1,,3.242e+1,4.115e-4,2.291e-14,,
203.87,6.190e+1,,6.190e+1,4.002e-4,2.197e-14,,
203.89,1.208e+2,,1.208e+2,3.998e-4,2.135e-14,,
203.92,3.083e+2,,3.083e+2,4.071e-4,2.041e-14,,
203.94,5.275e+2,,5.275e+2,4.157e-4,1.979e-14,,
203.97,1.023e+3,,1.023e+3,4.324e-4,1.885e-14,,
203.99,1.446e+3,,1.446e+3,4.434e-4,1.822e-14,,
204.02,2.103e+3,,2.103e+3,4.509e-4,1.729e-14,,
204.04,2.452e+3,,2.452e+3,4.427e-4,1.666e-14,,
204.06,2.648e+3,,2.648e+3,4.190e-4,1.604e-14,,
204.09,2.573e+3,,2.573e+3,3.530e-4,1.510e-14,,
204.11,2.293e+3,,2.293e+3,2.937e-4,1.447e-14,,
204.14,1.670e+3,,1.670e+3,1.987e-4,4.624e-13,,
204.16,1.228e+3,,1.228e+3,1.416e-4,4.232e-12,,
204.19,6.705e+2,,6.705e+2,7.751e-5,1.015e-10,,
204.21,4.069e+2,,4.069e+2,5.190e-5,7.678e-10,,
204.24,1.665e+2,,1.665e+2,3.947e-5,1.384e-8,,
204.26,8.340e+1,,8.340e+1,4.847e-5,8.644e-8,,
204.29,2.559e+1,,2.559e+1,9.015e-5,1.170e-6,,
204.31,1.058e+1,,1.058e+1,1.389e-4,6.039e-6,,
204.34,2.433e+0,,2.433e+0,2.452e-4,6.139e-5,,
204.36,8.302e-1,,8.296e-1,3.353e-4,2.618e-4,,
204.39,1.455e-1,,1.430e-1,4.846e-4,1.999e-3,,
204.41,4.788e-2,,4.026e-2,5.803e-4,7.044e-3,,
204.44,4.629e-2,,5.204e-3,6.923e-4,4.039e-2,,
204.46,1.196e-1,,1.209e-3,7.329e-4,1.176e-1,,
204.49,5.073e-1,,1.171e-4,7.304e-4,5.064e-1,,
204.51,1.219e+0,,2.244e-5,6.876e-4,1.218e+0,,
204.54,3.941e+0,,1.630e-6,5.764e-4,3.941e+0,,
204.56,7.834e+0,,2.593e-7,4.845e-4,7.834e+0,,
204.59,1.903e+1,,4.391e-8,3.440e-4,1.903e+1,,
204.61,3.126e+1,,2.018e-7,2.598e-4,3.126e+1,,
204.64,5.702e+1,,3.006e-6,1.583e-4,5.702e+1,,
204.66,7.738e+1,,1.665e-5,1.087e-4,7.738e+1,,
204.69,1.060e+2,,1.881e-4,5.905e-5,1.060e+2,,
204.71,1.189e+2,,8.611e-4,3.930e-5,1.189e+2,,
204.74,1.223e+2,,7.314e-3,2.501e-5,1.223e+2,,
204.76,1.134e+2,,2.769e-2,2.432e-5,1.133e+2,,
204.79,8.778e+1,,1.768e-1,3.733e-5,8.760e+1,,
204.81,6.762e+1,,5.535e-1,5.697e-5,6.706e+1,,
204.83,4.917e+1,,1.605e+0,8.625e-5,4.756e+1,,
204.86,3.150e+1,,6.877e+0,1.454e-4,2.462e+1,,
204.88,3.093e+1,,1.649e+1,1.891e-4,1.443e+1,,
204.91,5.875e+1,,5.312e+1,2.441e-4,5.634e+0,,
204.93,1.081e+2,,1.053e+2,2.633e-4,2.789e+0,,
204.96,2.562e+2,,2.551e+2,2.558e-4,1.123e+0,,
204.98,4.193e+2,,4.182e+2,2.282e-4,1.140e+0,,
205.01,7.641e+2,,7.612e+2,1.666e-4,2.870e+0,,
205.03,1.038e+3,,1.032e+3,1.229e-4,5.787e+0,,
205.06,1.427e+3,,1.412e+3,6.742e-5,1.477e+1,,
205.08,1.608e+3,,1.583e+3,4.109e-5,2.513e+1,,
205.11,1.677e+3,,1.629e+3,1.695e-5,4.840e+1,,
205.13,1.578e+3,,1.510e+3,8.537e-6,6.813e+1,,
205.16,1.266e+3,,1.168e+3,2.651e-6,9.868e+1,,
205.18,1.010e+3,,8.948e+2,1.118e-6,1.149e+2,,
205.21,6.456e+2,,5.205e+2,3.249e-7,1.251e+2,,
205.23,4.503e+2,,3.299e+2,2.522e-7,1.205e+2,,
205.26,2.437e+2,,1.450e+2,5.465e-7,9.871e+1,,
205.28,1.563e+2,,7.763e+1,1.069e-6,7.867e+1,,
205.31,8.170e+1,,3.285e+1,2.682e-6,4.884e+1,,
205.33,6.146e+1,,2.853e+1,4.636e-6,3.293e+1,,
205.36,7.170e+1,,5.352e+1,9.864e-6,1.818e+1,,
205.38,1.090e+2,,9.420e+1,1.605e-5,1.479e+1,,
205.41,2.201e+2,,2.010e+2,3.393e-5,1.908e+1,,
205.43,3.325e+2,,3.046e+2,5.677e-5,2.790e+1,,
205.46,5.424e+2,,4.937e+2,1.220e-4,4.869e+1,,
205.48,6.852e+2,,6.196e+2,1.966e-4,6.560e+1,,
205.51,8.455e+2,,7.560e+2,3.690e-4,8.951e+1,,
205.53,8.854e+2,,7.852e+2,5.235e-4,1.003e+2,,
205.56,8.242e+2,,7.210e+2,7.889e-4,1.031e+2,,
205.58,7.153e+2,,6.196e+2,9.603e-4,9.562e+1,,
205.61,5.024e+2,,4.283e+2,1.155e-3,7.405e+1,,
205.63,3.614e+2,,3.046e+2,1.221e-3,5.681e+1,,
205.65,2.412e+2,,2.008e+2,1.230e-3,4.040e+1,,
205.68,1.143e+2,,9.325e+1,1.158e-3,2.104e+1,,
205.7,6.329e+1,,5.087e+1,1.079e-3,1.243e+1,,
205.73,2.288e+1,,1.778e+1,9.639e-4,5.101e+0,,
205.75,1.104e+1,,8.026e+0,9.177e-4,3.015e+0,,
205.78,5.148e+0,,2.112e+0,9.209e-4,3.036e+0,,
205.8,6.044e+0,,7.887e-1,9.709e-4,5.254e+0,,
205.83,1.360e+1,,1.562e-1,1.090e-3,1.345e+1,,
205.85,2.363e+1,,4.828e-2,1.178e-3,2.358e+1,,
205.88,4.779e+1,,7.197e-3,1.308e-3,4.779e+1,,
205.9,6.967e+1,,1.841e-3,1.420e-3,6.967e+1,,
205.93,1.065e+2,,2.185e-4,1.809e-3,1.065e+2,,
205.95,1.286e+2,,1.040e-4,2.463e-3,1.286e+2,,
205.98,1.481e+2,,5.942e-4,4.853e-3,1.481e+2,,
206,1.481e+2,,2.462e-3,8.136e-3,1.481e+2,,
206.03,1.286e+2,,1.820e-2,1.709e-2,1.286e+2,,
206.05,1.066e+2,,6.288e-2,2.634e-2,1.065e+2,,
206.08,7.006e+1,,3.507e-1,4.456e-2,6.967e+1,,
206.1,4.884e+1,,1.004e+0,5.786e-2,4.778e+1,,
206.13,2.786e+1,,4.226e+0,7.456e-2,2.356e+1,,
206.15,2.349e+1,,1.003e+1,8.043e-2,1.338e+1,,
206.18,3.689e+1,,3.184e+1,7.830e-2,4.974e+0,,
206.2,6.501e+1,,6.260e+1,7.002e-2,2.340e+0,,
206.23,1.507e+2,,1.500e+2,5.143e-2,6.554e-1,,
206.25,2.447e+2,,2.444e+2,3.811e-2,2.553e-1,,
206.28,4.417e+2,,4.416e+2,2.112e-2,5.390e-2,,
206.3,5.966e+2,,5.965e+2,1.297e-2,1.739e-2,,
206.33,8.136e+2,,8.136e+2,5.423e-3,2.767e-3,,
206.35,9.113e+2,,9.113e+2,2.760e-3,7.392e-4,,
206.38,9.402e+2,,9.402e+2,8.719e-4,8.864e-5,,
206.4,8.772e+2,,8.772e+2,3.695e-4,1.961e-5,,
206.43,6.987e+2,,6.987e+2,9.160e-5,1.773e-6,,
206.45,5.632e+2,,5.632e+2,3.652e-5,3.248e-7,,
206.47,4.457e+2,,4.457e+2,1.816e-5,5.521e-8,,
206.5,3.390e+2,,3.390e+2,1.651e-5,3.358e-9,,
206.52,3.189e+2,,3.189e+2,2.807e-5,4.726e-10,,
206.55,3.421e+2,,3.421e+2,9.820e-5,2.166e-11,,
206.57,3.711e+2,,3.711e+2,2.474e-4,2.525e-12,,
206.6,4.021e+2,,4.021e+2,9.354e-4,8.724e-14,,
206.62,4.077e+2,,4.077e+2,2.106e-3,8.422e-15,,
206.65,4.073e+2,,4.073e+2,6.239e-3,9.494e-15,,
206.67,4.185e+2,,4.185e+2,1.175e-2,1.021e-14,,
206.7,4.766e+2,,4.766e+2,2.644e-2,1.128e-14,,
206.72,5.430e+2,,5.430e+2,4.137e-2,1.200e-14,,
206.75,6.535e+2,,6.534e+2,7.042e-2,1.307e-14,,
206.77,7.057e+2,,7.056e+2,9.146e-2,1.378e-14,,
206.8,7.099e+2,,7.098e+2,1.177e-1,1.486e-14,,
206.82,6.561e+2,,6.560e+2,1.268e-1,1.557e-14,,
206.85,5.130e+2,,5.129e+2,1.233e-1,1.664e-14,,
206.87,4.024e+2,,4.022e+2,1.102e-1,1.736e-14,,
206.9,2.582e+2,,2.581e+2,8.097e-2,1.843e-14,,
206.92,1.927e+2,,1.926e+2,6.007e-2,1.915e-14,,
206.95,1.446e+2,,1.446e+2,3.343e-2,2.022e-14,,
206.97,1.382e+2,,1.382e+2,2.068e-2,2.093e-14,,
207,1.453e+2,,1.452e+2,8.898e-3,2.201e-14,,
207.02,1.492e+2,,1.492e+2,4.758e-3,2.272e-14,,
207.05,1.415e+2,,1.415e+2,1.823e-3,2.379e-14,,
207.07,1.258e+2,,1.258e+2,1.023e-3,2.451e-14,,
207.1,9.221e+1,,9.221e+1,5.187e-4,2.558e-14,,
207.12,6.837e+1,,6.837e+1,3.629e-4,2.630e-14,,
207.15,3.797e+1,,3.797e+1,2.148e-4,2.737e-14,,
207.17,2.337e+1,,2.337e+1,1.443e-4,2.809e-14,,
207.2,9.811e+0,,9.811e+0,7.085e-5,2.916e-14,,
207.22,5.011e+0,,5.011e+0,4.057e-5,2.987e-14,,
207.25,1.590e+0,,1.590e+0,1.588e-5,3.095e-14,,
207.27,6.738e-1,,6.738e-1,8.546e-6,3.166e-14,,
207.29,2.650e-1,,2.650e-1,5.461e-6,3.238e-14,,
207.32,5.683e-2,,5.682e-2,5.159e-6,3.345e-14,,
207.34,1.855e-2,,1.854e-2,6.374e-6,3.416e-14,,
207.37,3.014e-3,,3.005e-3,8.794e-6,3.524e-14,,
207.39,8.238e-4,,8.137e-4,1.017e-5,3.595e-14,,
207.42,1.108e-4,,9.967e-5,1.112e-5,3.702e-14,,
207.44,3.325e-5,,2.239e-5,1.085e-5,3.774e-14,,
207.47,1.148e-5,,2.073e-6,9.402e-6,3.881e-14,,
207.49,8.578e-6,,3.901e-7,8.188e-6,3.953e-14,,
207.52,7.085e-6,,9.049e-8,6.995e-6,4.060e-14,,
207.54,7.829e-6,,3.926e-7,7.436e-6,4.131e-14,,
207.57,1.929e-5,,5.120e-6,1.417e-5,4.239e-14,,
207.59,5.790e-5,,2.605e-5,3.186e-5,4.310e-14,,
207.62,3.955e-4,,2.602e-4,1.352e-4,4.417e-14,,
207.64,1.455e-3,,1.101e-3,3.544e-4,4.489e-14,,
207.67,9.691e-3,,8.332e-3,1.359e-3,4.596e-14,,
207.69,3.235e-2,,2.929e-2,3.060e-3,4.668e-14,,
207.72,1.771e-1,,1.680e-1,9.023e-3,4.775e-14,,
207.74,5.079e-1,,4.910e-1,1.693e-2,4.846e-14,,
207.77,2.173e+0,,2.135e+0,3.786e-2,4.954e-14,,
207.79,5.244e+0,,5.185e+0,5.903e-2,5.025e-14,,
207.82,1.718e+1,,1.708e+1,1.000e-1,5.132e-14,,
207.84,3.462e+1,,3.449e+1,1.296e-1,5.204e-14,,
207.87,8.629e+1,,8.612e+1,1.664e-1,5.311e-14,,
207.89,1.447e+2,,1.445e+2,1.792e-1,5.383e-14,,
207.92,2.736e+2,,2.735e+2,1.743e-1,5.490e-14,,
207.94,3.816e+2,,3.814e+2,1.560e-1,5.572e-13,,
207.97,5.471e+2,,5.470e+2,1.149e-1,1.570e-11,,
207.99,6.343e+2,,6.342e+2,8.549e-2,1.326e-10,,
208.02,6.892e+2,,6.892e+2,4.772e-2,2.834e-9,,
208.04,6.642e+2,,6.642e+2,2.950e-2,1.991e-8,,
208.07,5.470e+2,,5.470e+2,1.248e-2,3.231e-7,,
208.09,4.382e+2,,4.382e+2,6.410e-3,1.888e-6,,
208.11,3.260e+2,,3.260e+2,3.060e-3,1.026e-5,,
208.14,1.821e+2,,1.821e+2,8.823e-4,1.131e-4,,
208.16,1.126e+2,,1.126e+2,3.569e-4,5.110e-4,,
208.19,4.767e+1,,4.766e+1,9.792e-5,4.276e-3,,
208.21,2.452e+1,,2.450e+1,6.680e-5,1.607e-2,,
208.24,7.962e+0,,7.859e+0,1.110e-4,1.021e-1,,
208.26,3.677e+0,,3.358e+0,1.945e-4,3.193e-1,,
208.29,2.356e+0,,8.168e-1,4.341e-4,1.539e+0,,
208.31,4.296e+0,,2.914e-1,6.955e-4,4.004e+0,,
208.34,1.470e+1,,5.987e-2,1.258e-3,1.464e+1,,
208.36,3.174e+1,,3.188e-2,1.722e-3,3.171e+1,1.525e-15,
208.39,8.806e+1,,6.013e-2,2.424e-3,8.800e+1,4.993e-14,
208.41,1.587e+2,,1.312e-1,2.790e-3,1.585e+2,4.663e-13,
208.44,3.343e+2,,4.368e-1,3.016e-3,3.339e+2,1.160e-11,
208.46,5.014e+2,,9.864e-1,2.904e-3,5.004e+2,9.020e-11,
208.49,8.033e+2,,3.393e+0,2.403e-3,7.999e+2,1.705e-9,
208.51,1.005e+3,,7.636e+0,1.944e-3,9.974e+2,1.104e-8,
208.54,1.234e+3,,2.419e+1,1.270e-3,1.210e+3,1.585e-7,
208.56,1.304e+3,,4.898e+1,9.210e-4,1.255e+3,8.546e-7,
208.59,1.281e+3,,1.257e+2,6.211e-4,1.156e+3,9.325e-6,
208.61,1.214e+3,,2.164e+2,5.669e-4,9.974e+2,4.186e-5,
208.64,1.125e+3,,4.287e+2,6.460e-4,6.968e+2,3.471e-4,
208.66,1.118e+3,,6.179e+2,7.568e-4,5.004e+2,1.297e-3,
208.69,1.198e+3,,9.327e+2,9.253e-4,2.653e+2,8.172e-3,
208.71,1.279e+3,,1.120e+3,9.999e-4,1.585e+2,2.543e-2,
208.74,1.349e+3,,1.285e+3,1.021e-3,6.378e+1,1.217e-1,
208.76,1.317e+3,,1.285e+3,9.783e-4,3.171e+1,3.155e-1,
208.79,1.131e+3,,1.120e+3,8.649e-4,9.681e+0,1.147e+0,
208.81,9.385e+2,,9.320e+2,7.911e-4,4.004e+0,2.476e+0,
208.84,6.244e+2,,6.166e+2,7.558e-4,9.278e-1,6.841e+0,
208.86,4.397e+2,,4.271e+2,8.313e-4,3.193e-1,1.229e+1,
208.88,2.956e+2,,2.749e+2,1.026e-3,1.021e-1,2.053e+1,
208.91,1.623e+2,,1.237e+2,1.590e-3,1.607e-2,3.861e+1,
208.93,1.200e+2,,6.628e+1,2.142e-3,4.276e-3,5.368e+1,
208.96,9.938e+1,,2.265e+1,3.113e-3,5.110e-4,7.672e+1,
208.98,9.896e+1,,1.012e+1,3.720e-3,1.131e-4,8.883e+1,
209.01,9.917e+1,,2.709e+0,4.304e-3,1.026e-5,9.646e+1,
209.03,9.415e+1,,1.152e+0,4.363e-3,1.888e-6,9.300e+1,
209.06,7.742e+1,,6.524e-1,3.938e-3,1.300e-7,7.676e+1,
209.08,6.258e+1,,8.728e-1,3.398e-3,1.991e-8,6.170e+1,
209.11,4.091e+1,,1.812e+0,2.444e-3,1.040e-9,3.910e+1,
209.13,2.999e+1,,3.012e+0,1.839e-3,1.326e-10,2.698e+1,
209.16,2.254e+1,,6.454e+0,1.110e-3,5.255e-12,1.609e+1,
