Wavelength (nm),Sum(calc),Ti I (5.4e-2),Ti II (9.4e-1),Ti III (1.9e-3)
425.86,1.953e-3,1.952e-3,9.583e-13,8.791e-7
425.88,3.775e-3,3.774e-3,9.573e-13,9.012e-7
425.91,9.817e-3,9.816e-3,9.559e-13,9.058e-7
425.93,1.816e-2,1.816e-2,9.549e-13,8.895e-7
425.96,4.424e-2,4.423e-2,9.535e-13,8.377e-7
425.98,7.833e-2,7.833e-2,9.525e-13,7.874e-7
426.01,1.786e-1,1.786e-1,9.510e-13,6.943e-7
426.03,3.026e-1,3.026e-1,9.501e-13,6.245e-7
426.05,5.039e-1,5.039e-1,9.491e-13,5.519e-7
426.08,1.048e+0,1.048e+0,9.477e-13,4.437e-7
426.1,1.669e+0,1.669e+0,9.467e-13,3.752e-7
426.13,3.249e+0,3.249e+0,9.453e-13,2.823e-7
426.15,4.955e+0,4.955e+0,9.443e-13,2.284e-7
426.18,9.028e+0,9.028e+0,9.429e-13,1.609e-7
426.2,1.317e+1,1.317e+1,9.419e-13,1.246e-7
426.23,2.247e+1,2.247e+1,9.405e-13,8.212e-8
426.25,3.139e+1,3.139e+1,9.395e-13,6.085e-8
426.28,5.012e+1,5.012e+1,9.381e-13,3.756e-8
426.3,6.700e+1,6.700e+1,9.371e-13,2.666e-8
426.33,1.002e+2,1.002e+2,9.356e-13,1.550e-8
426.35,1.281e+2,1.281e+2,9.347e-13,1.066e-8
426.38,1.793e+2,1.793e+2,9.332e-13,6.160e-9
426.4,2.195e+2,2.195e+2,9.323e-13,4.540e-9
426.42,2.640e+2,2.640e+2,9.313e-13,3.788e-9
426.45,3.370e+2,3.370e+2,9.299e-13,4.133e-9
426.47,3.878e+2,3.878e+2,9.289e-13,5.411e-9
426.5,4.634e+2,4.634e+2,9.275e-13,9.360e-9
426.52,5.105e+2,5.105e+2,9.265e-13,1.384e-8
426.55,5.710e+2,5.710e+2,9.251e-13,2.460e-8
426.57,6.019e+2,6.019e+2,9.241e-13,3.550e-8
426.6,6.304e+2,6.304e+2,9.227e-13,5.964e-8
426.62,6.359e+2,6.359e+2,9.217e-13,8.251e-8
426.65,6.235e+2,6.235e+2,9.202e-13,1.299e-7
426.67,6.019e+2,6.019e+2,9.193e-13,1.721e-7
426.7,5.525e+2,5.525e+2,9.178e-13,2.537e-7
426.72,5.105e+2,5.105e+2,9.169e-13,3.215e-7
426.75,4.386e+2,4.386e+2,9.154e-13,4.439e-7
426.77,3.878e+2,3.878e+2,9.145e-13,5.384e-7
426.79,3.370e+2,3.370e+2,9.135e-13,6.418e-7
426.82,2.640e+2,2.640e+2,9.121e-13,8.080e-7
426.84,2.195e+2,2.195e+2,9.111e-13,9.217e-7
426.87,1.610e+2,1.610e+2,9.097e-13,1.087e-6
426.89,1.281e+2,1.281e+2,9.087e-13,1.186e-6
426.92,8.798e+1,8.798e+1,9.073e-13,1.309e-6
426.94,6.700e+1,6.700e+1,9.063e-13,1.368e-6
426.97,4.307e+1,4.307e+1,9.048e-13,1.414e-6
426.99,3.139e+1,3.139e+1,9.039e-13,1.414e-6
427.02,1.889e+1,1.889e+1,9.024e-13,1.368e-6
427.04,1.317e+1,1.317e+1,9.015e-13,1.309e-6
427.07,7.424e+0,7.424e+0,9.000e-13,1.186e-6
427.09,4.955e+0,4.955e+0,8.991e-13,1.087e-6
427.12,2.614e+0,2.614e+0,8.976e-13,9.217e-7
427.14,1.669e+0,1.669e+0,8.967e-13,8.080e-7
427.17,8.244e-1,8.244e-1,8.952e-13,6.418e-7
427.19,5.039e-1,5.039e-1,8.943e-13,5.384e-7
427.21,3.026e-1,3.026e-1,8.933e-13,4.439e-7
427.24,1.363e-1,1.363e-1,8.919e-13,3.215e-7
427.26,7.835e-2,7.835e-2,8.909e-13,2.537e-7
427.29,3.308e-2,3.308e-2,8.894e-13,1.721e-7
427.31,1.827e-2,1.827e-2,8.885e-13,1.299e-7
427.34,7.487e-3,7.487e-3,8.870e-13,8.250e-8
427.36,4.407e-3,4.407e-3,8.861e-13,5.963e-8
427.39,3.119e-3,3.119e-3,8.846e-13,3.545e-8
427.41,3.992e-3,3.992e-3,8.837e-13,2.452e-8
427.44,8.631e-3,8.631e-3,8.822e-13,1.365e-8
427.46,1.544e-2,1.544e-2,8.813e-13,9.036e-9
427.49,3.663e-2,3.663e-2,8.798e-13,4.710e-9
427.51,6.399e-2,6.399e-2,8.789e-13,2.984e-9
427.54,1.431e-1,1.431e-1,8.774e-13,1.456e-9
427.56,2.395e-1,2.395e-1,8.764e-13,8.830e-10
427.58,3.940e-1,3.940e-1,8.755e-13,5.261e-10
427.61,8.042e-1,8.042e-1,8.740e-13,2.342e-10
427.63,1.266e+0,1.266e+0,8.731e-13,1.335e-10
427.66,2.421e+0,2.421e+0,8.716e-13,5.571e-11
427.68,3.649e+0,3.649e+0,8.707e-13,3.052e-11
427.71,6.535e+0,6.535e+0,8.692e-13,1.233e-11
427.73,9.430e+0,9.430e+0,2.691e-12,7.200e-12
427.76,1.582e+1,1.582e+1,1.419e-11,5.196e-12
427.78,2.186e+1,2.186e+1,4.206e-11,6.972e-12
427.81,3.435e+1,3.435e+1,2.078e-10,1.626e-11
427.83,4.544e+1,4.544e+1,5.896e-10,3.043e-11
427.86,6.692e+1,6.692e+1,2.729e-9,7.705e-11
427.88,8.479e+1,8.479e+1,7.415e-9,1.405e-10
427.91,1.171e+2,1.171e+2,3.215e-8,3.349e-10
427.93,1.422e+2,1.422e+2,8.365e-8,5.848e-10
427.95,1.698e+2,1.698e+2,2.139e-7,1.004e-9
427.98,2.148e+2,2.148e+2,8.465e-7,2.184e-9
428,2.463e+2,2.463e+2,2.072e-6,3.589e-9
428.03,2.940e+2,2.940e+2,7.684e-6,7.315e-9
428.05,3.250e+2,3.250e+2,1.801e-5,1.151e-8
428.08,3.689e+2,3.689e+2,6.257e-5,2.197e-8
428.1,3.960e+2,3.960e+2,1.404e-4,3.309e-8
428.13,4.338e+2,4.338e+2,4.571e-4,5.919e-8
428.15,4.581e+2,4.581e+2,9.822e-4,8.535e-8
428.18,4.963e+2,4.963e+2,2.995e-3,1.430e-7
428.2,5.253e+2,5.253e+2,6.162e-3,1.974e-7
428.23,5.792e+2,5.792e+2,1.760e-2,3.099e-7
428.25,6.251e+2,6.250e+2,3.468e-2,4.096e-7
428.28,7.133e+2,7.132e+2,9.281e-2,6.025e-7
428.3,7.873e+2,7.872e+2,1.751e-1,7.624e-7
428.32,8.747e+2,8.743e+2,3.245e-1,9.483e-7
428.35,1.032e+3,1.031e+3,7.928e-1,1.273e-6
428.37,1.153e+3,1.152e+3,1.407e+0,1.517e-6
428.4,1.361e+3,1.358e+3,3.220e+0,1.910e-6
428.42,1.516e+3,1.510e+3,5.473e+0,2.179e-6
428.45,1.772e+3,1.760e+3,1.173e+1,2.574e-6
428.47,1.960e+3,1.941e+3,1.909e+1,2.816e-6
428.5,2.272e+3,2.233e+3,3.836e+1,3.124e-6
428.52,2.503e+3,2.443e+3,5.976e+1,3.281e-6
428.55,2.896e+3,2.783e+3,1.125e+2,3.429e-6
428.57,3.195e+3,3.027e+3,1.678e+2,3.465e-6
428.6,3.714e+3,3.418e+3,2.958e+2,3.427e-6
428.62,4.116e+3,3.694e+3,4.225e+2,3.346e-6
428.65,4.823e+3,4.125e+3,6.980e+2,3.159e-6
428.67,5.374e+3,4.419e+3,9.545e+2,3.002e-6
428.7,6.337e+3,4.860e+3,1.477e+3,2.741e-6
428.72,7.080e+3,5.146e+3,1.934e+3,2.562e-6
428.74,7.909e+3,5.420e+3,2.489e+3,2.386e-6
428.77,9.313e+3,5.796e+3,3.517e+3,2.138e-6
428.79,1.035e+4,6.017e+3,4.334e+3,1.987e-6
428.82,1.203e+4,6.294e+3,5.738e+3,1.783e-6
428.84,1.321e+4,6.439e+3,6.770e+3,1.659e-6
428.87,1.499e+4,6.590e+3,8.401e+3,1.488e-6
428.89,1.614e+4,6.644e+3,9.495e+3,1.379e-6
428.92,1.770e+4,6.655e+3,1.105e+4,1.219e-6
428.94,1.858e+4,6.613e+3,1.197e+4,1.112e-6
428.97,1.955e+4,6.477e+3,1.308e+4,9.529e-7
428.99,1.993e+4,6.338e+3,1.359e+4,8.476e-7
429.02,2.004e+4,6.058e+3,1.398e+4,6.943e-7
429.04,1.981e+4,5.825e+3,1.398e+4,5.974e-7
429.07,1.904e+4,5.413e+3,1.362e+4,4.640e-7
429.09,1.829e+4,5.101e+3,1.319e+4,3.848e-7
429.11,1.741e+4,4.766e+3,1.264e+4,3.145e-7
429.14,1.593e+4,4.235e+3,1.170e+4,2.268e-7
429.16,1.493e+4,3.872e+3,1.106e+4,1.803e-7
429.19,1.353e+4,3.339e+3,1.019e+4,1.279e-7
429.21,1.272e+4,3.005e+3,9.711e+3,1.042e-7
429.24,1.175e+4,2.560e+3,9.192e+3,8.468e-8
429.26,1.130e+4,2.313e+3,8.984e+3,8.217e-8
429.29,1.089e+4,2.033e+3,8.853e+3,9.453e-8
429.31,1.077e+4,1.915e+3,8.853e+3,1.142e-7
429.34,1.075e+4,1.842e+3,8.912e+3,1.626e-7
429.36,1.080e+4,1.861e+3,8.943e+3,2.087e-7
429.39,1.088e+4,1.978e+3,8.903e+3,3.007e-7
429.41,1.089e+4,2.104e+3,8.785e+3,3.781e-7
429.44,1.078e+4,2.338e+3,8.440e+3,5.182e-7
429.46,1.060e+4,2.508e+3,8.095e+3,6.265e-7
429.48,1.034e+4,2.673e+3,7.668e+3,7.447e-7
429.51,9.804e+3,2.885e+3,6.918e+3,9.347e-7
429.53,9.373e+3,2.988e+3,6.385e+3,1.064e-6
429.56,8.683e+3,3.064e+3,5.619e+3,1.252e-6
429.58,8.243e+3,3.055e+3,5.188e+3,1.365e-6
429.61,7.709e+3,2.949e+3,4.760e+3,1.505e-6
429.63,7.500e+3,2.821e+3,4.679e+3,1.572e-6
429.66,7.518e+3,2.557e+3,4.961e+3,1.624e-6
429.68,7.812e+3,2.343e+3,5.469e+3,1.624e-6
429.71,8.773e+3,1.991e+3,6.782e+3,1.572e-6
429.73,9.801e+3,1.748e+3,8.053e+3,1.505e-6
429.76,1.196e+4,1.392e+3,1.057e+4,1.365e-6
429.78,1.381e+4,1.170e+3,1.264e+4,1.252e-6
429.81,1.714e+4,8.735e+2,1.627e+4,1.064e-6
429.83,1.966e+4,7.032e+2,1.895e+4,9.345e-7
429.85,2.233e+4,5.565e+2,2.177e+4,8.065e-7
429.88,2.643e+4,3.791e+2,2.605e+4,6.259e-7
429.9,2.908e+4,2.873e+2,2.879e+4,5.173e-7
429.93,3.266e+4,1.834e+2,3.247e+4,3.762e-7
429.95,3.463e+4,1.331e+2,3.449e+4,2.977e-7
429.98,3.675e+4,7.962e+1,3.667e+4,2.029e-7
430,3.752e+4,5.532e+1,3.746e+4,1.537e-7
430.03,3.764e+4,3.101e+1,3.761e+4,9.817e-8
430.05,3.703e+4,2.063e+1,3.701e+4,7.124e-8
430.08,3.519e+4,1.084e+1,3.518e+4,4.263e-8
430.1,3.343e+4,6.904e+0,3.342e+4,2.962e-8
430.13,3.018e+4,3.399e+0,3.018e+4,1.661e-8
430.15,2.775e+4,2.073e+0,2.775e+4,1.105e-8
430.18,2.391e+4,9.563e-1,2.391e+4,5.808e-9
430.2,2.133e+4,5.586e-1,2.133e+4,3.701e-9
430.23,1.760e+4,2.414e-1,1.760e+4,1.822e-9
430.25,1.527e+4,1.351e-1,1.527e+4,1.112e-9
430.27,1.312e+4,7.425e-2,1.312e+4,6.668e-10
430.3,1.026e+4,2.930e-2,1.026e+4,2.998e-10
430.32,8.604e+3,1.542e-2,8.604e+3,1.721e-10
430.35,6.520e+3,5.703e-3,6.520e+3,7.252e-11
430.37,5.386e+3,2.875e-3,5.386e+3,3.988e-11
430.4,4.049e+3,9.960e-4,4.049e+3,1.574e-11
430.42,3.388e+3,4.808e-4,3.388e+3,8.289e-12
430.45,2.715e+3,1.561e-4,2.715e+3,3.066e-12
430.47,2.466e+3,7.215e-5,2.466e+3,1.546e-12
430.5,2.368e+3,2.195e-5,2.368e+3,5.360e-13
430.52,2.473e+3,9.716e-6,2.473e+3,2.588e-13
430.55,2.858e+3,2.770e-6,2.858e+3,8.406e-14
430.57,3.248e+3,1.174e-6,3.248e+3,3.887e-14
430.6,3.995e+3,3.136e-7,3.995e+3,1.183e-14
430.62,4.571e+3,1.273e-7,4.571e+3,5.239e-15
430.64,5.184e+3,5.077e-8,5.184e+3,2.280e-15
430.67,6.114e+3,1.238e-8,6.114e+3,6.335e-16
430.69,6.701e+3,4.729e-9,6.701e+3,2.640e-16
430.72,7.464e+3,1.081e-9,7.464e+3,6.876e-17
430.74,7.857e+3,3.952e-10,7.857e+3,2.745e-17
430.77,8.226e+3,8.463e-11,8.226e+3,6.756e-18
430.79,8.307e+3,2.964e-11,8.307e+3,2.728e-18
430.82,8.177e+3,5.948e-12,8.177e+3,1.334e-18
430.84,7.933e+3,1.995e-12,7.933e+3,2.188e-18
430.87,7.374e+3,3.751e-13,7.374e+3,8.222e-18
430.89,6.908e+3,1.204e-13,6.908e+3,2.066e-17
430.92,6.144e+3,1.204e-13,6.144e+3,8.019e-17
430.94,5.637e+3,1.204e-13,5.637e+3,1.939e-16
430.97,4.957e+3,1.204e-13,4.957e+3,7.065e-16
430.99,4.599e+3,1.204e-13,4.599e+3,1.637e-15
431.01,4.341e+3,1.204e-13,4.341e+3,3.729e-15
431.04,4.179e+3,1.203e-13,4.179e+3,1.241e-14
431.06,4.232e+3,1.203e-13,4.232e+3,2.709e-14
431.09,4.555e+3,1.203e-13,4.555e+3,8.456e-14
431.11,4.922e+3,1.203e-13,4.922e+3,1.768e-13
431.14,5.666e+3,1.203e-13,5.666e+3,5.175e-13
431.16,6.264e+3,1.202e-13,6.264e+3,1.036e-12
431.19,7.257e+3,1.202e-13,7.257e+3,2.845e-12
431.21,7.949e+3,1.202e-13,7.949e+3,5.459e-12
431.24,8.973e+3,1.202e-13,8.973e+3,1.405e-11
431.26,9.615e+3,1.202e-13,9.615e+3,2.583e-11
431.29,1.047e+4,1.202e-13,1.047e+4,6.234e-11
431.31,1.095e+4,1.201e-13,1.095e+4,1.098e-10
431.34,1.150e+4,1.201e-13,1.150e+4,2.485e-10
431.36,1.175e+4,1.201e-13,1.175e+4,4.192e-10
431.38,1.189e+4,1.201e-13,1.189e+4,6.953e-10
431.41,1.191e+4,1.201e-13,1.191e+4,1.438e-9
431.43,1.178e+4,1.200e-13,1.178e+4,2.285e-9
431.46,1.140e+4,1.200e-13,1.140e+4,4.432e-9
431.48,1.102e+4,1.200e-13,1.102e+4,6.746e-9
431.51,1.027e+4,1.200e-13,1.027e+4,1.227e-8
431.53,9.664e+3,1.200e-13,9.664e+3,1.789e-8
431.56,8.634e+3,1.200e-13,8.634e+3,3.051e-8
431.58,7.888e+3,1.199e-13,7.888e+3,4.263e-8
431.61,6.721e+3,1.199e-13,6.721e+3,6.818e-8
431.63,5.940e+3,1.199e-13,5.940e+3,9.125e-8
431.66,4.805e+3,1.199e-13,4.805e+3,1.368e-7
431.68,4.095e+3,1.199e-13,4.095e+3,1.755e-7
431.71,3.133e+3,1.198e-13,3.133e+3,2.467e-7
431.73,2.570e+3,1.198e-13,2.570e+3,3.031e-7
431.76,1.854e+3,1.198e-13,1.854e+3,3.997e-7
431.78,1.462e+3,1.198e-13,1.462e+3,4.704e-7
431.8,1.134e+3,1.198e-13,1.134e+3,5.442e-7
431.83,7.510e+2,1.197e-13,7.510e+2,6.558e-7
431.85,5.589e+2,1.197e-13,5.589e+2,7.269e-7
431.88,3.479e+2,1.197e-13,3.479e+2,8.214e-7
431.9,2.483e+2,1.197e-13,2.483e+2,8.722e-7
431.93,1.451e+2,1.197e-13,1.451e+2,9.242e-7
431.95,9.928e+1,1.197e-13,9.928e+1,9.402e-7
431.98,5.444e+1,1.196e-13,5.444e+1,9.342e-7
432,3.570e+1,1.196e-13,3.570e+1,9.104e-7
432.03,1.836e+1,1.196e-13,1.836e+1,8.482e-7
432.05,1.154e+1,1.196e-13,1.154e+1,7.920e-7
432.08,5.567e+0,1.196e-13,5.567e+0,6.919e-7
432.1,3.352e+0,1.195e-13,3.352e+0,6.190e-7
432.13,1.516e+0,1.195e-13,1.516e+0,5.071e-7
432.15,8.748e-1,1.195e-13,8.748e-1,4.345e-7
432.17,4.960e-1,1.195e-13,4.960e-1,3.661e-7
432.2,2.051e-1,1.195e-13,2.051e-1,2.741e-7
432.22,1.114e-1,1.195e-13,1.114e-1,2.212e-7
432.25,4.319e-2,1.194e-13,4.319e-2,1.553e-7
432.27,2.248e-2,1.194e-13,2.248e-2,1.201e-7
432.3,8.171e-3,1.194e-13,8.170e-3,7.904e-8
432.32,4.073e-3,1.194e-13,4.073e-3,5.855e-8
432.35,1.388e-3,1.194e-13,1.388e-3,3.614e-8
432.37,6.630e-4,1.193e-13,6.630e-4,2.565e-8
432.4,2.119e-4,1.193e-13,2.119e-4,1.485e-8
432.42,9.693e-5,1.193e-13,9.692e-5,1.009e-8
432.45,2.905e-5,1.193e-13,2.904e-5,5.479e-9
432.47,1.273e-5,1.193e-13,1.273e-5,3.569e-9
432.5,3.577e-6,1.192e-13,3.575e-6,1.817e-9
432.52,1.502e-6,1.192e-13,1.501e-6,1.133e-9
432.54,6.201e-7,1.192e-13,6.194e-7,6.953e-10
432.57,1.594e-7,1.192e-13,1.591e-7,3.234e-10
432.59,6.344e-8,1.192e-13,6.325e-8,1.901e-10
432.62,1.704e-8,1.192e-13,1.696e-8,8.290e-11
432.64,1.070e-8,1.191e-13,1.065e-8,4.667e-11
432.67,2.224e-8,1.191e-13,2.222e-8,1.909e-11
432.69,5.427e-8,1.191e-13,5.425e-8,1.030e-11
432.72,2.147e-7,1.191e-13,2.147e-7,3.949e-12
432.74,5.286e-7,1.191e-13,5.286e-7,2.040e-12
432.77,1.979e-6,1.190e-13,1.979e-6,7.339e-13
432.79,4.670e-6,1.190e-13,4.670e-6,3.633e-13
432.82,1.640e-5,1.190e-13,1.640e-5,1.225e-13
432.84,3.710e-5,1.190e-13,3.710e-5,5.811e-14
432.87,1.223e-4,1.190e-13,1.223e-4,1.838e-14
432.89,2.651e-4,1.190e-13,2.651e-4,8.349e-15
432.91,5.649e-4,1.189e-13,5.649e-4,3.729e-15
432.94,1.703e-3,1.189e-13,1.703e-3,1.078e-15
432.96,3.478e-3,1.189e-13,3.478e-3,4.611e-16
432.99,9.834e-3,1.189e-13,9.834e-3,1.250e-16
433.01,1.925e-2,1.189e-13,1.925e-2,5.123e-17
433.04,5.107e-2,1.188e-13,5.107e-2,1.302e-17
433.06,9.582e-2,1.188e-13,9.582e-2,5.113e-18
433.09,2.385e-1,1.188e-13,2.385e-1,1.218e-18
433.11,4.288e-1,1.188e-13,4.288e-1,4.584e-19
433.14,1.001e+0,1.188e-13,1.001e+0,1.024e-19
433.16,1.726e+0,1.188e-13,1.726e+0,3.692e-20
433.19,3.781e+0,1.187e-13,3.781e+0,7.736e-21
433.21,6.244e+0,1.187e-13,6.244e+0,2.671e-21
433.24,1.284e+1,1.187e-13,1.284e+1,5.249e-22
433.26,2.032e+1,1.187e-13,2.032e+1,1.737e-22
433.29,3.918e+1,1.187e-13,3.918e+1,1.679e-22
433.31,5.944e+1,1.186e-13,5.944e+1,1.641e-22
433.33,8.864e+1,1.186e-13,8.864e+1,1.603e-22
433.36,1.564e+2,1.186e-13,1.564e+2,1.545e-22
433.38,2.235e+2,1.186e-13,2.235e+2,1.507e-22
433.41,3.698e+2,1.186e-13,3.698e+2,1.450e-22
433.43,5.065e+2,1.186e-13,5.065e+2,1.412e-22
433.46,7.865e+2,1.185e-13,7.865e+2,1.354e-22
433.48,1.032e+3,1.185e-13,1.032e+3,1.316e-22
433.51,1.504e+3,1.185e-13,1.504e+3,1.259e-22
433.53,1.892e+3,1.185e-13,1.892e+3,1.220e-22
433.56,2.586e+3,1.185e-13,2.586e+3,1.163e-22
433.58,3.118e+3,1.184e-13,3.118e+3,1.125e-22
433.61,3.999e+3,1.184e-13,3.999e+3,1.067e-22
433.63,4.621e+3,1.184e-13,4.621e+3,1.029e-22
433.66,5.559e+3,1.184e-13,5.559e+3,9.719e-23
433.68,6.157e+3,1.184e-13,6.157e+3,9.337e-23
433.7,6.703e+3,1.184e-13,6.703e+3,8.955e-23
433.73,7.376e+3,1.183e-13,7.376e+3,8.381e-23
433.75,7.696e+3,1.183e-13,7.696e+3,7.999e-23
433.78,7.945e+3,1.183e-13,7.945e+3,7.425e-23
433.8,7.945e+3,1.183e-13,7.945e+3,7.043e-23
433.83,7.696e+3,1.183e-13,7.696e+3,6.470e-23
433.85,7.376e+3,1.182e-13,7.376e+3,6.087e-23
433.88,6.703e+3,1.182e-13,6.703e+3,5.514e-23
433.9,6.157e+3,1.182e-13,6.157e+3,5.132e-23
433.93,5.249e+3,1.182e-13,5.249e+3,2.715e-22
433.95,4.621e+3,1.182e-13,4.621e+3,8.073e-22
433.98,3.696e+3,1.181e-13,3.696e+3,4.010e-21
434,3.118e+3,1.181e-13,3.118e+3,1.143e-20
434.03,2.340e+3,1.181e-13,2.340e+3,5.328e-20
434.05,1.892e+3,1.181e-13,1.892e+3,1.456e-19
434.07,1.504e+3,1.181e-13,1.504e+3,3.911e-19
434.1,1.032e+3,1.181e-13,1.032e+3,1.669e-18
434.12,7.865e+2,1.180e-13,7.865e+2,4.297e-18
434.15,5.065e+2,1.180e-13,5.065e+2,1.721e-17
434.17,3.698e+2,1.180e-13,3.698e+2,4.248e-17
434.2,2.235e+2,1.180e-13,2.235e+2,1.597e-16
434.22,1.564e+2,1.180e-13,1.564e+2,3.779e-16
434.25,8.864e+1,1.179e-13,8.864e+1,1.333e-15
434.27,5.944e+1,1.179e-13,5.944e+1,3.025e-15
434.3,3.161e+1,1.179e-13,3.161e+1,1.002e-14
434.32,2.032e+1,1.179e-13,2.032e+1,2.179e-14
434.35,1.014e+1,1.179e-13,1.014e+1,6.772e-14
434.37,6.244e+0,1.179e-13,6.244e+0,1.412e-13
434.4,2.924e+0,1.178e-13,2.924e+0,4.119e-13
434.42,1.726e+0,1.178e-13,1.726e+0,8.234e-13
434.44,1.001e+0,1.178e-13,1.001e+0,1.618e-12
434.47,4.288e-1,1.178e-13,4.288e-1,4.320e-12
434.49,2.385e-1,1.178e-13,2.385e-1,8.140e-12
434.52,9.582e-2,1.177e-13,9.582e-2,2.040e-11
434.54,5.107e-2,1.177e-13,5.107e-2,3.684e-11
434.57,1.925e-2,1.177e-13,1.925e-2,8.665e-11
434.59,9.834e-3,1.177e-13,9.834e-3,1.500e-10
434.62,3.478e-3,1.177e-13,3.478e-3,3.312e-10
434.64,1.703e-3,1.177e-13,1.703e-3,5.498e-10
434.67,5.649e-4,1.176e-13,5.649e-4,1.139e-9
434.69,2.651e-4,1.176e-13,2.651e-4,1.813e-9
434.72,8.252e-5,1.176e-13,8.252e-5,3.526e-9
434.74,3.711e-5,1.176e-13,3.710e-5,5.379e-9
434.77,1.085e-5,1.176e-13,1.084e-5,9.819e-9
434.79,4.684e-6,1.175e-13,4.670e-6,1.436e-8
434.82,1.304e-6,1.175e-13,1.280e-6,2.460e-8
434.84,5.630e-7,1.175e-13,5.285e-7,3.449e-8
434.86,2.622e-7,1.175e-13,2.146e-7,4.755e-8
434.89,1.283e-7,1.175e-13,5.379e-8,7.455e-8
434.91,1.194e-7,1.175e-13,2.093e-8,9.852e-8
434.94,1.499e-7,1.174e-13,4.922e-9,1.450e-7
434.96,1.855e-7,1.174e-13,1.835e-9,1.837e-7
434.99,2.541e-7,1.174e-13,4.049e-10,2.537e-7
435.01,3.083e-7,1.174e-13,1.447e-10,3.081e-7
435.04,3.996e-7,1.174e-13,2.996e-11,3.995e-7
435.06,4.651e-7,1.173e-13,1.026e-11,4.651e-7
435.09,5.661e-7,1.173e-13,1.993e-12,5.661e-7
435.11,6.318e-7,1.173e-13,6.542e-13,6.318e-7
435.14,7.217e-7,1.173e-13,6.035e-13,7.217e-7
435.16,7.721e-7,1.173e-13,5.696e-13,7.721e-7
435.19,8.278e-7,1.172e-13,5.189e-13,8.278e-7
435.21,8.491e-7,1.172e-13,4.851e-13,8.491e-7
435.23,8.563e-7,1.172e-13,4.513e-13,8.563e-7
435.26,8.402e-7,1.172e-13,4.005e-13,8.402e-7
435.28,8.123e-7,1.172e-13,3.667e-13,8.123e-7
435.31,7.480e-7,1.172e-13,3.160e-13,7.480e-7
435.33,6.933e-7,1.171e-13,2.822e-13,6.933e-7
435.36,5.993e-7,1.171e-13,2.314e-13,5.993e-7
435.38,5.324e-7,1.171e-13,1.976e-13,5.324e-7
435.41,4.320e-7,1.171e-13,1.469e-13,4.320e-7
435.43,3.679e-7,1.171e-13,1.131e-13,3.679e-7
435.46,2.802e-7,1.170e-13,5.988e-13,2.802e-7
435.48,2.288e-7,1.170e-13,1.782e-12,2.288e-7
435.51,1.635e-7,1.170e-13,8.861e-12,1.635e-7
435.53,1.280e-7,1.170e-13,2.528e-11,1.280e-7
435.56,8.600e-8,1.170e-13,1.181e-10,8.588e-8
435.58,6.477e-8,1.170e-13,3.230e-10,6.444e-8
435.6,4.842e-8,1.169e-13,8.691e-10,4.755e-8
435.63,3.291e-8,1.169e-13,3.717e-9,2.919e-8
435.65,3.024e-8,1.169e-13,9.588e-9,2.065e-8
435.68,5.040e-8,1.169e-13,3.850e-8,1.190e-8
435.7,1.033e-7,1.169e-13,9.526e-8,8.068e-9
435.73,3.636e-7,1.168e-13,3.592e-7,4.364e-9
435.75,8.550e-7,1.168e-13,8.522e-7,2.837e-9
435.78,3.019e-6,1.168e-13,3.017e-6,1.440e-9
435.8,6.866e-6,1.168e-13,6.865e-6,8.974e-10
435.83,2.283e-5,1.168e-13,2.283e-5,4.277e-10
435.85,4.979e-5,1.168e-13,4.979e-5,2.555e-10
435.88,1.555e-4,1.167e-13,1.555e-4,1.143e-10
435.9,3.252e-4,1.167e-13,3.252e-4,6.544e-11
435.93,9.536e-4,1.167e-13,9.536e-4,2.747e-11
435.95,1.913e-3,1.167e-13,1.913e-3,1.508e-11
435.97,3.773e-3,1.167e-13,3.773e-3,8.140e-12
436,1.013e-2,1.166e-13,1.013e-2,3.128e-12
436.02,1.916e-2,1.166e-13,1.916e-2,1.618e-12
436.05,4.832e-2,1.166e-13,4.832e-2,5.836e-13
436.07,8.764e-2,1.166e-13,8.764e-2,2.895e-13
436.1,2.075e-1,1.166e-13,2.075e-1,9.799e-14
436.12,3.609e-1,1.166e-13,3.609e-1,4.660e-14
436.15,8.023e-1,1.165e-13,8.023e-1,1.480e-14
436.17,1.338e+0,1.165e-13,1.338e+0,6.749e-15
436.2,2.794e+0,1.165e-13,2.794e+0,2.013e-15
436.22,4.468e+0,1.165e-13,4.468e+0,8.795e-16
436.25,8.759e+0,1.165e-13,8.759e+0,2.462e-16
436.27,1.344e+1,1.164e-13,1.344e+1,1.031e-16
436.3,2.473e+1,1.164e-13,2.473e+1,2.709e-17
436.32,3.638e+1,1.164e-13,3.638e+1,1.088e-17
436.35,6.288e+1,1.164e-13,6.288e+1,2.683e-18
436.37,8.868e+1,1.164e-13,8.868e+1,1.033e-18
436.39,1.230e+2,1.164e-13,1.230e+2,3.911e-19
436.42,1.947e+2,1.163e-13,1.947e+2,8.826e-20
436.44,2.589e+2,1.163e-13,2.589e+2,3.203e-20
436.47,3.848e+2,1.163e-13,3.848e+2,6.784e-21
436.49,4.908e+2,1.163e-13,4.908e+2,2.360e-21
436.52,6.850e+2,1.163e-13,6.850e+2,4.692e-22
436.54,8.378e+2,1.162e-13,8.378e+2,1.565e-22
436.57,1.098e+3,1.162e-13,1.098e+3,9.987e-23
436.59,1.288e+3,1.162e-13,1.288e+3,2.980e-22
