Wavelength (nm),Sum(calc),Ni I (2.4e-1),Ni II (7.6e-1),Ni III (2.5e-5)
231.93,3.105e+5,3.104e+5,7.717e+1,
231.95,3.726e+5,3.726e+5,2.799e+1,
231.98,4.453e+5,4.453e+5,5.467e+0,
232,4.714e+5,4.714e+5,1.708e+0,
232.03,4.715e+5,4.715e+5,2.668e-1,
232.05,4.490e+5,4.490e+5,7.180e-2,
232.08,3.939e+5,3.939e+5,8.966e-3,
232.1,3.507e+5,3.507e+5,2.081e-3,
232.13,2.851e+5,2.851e+5,2.305e-4,
232.15,2.431e+5,2.431e+5,1.453e-4,
232.18,1.837e+5,1.837e+5,8.951e-4,
232.2,1.470e+5,1.470e+5,3.475e-3,
232.23,9.796e+4,9.796e+4,2.391e-2,
232.25,7.081e+4,7.081e+4,8.034e-2,
232.28,4.005e+4,4.005e+4,4.430e-1,
232.3,2.628e+4,2.627e+4,1.284e+0,
232.33,1.460e+4,1.460e+4,5.671e+0,
232.35,1.190e+4,1.188e+4,1.418e+1,
232.38,1.436e+4,1.431e+4,5.018e+1,
232.4,2.024e+4,2.013e+4,1.082e+2,
232.43,3.593e+4,3.563e+4,3.068e+2,
232.45,5.125e+4,5.068e+4,5.708e+2,
232.48,8.071e+4,7.941e+4,1.297e+3,
232.5,1.029e+5,1.008e+5,2.081e+3,
232.53,1.346e+5,1.308e+5,3.786e+3,
232.55,1.506e+5,1.454e+5,5.241e+3,
232.57,1.597e+5,1.528e+5,6.838e+3,
232.6,1.572e+5,1.481e+5,9.123e+3,
232.62,1.452e+5,1.350e+5,1.027e+4,
232.65,1.163e+5,1.053e+5,1.097e+4,
232.67,9.362e+4,8.297e+4,1.065e+4,
232.7,6.117e+4,5.205e+4,9.123e+3,
232.72,4.319e+4,3.555e+4,7.640e+3,
232.75,2.367e+4,1.843e+4,5.241e+3,
232.77,1.557e+4,1.179e+4,3.786e+3,
232.8,9.813e+3,7.732e+3,2.081e+3,
232.82,9.612e+3,8.316e+3,1.297e+3,
232.85,1.410e+4,1.353e+4,5.708e+2,
232.87,2.001e+4,1.970e+4,3.068e+2,
232.9,3.244e+4,3.233e+4,1.082e+2,
232.92,4.213e+4,4.208e+4,5.018e+1,
232.95,5.607e+4,5.606e+4,1.418e+1,
232.97,6.307e+4,6.307e+4,5.672e+0,
233,6.739e+4,6.739e+4,1.290e+0,
233.02,6.543e+4,6.543e+4,4.671e-1,
233.05,5.605e+4,5.605e+4,2.371e-1,
233.07,4.697e+4,4.697e+4,5.311e-1,
233.1,3.226e+4,3.225e+4,2.648e+0,
233.12,2.333e+4,2.332e+4,7.390e+0,
233.15,1.287e+4,1.284e+4,3.091e+1,
233.17,8.088e+3,8.013e+3,7.457e+1,
233.2,3.787e+3,3.537e+3,2.503e+2,
233.22,2.426e+3,1.905e+3,5.215e+2,
233.25,2.078e+3,6.739e+2,1.404e+3,
233.27,2.840e+3,3.132e+2,2.526e+3,
233.3,5.548e+3,8.884e+1,5.460e+3,
233.32,8.516e+3,3.563e+1,8.480e+3,
233.35,1.471e+4,8.103e+0,1.470e+4,
233.37,1.972e+4,2.804e+0,1.972e+4,
233.39,2.494e+4,9.151e-1,2.494e+4,
233.42,3.178e+4,1.527e-1,3.178e+4,
233.44,3.470e+4,4.300e-2,3.470e+4,
233.47,3.547e+4,5.753e-3,3.547e+4,
233.49,3.345e+4,1.398e-3,3.345e+4,
233.52,2.744e+4,1.499e-4,2.744e+4,
233.54,2.234e+4,3.144e-5,2.234e+4,
233.57,1.470e+4,2.704e-6,1.470e+4,
233.59,1.034e+4,4.893e-7,1.034e+4,
233.62,5.460e+3,3.373e-8,5.460e+3,
233.64,3.314e+3,5.267e-9,3.314e+3,
233.67,1.404e+3,2.911e-10,1.404e+3,
233.69,7.362e+2,3.923e-11,7.362e+2,
233.72,2.503e+2,1.738e-12,2.503e+2,
233.74,1.133e+2,1.667e-12,1.133e+2,
233.77,3.091e+1,1.562e-12,3.091e+1,
233.79,1.208e+1,1.491e-12,1.208e+1,
233.82,2.645e+0,1.385e-12,2.645e+0,
233.84,8.925e-1,1.124e-11,8.925e-1,
233.87,1.568e-1,2.332e-10,1.568e-1,
233.89,4.568e-2,1.636e-9,4.568e-2,
233.92,6.438e-3,2.728e-8,6.438e-3,
233.94,1.620e-3,1.656e-7,1.620e-3,
233.97,1.854e-4,2.220e-6,1.832e-4,
233.99,5.145e-5,1.165e-5,3.981e-5,
234.02,1.291e-4,1.255e-4,3.612e-6,
234.04,5.702e-4,5.695e-4,6.776e-7,
234.07,4.936e-3,4.935e-3,4.933e-8,
234.09,1.936e-2,1.936e-2,7.992e-9,
234.12,1.349e-1,1.349e-1,4.668e-10,
234.14,4.577e-1,4.577e-1,6.531e-11,
234.17,2.564e+0,2.564e+0,3.061e-12,
234.19,7.521e+0,7.521e+0,2.983e-12,
234.21,2.081e+1,2.081e+1,2.905e-12,
234.24,8.593e+1,8.593e+1,2.788e-12,
234.26,2.057e+2,2.057e+2,2.709e-12,
234.29,6.828e+2,6.828e+2,2.592e-12,
234.31,1.413e+3,1.413e+3,2.514e-12,
234.34,3.775e+3,3.775e+3,2.397e-12,
234.36,6.758e+3,6.758e+3,2.319e-12,
234.39,1.453e+4,1.453e+4,2.202e-12,
234.41,2.251e+4,2.251e+4,2.123e-12,
234.44,3.900e+4,3.900e+4,2.006e-12,
234.46,5.238e+4,5.238e+4,1.928e-12,
234.49,7.335e+4,7.335e+4,1.811e-12,
234.51,8.564e+4,8.564e+4,1.733e-12,
234.54,9.763e+4,9.763e+4,1.616e-12,
234.56,9.984e+4,9.984e+4,1.537e-12,
234.59,9.430e+4,9.430e+4,1.420e-12,
234.61,8.599e+4,8.599e+4,1.342e-12,
234.64,7.013e+4,7.013e+4,1.225e-12,
234.66,5.936e+4,5.936e+4,1.147e-12,
234.69,4.534e+4,4.534e+4,1.029e-12,
234.71,3.802e+4,3.802e+4,9.513e-13,
234.74,2.996e+4,2.996e+4,8.341e-13,
234.76,2.611e+4,2.611e+4,7.560e-13,
234.79,2.184e+4,2.184e+4,6.388e-13,
234.81,1.961e+4,1.961e+4,5.607e-13,
234.84,1.670e+4,1.670e+4,4.435e-13,
234.86,1.485e+4,1.485e+4,3.653e-13,
234.89,1.204e+4,1.204e+4,2.481e-13,
234.91,1.012e+4,1.012e+4,1.700e-13,
234.94,7.295e+3,7.295e+3,3.737e-12,
234.96,5.563e+3,5.563e+3,2.729e-11,
234.98,4.047e+3,4.047e+3,1.881e-10,
235.01,2.286e+3,2.286e+3,3.057e-9,
235.03,1.462e+3,1.462e+3,1.824e-8,
235.06,6.749e+2,6.749e+2,2.388e-7,
235.08,3.759e+2,3.759e+2,1.234e-6,
235.11,1.406e+2,1.406e+2,1.301e-5,
235.13,6.793e+1,6.793e+1,5.823e-5,
235.16,2.049e+1,2.049e+1,4.947e-4,
235.18,8.579e+0,8.577e+0,1.916e-3,
235.21,2.097e+0,2.084e+0,1.312e-2,
235.23,7.989e-1,7.549e-1,4.400e-2,
235.26,3.902e-1,1.476e-1,2.426e-1,
235.28,7.508e-1,4.627e-2,7.045e-1,
235.31,3.137e+0,7.282e-3,3.130e+0,
235.33,7.872e+0,1.974e-3,7.870e+0,
235.36,2.817e+1,2.500e-4,2.817e+1,
235.38,6.132e+1,5.862e-5,6.132e+1,
235.41,1.768e+2,5.972e-6,1.768e+2,
235.43,3.333e+2,1.211e-6,3.333e+2,
235.46,7.742e+2,9.929e-8,7.742e+2,
235.48,1.264e+3,1.742e-8,1.264e+3,
235.51,2.365e+3,1.149e-9,2.365e+3,
235.53,3.342e+3,1.744e-10,3.342e+3,
235.56,5.039e+3,9.250e-12,5.039e+3,
235.58,6.165e+3,1.215e-12,6.165e+3,
235.61,7.488e+3,1.208e-12,7.488e+3,
235.63,7.932e+3,1.204e-12,7.932e+3,
235.66,7.763e+3,1.198e-12,7.763e+3,
235.68,7.120e+3,1.194e-12,7.120e+3,
235.71,5.613e+3,1.187e-12,5.613e+3,
235.73,4.458e+3,1.183e-12,4.458e+3,
235.76,2.832e+3,1.177e-12,2.832e+3,
235.78,1.947e+3,1.173e-12,1.947e+3,
235.8,1.264e+3,1.168e-12,1.264e+3,
235.83,5.931e+2,1.162e-12,5.931e+2,
235.85,3.333e+2,1.158e-12,3.333e+2,
235.88,1.260e+2,1.152e-12,1.260e+2,
235.9,6.132e+1,1.147e-12,6.132e+1,
235.93,1.868e+1,1.141e-12,1.868e+1,
235.95,7.870e+0,1.137e-12,7.870e+0,
235.98,1.932e+0,1.131e-12,1.932e+0,
236,7.045e-1,1.126e-12,7.045e-1,
236.03,1.393e-1,1.120e-12,1.393e-1,
236.05,4.400e-2,1.116e-12,4.400e-2,
236.08,7.009e-3,1.110e-12,7.009e-3,
236.1,1.916e-3,1.105e-12,1.916e-3,
236.13,2.460e-4,1.099e-12,2.460e-4,
236.15,5.833e-5,1.095e-12,5.833e-5,
236.18,7.263e-6,1.089e-12,7.263e-6,
236.2,7.206e-6,1.084e-12,7.206e-6,
236.23,5.666e-5,1.078e-12,5.666e-5,
236.25,2.357e-4,1.074e-12,2.357e-4,
236.28,1.802e-3,1.068e-12,1.802e-3,
236.3,6.512e-3,1.064e-12,6.512e-3,
236.33,4.019e-2,1.057e-12,4.019e-2,
236.35,1.259e-1,1.053e-12,1.259e-1,
236.38,6.273e-1,1.047e-12,6.273e-1,
236.4,1.704e+0,1.043e-12,1.704e+0,
236.43,6.852e+0,1.036e-12,6.852e+0,
236.45,1.614e+1,1.032e-12,1.614e+1,
236.48,5.239e+1,1.026e-12,5.239e+1,
236.5,1.070e+2,1.022e-12,1.070e+2,
236.53,2.803e+2,1.015e-12,2.803e+2,
236.55,4.961e+2,1.011e-12,4.961e+2,
236.57,8.294e+2,1.007e-12,8.294e+2,
236.6,1.611e+3,1.001e-12,1.611e+3,
236.62,2.335e+3,9.964e-13,2.335e+3,
236.65,3.660e+3,9.901e-13,3.660e+3,
236.67,4.599e+3,9.859e-13,4.599e+3,
236.7,5.821e+3,9.796e-13,5.821e+3,
236.72,6.341e+3,9.754e-13,6.341e+3,
236.75,6.478e+3,9.691e-13,6.478e+3,
236.77,6.119e+3,9.649e-13,6.119e+3,
236.8,5.046e+3,9.586e-13,5.046e+3,
236.82,4.132e+3,9.544e-13,4.132e+3,
236.85,2.751e+3,9.481e-13,2.751e+3,
236.87,1.953e+3,9.439e-13,1.953e+3,
236.9,1.050e+3,9.376e-13,1.050e+3,
236.92,6.461e+2,9.335e-13,6.461e+2,
236.95,2.803e+2,9.272e-13,2.803e+2,
236.97,1.496e+2,9.230e-13,1.496e+2,
237,5.239e+1,9.167e-13,5.239e+1,
237.02,2.424e+1,9.125e-13,2.424e+1,
237.05,6.854e+0,9.062e-13,6.854e+0,
237.07,2.753e+0,9.020e-13,2.753e+0,
237.1,6.560e-1,8.957e-13,6.560e-1,
237.12,3.152e-1,8.915e-13,3.152e-1,
237.15,5.834e-1,8.852e-13,5.834e-1,
237.17,1.608e+0,8.810e-13,1.608e+0,
237.2,7.224e+0,8.747e-13,7.224e+0,
237.22,1.841e+1,8.705e-13,1.841e+1,
237.25,6.737e+1,8.642e-13,6.737e+1,
237.27,1.490e+2,8.600e-13,1.490e+2,
237.3,4.409e+2,8.537e-13,4.409e+2,
237.32,8.464e+2,8.495e-13,8.464e+2,
237.35,2.024e+3,8.432e-13,2.024e+3,
237.37,3.372e+3,8.391e-13,3.372e+3,
237.39,5.308e+3,8.349e-13,5.308e+3,
237.42,9.425e+3,8.286e-13,9.425e+3,
237.44,1.288e+4,8.244e-13,1.288e+4,
237.47,1.848e+4,8.181e-13,1.848e+4,
237.49,2.191e+4,8.139e-13,2.191e+4,
237.52,2.543e+4,8.076e-13,2.543e+4,
237.54,2.616e+4,8.034e-13,2.616e+4,
237.57,2.454e+4,7.971e-13,2.454e+4,
237.59,2.191e+4,7.929e-13,2.191e+4,
237.62,1.662e+4,7.866e-13,1.662e+4,
237.64,1.288e+4,7.824e-13,1.288e+4,
237.67,7.895e+3,7.761e-13,7.895e+3,
237.69,5.308e+3,7.719e-13,5.308e+3,
237.72,2.631e+3,7.656e-13,2.631e+3,
237.74,1.535e+3,7.614e-13,1.535e+3,
237.77,6.152e+2,7.551e-13,6.152e+2,
237.79,3.115e+2,7.509e-13,3.115e+2,
237.82,1.009e+2,7.447e-13,1.009e+2,
237.84,4.434e+1,7.405e-13,4.434e+1,
237.87,1.161e+1,7.342e-13,1.161e+1,
237.89,4.428e+0,7.300e-13,4.428e+0,
237.92,9.376e-1,7.237e-13,9.376e-1,
237.94,3.103e-1,7.195e-13,3.103e-1,
237.97,5.311e-2,7.132e-13,5.311e-2,
237.99,1.525e-2,7.090e-13,1.525e-2,
238.02,2.110e-3,7.027e-13,2.110e-3,
238.04,5.260e-4,6.985e-13,5.260e-4,
238.07,5.884e-5,6.922e-13,5.884e-5,
238.09,1.272e-5,6.880e-13,1.272e-5,
238.12,1.151e-6,6.817e-13,1.151e-6,
238.14,2.186e-7,6.775e-13,2.186e-7,
238.17,5.241e-8,6.712e-13,5.241e-8,
238.19,1.998e-7,6.670e-13,1.998e-7,
238.21,1.005e-6,6.628e-13,1.005e-6,
238.24,1.039e-5,6.566e-13,1.039e-5,
238.26,4.597e-5,6.524e-13,4.597e-5,
238.29,3.852e-4,6.461e-13,3.852e-4,
238.31,1.481e-3,6.419e-13,1.481e-3,
238.34,1.006e-2,6.356e-13,1.006e-2,
238.36,3.362e-2,6.314e-13,3.362e-2,
238.39,1.849e-1,6.251e-13,1.849e-1,
238.41,5.371e-1,6.209e-13,5.371e-1,
238.44,2.394e+0,6.146e-13,2.394e+0,
238.46,6.043e+0,6.104e-13,6.043e+0,
238.49,2.182e+1,6.041e-13,2.182e+1,
238.51,4.788e+1,5.999e-13,4.788e+1,
238.54,1.401e+2,5.936e-13,1.401e+2,
238.56,2.671e+2,5.894e-13,2.671e+2,
238.59,6.330e+2,5.831e-13,6.330e+2,
238.61,1.049e+3,5.789e-13,1.049e+3,
238.64,2.014e+3,5.726e-13,2.014e+3,
238.66,2.901e+3,5.684e-13,2.901e+3,
238.69,4.514e+3,5.622e-13,4.514e+3,
238.71,5.650e+3,5.580e-13,5.650e+3,
238.74,7.122e+3,5.517e-13,7.122e+3,
238.76,7.747e+3,5.475e-13,7.747e+3,
238.79,7.912e+3,5.412e-13,7.912e+3,
238.81,7.480e+3,5.370e-13,7.480e+3,
238.84,6.189e+3,5.307e-13,6.189e+3,
238.86,5.085e+3,5.265e-13,5.085e+3,
238.89,3.409e+3,5.202e-13,3.409e+3,
238.91,2.434e+3,5.160e-13,2.434e+3,
238.94,1.322e+3,5.097e-13,1.322e+3,
238.96,8.206e+2,5.055e-13,8.206e+2,
238.98,4.815e+2,5.013e-13,4.815e+2,
239.01,1.949e+2,4.950e-13,1.949e+2,
239.03,9.980e+1,4.908e-13,9.980e+1,
239.06,3.521e+1,4.845e-13,3.521e+1,
239.08,2.211e+1,4.803e-13,2.211e+1,
239.11,3.780e+1,4.740e-13,3.780e+1,
239.13,8.679e+1,4.699e-13,8.679e+1,
239.16,3.061e+2,4.636e-13,3.061e+2,
239.18,6.681e+2,4.594e-13,6.681e+2,
239.21,1.942e+3,4.531e-13,1.942e+3,
239.23,3.690e+3,4.489e-13,3.690e+3,
239.26,8.704e+3,4.426e-13,8.704e+3,
239.28,1.438e+4,4.384e-13,1.438e+4,
239.31,2.752e+4,4.321e-13,2.752e+4,
239.33,3.955e+4,4.279e-13,3.955e+4,
239.36,6.138e+4,4.216e-13,6.138e+4,
239.38,7.674e+4,4.174e-13,7.674e+4,
239.41,9.660e+4,4.111e-13,9.660e+4,
239.43,1.050e+5,4.069e-13,1.050e+5,
239.46,1.073e+5,4.006e-13,1.073e+5,
239.48,1.014e+5,3.964e-13,1.014e+5,
239.51,8.402e+4,3.901e-13,8.402e+4,
239.53,6.911e+4,3.859e-13,6.911e+4,
239.56,4.644e+4,3.797e-13,4.644e+4,
239.58,3.322e+4,3.755e-13,3.322e+4,
239.61,1.811e+4,3.692e-13,1.811e+4,
239.63,1.127e+4,3.650e-13,1.127e+4,
239.66,4.981e+3,3.587e-13,4.981e+3,
239.68,2.696e+3,3.545e-13,2.696e+3,
239.71,9.669e+2,3.482e-13,9.669e+2,
239.73,4.551e+2,3.440e-13,4.551e+2,
239.76,1.324e+2,3.377e-13,1.324e+2,
239.78,5.421e+1,3.335e-13,5.421e+1,
239.8,2.099e+1,3.293e-13,2.099e+1,
239.83,4.555e+0,3.230e-13,4.555e+0,
239.85,1.534e+0,3.188e-13,1.534e+0,
239.88,2.701e-1,3.125e-13,2.701e-1,
239.9,7.911e-2,3.083e-13,7.911e-2,
239.93,1.130e-2,3.020e-13,1.130e-2,
239.95,2.878e-3,2.978e-13,2.878e-3,
239.98,3.334e-4,2.915e-13,3.334e-4,
240,7.387e-5,2.874e-13,7.387e-5,
240.03,6.941e-6,2.811e-13,6.941e-6,
240.05,1.338e-6,2.769e-13,1.338e-6,
240.08,1.020e-7,2.706e-13,1.020e-7,
240.1,1.709e-8,2.664e-13,1.709e-8,
240.13,1.057e-9,2.601e-13,1.057e-9,
240.15,1.541e-10,2.559e-13,1.541e-10,
240.18,7.726e-12,2.496e-13,7.726e-12,
240.87,4.591e-12,1.048e-13,4.591e-12,
240.9,9.044e-11,9.856e-14,9.044e-11,
240.92,6.160e-10,9.436e-14,6.160e-10,
240.95,9.881e-9,8.807e-14,9.881e-9,
240.97,5.868e-8,8.387e-14,5.868e-8,
241,7.663e-7,7.758e-14,7.663e-7,
241.02,3.968e-6,7.338e-14,3.968e-6,
241.05,4.219e-5,6.709e-14,4.219e-5,
241.07,1.905e-4,6.289e-14,1.905e-4,
241.1,1.649e-3,5.660e-14,1.649e-3,
241.12,6.493e-3,5.241e-14,6.493e-3,
241.15,4.577e-2,4.611e-14,4.577e-2,
241.17,1.571e-1,4.192e-14,1.571e-1,
241.2,9.016e-1,8.894e-13,9.016e-1,
241.22,2.699e+0,6.366e-12,2.699e+0,
241.25,1.261e+1,1.100e-10,1.261e+1,
241.27,3.291e+1,6.869e-10,3.291e+1,
241.3,1.252e+2,9.672e-9,1.252e+2,
241.32,2.849e+2,5.267e-8,2.849e+2,
241.35,8.825e+2,6.042e-7,8.825e+2,
241.37,1.751e+3,2.870e-6,1.751e+3,
241.39,3.289e+3,1.291e-5,3.289e+3,
241.42,7.639e+3,1.111e-4,7.639e+3,
241.44,1.251e+4,4.358e-4,1.251e+4,
241.47,2.366e+4,3.056e-3,2.366e+4,
241.49,3.379e+4,1.046e-2,3.379e+4,
241.52,5.203e+4,5.974e-2,5.203e+4,
241.54,6.479e+4,1.783e-1,6.479e+4,
241.57,8.123e+4,8.297e-1,8.123e+4,
241.59,8.819e+4,2.160e+0,8.819e+4,
241.62,9.003e+4,8.188e+0,9.002e+4,
241.64,8.524e+4,1.859e+1,8.522e+4,
241.67,7.088e+4,5.742e+1,7.083e+4,
241.69,5.858e+4,1.137e+2,5.846e+4,
241.72,3.985e+4,2.861e+2,3.956e+4,
241.74,2.897e+4,4.943e+2,2.847e+4,
241.77,1.670e+4,1.013e+3,1.569e+4,
241.79,1.137e+4,1.526e+3,9.844e+3,
241.82,6.964e+3,2.549e+3,4.416e+3,
241.84,5.766e+3,3.350e+3,2.416e+3,
241.87,5.438e+3,4.556e+3,8.825e+2,
241.89,5.644e+3,5.223e+3,4.210e+2,
241.92,5.912e+3,5.787e+3,1.252e+2,
241.94,5.839e+3,5.787e+3,5.208e+1,
241.97,5.236e+3,5.223e+3,1.261e+1,
241.99,4.560e+3,4.556e+3,4.574e+0,
242.02,3.351e+3,3.350e+3,9.016e-1,
242.04,2.549e+3,2.549e+3,2.852e-1,
242.07,1.527e+3,1.526e+3,4.577e-2,
242.09,1.013e+3,1.013e+3,1.262e-2,
242.12,4.943e+2,4.943e+2,1.649e-3,
242.14,2.861e+2,2.861e+2,3.966e-4,
242.17,1.137e+2,1.137e+2,4.219e-5,
242.19,5.742e+1,5.742e+1,8.847e-6,
242.21,2.745e+1,2.745e+1,1.756e-6,
242.24,8.188e+0,8.188e+0,1.401e-7,
242.26,3.414e+0,3.414e+0,2.424e-8,
242.29,8.297e-1,8.297e-1,1.575e-9,
242.31,3.018e-1,3.018e-1,2.377e-10,
242.34,5.974e-2,5.974e-2,1.257e-11,
242.36,1.895e-2,1.895e-2,1.654e-12,
242.39,3.056e-3,3.056e-3,1.440e-12,
242.41,8.457e-4,8.457e-4,1.297e-12,
242.44,1.111e-4,1.111e-4,1.082e-12,
242.46,2.681e-5,2.681e-5,9.392e-13,
242.49,2.870e-6,2.870e-6,7.247e-13,
242.51,6.042e-7,6.042e-7,5.818e-13,
242.54,5.267e-8,5.267e-8,3.673e-13,
242.56,9.672e-9,9.672e-9,2.244e-13,
242.59,6.869e-10,6.869e-10,9.935e-15,
242.61,1.101e-10,1.100e-10,7.743e-14,
242.64,7.888e-12,6.366e-12,1.522e-12,
242.66,1.125e-11,8.894e-13,1.036e-11,
242.69,1.664e-10,8.886e-13,1.664e-10,
242.71,9.898e-10,8.882e-13,9.898e-10,
242.74,1.298e-8,8.875e-13,1.298e-8,
242.76,6.744e-8,8.870e-13,6.744e-8,
242.79,7.219e-7,8.863e-13,7.219e-7,
242.81,3.278e-6,8.858e-13,3.278e-6,
242.84,2.865e-5,8.851e-13,2.865e-5,
242.86,1.136e-4,8.846e-13,1.136e-4,
242.89,8.113e-4,8.839e-13,8.113e-4,
242.91,2.811e-3,8.834e-13,2.811e-3,
242.94,1.639e-2,8.827e-13,1.639e-2,
242.96,4.961e-2,8.822e-13,4.961e-2,
242.99,2.361e-1,8.815e-13,2.361e-1,
243.01,6.246e-1,8.810e-13,6.246e-1,
243.03,1.565e+0,8.805e-13,1.565e+0,
243.06,5.609e+0,8.798e-13,5.609e+0,
243.08,1.228e+1,8.793e-13,1.228e+1,
243.11,3.594e+1,8.786e-13,3.594e+1,
243.13,6.873e+1,8.782e-13,6.873e+1,
243.16,1.643e+2,8.774e-13,1.643e+2,
243.18,2.745e+2,8.770e-13,2.745e+2,
243.21,5.357e+2,8.762e-13,5.357e+2,
243.23,7.819e+2,8.758e-13,7.819e+2,
243.26,1.246e+3,8.751e-13,1.246e+3,
243.28,1.589e+3,8.746e-13,1.589e+3,
243.31,2.068e+3,8.739e-13,2.068e+3,
243.33,2.304e+3,8.734e-13,2.304e+3,
243.36,2.449e+3,8.727e-13,2.449e+3,
243.38,2.384e+3,8.722e-13,2.384e+3,
243.41,2.070e+3,8.715e-13,2.070e+3,
243.43,1.765e+3,8.710e-13,1.765e+3,
243.46,1.271e+3,8.703e-13,1.271e+3,
243.48,9.840e+2,8.698e-13,9.840e+2,
243.51,7.274e+2,8.691e-13,7.274e+2,
243.53,7.442e+2,8.686e-13,7.442e+2,
243.56,1.231e+3,8.679e-13,1.231e+3,
243.58,2.021e+3,8.674e-13,2.021e+3,
243.61,4.273e+3,8.667e-13,4.273e+3,
243.63,6.714e+3,8.662e-13,6.714e+3,
243.66,1.203e+4,8.655e-13,1.203e+4,
243.68,1.662e+4,8.650e-13,1.662e+4,
243.71,2.438e+4,8.643e-13,2.438e+4,
243.73,2.944e+4,8.639e-13,2.944e+4,
243.76,3.530e+4,8.631e-13,3.530e+4,
243.78,3.726e+4,8.627e-13,3.726e+4,
243.8,3.726e+4,8.622e-13,3.726e+4,
243.83,3.368e+4,8.615e-13,3.368e+4,
243.85,2.944e+4,8.610e-13,2.944e+4,
243.88,2.174e+4,8.603e-13,2.174e+4,
243.9,1.661e+4,8.598e-13,1.661e+4,
243.93,1.003e+4,8.591e-13,1.003e+4,
243.95,6.696e+3,8.586e-13,6.696e+3,
243.98,3.303e+3,8.579e-13,3.303e+3,
244,1.928e+3,8.574e-13,1.928e+3,
244.03,7.772e+2,8.567e-13,7.772e+2,
244.05,3.965e+2,8.562e-13,3.965e+2,
244.08,1.306e+2,8.555e-13,1.306e+2,
244.1,5.824e+1,8.550e-13,5.824e+1,
244.13,1.568e+1,8.543e-13,1.568e+1,
244.15,6.110e+0,8.538e-13,6.110e+0,
244.18,1.344e+0,8.531e-13,1.344e+0,
244.2,4.578e-1,8.526e-13,4.578e-1,
244.23,8.229e-2,8.519e-13,8.229e-2,
244.25,2.450e-2,8.515e-13,2.450e-2,
244.28,3.599e-3,8.507e-13,3.599e-3,
244.3,9.367e-4,8.503e-13,9.367e-4,
244.33,1.124e-4,8.496e-13,1.124e-4,
244.35,2.558e-5,8.491e-13,2.558e-5,
244.38,2.509e-6,8.484e-13,2.509e-6,
244.4,4.988e-7,8.479e-13,4.988e-7,
244.43,3.998e-8,8.472e-13,3.998e-8,
244.45,6.948e-9,8.467e-13,6.948e-9,
244.48,4.551e-10,8.460e-13,4.551e-10,
244.5,6.913e-11,8.455e-13,6.913e-11,
244.53,3.700e-12,8.448e-13,3.700e-12,
250.31,7.993e-13,7.070e-13,7.993e-13,
250.34,1.471e-11,7.063e-13,1.471e-11,
250.36,9.618e-11,7.058e-13,9.618e-11,
250.39,1.463e-9,7.051e-13,1.463e-9,
250.41,8.428e-9,7.046e-13,8.428e-9,
250.44,1.060e-7,7.039e-13,1.060e-7,
250.46,5.377e-7,7.034e-13,5.377e-7,
250.49,5.589e-6,7.027e-13,5.589e-6,
250.51,2.498e-5,7.022e-13,2.498e-5,
250.54,2.146e-4,7.015e-13,2.146e-4,
250.56,8.450e-4,7.010e-13,8.450e-4,
250.59,6.002e-3,7.003e-13,6.002e-3,
250.61,2.082e-2,6.998e-13,2.082e-2,
250.64,1.222e-1,6.991e-13,1.222e-1,
250.66,3.733e-1,6.987e-13,3.733e-1,
250.69,1.812e+0,6.979e-13,1.812e+0,
250.71,4.876e+0,6.975e-13,4.876e+0,
250.74,1.957e+1,6.967e-13,1.957e+1,
250.76,4.637e+1,6.963e-13,4.637e+1,
250.79,1.538e+2,6.956e-13,1.538e+2,
250.81,3.211e+2,6.951e-13,3.211e+2,
250.84,8.806e+2,6.944e-13,8.806e+2,
250.86,1.619e+3,6.939e-13,1.619e+3,
250.89,3.671e+3,6.932e-13,3.671e+3,
250.91,5.946e+3,6.927e-13,5.946e+3,
250.94,1.114e+4,6.920e-13,1.114e+4,
250.96,1.590e+4,6.915e-13,1.590e+4,
250.99,2.463e+4,6.908e-13,2.463e+4,
251.01,3.095e+4,6.903e-13,3.095e+4,
251.03,3.696e+4,6.898e-13,3.696e+4,
251.06,4.387e+4,6.891e-13,4.387e+4,
251.08,4.615e+4,6.886e-13,4.615e+4,
251.11,4.528e+4,6.879e-13,4.528e+4,
251.13,4.196e+4,6.875e-13,4.196e+4,
251.16,3.404e+4,6.867e-13,3.404e+4,
251.18,2.778e+4,6.863e-13,2.778e+4,
251.21,1.863e+4,6.855e-13,1.863e+4,
251.23,1.339e+4,6.851e-13,1.339e+4,
251.26,7.424e+3,6.844e-13,7.424e+3,
251.28,4.702e+3,6.839e-13,4.702e+3,
251.31,2.154e+3,6.832e-13,2.154e+3,
251.33,1.202e+3,6.827e-13,1.202e+3,
251.36,4.552e+2,6.820e-13,4.552e+2,
251.38,2.237e+2,6.815e-13,2.237e+2,
251.41,7.004e+1,6.808e-13,7.004e+1,
251.43,3.031e+1,6.803e-13,3.031e+1,
251.46,7.848e+0,6.796e-13,7.848e+0,
251.48,2.992e+0,6.791e-13,2.992e+0,
251.51,6.402e-1,6.784e-13,6.402e-1,
251.53,2.150e-1,6.779e-13,2.150e-1,
251.56,3.803e-2,6.772e-13,3.803e-2,
251.58,1.125e-2,6.767e-13,1.125e-2,
251.61,1.645e-3,6.760e-13,1.645e-3,
251.63,4.286e-4,6.755e-13,4.286e-4,
251.66,5.182e-5,6.748e-13,5.182e-5,
