Wavelength (nm),Sum(calc),Ni I (2.4e-1),Ni II (7.6e-1),Ni III (2.5e-5)
354.17,5.368e-3,5.368e-3,,8.031e-24
354.19,1.211e-2,1.211e-2,,8.032e-24
354.22,3.911e-2,3.911e-2,,8.035e-24
354.24,8.277e-2,8.277e-2,,8.036e-24
354.27,2.430e-1,2.430e-1,,8.039e-24
354.29,4.827e-1,4.827e-1,,8.040e-24
354.32,1.289e+0,1.289e+0,,8.043e-24
354.34,2.402e+0,2.402e+0,,8.044e-24
354.37,5.828e+0,5.828e+0,,8.047e-24
354.39,1.019e+1,1.019e+1,,8.048e-24
354.42,2.249e+1,2.249e+1,,8.050e-24
354.44,3.692e+1,3.692e+1,,8.052e-24
354.46,5.908e+1,5.908e+1,,8.054e-24
354.49,1.140e+2,1.140e+2,,8.056e-24
354.51,1.713e+2,1.713e+2,,8.058e-24
354.54,3.005e+2,3.005e+2,,8.060e-24
354.56,4.236e+2,4.236e+2,,8.061e-24
354.59,6.757e+2,6.757e+2,,8.064e-24
354.61,8.937e+2,8.937e+2,,8.065e-24
354.64,1.296e+3,1.296e+3,,8.068e-24
354.66,1.609e+3,1.609e+3,,8.069e-24
354.69,2.121e+3,2.121e+3,,8.072e-24
354.71,2.470e+3,2.470e+3,,8.073e-24
354.74,2.961e+3,2.961e+3,,8.076e-24
354.76,3.236e+3,3.236e+3,,8.077e-24
354.79,3.526e+3,3.526e+3,,8.080e-24
354.81,3.617e+3,3.617e+3,,8.081e-24
354.84,3.583e+3,3.583e+3,,8.083e-24
354.86,3.449e+3,3.449e+3,,8.085e-24
354.89,3.105e+3,3.105e+3,,8.087e-24
354.91,2.805e+3,2.805e+3,,8.089e-24
354.94,2.296e+3,2.296e+3,,8.091e-24
354.96,1.947e+3,1.947e+3,,8.093e-24
354.99,1.449e+3,1.449e+3,,8.095e-24
355.01,1.152e+3,1.152e+3,,8.097e-24
355.04,7.796e+2,7.796e+2,,8.099e-24
355.06,5.820e+2,5.820e+2,,8.101e-24
355.09,3.579e+2,3.579e+2,,8.103e-24
355.11,2.508e+2,2.508e+2,,8.105e-24
355.14,1.402e+2,1.402e+2,,8.107e-24
355.16,9.217e+1,9.217e+1,,8.109e-24
355.19,4.685e+1,4.685e+1,,8.111e-24
355.21,2.890e+1,2.890e+1,,8.113e-24
355.24,1.336e+1,1.336e+1,,8.115e-24
355.26,7.733e+0,7.733e+0,,8.116e-24
355.28,4.365e+0,4.365e+0,,8.118e-24
355.31,1.765e+0,1.765e+0,,8.120e-24
355.33,9.348e-1,9.348e-1,,8.122e-24
355.36,3.436e-1,3.436e-1,,8.124e-24
355.38,1.708e-1,1.708e-1,,8.126e-24
355.41,5.708e-2,5.708e-2,,8.128e-24
355.43,2.662e-2,2.662e-2,,8.130e-24
355.46,8.088e-3,8.088e-3,,8.132e-24
355.48,3.541e-3,3.541e-3,,8.134e-24
355.51,9.778e-4,9.778e-4,,8.136e-24
355.53,4.017e-4,4.017e-4,,8.138e-24
355.56,1.008e-4,1.008e-4,,8.140e-24
355.58,3.888e-5,3.888e-5,,8.142e-24
355.61,8.873e-6,8.873e-6,,8.144e-24
355.63,3.211e-6,3.211e-6,,8.146e-24
355.66,6.703e-7,6.703e-7,,8.148e-24
355.68,2.405e-7,2.405e-7,,8.149e-24
355.71,1.284e-7,1.284e-7,,8.152e-24
355.73,2.863e-7,2.863e-7,,8.153e-24
355.76,1.479e-6,1.479e-6,,8.156e-24
355.78,4.411e-6,4.411e-6,,8.157e-24
355.81,2.172e-5,2.172e-5,,8.160e-24
355.83,6.095e-5,6.095e-5,,8.161e-24
355.86,2.732e-4,2.732e-4,,8.164e-24
355.88,7.196e-4,7.196e-4,,8.165e-24
355.91,2.935e-3,2.935e-3,,8.168e-24
355.93,7.261e-3,7.261e-3,,8.169e-24
355.96,2.695e-2,2.695e-2,,8.171e-24
355.98,6.260e-2,6.260e-2,,8.173e-24
356.01,2.114e-1,2.114e-1,,8.175e-24
356.03,4.612e-1,4.612e-1,,8.177e-24
356.06,1.417e+0,1.417e+0,,8.179e-24
356.08,2.903e+0,2.903e+0,,8.181e-24
356.1,5.799e+0,5.799e+0,,8.182e-24
356.13,1.562e+1,1.562e+1,,8.185e-24
356.15,2.929e+1,2.929e+1,,8.186e-24
356.18,7.178e+1,7.178e+1,,8.189e-24
356.2,1.264e+2,1.264e+2,,8.190e-24
356.23,2.819e+2,2.819e+2,,8.193e-24
356.25,4.663e+2,4.663e+2,,8.194e-24
356.28,9.461e+2,9.461e+2,,8.197e-24
356.3,1.469e+3,1.469e+3,,8.198e-24
356.33,2.713e+3,2.713e+3,,8.201e-24
356.35,3.957e+3,3.957e+3,,8.202e-24
356.38,6.649e+3,6.649e+3,,8.204e-24
356.4,9.106e+3,9.106e+3,,8.206e-24
356.43,1.392e+4,1.392e+4,,8.208e-24
356.45,1.791e+4,1.791e+4,,8.210e-24
356.48,2.491e+4,2.491e+4,,8.212e-24
356.5,3.008e+4,3.008e+4,,8.214e-24
356.53,3.809e+4,3.809e+4,,8.216e-24
356.55,4.319e+4,4.319e+4,,8.218e-24
356.58,4.976e+4,4.976e+4,,8.220e-24
356.6,5.299e+4,5.299e+4,,8.222e-24
356.63,5.555e+4,5.555e+4,,8.224e-24
356.65,5.555e+4,5.555e+4,,8.226e-24
356.68,5.299e+4,5.299e+4,,8.228e-24
356.7,4.976e+4,4.976e+4,,8.230e-24
356.73,4.321e+4,4.321e+4,,8.232e-24
356.75,3.811e+4,3.811e+4,,8.234e-24
356.78,3.013e+4,3.013e+4,,8.236e-24
356.8,2.499e+4,2.499e+4,,8.237e-24
356.83,1.807e+4,1.807e+4,,8.240e-24
356.85,1.418e+4,1.418e+4,,8.241e-24
356.87,1.095e+4,1.095e+4,,8.243e-24
356.9,7.352e+3,7.352e+3,,8.245e-24
356.92,5.733e+3,5.733e+3,,8.247e-24
356.95,4.327e+3,4.327e+3,,8.249e-24
356.97,3.967e+3,3.967e+3,,8.251e-24
357,4.112e+3,4.112e+3,,8.253e-24
357.02,4.562e+3,4.562e+3,,8.255e-24
357.05,5.594e+3,5.594e+3,,8.257e-24
357.07,6.418e+3,6.418e+3,,8.259e-24
357.1,7.689e+3,7.689e+3,,8.261e-24
357.12,8.461e+3,8.461e+3,,8.263e-24
357.15,9.355e+3,9.355e+3,,8.265e-24
357.17,9.706e+3,9.706e+3,,8.267e-24
357.2,9.792e+3,9.792e+3,,8.269e-24
357.22,9.548e+3,9.548e+3,,8.271e-24
357.25,8.772e+3,8.772e+3,,8.273e-24
357.27,8.035e+3,8.035e+3,,8.274e-24
357.3,6.720e+3,6.720e+3,,8.277e-24
357.32,5.781e+3,5.781e+3,,8.278e-24
357.35,4.401e+3,4.401e+3,,8.281e-24
357.37,3.556e+3,3.556e+3,,8.282e-24
357.4,2.464e+3,2.464e+3,,8.285e-24
357.42,1.870e+3,1.870e+3,,8.286e-24
357.45,1.179e+3,1.179e+3,,8.289e-24
357.47,8.406e+2,8.406e+2,,8.290e-24
357.5,4.826e+2,4.826e+2,,8.293e-24
357.52,3.231e+2,3.231e+2,,8.294e-24
357.55,1.688e+2,1.688e+2,,8.296e-24
357.57,1.062e+2,1.062e+2,,8.298e-24
357.6,5.049e+1,5.049e+1,,8.300e-24
357.62,2.982e+1,2.982e+1,,8.302e-24
357.65,1.291e+1,1.291e+1,,8.304e-24
357.67,7.160e+0,7.160e+0,,8.306e-24
357.69,3.873e+0,3.873e+0,,8.307e-24
357.72,1.470e+0,1.470e+0,,8.310e-24
357.74,7.468e-1,7.468e-1,,8.311e-24
357.77,2.580e-1,2.580e-1,,8.314e-24
357.79,1.231e-1,1.231e-1,,8.315e-24
357.82,3.871e-2,3.871e-2,,8.318e-24
357.84,1.735e-2,1.735e-2,,8.319e-24
357.87,4.966e-3,4.966e-3,,8.322e-24
357.89,2.090e-3,2.090e-3,,8.323e-24
357.92,5.446e-4,5.446e-4,,8.326e-24
357.94,2.153e-4,2.153e-4,,8.327e-24
357.97,5.105e-5,5.105e-5,,8.329e-24
357.99,1.896e-5,1.896e-5,,8.331e-24
358.02,4.092e-6,4.092e-6,,8.333e-24
358.04,1.427e-6,1.427e-6,,8.335e-24
358.07,2.804e-7,2.804e-7,,8.337e-24
358.09,9.184e-8,9.184e-8,,8.339e-24
358.12,1.642e-8,1.642e-8,,8.341e-24
358.14,5.053e-9,5.053e-9,,8.343e-24
358.17,8.225e-10,8.225e-10,,8.345e-24
358.19,2.377e-10,2.377e-10,,8.347e-24
358.22,3.521e-11,3.521e-11,,8.349e-24
358.24,9.556e-12,9.556e-12,,8.351e-24
358.27,1.289e-12,1.289e-12,,8.353e-24
358.66,3.188e-13,3.188e-13,,8.384e-24
358.69,2.428e-12,2.428e-12,,8.386e-24
358.71,9.114e-12,9.114e-12,,8.388e-24
358.74,6.327e-11,6.327e-11,,8.390e-24
358.76,2.233e-10,2.233e-10,,8.392e-24
358.79,1.413e-9,1.413e-9,,8.394e-24
358.81,4.686e-9,4.686e-9,,8.395e-24
358.84,2.703e-8,2.703e-8,,8.398e-24
358.86,8.428e-8,8.428e-8,,8.399e-24
358.89,4.430e-7,4.430e-7,,8.402e-24
358.91,1.299e-6,1.299e-6,,8.403e-24
358.94,6.222e-6,6.222e-6,,8.406e-24
358.96,1.715e-5,1.715e-5,,8.407e-24
358.99,7.488e-5,7.488e-5,,8.410e-24
359.01,1.940e-4,1.940e-4,,8.411e-24
359.04,7.721e-4,7.721e-4,,8.414e-24
359.06,1.880e-3,1.880e-3,,8.415e-24
359.09,6.821e-3,6.821e-3,,8.417e-24
359.11,1.562e-2,1.562e-2,,8.419e-24
359.14,5.164e-2,5.164e-2,,8.421e-24
359.16,1.111e-1,1.111e-1,,8.423e-24
359.19,3.349e-1,3.349e-1,,8.425e-24
359.21,6.776e-1,6.776e-1,,8.427e-24
359.24,1.861e+0,1.861e+0,,8.429e-24
359.26,3.540e+0,3.540e+0,,8.431e-24
359.28,6.568e+0,6.568e+0,,8.432e-24
359.31,1.585e+1,1.585e+1,,8.435e-24
359.33,2.764e+1,2.764e+1,,8.436e-24
359.36,6.078e+1,6.078e+1,,8.439e-24
359.38,9.965e+1,9.965e+1,,8.440e-24
359.41,1.997e+2,1.997e+2,,8.443e-24
359.43,3.079e+2,3.079e+2,,8.444e-24
359.46,5.624e+2,5.624e+2,,8.447e-24
359.48,8.149e+2,8.149e+2,,8.448e-24
359.51,1.357e+3,1.357e+3,,8.450e-24
359.53,1.848e+3,1.848e+3,,8.452e-24
359.56,2.805e+3,2.805e+3,,8.454e-24
359.58,3.592e+3,3.592e+3,,8.456e-24
359.61,4.969e+3,4.969e+3,,8.458e-24
359.63,5.981e+3,5.981e+3,,8.460e-24
359.66,7.542e+3,7.542e+3,,8.462e-24
359.68,8.534e+3,8.534e+3,,8.464e-24
359.71,9.807e+3,9.807e+3,,8.466e-24
359.73,1.043e+4,1.043e+4,,8.468e-24
359.76,1.093e+4,1.093e+4,,8.470e-24
359.78,1.093e+4,1.093e+4,,8.472e-24
359.81,1.043e+4,1.043e+4,,8.474e-24
359.83,9.807e+3,9.807e+3,,8.476e-24
359.86,8.534e+3,8.534e+3,,8.478e-24
359.88,7.542e+3,7.542e+3,,8.480e-24
359.91,5.981e+3,5.981e+3,,8.482e-24
359.93,4.969e+3,4.969e+3,,8.484e-24
359.96,3.592e+3,3.592e+3,,8.486e-24
359.98,2.805e+3,2.805e+3,,8.487e-24
360.01,1.848e+3,1.848e+3,,8.490e-24
360.03,1.357e+3,1.357e+3,,8.491e-24
360.06,8.149e+2,8.149e+2,,8.494e-24
360.08,5.624e+2,5.624e+2,,8.495e-24
360.1,3.787e+2,3.787e+2,,8.497e-24
360.13,1.997e+2,1.997e+2,,8.499e-24
360.15,1.264e+2,1.264e+2,,8.501e-24
360.18,6.078e+1,6.078e+1,,8.503e-24
360.2,3.616e+1,3.616e+1,,8.505e-24
360.23,1.585e+1,1.585e+1,,8.507e-24
360.25,8.863e+0,8.863e+0,,8.509e-24
360.28,3.540e+0,3.540e+0,,8.511e-24
360.3,1.862e+0,1.862e+0,,8.513e-24
360.33,6.789e-1,6.789e-1,,8.515e-24
360.35,3.381e-1,3.381e-1,,8.517e-24
360.38,1.223e-1,1.223e-1,,8.519e-24
360.4,7.671e-2,7.671e-2,,8.520e-24
360.43,9.633e-2,9.633e-2,,8.523e-24
360.45,1.775e-1,1.775e-1,,8.524e-24
360.48,5.030e-1,5.030e-1,,8.527e-24
360.5,9.972e-1,9.972e-1,,8.528e-24
360.53,2.668e+0,2.668e+0,,8.531e-24
360.55,4.990e+0,4.990e+0,,8.532e-24
360.58,1.219e+1,1.219e+1,,8.535e-24
360.6,2.144e+1,2.144e+1,,8.536e-24
360.63,4.776e+1,4.776e+1,,8.539e-24
360.65,7.901e+1,7.901e+1,,8.540e-24
360.68,1.605e+2,1.605e+2,,8.542e-24
360.7,2.498e+2,2.498e+2,,8.544e-24
360.73,4.631e+2,4.631e+2,,8.546e-24
360.75,6.779e+2,6.779e+2,,8.548e-24
360.78,1.147e+3,1.147e+3,,8.550e-24
360.8,1.579e+3,1.579e+3,,8.552e-24
360.83,2.439e+3,2.439e+3,,8.554e-24
360.85,3.161e+3,3.161e+3,,8.556e-24
360.87,4.000e+3,4.000e+3,,8.557e-24
360.9,5.446e+3,5.446e+3,,8.560e-24
360.92,6.496e+3,6.496e+3,,8.561e-24
360.95,8.102e+3,8.102e+3,,8.564e-24
360.97,9.126e+3,9.126e+3,,8.565e-24
361,1.047e+4,1.047e+4,,8.568e-24
361.02,1.118e+4,1.118e+4,,8.569e-24
361.05,1.188e+4,1.188e+4,,8.572e-24
361.07,1.209e+4,1.209e+4,,8.573e-24
361.1,1.205e+4,1.205e+4,,8.575e-24
361.12,1.180e+4,1.180e+4,,8.577e-24
361.15,1.120e+4,1.120e+4,,8.579e-24
361.17,1.068e+4,1.068e+4,,8.581e-24
361.2,9.810e+3,9.810e+3,,8.583e-24
361.22,9.192e+3,9.192e+3,,8.585e-24
361.25,8.236e+3,8.236e+3,,8.587e-24
361.27,7.586e+3,7.586e+3,,8.589e-24
361.3,6.594e+3,6.594e+3,,8.591e-24
361.32,5.924e+3,5.924e+3,,8.593e-24
361.35,4.921e+3,4.921e+3,,8.595e-24
361.37,4.266e+3,4.266e+3,,8.597e-24
361.4,3.337e+3,3.337e+3,,8.599e-24
361.42,2.775e+3,2.775e+3,,8.601e-24
361.45,2.054e+3,2.054e+3,,8.603e-24
361.47,1.676e+3,1.676e+3,,8.605e-24
361.5,1.302e+3,1.302e+3,,8.607e-24
361.52,1.212e+3,1.212e+3,,8.608e-24
361.55,1.396e+3,1.396e+3,,8.611e-24
361.57,1.800e+3,1.800e+3,,8.612e-24
361.6,3.002e+3,3.002e+3,,8.615e-24
361.62,4.337e+3,4.337e+3,,8.616e-24
361.65,7.434e+3,7.434e+3,,8.619e-24
361.67,1.042e+4,1.042e+4,,8.620e-24
361.69,1.428e+4,1.428e+4,,8.622e-24
361.72,2.194e+4,2.194e+4,,8.624e-24
361.74,2.835e+4,2.835e+4,,8.626e-24
361.77,3.977e+4,3.977e+4,,8.628e-24
361.79,4.836e+4,4.836e+4,,8.630e-24
361.82,6.193e+4,6.193e+4,,8.632e-24
361.84,7.083e+4,7.083e+4,,8.634e-24
361.87,8.276e+4,8.276e+4,,8.636e-24
361.89,8.906e+4,8.906e+4,,8.638e-24
361.92,9.496e+4,9.496e+4,,8.640e-24
361.94,9.612e+4,9.612e+4,,8.641e-24
361.97,9.352e+4,9.352e+4,,8.644e-24
361.99,8.906e+4,8.906e+4,,8.645e-24
362.02,7.906e+4,7.906e+4,,8.648e-24
362.04,7.083e+4,7.083e+4,,8.649e-24
362.07,5.737e+4,5.737e+4,,8.652e-24
362.09,4.836e+4,4.836e+4,,8.653e-24
362.12,3.574e+4,3.574e+4,,8.656e-24
362.14,2.834e+4,2.834e+4,,8.657e-24
362.17,1.911e+4,1.911e+4,,8.660e-24
362.19,1.426e+4,1.426e+4,,8.661e-24
362.22,8.773e+3,8.773e+3,,8.663e-24
362.24,6.157e+3,6.157e+3,,8.665e-24
362.27,3.457e+3,3.457e+3,,8.667e-24
362.29,2.282e+3,2.282e+3,,8.669e-24
362.32,1.169e+3,1.169e+3,,8.671e-24
362.34,7.262e+2,7.262e+2,,8.673e-24
362.37,3.395e+2,3.395e+2,,8.675e-24
362.39,1.984e+2,1.984e+2,,8.677e-24
362.42,8.463e+1,8.463e+1,,8.679e-24
362.44,4.652e+1,4.652e+1,,8.681e-24
362.47,1.811e+1,1.811e+1,,8.683e-24
362.49,9.363e+0,9.363e+0,,8.685e-24
362.51,4.724e+0,4.724e+0,,8.686e-24
362.54,1.618e+0,1.618e+0,,8.689e-24
362.56,7.679e-1,7.679e-1,,8.690e-24
362.59,2.399e-1,2.399e-1,,8.693e-24
362.61,1.072e-1,1.072e-1,,8.694e-24
362.64,3.055e-2,3.055e-2,,8.697e-24
362.66,1.283e-2,1.283e-2,,8.698e-24
362.69,3.339e-3,3.339e-3,,8.700e-24
362.71,1.320e-3,1.320e-3,,8.702e-24
362.74,3.132e-4,3.132e-4,,8.704e-24
362.76,1.165e-4,1.165e-4,,8.706e-24
362.79,2.522e-5,2.522e-5,,8.708e-24
362.81,8.823e-6,8.823e-6,,8.710e-24
362.84,1.744e-6,1.744e-6,,8.712e-24
362.86,5.738e-7,5.738e-7,,8.714e-24
362.89,1.035e-7,1.035e-7,,8.716e-24
362.91,3.204e-8,3.204e-8,,8.718e-24
362.94,5.271e-9,5.271e-9,,8.720e-24
362.96,1.535e-9,1.535e-9,,8.722e-24
362.99,2.305e-10,2.305e-10,,8.724e-24
363.01,6.315e-11,6.315e-11,,8.726e-24
363.04,8.652e-12,8.652e-12,,8.728e-24
366.29,1.567e-13,1.567e-13,,8.983e-24
366.32,1.117e-12,1.117e-12,,8.986e-24
366.34,4.019e-12,4.019e-12,,8.987e-24
366.37,2.623e-11,2.623e-11,,8.990e-24
366.39,8.890e-11,8.890e-11,,8.991e-24
366.42,5.308e-10,5.308e-10,,8.994e-24
366.44,1.696e-9,1.696e-9,,8.995e-24
366.47,9.262e-9,9.262e-9,,8.998e-24
366.49,2.789e-8,2.789e-8,,8.999e-24
366.51,8.201e-8,8.201e-8,,9.001e-24
366.54,3.955e-7,3.955e-7,,9.003e-24
366.56,1.096e-6,1.096e-6,,9.005e-24
366.59,4.837e-6,4.837e-6,,9.007e-24
366.61,1.263e-5,1.263e-5,,9.009e-24
366.64,5.101e-5,5.101e-5,,9.011e-24
366.66,1.256e-4,1.256e-4,,9.012e-24
366.69,4.638e-4,4.638e-4,,9.015e-24
366.71,1.076e-3,1.076e-3,,9.016e-24
366.74,3.637e-3,3.637e-3,,9.019e-24
366.76,7.951e-3,7.951e-3,,9.020e-24
366.79,2.459e-2,2.459e-2,,9.023e-24
366.81,5.067e-2,5.067e-2,,9.024e-24
366.84,1.434e-1,1.434e-1,,9.027e-24
366.86,2.784e-1,2.784e-1,,9.028e-24
366.89,7.207e-1,7.207e-1,,9.031e-24
366.91,1.319e+0,1.319e+0,,9.032e-24
366.94,3.124e+0,3.124e+0,,9.034e-24
366.96,5.389e+0,5.389e+0,,9.036e-24
366.99,1.168e+1,1.168e+1,,9.038e-24
367.01,1.899e+1,1.899e+1,,9.040e-24
367.04,3.765e+1,3.765e+1,,9.042e-24
367.06,5.768e+1,5.768e+1,,9.044e-24
367.09,1.046e+2,1.046e+2,,9.046e-24
367.11,1.511e+2,1.511e+2,,9.048e-24
367.14,2.508e+2,2.508e+2,,9.050e-24
367.16,3.413e+2,3.413e+2,,9.052e-24
367.19,5.183e+2,5.183e+2,,9.054e-24
367.21,6.648e+2,6.648e+2,,9.056e-24
367.24,9.237e+2,9.237e+2,,9.058e-24
367.26,1.117e+3,1.117e+3,,9.060e-24
367.29,1.419e+3,1.419e+3,,9.062e-24
367.31,1.617e+3,1.617e+3,,9.064e-24
367.33,1.799e+3,1.799e+3,,9.065e-24
367.36,2.020e+3,2.020e+3,,9.067e-24
367.38,2.118e+3,2.118e+3,,9.069e-24
367.41,2.175e+3,2.175e+3,,9.071e-24
367.43,2.149e+3,2.149e+3,,9.073e-24
367.46,2.020e+3,2.020e+3,,9.075e-24
367.48,1.881e+3,1.881e+3,,9.077e-24
367.51,1.617e+3,1.617e+3,,9.079e-24
367.53,1.419e+3,1.419e+3,,9.081e-24
367.56,1.117e+3,1.117e+3,,9.083e-24
367.58,9.237e+2,9.237e+2,,9.085e-24
367.61,6.648e+2,6.648e+2,,9.087e-24
367.63,5.183e+2,5.183e+2,,9.089e-24
367.66,3.413e+2,3.413e+2,,9.091e-24
367.68,2.508e+2,2.508e+2,,9.093e-24
367.71,1.511e+2,1.511e+2,,9.095e-24
367.73,1.046e+2,1.046e+2,,9.097e-24
367.76,5.768e+1,5.768e+1,,9.099e-24
367.78,3.765e+1,3.765e+1,,9.100e-24
367.81,1.899e+1,1.899e+1,,9.103e-24
367.83,1.168e+1,1.168e+1,,9.104e-24
367.86,5.389e+0,5.389e+0,,9.107e-24
367.88,3.124e+0,3.124e+0,,9.108e-24
367.91,1.319e+0,1.319e+0,,9.111e-24
367.93,7.207e-1,7.207e-1,,9.112e-24
367.96,2.784e-1,2.784e-1,,9.115e-24
367.98,1.434e-1,1.434e-1,,9.116e-24
368.01,5.067e-2,5.067e-2,,9.119e-24
368.03,2.459e-2,2.459e-2,,9.120e-24
368.06,7.951e-3,7.951e-3,,9.122e-24
368.08,3.637e-3,3.637e-3,,9.124e-24
368.1,1.624e-3,1.624e-3,,9.126e-24
368.13,4.638e-4,4.638e-4,,9.128e-24
368.15,1.952e-4,1.952e-4,,9.130e-24
368.18,5.101e-5,5.101e-5,,9.132e-24
368.2,2.024e-5,2.024e-5,,9.133e-24
368.23,4.837e-6,4.837e-6,,9.136e-24
368.25,1.809e-6,1.809e-6,,9.137e-24
368.28,3.955e-7,3.955e-7,,9.140e-24
368.3,1.394e-7,1.394e-7,,9.141e-24
368.33,2.789e-8,2.789e-8,,9.144e-24
368.35,9.262e-9,9.262e-9,,9.145e-24
368.38,1.696e-9,1.696e-9,,9.148e-24
368.4,5.308e-10,5.308e-10,,9.149e-24
368.43,8.890e-11,8.890e-11,,9.152e-24
368.45,2.623e-11,2.623e-11,,9.153e-24
368.48,4.019e-12,4.019e-12,,9.156e-24
368.5,1.117e-12,1.117e-12,,9.157e-24
368.53,1.567e-13,1.567e-13,,9.159e-24
376.4,1.974e-13,1.974e-13,,9.778e-24
376.43,1.357e-12,1.357e-12,,9.780e-24
376.45,4.771e-12,4.771e-12,,9.782e-24
376.48,3.015e-11,3.015e-11,,9.784e-24
376.5,1.002e-10,1.002e-10,,9.786e-24
376.53,5.820e-10,5.820e-10,,9.788e-24
376.55,1.829e-9,1.829e-9,,9.790e-24
376.58,9.765e-9,9.765e-9,,9.792e-24
376.6,2.901e-8,2.901e-8,,9.794e-24
376.63,1.424e-7,1.424e-7,,9.796e-24
376.65,3.999e-7,3.999e-7,,9.798e-24
376.68,1.805e-6,1.805e-6,,9.800e-24
376.7,4.791e-6,4.791e-6,,9.802e-24
376.73,1.988e-5,1.988e-5,,9.804e-24
376.75,4.989e-5,4.989e-5,,9.805e-24
376.78,1.902e-4,1.902e-4,,9.808e-24
376.8,4.515e-4,4.515e-4,,9.809e-24
376.83,1.583e-3,1.583e-3,,9.812e-24
376.85,3.551e-3,3.551e-3,,9.813e-24
376.88,1.144e-2,1.144e-2,,9.816e-24
376.9,2.427e-2,2.427e-2,,9.817e-24
376.92,5.035e-2,5.035e-2,,9.819e-24
376.95,1.442e-1,1.442e-1,,9.821e-24
376.97,2.828e-1,2.828e-1,,9.823e-24
377,7.446e-1,7.446e-1,,9.825e-24
377.02,1.380e+0,1.380e+0,,9.827e-24
377.05,3.341e+0,3.341e+0,,9.829e-24
377.07,5.856e+0,5.856e+0,,9.831e-24
377.1,1.303e+1,1.303e+1,,9.833e-24
377.12,2.159e+1,2.159e+1,,9.835e-24
377.15,4.416e+1,4.416e+1,,9.837e-24
377.17,6.919e+1,6.919e+1,,9.839e-24
377.2,1.301e+2,1.301e+2,,9.841e-24
377.22,1.927e+2,1.927e+2,,9.842e-24
377.25,3.330e+2,3.330e+2,,9.845e-24
377.27,4.663e+2,4.663e+2,,9.846e-24
377.3,7.409e+2,7.409e+2,,9.849e-24
377.32,9.809e+2,9.809e+2,,9.850e-24
377.35,1.433e+3,1.433e+3,,9.853e-24
377.37,1.793e+3,1.793e+3,,9.854e-24
377.4,2.408e+3,2.408e+3,,9.857e-24
377.42,2.849e+3,2.849e+3,,9.858e-24
377.45,3.517e+3,3.517e+3,,9.861e-24
377.47,3.934e+3,3.934e+3,,9.862e-24
377.5,4.464e+3,4.464e+3,,9.864e-24
377.52,4.722e+3,4.722e+3,,9.866e-24
377.55,4.925e+3,4.925e+3,,9.868e-24
377.57,4.925e+3,4.925e+3,,9.870e-24
377.6,4.722e+3,4.722e+3,,9.872e-24
377.62,4.464e+3,4.464e+3,,9.874e-24
377.65,3.934e+3,3.934e+3,,9.876e-24
377.67,3.517e+3,3.517e+3,,9.878e-24
377.7,2.849e+3,2.849e+3,,9.880e-24
377.72,2.408e+3,2.408e+3,,9.882e-24
377.74,1.990e+3,1.990e+3,,9.883e-24
377.77,1.433e+3,1.433e+3,,9.886e-24
377.79,1.120e+3,1.120e+3,,9.887e-24
377.82,7.431e+2,7.431e+2,,9.890e-24
377.84,5.510e+2,5.510e+2,,9.891e-24
377.87,3.418e+2,3.418e+2,,9.894e-24
377.89,2.473e+2,2.473e+2,,9.895e-24
377.92,1.613e+2,1.613e+2,,9.897e-24
377.94,1.357e+2,1.357e+2,,9.899e-24
377.97,1.408e+2,1.408e+2,,9.901e-24
377.99,1.737e+2,1.737e+2,,9.903e-24
378.02,2.737e+2,2.737e+2,,9.905e-24
378.04,3.804e+2,3.804e+2,,9.907e-24
378.07,6.145e+2,6.145e+2,,9.909e-24
378.09,8.283e+2,8.283e+2,,9.911e-24
378.12,1.247e+3,1.247e+3,,9.913e-24
378.14,1.594e+3,1.594e+3,,9.915e-24
378.17,2.210e+3,2.210e+3,,9.917e-24
378.19,2.672e+3,2.672e+3,,9.919e-24
378.22,3.408e+3,3.408e+3,,9.921e-24
378.24,3.897e+3,3.897e+3,,9.923e-24
378.27,4.570e+3,4.570e+3,,9.925e-24
378.29,4.942e+3,4.942e+3,,9.927e-24
378.32,5.329e+3,5.329e+3,,9.929e-24
378.34,5.449e+3,5.449e+3,,9.930e-24
378.37,5.404e+3,5.404e+3,,9.933e-24
378.39,5.226e+3,5.226e+3,,9.934e-24
378.42,4.765e+3,4.765e+3,,9.937e-24
378.44,4.358e+3,4.358e+3,,9.938e-24
378.47,3.654e+3,3.654e+3,,9.941e-24
378.49,3.160e+3,3.160e+3,,9.942e-24
378.52,2.437e+3,2.437e+3,,9.945e-24
378.54,1.993e+3,1.993e+3,,9.946e-24
378.56,1.594e+3,1.594e+3,,9.948e-24
378.59,1.093e+3,1.093e+3,,9.950e-24
378.61,8.264e+2,8.264e+2,,9.952e-24
378.64,5.212e+2,5.212e+2,,9.954e-24
378.66,3.727e+2,3.727e+2,,9.956e-24
378.69,2.161e+2,2.161e+2,,9.958e-24
378.71,1.462e+2,1.462e+2,,9.960e-24
378.74,7.794e+1,7.794e+1,,9.962e-24
378.76,4.984e+1,4.984e+1,,9.963e-24
378.79,2.444e+1,2.444e+1,,9.966e-24
378.81,1.478e+1,1.478e+1,,9.967e-24
378.84,6.666e+0,6.666e+0,,9.970e-24
378.86,3.812e+0,3.812e+0,,9.971e-24
378.89,1.581e+0,1.581e+0,,9.974e-24
378.91,8.549e-1,8.549e-1,,9.975e-24
