Wavelength (nm),Sum(calc),Y I (2.3e-3),Y II (6.3e-2),La I (1.4e-3),La II (6.3e-2),Ce I (1.2e-3),Ce II (6.3e-2),Pr II (6.2e-2),Nd I (8.0e-4),Nd II (6.4e-2),Sm I (8.9e-4),Sm II (6.3e-2),Eu I (1.5e-3),Eu II (6.2e-2),Gd I (1.8e-3),Tb II (6.1e-2),Dy I (1.6e-3),Dy II (6.4e-2),Ho I (3.3e-3),Ho II (6.0e-2),Er I (2.2e-3),Er II (6.3e-2),Tm I (2.0e-3),Tm II (6.3e-2),Yb I (2.0e-3),Yb II (6.3e-2),Lu I (3.9e-3),Lu II (7.2e-2)
455.08,7.896e+2,5.138e-2,8.646e-14,9.720e+1,3.290e-2,3.143e-16,6.648e+2,1.014e-14,,6.502e-1,2.296e-15,,4.132e-14,,,,2.025e-16,,3.487e-15,,2.041e-15,,2.687e+1,,3.316e-13,,3.251e-14,1.953e-13
455.11,7.965e+2,2.389e-2,8.632e-14,8.282e+1,7.869e-2,3.163e-16,6.919e+2,1.018e-14,,1.176e+0,2.295e-15,,4.138e-14,,,,2.016e-16,,3.486e-15,,2.035e-15,,2.046e+1,,3.315e-13,,3.242e-14,1.954e-13
455.14,7.813e+2,1.109e-2,8.618e-14,6.820e+1,1.818e-1,3.184e-16,6.958e+2,1.022e-14,,2.060e+0,2.294e-15,,4.144e-14,,,,2.008e-16,,3.485e-15,,2.030e-15,,1.504e+1,,3.314e-13,,3.233e-14,1.954e-13
455.16,7.591e+2,7.022e-3,8.609e-14,5.880e+1,3.117e-1,3.198e-16,6.850e+2,1.025e-14,,2.936e+0,2.293e-15,,4.148e-14,,,,2.002e-16,,3.484e-15,,2.026e-15,,1.202e+1,,3.313e-13,,3.226e-14,1.954e-13
455.19,7.098e+2,4.907e-3,8.596e-14,4.574e+1,6.796e-1,3.218e-16,6.502e+2,1.029e-14,,4.855e+0,2.292e-15,,4.153e-14,,,,1.993e-16,,3.482e-15,,2.020e-15,,8.342e+0,,3.312e-13,,3.217e-14,1.954e-13
455.21,6.681e+2,5.578e-3,8.586e-14,3.797e+1,1.121e+0,3.232e-16,6.160e+2,1.032e-14,,6.659e+0,2.291e-15,,4.157e-14,,,,1.987e-16,,3.482e-15,,2.017e-15,,6.413e+0,,3.312e-13,,3.211e-14,1.954e-13
455.24,5.966e+2,1.009e-2,8.573e-14,2.791e+1,2.307e+0,3.252e-16,5.518e+2,1.036e-14,,1.039e+1,2.290e-15,,4.163e-14,,,,1.979e-16,,3.480e-15,,2.011e-15,,4.200e+0,,3.311e-13,,3.201e-14,1.954e-13
455.26,5.457e+2,1.652e-2,8.564e-14,2.230e+1,3.662e+0,3.266e-16,5.029e+2,1.039e-14,,1.372e+1,2.289e-15,,4.167e-14,,,,1.973e-16,,3.479e-15,,2.007e-15,,3.106e+0,,3.310e-13,,3.195e-14,1.954e-13
455.29,4.700e+2,3.507e-2,8.550e-14,1.549e+1,7.115e+0,3.286e-16,4.252e+2,1.044e-14,,2.020e+1,2.287e-15,,4.173e-14,,,,1.964e-16,,3.478e-15,,2.002e-15,,1.919e+0,,3.309e-13,,3.186e-14,1.955e-13
455.32,4.010e+2,7.280e-2,8.536e-14,1.040e+1,1.335e+1,3.307e-16,3.473e+2,1.048e-14,,2.875e+1,2.286e-15,,4.178e-14,,,,1.955e-16,,3.477e-15,,1.996e-15,,1.145e+0,,3.308e-13,,3.176e-14,1.955e-13
455.34,3.620e+2,1.164e-1,8.527e-14,7.827e+0,1.993e+1,3.320e-16,2.977e+2,1.051e-14,,3.567e+1,2.285e-15,,4.182e-14,,,,1.950e-16,,3.476e-15,,1.992e-15,,7.964e-1,,3.307e-13,,3.170e-14,1.955e-13
455.37,3.186e+2,2.286e-1,8.514e-14,4.967e+0,3.530e+1,3.341e-16,2.297e+2,1.055e-14,,4.790e+1,2.284e-15,,4.188e-14,,,,1.941e-16,,3.475e-15,,1.987e-15,,4.485e-1,,3.306e-13,,3.160e-14,1.955e-13
455.39,3.020e+2,3.518e-1,8.504e-14,3.600e+0,5.069e+1,3.354e-16,1.899e+2,1.058e-14,,5.719e+1,2.283e-15,,4.192e-14,,,,1.935e-16,,3.474e-15,,1.983e-15,,3.000e-1,,3.306e-13,,3.154e-14,1.955e-13
455.42,2.995e+2,6.525e-1,8.491e-14,2.160e+0,8.474e+1,3.375e-16,1.393e+2,1.062e-14,,7.249e+1,2.282e-15,,4.197e-14,,,,1.927e-16,,3.472e-15,,1.977e-15,,1.594e-1,,3.305e-13,,3.145e-14,1.955e-13
455.44,3.150e+2,9.662e-1,8.482e-14,1.508e+0,1.171e+2,3.388e-16,1.121e+2,1.065e-14,,8.328e+1,2.281e-15,,4.201e-14,,,,1.921e-16,,3.472e-15,,1.974e-15,,1.026e-1,,3.304e-13,,3.139e-14,1.956e-13
455.47,3.679e+2,1.691e+0,8.468e-14,8.550e-1,1.848e+2,3.409e-16,8.087e+1,1.069e-14,,9.962e+1,2.280e-15,,4.207e-14,,,,1.912e-16,,3.470e-15,,1.968e-15,,5.145e-2,,3.303e-13,,3.129e-14,1.956e-13
455.5,4.613e+2,2.860e+0,8.454e-14,4.689e-1,2.817e+2,3.429e-16,6.110e+1,1.074e-14,,1.151e+2,2.278e-15,,4.213e-14,,,,1.903e-16,,3.469e-15,,1.962e-15,,2.492e-2,,3.302e-13,,3.120e-14,1.956e-13
455.52,5.489e+2,3.982e+0,8.445e-14,3.084e-1,3.660e+2,3.443e-16,5.428e+1,1.076e-14,,1.243e+2,2.277e-15,,4.217e-14,,,,1.898e-16,,3.468e-15,,1.959e-15,,1.507e-2,,3.302e-13,,3.113e-14,1.956e-13
455.55,7.229e+2,6.356e+0,8.432e-14,1.599e-1,5.266e+2,3.463e-16,5.414e+1,1.081e-14,,1.356e+2,2.276e-15,,4.222e-14,,,,1.889e-16,,3.467e-15,,1.953e-15,,6.893e-3,,3.301e-13,,3.104e-14,1.956e-13
455.57,8.694e+2,8.515e+0,8.422e-14,1.013e-1,6.583e+2,3.477e-16,6.149e+1,1.084e-14,,1.409e+2,2.275e-15,,4.226e-14,,,,1.883e-16,,3.466e-15,,1.949e-15,,4.018e-3,,3.300e-13,,3.098e-14,1.956e-13
455.6,1.138e+3,1.283e+1,8.409e-14,4.971e-2,8.941e+2,3.497e-16,8.586e+1,1.088e-14,,1.451e+2,2.274e-15,,4.232e-14,,,,1.874e-16,,3.465e-15,,1.944e-15,,1.754e-3,,3.299e-13,,3.088e-14,1.956e-13
455.62,1.350e+3,1.654e+1,8.400e-14,3.035e-2,1.076e+3,3.511e-16,1.129e+2,1.091e-14,,1.451e+2,2.273e-15,,4.236e-14,,,,1.869e-16,,3.464e-15,,1.940e-15,,1.016e-3,,3.298e-13,,3.082e-14,1.957e-13
455.65,1.717e+3,2.352e+1,8.386e-14,1.411e-2,1.379e+3,3.531e-16,1.740e+2,1.095e-14,,1.410e+2,2.272e-15,,4.241e-14,,,,1.860e-16,,3.462e-15,,1.934e-15,,5.196e-4,,3.297e-13,,3.073e-14,1.957e-13
455.68,2.138e+3,3.231e+1,8.372e-14,6.390e-3,1.707e+3,3.552e-16,2.664e+2,1.099e-14,,1.324e+2,2.271e-15,,4.247e-14,,,,1.851e-16,,3.461e-15,,1.929e-15,,4.723e-4,,3.296e-13,,3.063e-14,1.957e-13
455.7,2.444e+3,3.916e+1,8.363e-14,3.768e-3,1.931e+3,3.565e-16,3.496e+2,1.102e-14,,1.246e+2,2.270e-15,,4.251e-14,,,,1.845e-16,,3.460e-15,,1.925e-15,,6.593e-4,,3.296e-13,,3.057e-14,1.957e-13
455.73,2.932e+3,5.078e+1,8.350e-14,1.868e-3,2.257e+3,3.586e-16,5.135e+2,1.106e-14,,1.107e+2,2.268e-15,,4.257e-14,,,,1.837e-16,,3.459e-15,,1.919e-15,,1.409e-3,,3.295e-13,,3.048e-14,1.957e-13
455.75,3.269e+3,5.923e+1,8.340e-14,1.434e-3,2.456e+3,3.599e-16,6.528e+2,1.109e-14,,1.005e+2,2.268e-15,,4.261e-14,,,,1.831e-16,,3.458e-15,,1.915e-15,,2.430e-3,,3.294e-13,,3.041e-14,1.957e-13
455.78,3.780e+3,7.249e+1,8.327e-14,1.676e-3,2.710e+3,3.620e-16,9.127e+2,1.114e-14,,8.498e+1,2.266e-15,,4.266e-14,,,,1.822e-16,,3.457e-15,,1.910e-15,,5.445e-3,,3.293e-13,,3.032e-14,1.958e-13
455.8,4.117e+3,8.137e+1,8.318e-14,2.464e-3,2.838e+3,3.633e-16,1.122e+3,1.116e-14,,7.504e+1,2.265e-15,,4.270e-14,,,,1.816e-16,,3.456e-15,,1.906e-15,,9.172e-3,,3.292e-13,,3.026e-14,1.958e-13
455.83,4.604e+3,9.400e+1,8.304e-14,5.034e-3,2.955e+3,3.654e-16,1.493e+3,1.121e-14,,6.176e+1,2.264e-15,,4.276e-14,,,,1.808e-16,,3.455e-15,,1.900e-15,,1.950e-2,,3.291e-13,,3.016e-14,1.958e-13
455.86,5.059e+3,1.049e+2,8.290e-14,1.047e-2,2.972e+3,3.674e-16,1.931e+3,1.125e-14,,5.148e+1,2.263e-15,,4.282e-14,,,,1.799e-16,,3.453e-15,,1.895e-15,,4.006e-2,,3.290e-13,,3.007e-14,1.958e-13
455.88,5.340e+3,1.107e+2,8.281e-14,1.682e-2,2.927e+3,3.688e-16,2.256e+3,1.128e-14,,4.683e+1,2.262e-15,,4.286e-14,,,,1.793e-16,,3.452e-15,,1.891e-15,,6.350e-2,,3.290e-13,,3.001e-14,1.958e-13
455.91,5.725e+3,1.166e+2,8.268e-14,3.339e-2,2.778e+3,3.708e-16,2.786e+3,1.132e-14,,4.387e+1,2.261e-15,,4.291e-14,,,,1.785e-16,,3.451e-15,,1.885e-15,,1.231e-1,,3.289e-13,,2.991e-14,1.958e-13
455.93,5.955e+3,1.185e+2,8.258e-14,5.176e-2,2.633e+3,3.722e-16,3.159e+3,1.135e-14,,4.497e+1,2.260e-15,,4.295e-14,,,,1.779e-16,,3.450e-15,,1.882e-15,,1.878e-1,,3.288e-13,,2.985e-14,1.958e-13
455.96,6.264e+3,1.178e+2,8.245e-14,9.711e-2,2.359e+3,3.742e-16,3.735e+3,1.139e-14,,5.187e+1,2.259e-15,,4.301e-14,,,,1.770e-16,,3.449e-15,,1.876e-15,,3.439e-1,,3.287e-13,,2.975e-14,1.959e-13
455.98,6.446e+3,1.152e+2,8.236e-14,1.450e-1,2.151e+3,3.756e-16,4.119e+3,1.142e-14,,6.032e+1,2.258e-15,,4.305e-14,,,,1.764e-16,,3.448e-15,,1.872e-15,,5.049e-1,,3.286e-13,,2.969e-14,1.959e-13
456.01,6.683e+3,1.082e+2,8.222e-14,2.570e-1,1.819e+3,3.776e-16,4.675e+3,1.146e-14,,7.927e+1,2.256e-15,,4.310e-14,,,,1.756e-16,,3.447e-15,,1.867e-15,,8.726e-1,,3.285e-13,,2.960e-14,1.959e-13
456.04,6.876e+3,9.825e+1,8.208e-14,4.407e-1,1.486e+3,3.797e-16,5.184e+3,1.151e-14,,1.061e+2,2.255e-15,,4.316e-14,,,,1.747e-16,,3.446e-15,,1.861e-15,,1.457e+0,,3.284e-13,,2.950e-14,1.959e-13
456.06,6.978e+3,9.046e+1,8.199e-14,6.199e-1,1.274e+3,3.810e-16,5.483e+3,1.154e-14,,1.285e+2,2.254e-15,,4.320e-14,,,,1.741e-16,,3.445e-15,,1.857e-15,,2.011e+0,,3.284e-13,,2.944e-14,1.959e-13
456.09,7.086e+3,7.781e+1,8.186e-14,1.006e+0,9.825e+2,3.831e-16,5.853e+3,1.158e-14,,1.682e+2,2.253e-15,,4.326e-14,,,,1.732e-16,,3.443e-15,,1.852e-15,,3.170e+0,,3.283e-13,,2.935e-14,1.959e-13
456.11,7.122e+3,6.919e+1,8.176e-14,1.366e+0,8.105e+2,3.845e-16,6.038e+3,1.161e-14,,1.983e+2,2.252e-15,,4.330e-14,,,,1.727e-16,,3.442e-15,,1.848e-15,,4.212e+0,,3.282e-13,,2.928e-14,1.959e-13
456.14,7.112e+3,5.672e+1,8.163e-14,2.103e+0,5.899e+2,3.865e-16,6.209e+3,1.165e-14,,2.475e+2,2.251e-15,,4.335e-14,,,,1.718e-16,,3.441e-15,,1.842e-15,,6.267e+0,,3.281e-13,,2.919e-14,1.960e-13
456.16,7.057e+3,4.904e+1,8.154e-14,2.758e+0,4.683e+2,3.879e-16,6.247e+3,1.168e-14,,2.817e+2,2.250e-15,,4.339e-14,,,,1.712e-16,,3.440e-15,,1.839e-15,,8.012e+0,,3.280e-13,,2.913e-14,1.960e-13
456.19,6.893e+3,3.894e+1,8.140e-14,4.045e+0,3.217e+2,3.899e-16,6.185e+3,1.172e-14,,3.327e+2,2.249e-15,,4.345e-14,,,,1.703e-16,,3.439e-15,,1.833e-15,,1.125e+1,,3.279e-13,,2.903e-14,1.960e-13
456.22,6.625e+3,3.082e+1,8.126e-14,5.773e+0,2.135e+2,3.919e-16,5.980e+3,1.176e-14,,3.797e+2,2.247e-15,,4.351e-14,,,,1.695e-16,,3.438e-15,,1.827e-15,,1.527e+1,,3.278e-13,,2.894e-14,1.960e-13
456.24,6.386e+3,2.658e+1,8.117e-14,7.218e+0,1.593e+2,3.933e-16,5.768e+3,1.179e-14,,4.068e+2,2.246e-15,,4.354e-14,,,,1.689e-16,,3.437e-15,,1.824e-15,,1.836e+1,,3.278e-13,,2.888e-14,1.960e-13
456.27,5.945e+3,2.192e+1,8.104e-14,9.910e+0,9.981e+1,3.953e-16,5.351e+3,1.184e-14,,4.384e+2,2.245e-15,,4.360e-14,,,,1.680e-16,,3.436e-15,,1.818e-15,,2.352e+1,,3.277e-13,,2.878e-14,1.960e-13
456.29,5.600e+3,1.984e+1,8.094e-14,1.211e+1,7.168e+1,3.967e-16,5.017e+3,1.186e-14,,4.521e+2,2.244e-15,,4.364e-14,,,,1.675e-16,,3.435e-15,,1.814e-15,,2.722e+1,,3.276e-13,,2.872e-14,1.960e-13
456.32,5.024e+3,1.802e+1,8.081e-14,1.616e+1,4.238e+1,3.988e-16,4.455e+3,1.191e-14,,4.600e+2,2.243e-15,,4.370e-14,,,,1.666e-16,,3.433e-15,,1.809e-15,,3.291e+1,,3.275e-13,,2.863e-14,1.961e-13
456.34,4.612e+3,1.750e+1,8.072e-14,1.944e+1,2.928e+1,4.001e-16,4.052e+3,1.194e-14,,4.564e+2,2.242e-15,,4.374e-14,,,,1.660e-16,,3.432e-15,,1.805e-15,,3.665e+1,,3.274e-13,,2.856e-14,1.961e-13
456.37,3.973e+3,1.745e+1,8.058e-14,2.548e+1,1.634e+1,4.022e-16,3.434e+3,1.198e-14,,4.384e+2,2.241e-15,,4.379e-14,,,,8.490e-16,,3.431e-15,,1.799e-15,,4.184e+1,,3.273e-13,,2.847e-14,1.961e-13
456.4,3.339e+3,1.790e+1,8.044e-14,3.321e+1,8.810e+0,4.042e-16,2.826e+3,1.202e-14,,4.067e+2,2.240e-15,,4.385e-14,,,,4.195e-15,,3.430e-15,,1.794e-15,,4.614e+1,,3.272e-13,,2.837e-14,1.961e-13
456.42,2.932e+3,1.829e+1,8.035e-14,3.954e+1,5.724e+0,4.056e-16,2.441e+3,1.205e-14,,3.796e+2,2.239e-15,,4.389e-14,,,,1.194e-14,,3.429e-15,,1.790e-15,,4.832e+1,,3.272e-13,,2.831e-14,1.961e-13
456.45,2.366e+3,1.878e+1,8.022e-14,5.127e+1,2.913e+0,4.076e-16,1.910e+3,1.209e-14,,3.324e+2,2.237e-15,,4.395e-14,,,,5.571e-14,,3.428e-15,,1.784e-15,,5.031e+1,,3.271e-13,,2.822e-14,1.961e-13
456.47,2.025e+3,1.893e+1,8.013e-14,6.087e+1,1.821e+0,4.090e-16,1.594e+3,1.212e-14,,2.985e+2,2.237e-15,,4.398e-14,,,,1.526e-13,,3.427e-15,,1.780e-15,,5.069e+1,,3.270e-13,,2.815e-14,1.962e-13
456.5,1.579e+3,1.879e+1,7.999e-14,7.845e+1,8.745e-1,4.110e-16,1.184e+3,1.216e-14,,2.468e+2,2.235e-15,,4.404e-14,,,,6.726e-13,,3.425e-15,,1.775e-15,,4.983e+1,,3.269e-13,,2.806e-14,1.962e-13
456.52,1.327e+3,1.841e+1,7.990e-14,9.258e+1,5.261e-1,4.124e-16,9.541e+2,1.219e-14,,2.133e+2,2.234e-15,,4.408e-14,,,,1.774e-12,,3.425e-15,,1.771e-15,,4.832e+1,,3.268e-13,,2.800e-14,1.962e-13
456.55,1.019e+3,1.740e+1,7.976e-14,1.178e+2,2.386e-1,4.144e-16,6.719e+2,1.224e-14,,1.665e+2,2.233e-15,,4.414e-14,,,,7.381e-12,,3.423e-15,,1.765e-15,,4.483e+1,,3.267e-13,,2.790e-14,1.962e-13
456.58,7.883e+2,1.592e+1,7.962e-14,1.481e+2,1.048e-1,4.165e-16,4.585e+2,1.228e-14,,1.255e+2,2.232e-15,,4.420e-14,,,,2.968e-11,,3.422e-15,,1.760e-15,,4.019e+1,,3.266e-13,,2.781e-14,1.962e-13
456.6,6.739e+2,1.473e+1,7.953e-14,1.711e+2,5.980e-2,4.178e-16,3.494e+2,1.231e-14,,1.020e+2,2.231e-15,,4.423e-14,,,,7.362e-11,,3.421e-15,,1.756e-15,,3.665e+1,,3.266e-13,,2.775e-14,1.962e-13
456.63,5.535e+2,1.274e+1,7.940e-14,2.096e+2,2.640e-2,4.199e-16,2.275e+2,1.235e-14,,7.261e+1,2.230e-15,,4.429e-14,,,,2.796e-10,,3.420e-15,,1.750e-15,,3.101e+1,,3.265e-13,,2.765e-14,1.962e-13
456.65,5.024e+2,1.135e+1,7.931e-14,2.377e+2,1.709e-2,4.212e-16,1.694e+2,1.238e-14,,5.678e+1,2.229e-15,,4.433e-14,,,,6.675e-10,,3.419e-15,,1.747e-15,,2.722e+1,,3.264e-13,,2.759e-14,1.963e-13
456.68,4.616e+2,9.276e+0,7.917e-14,2.824e+2,1.498e-2,4.233e-16,1.100e+2,1.242e-14,,3.815e+1,2.228e-15,,4.439e-14,,,,2.394e-9,,3.418e-15,,1.741e-15,,2.174e+1,,3.263e-13,,2.750e-14,1.963e-13
456.7,4.541e+2,7.955e+0,7.908e-14,3.134e+2,2.076e-2,4.246e-16,8.562e+1,1.245e-14,,2.871e+1,2.227e-15,,4.443e-14,,,,5.501e-9,,3.417e-15,,1.737e-15,,1.836e+1,,3.262e-13,,2.743e-14,1.963e-13
456.73,4.664e+2,6.138e+0,7.894e-14,3.605e+2,4.490e-2,4.267e-16,6.775e+1,1.249e-14,,1.821e+1,2.225e-15,,4.448e-14,,,,1.863e-8,,3.415e-15,,1.732e-15,,1.385e+1,,3.261e-13,,2.734e-14,1.963e-13
456.76,5.024e+2,4.576e+0,7.880e-14,4.066e+2,1.035e-1,4.287e-16,6.986e+1,1.254e-14,,1.116e+1,2.224e-15,,4.454e-14,,,,6.095e-8,,3.414e-15,,1.726e-15,,1.009e+1,,3.260e-13,,2.725e-14,1.963e-13
456.78,5.378e+2,3.691e+0,7.871e-14,4.359e+2,1.790e-1,4.301e-16,8.215e+1,1.256e-14,,7.896e+0,2.223e-15,,4.458e-14,,,,1.318e-7,,3.413e-15,,1.722e-15,,8.012e+0,,3.260e-13,,2.718e-14,1.963e-13
456.81,6.077e+2,2.597e+0,7.858e-14,4.761e+2,3.969e-1,4.321e-16,1.185e+2,1.261e-14,,4.567e+0,2.222e-15,,4.464e-14,,,,4.072e-7,,3.412e-15,,1.717e-15,,5.510e+0,,3.259e-13,,2.709e-14,1.964e-13
456.83,6.661e+2,2.016e+0,7.849e-14,4.997e+2,6.623e-1,4.335e-16,1.564e+2,1.264e-14,,3.110e+0,2.221e-15,,4.467e-14,,,,8.474e-7,,3.411e-15,,1.713e-15,,4.212e+0,,3.258e-13,,2.703e-14,1.964e-13
456.86,7.739e+2,1.339e+0,7.835e-14,5.288e+2,1.388e+0,4.355e-16,2.379e+2,1.268e-14,,1.698e+0,2.220e-15,,4.473e-14,,,,2.473e-6,,3.410e-15,,1.707e-15,,2.734e+0,,3.257e-13,,2.693e-14,1.964e-13
456.88,8.612e+2,1.001e+0,7.826e-14,5.433e+2,2.229e+0,4.369e-16,3.116e+2,1.271e-14,,1.113e+0,2.219e-15,,4.477e-14,,,,4.953e-6,,3.409e-15,,1.704e-15,,2.011e+0,,3.256e-13,,2.687e-14,1.964e-13
456.91,1.019e+3,6.275e-1,7.812e-14,5.564e+2,4.410e+0,4.389e-16,4.562e+2,1.275e-14,,5.736e-1,2.218e-15,,4.483e-14,,,,1.365e-5,,3.408e-15,,1.698e-15,,1.233e+0,,3.255e-13,,2.677e-14,1.964e-13
456.94,1.215e+3,3.802e-1,7.798e-14,5.582e+2,8.430e+0,4.410e-16,6.467e+2,1.279e-14,,2.856e-1,2.216e-15,,4.488e-14,,,,3.634e-5,,3.406e-15,,1.692e-15,,7.303e-1,,3.254e-13,,2.668e-14,1.964e-13
456.96,1.368e+3,2.671e-1,7.789e-14,5.528e+2,1.274e+1,4.423e-16,8.011e+2,1.282e-14,,1.760e-1,2.215e-15,,4.492e-14,,,,6.848e-5,,3.405e-15,,1.689e-15,,5.057e-1,,3.254e-13,,2.662e-14,1.964e-13
456.99,1.631e+3,1.528e-1,7.776e-14,5.345e+2,2.299e+1,4.444e-16,1.073e+3,1.286e-14,,8.277e-2,2.214e-15,,4.498e-14,,,,1.722e-4,,3.404e-15,,1.683e-15,,2.839e-1,,3.253e-13,,2.652e-14,1.965e-13
457.01,1.829e+3,1.033e-1,7.767e-14,5.158e+2,3.344e+1,4.457e-16,1.280e+3,1.289e-14,,4.912e-2,2.213e-15,,4.502e-14,,,,3.123e-4,,3.403e-15,,1.679e-15,,1.907e-1,,3.252e-13,,2.646e-14,1.965e-13
457.04,2.155e+3,5.577e-2,7.753e-14,4.789e+2,5.699e+1,4.478e-16,1.619e+3,1.294e-14,,2.193e-2,2.212e-15,,4.508e-14,,,,7.415e-4,,3.402e-15,,1.674e-15,,1.050e-1,,3.251e-13,,2.637e-14,1.965e-13
457.06,2.388e+3,3.628e-2,7.744e-14,4.492e+2,7.978e+1,4.491e-16,1.859e+3,1.296e-14,,1.274e-2,2.211e-15,,4.511e-14,,,,1.295e-3,,3.401e-15,,1.670e-15,,7.289e-2,,3.250e-13,,2.630e-14,1.965e-13
457.09,2.748e+3,1.850e-2,7.730e-14,3.989e+2,1.284e+2,4.512e-16,2.221e+3,1.301e-14,,6.052e-3,2.210e-15,,4.517e-14,,,,2.903e-3,,3.400e-15,,1.664e-15,,4.999e-2,,3.249e-13,,2.621e-14,1.965e-13
457.12,3.107e+3,9.109e-3,7.716e-14,3.444e+2,1.997e+2,4.532e-16,2.563e+3,1.305e-14,,4.285e-3,2.209e-15,,4.523e-14,,,,6.288e-3,,3.399e-15,,1.659e-15,,4.990e-2,,3.248e-13,,2.612e-14,1.965e-13
457.14,3.337e+3,5.573e-3,7.707e-14,3.073e+2,2.629e+2,4.546e-16,2.767e+3,1.308e-14,,5.141e-3,2.208e-15,,4.527e-14,,,,1.033e-2,,3.398e-15,,1.655e-15,,6.116e-2,,3.248e-13,,2.605e-14,1.965e-13
457.17,3.655e+3,2.592e-3,7.694e-14,2.525e+2,3.861e+2,4.566e-16,3.016e+3,1.312e-14,,1.017e-2,2.206e-15,,4.533e-14,,,,2.113e-2,,3.396e-15,,1.649e-15,,9.690e-2,,3.247e-13,,2.596e-14,1.966e-13
457.19,3.841e+3,1.528e-3,7.685e-14,2.178e+2,4.893e+2,4.580e-16,3.134e+3,1.315e-14,,1.748e-2,2.206e-15,,4.536e-14,,,,3.341e-2,,3.395e-15,,1.645e-15,,1.362e-1,,3.246e-13,,2.590e-14,1.966e-13
457.22,4.074e+3,6.767e-4,7.671e-14,1.699e+2,6.785e+2,4.600e-16,3.225e+3,1.319e-14,,3.965e-2,2.204e-15,,4.542e-14,,,,6.455e-2,,3.394e-15,,1.640e-15,,2.264e-1,,3.245e-13,,2.580e-14,1.966e-13
457.24,4.194e+3,3.937e-4,7.662e-14,1.415e+2,8.277e+2,4.614e-16,3.225e+3,1.322e-14,,6.754e-2,2.203e-15,,4.546e-14,,,,9.823e-2,,3.393e-15,,1.636e-15,,3.136e-1,,3.244e-13,,2.574e-14,1.966e-13
457.27,4.323e+3,1.967e-4,7.648e-14,1.047e+2,1.084e+3,4.635e-16,3.134e+3,1.326e-14,,1.462e-1,2.202e-15,,4.552e-14,,,,1.792e-1,,3.392e-15,,1.630e-15,,4.981e-1,,3.243e-13,,2.565e-14,1.966e-13
457.3,4.389e+3,1.676e-4,7.634e-14,7.493e+1,1.371e+3,4.655e-16,2.942e+3,1.331e-14,,3.058e-1,2.201e-15,,4.557e-14,,,,3.159e-1,,3.391e-15,,1.625e-15,,7.652e-1,,3.242e-13,,2.555e-14,1.966e-13
457.32,4.401e+3,2.303e-4,7.625e-14,5.888e+1,1.573e+3,4.669e-16,2.767e+3,1.334e-14,,4.907e-1,2.200e-15,,4.561e-14,,,,4.523e-1,,3.390e-15,,1.621e-15,,9.996e-1,,3.242e-13,,2.549e-14,1.966e-13
457.35,4.376e+3,5.056e-4,7.612e-14,3.988e+1,1.880e+3,4.689e-16,2.453e+3,1.338e-14,,9.696e-1,2.199e-15,,4.567e-14,,,,7.529e-1,,3.389e-15,,1.615e-15,,1.451e+0,,3.241e-13,,2.539e-14,1.967e-13
457.37,4.331e+3,8.988e-4,7.603e-14,3.020e+1,2.076e+3,4.703e-16,2.221e+3,1.341e-14,,1.498e+0,2.198e-15,,4.571e-14,,,,1.038e+0,,3.388e-15,,1.612e-15,,1.824e+0,,3.240e-13,,2.533e-14,1.967e-13
457.4,4.228e+3,2.115e-3,7.589e-14,1.934e+1,2.343e+3,4.723e-16,1.859e+3,1.345e-14,,2.795e+0,2.197e-15,,4.577e-14,,,,1.631e+0,,3.386e-15,,1.606e-15,,2.500e+0,,3.239e-13,,2.524e-14,1.967e-13
457.42,4.134e+3,3.685e-3,7.580e-14,1.411e+1,2.491e+3,4.737e-16,1.619e+3,1.348e-14,,4.156e+0,2.196e-15,,4.580e-14,,,,2.164e+0,,3.385e-15,,1.602e-15,,3.026e+0,,3.238e-13,,2.518e-14,1.967e-13
457.45,3.959e+3,8.249e-3,7.566e-14,8.547e+0,2.656e+3,4.757e-16,1.280e+3,1.352e-14,,7.323e+0,2.194e-15,,4.586e-14,,,,3.212e+0,,3.384e-15,,1.597e-15,,3.916e+0,,3.237e-13,,2.508e-14,1.967e-13
457.48,3.742e+3,1.786e-2,7.552e-14,5.016e+0,2.738e+3,4.778e-16,9.772e+2,1.356e-14,,1.247e+1,2.193e-15,,4.592e-14,,,,4.607e+0,,3.383e-15,,1.591e-15,,4.896e+0,,3.236e-13,,2.499e-14,1.967e-13
457.5,3.576e+3,2.934e-2,7.543e-14,3.462e+0,2.742e+3,4.791e-16,8.009e+2,1.359e-14,,1.744e+1,2.192e-15,,4.596e-14,,,,5.749e+0,,3.382e-15,,1.587e-15,,5.575e+0,,3.236e-13,,2.492e-14,1.968e-13
457.53,3.298e+3,6.006e-2,7.530e-14,1.961e+0,2.676e+3,4.812e-16,5.774e+2,1.364e-14,,2.805e+1,2.191e-15,,4.601e-14,,,,7.788e+0,,3.381e-15,,1.582e-15,,6.583e+0,,3.235e-13,,2.483e-14,1.968e-13
457.55,3.099e+3,9.506e-2,7.521e-14,1.354e+0,2.588e+3,4.825e-16,4.555e+2,1.366e-14,,3.777e+1,2.190e-15,,4.605e-14,,,,9.354e+0,,3.380e-15,,1.578e-15,,7.215e+0,,3.234e-13,,2.477e-14,1.968e-13
