idx,n_lines,wl,A,E,g,delta_p,max_abs_delta_p
"[2, 3, 4, 6]",4,"[367.6363, 370.28560000000004, 384.874, 403.3027]","[1.19, 0.619, 0.543, 0.374]","[3.4974051314, 3.4732842024999995, 3.2204003367999996, 3.199260507]","[15.0, 17.0, 17.0, 15.0]","[0.021703858135574572, 0.010480361257839604, -0.019204574829247867, -0.012979644564166226]",0.021703858135574572
"[2, 3, 5, 6]",4,"[367.6363, 370.28560000000004, 387.41720000000004, 403.3027]","[1.19, 0.619, 1.0, 0.374]","[3.4974051314, 3.4732842024999995, 3.199260507, 3.199260507]","[15.0, 17.0, 15.0, 15.0]","[0.023179085039809533, 0.011741964361425411, -0.025691057001409945, -0.009229992399825138]",0.025691057001409945
"[2, 4, 5, 6]",4,"[367.6363, 384.874, 387.41720000000004, 403.3027]","[1.19, 0.543, 1.0, 0.374]","[3.4974051314, 3.2204003367999996, 3.199260507, 3.199260507]","[15.0, 17.0, 15.0, 15.0]","[0.030059081107345453, -0.007740386257354542, -0.01641963433000132, -0.005899060519989591]",0.030059081107345453
"[3, 4, 5, 6]",4,"[370.28560000000004, 384.874, 387.41720000000004, 403.3027]","[0.619, 0.543, 1.0, 0.374]","[3.4732842024999995, 3.2204003367999996, 3.199260507, 3.199260507]","[17.0, 17.0, 15.0, 15.0]","[0.02158268712040065, -0.004922908543638971, -0.01225642781030839, -0.004403350766453179]",0.02158268712040065
"[0, 1, 2, 3, 4]",5,"[350.91460000000006, 365.88910000000004, 367.6363, 370.28560000000004, 384.874]","[0.537, 1.71, 1.19, 0.619, 0.543]","[3.5320426638, 3.5135045543, 3.4974051314, 3.4732842024999995, 3.2204003367999996]","[19.0, 13.0, 15.0, 17.0, 17.0]","[0.005100668596192931, 0.008213938378769103, 0.004792540255184108, 0.001172116222134284, -0.019279263452280482]",0.019279263452280482
"[0, 1, 2, 3, 5]",5,"[350.91460000000006, 365.88910000000004, 367.6363, 370.28560000000004, 387.41720000000004]","[0.537, 1.71, 1.19, 0.619, 1.0]","[3.5320426638, 3.5135045543, 3.4974051314, 3.4732842024999995, 3.199260507]","[19.0, 13.0, 15.0, 17.0, 15.0]","[0.006354151108247649, 0.011160238230104258, 0.0073828087182126745, 0.0029041708529070898, -0.027801368909471796]",0.027801368909471796
"[0, 1, 2, 3, 6]",5,"[350.91460000000006, 365.88910000000004, 367.6363, 370.28560000000004, 403.3027]","[0.537, 1.71, 1.19, 0.619, 0.374]","[3.5320426638, 3.5135045543, 3.4974051314, 3.4732842024999995, 3.199260507]","[19.0, 13.0, 15.0, 17.0, 15.0]","[0.004379321528270225, 0.006475509608229235, 0.003236577203004798, 0.00010857630835958698, -0.014199984647864011]",0.014199984647864011
"[0, 1, 2, 4, 5]",5,"[350.91460000000006, 365.88910000000004, 367.6363, 384.874, 387.41720000000004]","[0.537, 1.71, 1.19, 0.543, 1.0]","[3.5320426638, 3.5135045543, 3.4974051314, 3.2204003367999996, 3.199260507]","[19.0, 13.0, 15.0, 17.0, 15.0]","[0.00843676984826805, 0.015656253695843225, 0.011078714687138114, -0.012292399118609076, -0.022879339112640312]",0.022879339112640312
"[0, 1, 2, 4, 6]",5,"[350.91460000000006, 365.88910000000004, 367.6363, 384.874, 403.3027]","[0.537, 1.71, 1.19, 0.543, 0.374]","[3.5320426638, 3.5135045543, 3.4974051314, 3.2204003367999996, 3.199260507]","[19.0, 13.0, 15.0, 17.0, 15.0]","[0.0074596328464412165, 0.013123075735588519, 0.008699536276873865, -0.01768391121038837, -0.01159833364851523]",0.01768391121038837
"[0, 1, 2, 5, 6]",5,"[350.91460000000006, 365.88910000000004, 367.6363, 387.41720000000004, 403.3027]","[0.537, 1.71, 1.19, 1.0, 0.374]","[3.5320426638, 3.5135045543, 3.4974051314, 3.199260507, 3.199260507]","[19.0, 13.0, 15.0, 15.0, 15.0]","[0.008407027424768204, 0.015440541716734146, 0.010795263814389722, -0.02548637602307169, -0.00915645693282012]",0.02548637602307169
