Wavelength (nm),Sum(calc),Fe I (1.5e-1),Fe II (8.5e-1),Fe III (1.1e-4)
501.928,7.179e-21,9.794e-31,7.179e-21,1.782e-41
501.93,1.670e-20,9.602e-31,1.670e-20,1.783e-41
501.931,2.541e-20,9.506e-31,2.541e-20,1.783e-41
501.933,5.846e-20,9.315e-31,5.846e-20,1.783e-41
501.935,1.335e-19,9.123e-31,1.335e-19,1.783e-41
501.936,2.013e-19,1.549e-30,2.013e-19,1.783e-41
501.938,4.547e-19,4.442e-30,4.547e-19,1.783e-41
501.94,1.020e-18,1.264e-29,1.020e-18,1.783e-41
501.941,1.523e-18,2.127e-29,1.523e-18,1.783e-41
501.943,3.378e-18,5.988e-29,3.378e-18,1.783e-41
501.945,7.438e-18,1.673e-28,7.438e-18,1.783e-41
501.946,1.101e-17,2.790e-28,1.101e-17,1.783e-41
501.948,2.397e-17,7.710e-28,2.397e-17,1.783e-41
501.95,5.182e-17,2.115e-27,5.182e-17,1.783e-41
501.951,7.598e-17,3.494e-27,7.598e-17,1.783e-41
501.953,1.625e-16,9.483e-27,1.625e-16,1.783e-41
501.955,3.448e-16,2.554e-26,3.448e-16,1.783e-41
501.956,5.010e-16,4.181e-26,5.010e-16,1.783e-41
501.958,1.052e-15,1.114e-25,1.052e-15,1.783e-41
501.96,2.192e-15,2.946e-25,2.192e-15,1.783e-41
501.961,3.155e-15,4.779e-25,3.155e-15,1.783e-41
501.963,6.503e-15,1.250e-24,6.503e-15,1.783e-41
501.965,1.330e-14,3.246e-24,1.330e-14,1.784e-41
501.966,1.898e-14,5.216e-24,1.898e-14,1.784e-41
501.968,3.840e-14,1.340e-23,3.840e-14,1.784e-41
501.97,7.714e-14,3.416e-23,7.714e-14,1.784e-41
501.971,1.090e-13,5.439e-23,1.090e-13,1.784e-41
501.973,2.166e-13,1.371e-22,2.166e-13,1.784e-41
501.975,4.272e-13,3.433e-22,4.272e-13,1.784e-41
501.976,5.984e-13,5.417e-22,5.984e-13,1.784e-41
501.978,1.167e-12,1.341e-21,1.167e-12,1.784e-41
501.98,2.260e-12,3.296e-21,2.260e-12,1.784e-41
501.981,3.136e-12,5.153e-21,3.136e-12,1.784e-41
501.983,6.007e-12,1.252e-20,6.007e-12,1.784e-41
501.985,1.142e-11,3.022e-20,1.142e-11,1.784e-41
501.986,1.570e-11,4.682e-20,1.570e-11,1.784e-41
501.988,2.953e-11,1.117e-19,2.953e-11,1.784e-41
501.99,5.511e-11,2.647e-19,5.511e-11,1.784e-41
501.991,7.509e-11,4.063e-19,7.509e-11,1.784e-41
501.993,1.386e-10,9.520e-19,1.386e-10,1.784e-41
501.995,2.540e-10,2.214e-18,2.540e-10,1.784e-41
501.996,3.430e-10,3.368e-18,3.430e-10,1.784e-41
501.998,6.216e-10,7.748e-18,6.216e-10,1.784e-41
502,1.118e-9,1.770e-17,1.118e-9,1.784e-41
502.001,1.496e-9,2.667e-17,1.496e-9,1.785e-41
502.003,2.663e-9,6.023e-17,2.663e-9,1.785e-41
502.005,4.704e-9,1.351e-16,4.704e-9,1.785e-41
502.006,6.234e-9,2.017e-16,6.234e-9,1.785e-41
502.008,1.089e-8,4.472e-16,1.089e-8,1.785e-41
502.01,1.889e-8,9.846e-16,1.889e-8,1.785e-41
502.011,2.481e-8,1.457e-15,2.481e-8,1.785e-41
502.013,4.256e-8,3.172e-15,4.256e-8,1.785e-41
502.015,7.248e-8,6.856e-15,7.248e-8,1.785e-41
502.016,9.433e-8,1.005e-14,9.433e-8,1.785e-41
502.018,1.589e-7,2.149e-14,1.589e-7,1.785e-41
502.02,2.656e-7,4.560e-14,2.656e-7,1.785e-41
502.021,3.425e-7,6.624e-14,3.425e-7,1.785e-41
502.023,5.664e-7,1.390e-13,5.664e-7,1.785e-41
502.025,9.297e-7,2.897e-13,9.297e-7,1.785e-41
502.026,1.188e-6,4.170e-13,1.188e-6,1.785e-41
502.028,1.928e-6,8.593e-13,1.928e-6,1.785e-41
502.03,3.108e-6,1.758e-12,3.108e-6,1.785e-41
502.031,3.935e-6,2.507e-12,3.935e-6,1.785e-41
502.033,6.272e-6,5.072e-12,6.272e-6,1.785e-41
502.035,9.924e-6,1.019e-11,9.924e-6,1.785e-41
502.036,1.245e-5,1.440e-11,1.245e-5,1.785e-41
502.038,1.948e-5,2.860e-11,1.948e-5,1.786e-41
502.04,3.027e-5,5.640e-11,3.027e-5,1.786e-41
502.041,3.762e-5,7.898e-11,3.762e-5,1.786e-41
502.043,5.781e-5,1.540e-10,5.781e-5,1.786e-41
502.045,8.818e-5,2.982e-10,8.818e-5,1.786e-41
502.046,1.086e-4,4.138e-10,1.086e-4,1.786e-41
502.048,1.638e-4,7.923e-10,1.638e-4,1.786e-41
502.05,2.454e-4,1.506e-9,2.454e-4,1.786e-41
502.051,2.994e-4,2.071e-9,2.994e-4,1.786e-41
502.053,4.435e-4,3.893e-9,4.435e-4,1.786e-41
502.055,6.521e-4,7.266e-9,6.521e-4,1.786e-41
502.056,7.885e-4,9.898e-9,7.885e-4,1.786e-41
502.058,1.147e-3,1.827e-8,1.147e-3,1.786e-41
502.06,1.655e-3,3.348e-8,1.655e-3,1.786e-41
502.061,1.983e-3,4.519e-8,1.983e-3,1.786e-41
502.063,2.832e-3,8.190e-8,2.832e-3,1.786e-41
502.065,4.014e-3,1.473e-7,4.013e-3,1.786e-41
502.066,4.765e-3,1.971e-7,4.765e-3,1.786e-41
502.068,6.680e-3,3.507e-7,6.679e-3,1.786e-41
502.07,9.295e-3,6.194e-7,9.295e-3,1.786e-41
502.071,1.093e-2,8.209e-7,1.093e-2,1.786e-41
502.073,1.505e-2,1.434e-6,1.505e-2,1.786e-41
502.075,2.056e-2,2.487e-6,2.056e-2,1.787e-41
502.076,2.397e-2,3.266e-6,2.396e-2,1.787e-41
502.078,3.239e-2,5.602e-6,3.238e-2,1.787e-41
502.08,4.345e-2,9.538e-6,4.344e-2,1.787e-41
502.081,5.018e-2,1.241e-5,5.017e-2,1.787e-41
502.083,6.658e-2,2.090e-5,6.656e-2,1.787e-41
502.085,8.769e-2,3.494e-5,8.766e-2,1.787e-41
502.086,1.004e-1,4.505e-5,1.003e-1,1.787e-41
502.088,1.307e-1,7.449e-5,1.307e-1,1.787e-41
502.09,1.691e-1,1.223e-4,1.690e-1,1.787e-41
502.091,1.918e-1,1.562e-4,1.916e-1,1.787e-41
502.093,2.453e-1,2.536e-4,2.450e-1,1.787e-41
502.095,3.115e-1,4.086e-4,3.111e-1,1.787e-41
502.096,3.500e-1,5.173e-4,3.495e-1,1.787e-41
502.098,4.397e-1,8.244e-4,4.389e-1,1.787e-41
502.1,5.483e-1,1.304e-3,5.470e-1,1.787e-41
502.101,6.106e-1,1.636e-3,6.090e-1,1.787e-41
502.103,7.533e-1,2.560e-3,7.508e-1,1.787e-41
502.105,9.227e-1,3.977e-3,9.187e-1,1.787e-41
502.106,1.018e+0,4.943e-3,1.014e+0,1.787e-41
502.108,1.234e+0,7.594e-3,1.227e+0,1.787e-41
502.11,1.485e+0,1.158e-2,1.474e+0,1.788e-41
502.111,1.625e+0,1.426e-2,1.611e+0,1.788e-41
502.113,1.936e+0,2.152e-2,1.915e+0,1.788e-41
502.115,2.291e+0,3.222e-2,2.258e+0,1.788e-41
502.116,2.486e+0,3.932e-2,2.446e+0,1.788e-41
502.118,2.912e+0,5.823e-2,2.854e+0,1.788e-41
502.12,3.391e+0,8.561e-2,3.305e+0,1.788e-41
502.121,3.651e+0,1.035e-1,3.548e+0,1.788e-41
502.123,4.214e+0,1.505e-1,4.064e+0,1.788e-41
502.125,4.838e+0,2.173e-1,4.621e+0,1.788e-41
502.126,5.174e+0,2.603e-1,4.914e+0,1.788e-41
502.128,5.898e+0,3.716e-1,5.527e+0,1.788e-41
502.13,6.697e+0,5.267e-1,6.170e+0,1.788e-41
502.131,7.127e+0,6.252e-1,6.501e+0,1.788e-41
502.133,8.055e+0,8.764e-1,7.179e+0,1.788e-41
502.135,9.089e+0,1.219e+0,7.869e+0,1.788e-41
502.136,9.651e+0,1.434e+0,8.216e+0,1.788e-41
502.138,1.088e+1,1.974e+0,8.907e+0,1.788e-41
502.14,1.228e+1,2.697e+0,9.586e+0,1.788e-41
502.141,1.306e+1,3.143e+0,9.918e+0,1.788e-41
502.143,1.480e+1,4.247e+0,1.056e+1,1.788e-41
502.145,1.685e+1,5.697e+0,1.116e+1,1.788e-41
502.146,1.802e+1,6.579e+0,1.144e+1,1.789e-41
502.148,2.068e+1,8.728e+0,1.195e+1,1.789e-41
502.15,2.389e+1,1.149e+1,1.240e+1,1.789e-41
502.151,2.575e+1,1.315e+1,1.260e+1,1.789e-41
502.153,3.006e+1,1.713e+1,1.293e+1,1.789e-41
502.155,3.532e+1,2.215e+1,1.317e+1,1.789e-41
502.156,3.838e+1,2.512e+1,1.326e+1,1.789e-41
502.158,4.548e+1,3.212e+1,1.336e+1,1.789e-41
502.16,5.415e+1,4.077e+1,1.337e+1,1.789e-41
502.161,5.915e+1,4.581e+1,1.334e+1,1.789e-41
502.163,7.073e+1,5.752e+1,1.321e+1,1.789e-41
502.165,8.468e+1,7.169e+1,1.299e+1,1.789e-41
502.166,9.266e+1,7.981e+1,1.285e+1,1.789e-41
502.168,1.109e+2,9.839e+1,1.250e+1,1.789e-41
502.17,1.325e+2,1.204e+2,1.209e+1,1.789e-41
502.171,1.447e+2,1.328e+2,1.186e+1,1.789e-41
502.173,1.721e+2,1.607e+2,1.136e+1,1.789e-41
502.175,2.039e+2,1.931e+2,1.082e+1,1.789e-41
502.176,2.216e+2,2.111e+2,1.054e+1,1.789e-41
502.178,2.608e+2,2.508e+2,9.968e+0,1.789e-41
502.18,3.053e+2,2.959e+2,9.390e+0,1.789e-41
502.181,3.296e+2,3.205e+2,9.103e+0,1.789e-41
502.183,3.824e+2,3.739e+2,8.543e+0,1.790e-41
502.185,4.410e+2,4.330e+2,8.014e+0,1.790e-41
502.186,4.725e+2,4.647e+2,7.765e+0,1.790e-41
502.188,5.396e+2,5.323e+2,7.305e+0,1.790e-41
502.19,6.122e+2,6.053e+2,6.907e+0,1.790e-41
502.191,6.504e+2,6.436e+2,6.735e+0,1.790e-41
502.193,7.303e+2,7.239e+2,6.448e+0,1.790e-41
502.195,8.144e+2,8.081e+2,6.246e+0,1.790e-41
502.196,8.577e+2,8.515e+2,6.179e+0,1.790e-41
502.198,9.463e+2,9.402e+2,6.116e+0,1.790e-41
502.2,1.037e+3,1.031e+3,6.152e+0,1.790e-41
502.201,1.082e+3,1.076e+3,6.208e+0,1.790e-41
502.203,1.173e+3,1.166e+3,6.396e+0,1.790e-41
502.205,1.262e+3,1.255e+3,6.685e+0,1.790e-41
502.206,1.306e+3,1.299e+3,6.867e+0,1.790e-41
502.208,1.390e+3,1.382e+3,7.304e+0,1.790e-41
502.21,1.468e+3,1.461e+3,7.835e+0,1.790e-41
502.211,1.505e+3,1.497e+3,8.133e+0,1.790e-41
502.213,1.573e+3,1.565e+3,8.792e+0,1.790e-41
502.215,1.633e+3,1.623e+3,9.526e+0,1.790e-41
502.216,1.658e+3,1.649e+3,9.918e+0,1.790e-41
502.218,1.702e+3,1.691e+3,1.075e+1,1.791e-41
502.22,1.734e+3,1.723e+3,1.162e+1,1.791e-41
502.221,1.746e+3,1.734e+3,1.208e+1,1.791e-41
502.223,1.760e+3,1.747e+3,1.301e+1,1.791e-41
502.225,1.761e+3,1.747e+3,1.395e+1,1.791e-41
502.226,1.756e+3,1.742e+3,1.443e+1,1.791e-41
502.228,1.738e+3,1.723e+3,1.538e+1,1.791e-41
502.23,1.708e+3,1.691e+3,1.632e+1,1.791e-41
502.231,1.688e+3,1.671e+3,1.679e+1,1.791e-41
502.233,1.641e+3,1.623e+3,1.769e+1,1.791e-41
502.235,1.583e+3,1.565e+3,1.855e+1,1.791e-41
502.236,1.551e+3,1.532e+3,1.897e+1,1.791e-41
502.238,1.480e+3,1.461e+3,1.976e+1,1.791e-41
502.24,1.403e+3,1.382e+3,2.049e+1,1.791e-41
502.241,1.362e+3,1.341e+3,2.084e+1,1.791e-41
502.243,1.277e+3,1.255e+3,2.148e+1,1.791e-41
502.245,1.189e+3,1.166e+3,2.205e+1,1.791e-41
502.246,1.144e+3,1.121e+3,2.232e+1,1.791e-41
502.248,1.053e+3,1.031e+3,2.279e+1,1.791e-41
502.25,9.634e+2,9.402e+2,2.319e+1,1.791e-41
502.251,9.190e+2,8.956e+2,2.337e+1,1.791e-41
502.253,8.318e+2,8.081e+2,2.367e+1,1.791e-41
502.255,7.478e+2,7.239e+2,2.391e+1,1.792e-41
502.256,7.072e+2,6.832e+2,2.400e+1,1.792e-41
502.258,6.294e+2,6.053e+2,2.413e+1,1.792e-41
502.26,5.565e+2,5.323e+2,2.420e+1,1.792e-41
502.261,5.220e+2,4.978e+2,2.421e+1,1.792e-41
502.263,4.572e+2,4.330e+2,2.418e+1,1.792e-41
502.265,3.980e+2,3.739e+2,2.409e+1,1.792e-41
502.266,3.705e+2,3.465e+2,2.401e+1,1.792e-41
502.268,3.197e+2,2.959e+2,2.381e+1,1.792e-41
502.27,2.744e+2,2.508e+2,2.354e+1,1.792e-41
502.271,2.537e+2,2.303e+2,2.338e+1,1.792e-41
502.273,2.161e+2,1.931e+2,2.301e+1,1.792e-41
502.275,1.833e+2,1.607e+2,2.255e+1,1.792e-41
502.276,1.685e+2,1.462e+2,2.230e+1,1.792e-41
502.278,1.421e+2,1.204e+2,2.174e+1,1.792e-41
502.28,1.195e+2,9.839e+1,2.111e+1,1.792e-41
502.281,1.095e+2,8.870e+1,2.077e+1,1.792e-41
502.283,9.172e+1,7.169e+1,2.003e+1,1.792e-41
502.285,7.675e+1,5.752e+1,1.923e+1,1.792e-41
502.286,7.019e+1,5.138e+1,1.881e+1,1.792e-41
502.288,5.869e+1,4.077e+1,1.792e+1,1.792e-41
502.29,4.911e+1,3.212e+1,1.699e+1,1.792e-41
502.291,4.494e+1,2.843e+1,1.651e+1,1.793e-41
502.293,3.767e+1,2.215e+1,1.552e+1,1.793e-41
502.295,3.164e+1,1.713e+1,1.451e+1,1.793e-41
502.296,2.902e+1,1.503e+1,1.399e+1,1.793e-41
502.298,2.446e+1,1.149e+1,1.297e+1,1.793e-41
502.3,2.067e+1,8.728e+0,1.194e+1,1.793e-41
502.301,1.902e+1,7.585e+0,1.143e+1,1.793e-41
502.303,1.612e+1,5.697e+0,1.043e+1,1.793e-41
502.305,1.370e+1,4.247e+0,9.451e+0,1.793e-41
502.306,1.263e+1,3.657e+0,8.976e+0,1.793e-41
502.308,1.075e+1,2.697e+0,8.056e+0,1.793e-41
502.31,9.156e+0,1.974e+0,7.182e+0,1.793e-41
502.311,8.448e+0,1.684e+0,6.764e+0,1.793e-41
502.313,7.188e+0,1.219e+0,5.969e+0,1.793e-41
502.315,6.108e+0,8.764e-1,5.232e+0,1.793e-41
502.316,5.626e+0,7.409e-1,4.885e+0,1.793e-41
502.318,4.764e+0,5.267e-1,4.238e+0,1.793e-41
502.32,4.022e+0,3.716e-1,3.650e+0,1.793e-41
502.321,3.690e+0,3.113e-1,3.379e+0,1.793e-41
502.323,3.097e+0,2.173e-1,2.880e+0,1.793e-41
502.325,2.588e+0,1.505e-1,2.437e+0,1.793e-41
502.326,2.361e+0,1.249e-1,2.236e+0,1.793e-41
502.328,1.958e+0,8.561e-2,1.872e+0,1.794e-41
502.33,1.615e+0,5.823e-2,1.556e+0,1.794e-41
502.331,1.463e+0,4.789e-2,1.415e+0,1.794e-41
502.333,1.196e+0,3.222e-2,1.164e+0,1.794e-41
502.335,9.719e-1,2.152e-2,9.504e-1,1.794e-41
502.336,8.740e-1,1.754e-2,8.565e-1,1.794e-41
502.338,7.034e-1,1.158e-2,6.918e-1,1.794e-41
502.34,5.623e-1,7.594e-3,5.547e-1,1.794e-41
502.341,5.015e-1,6.133e-3,4.954e-1,1.794e-41
502.343,3.969e-1,3.977e-3,3.929e-1,1.794e-41
502.345,3.120e-1,2.560e-3,3.094e-1,1.794e-41
502.346,2.759e-1,2.049e-3,2.738e-1,1.794e-41
502.348,2.146e-1,1.304e-3,2.133e-1,1.794e-41
502.35,1.657e-1,8.244e-4,1.649e-1,1.794e-41
502.351,1.453e-1,6.536e-4,1.446e-1,1.794e-41
502.353,1.110e-1,4.086e-4,1.106e-1,1.794e-41
502.355,8.423e-2,2.536e-4,8.397e-2,1.794e-41
502.356,7.317e-2,1.992e-4,7.297e-2,1.794e-41
502.358,5.492e-2,1.223e-4,5.480e-2,1.794e-41
502.36,4.092e-2,7.449e-5,4.085e-2,1.794e-41
502.361,3.523e-2,5.798e-5,3.517e-2,1.794e-41
502.363,2.597e-2,3.494e-5,2.594e-2,1.795e-41
502.365,1.900e-2,2.090e-5,1.898e-2,1.795e-41
502.366,1.621e-2,1.612e-5,1.620e-2,1.795e-41
502.368,1.174e-2,9.538e-6,1.173e-2,1.795e-41
502.37,8.433e-3,5.602e-6,8.427e-3,1.795e-41
502.371,7.129e-3,4.281e-6,7.125e-3,1.795e-41
502.373,5.067e-3,2.487e-6,5.064e-3,1.795e-41
502.375,3.575e-3,1.434e-6,3.574e-3,1.795e-41
502.376,2.995e-3,1.086e-6,2.994e-3,1.795e-41
502.378,2.090e-3,6.194e-7,2.089e-3,1.795e-41
502.38,1.448e-3,3.507e-7,1.448e-3,1.795e-41
502.381,1.202e-3,2.631e-7,1.202e-3,1.795e-41
502.383,8.235e-4,1.473e-7,8.234e-4,1.795e-41
502.385,5.602e-4,8.190e-8,5.601e-4,1.795e-41
502.386,4.607e-4,6.089e-8,4.607e-4,1.795e-41
502.388,3.100e-4,3.348e-8,3.099e-4,1.795e-41
502.39,2.070e-4,1.827e-8,2.070e-4,1.795e-41
502.391,1.687e-4,1.346e-8,1.687e-4,1.795e-41
502.393,1.114e-4,7.266e-9,1.114e-4,1.795e-41
502.395,7.308e-5,3.893e-9,7.307e-5,1.795e-41
502.396,5.901e-5,2.842e-9,5.901e-5,1.795e-41
502.398,3.827e-5,1.506e-9,3.827e-5,1.795e-41
502.4,2.464e-5,7.923e-10,2.464e-5,1.796e-41
502.401,1.972e-5,5.731e-10,1.972e-5,1.796e-41
502.403,1.255e-5,2.982e-10,1.255e-5,1.796e-41
502.405,7.936e-6,1.540e-10,7.936e-6,1.796e-41
502.406,6.292e-6,1.104e-10,6.292e-6,1.796e-41
502.408,3.934e-6,5.640e-11,3.934e-6,1.796e-41
502.41,2.441e-6,2.860e-11,2.441e-6,1.796e-41
502.411,1.918e-6,2.031e-11,1.918e-6,1.796e-41
502.413,1.177e-6,1.019e-11,1.177e-6,1.796e-41
502.415,7.174e-7,5.072e-12,7.174e-7,1.796e-41
502.416,5.585e-7,3.569e-12,5.585e-7,1.796e-41
502.418,3.366e-7,1.758e-12,3.366e-7,1.796e-41
502.42,2.014e-7,8.593e-13,2.014e-7,1.796e-41
502.421,1.553e-7,5.991e-13,1.553e-7,1.796e-41
502.423,9.190e-8,2.897e-13,9.190e-8,1.796e-41
502.425,5.398e-8,1.390e-13,5.398e-8,1.796e-41
502.426,4.126e-8,9.606e-14,4.126e-8,1.796e-41
502.428,2.397e-8,4.560e-14,2.397e-8,1.796e-41
502.43,1.382e-8,2.149e-14,1.382e-8,1.796e-41
502.431,1.047e-8,1.471e-14,1.047e-8,1.796e-41
502.433,5.971e-9,6.856e-15,5.971e-9,1.796e-41
502.435,3.381e-9,3.172e-15,3.381e-9,1.797e-41
502.436,2.537e-9,2.152e-15,2.537e-9,1.797e-41
502.438,1.421e-9,9.846e-16,1.421e-9,1.797e-41
502.44,7.899e-10,4.472e-16,7.899e-10,1.797e-41
502.441,5.874e-10,3.006e-16,5.874e-10,1.797e-41
502.443,3.230e-10,1.351e-16,3.230e-10,1.797e-41
502.445,1.763e-10,6.023e-17,1.763e-10,1.797e-41
502.446,1.299e-10,4.012e-17,1.299e-10,1.797e-41
502.448,7.011e-11,1.770e-17,7.011e-11,1.797e-41
502.45,3.757e-11,7.748e-18,3.757e-11,1.797e-41
502.451,2.743e-11,5.113e-18,2.743e-11,1.797e-41
502.453,1.454e-11,2.214e-18,1.454e-11,1.797e-41
502.455,7.650e-12,9.520e-19,7.650e-12,1.797e-41
502.456,5.534e-12,6.225e-19,5.534e-12,1.797e-41
502.458,2.880e-12,2.647e-19,2.880e-12,1.797e-41
502.46,1.488e-12,1.117e-19,1.488e-12,1.797e-41
502.461,1.066e-12,7.239e-20,1.066e-12,1.797e-41
502.463,5.448e-13,3.022e-20,5.448e-13,1.797e-41
502.465,2.763e-13,1.252e-20,2.763e-13,1.797e-41
502.466,1.963e-13,8.041e-21,1.963e-13,1.797e-41
502.468,9.845e-14,3.296e-21,9.845e-14,1.797e-41
502.47,4.903e-14,1.341e-21,4.903e-14,1.797e-41
502.471,3.450e-14,8.531e-22,3.450e-14,1.798e-41
502.473,1.699e-14,3.433e-22,1.699e-14,1.798e-41
502.475,8.309e-15,1.371e-22,8.309e-15,1.798e-41
502.476,5.794e-15,8.645e-23,5.794e-15,1.798e-41
502.478,2.802e-15,3.416e-23,2.802e-15,1.798e-41
502.48,1.345e-15,1.340e-23,1.345e-15,1.798e-41
502.481,9.293e-16,8.367e-24,9.293e-16,1.798e-41
502.483,4.412e-16,3.246e-24,4.412e-16,1.798e-41
502.485,2.079e-16,1.250e-24,2.079e-16,1.798e-41
502.486,1.424e-16,7.736e-25,1.424e-16,1.798e-41
502.488,6.636e-17,2.946e-25,6.636e-17,1.798e-41
502.49,3.071e-17,1.114e-25,3.071e-17,1.798e-41
502.491,2.083e-17,6.831e-26,2.083e-17,1.798e-41
502.493,9.535e-18,2.554e-26,9.535e-18,1.798e-41
502.495,4.332e-18,9.483e-27,4.332e-18,1.798e-41
502.496,2.912e-18,5.762e-27,2.912e-18,1.798e-41
502.498,1.308e-18,2.115e-27,1.308e-18,1.798e-41
502.5,5.837e-19,7.710e-28,5.837e-19,1.798e-41
502.501,3.887e-19,4.642e-28,3.887e-19,1.798e-41
502.503,1.715e-19,1.673e-28,1.715e-19,1.798e-41
502.505,7.511e-20,5.988e-29,7.511e-20,1.798e-41
502.506,4.957e-20,3.572e-29,4.957e-20,1.798e-41
502.508,2.147e-20,1.264e-29,2.147e-20,1.799e-41
502.51,9.234e-21,4.442e-30,9.234e-21,1.799e-41
502.511,6.038e-21,2.625e-30,6.038e-21,1.799e-41
502.513,2.568e-21,2.625e-30,2.568e-21,1.799e-41
502.515,1.084e-21,2.625e-30,1.084e-21,1.799e-41
502.516,7.025e-22,2.625e-30,7.025e-22,1.799e-41
502.518,2.933e-22,2.625e-30,2.933e-22,1.799e-41
502.52,1.216e-22,2.625e-30,1.216e-22,1.799e-41
502.521,7.807e-23,2.625e-30,7.807e-23,1.799e-41
502.523,3.201e-23,2.625e-30,3.201e-23,1.799e-41
502.525,1.303e-23,2.625e-30,1.303e-23,1.799e-41
502.526,8.287e-24,2.625e-30,8.287e-24,1.799e-41
502.528,3.335e-24,2.625e-30,3.335e-24,1.799e-41
502.53,1.333e-24,2.625e-30,1.333e-24,1.799e-41
502.531,8.401e-25,2.625e-30,8.401e-25,1.799e-41
502.533,3.320e-25,2.625e-30,3.320e-25,1.799e-41
502.535,1.303e-25,2.625e-30,1.303e-25,1.799e-41
502.536,8.136e-26,2.625e-30,8.136e-26,1.799e-41
502.538,3.157e-26,2.625e-30,3.157e-26,1.799e-41
502.54,1.216e-26,2.625e-30,1.216e-26,1.799e-41
502.541,7.526e-27,2.625e-30,7.526e-27,1.799e-41
502.543,2.867e-27,2.625e-30,2.867e-27,1.799e-41
502.545,1.084e-27,2.625e-30,1.084e-27,1.800e-41
502.546,6.649e-28,2.625e-30,6.649e-28,1.800e-41
502.548,2.487e-28,2.625e-30,2.487e-28,1.800e-41
502.55,9.234e-29,2.625e-30,9.234e-29,1.800e-41
502.551,5.611e-29,2.625e-30,5.611e-29,1.800e-41
502.553,2.061e-29,2.625e-30,2.061e-29,1.800e-41
502.555,7.512e-30,2.625e-30,7.512e-30,1.800e-41
502.556,4.523e-30,2.625e-30,4.523e-30,1.800e-41
502.558,1.631e-30,2.625e-30,1.631e-30,1.800e-41
502.56,5.837e-31,2.625e-30,5.837e-31,1.800e-41
502.561,3.483e-31,2.625e-30,3.483e-31,1.800e-41
502.563,1.233e-31,2.625e-30,1.233e-31,1.800e-41
502.565,4.333e-32,2.625e-30,4.333e-32,1.800e-41
502.566,2.561e-32,2.625e-30,2.561e-32,1.800e-41
502.774,3.761e-32,2.623e-30,3.761e-32,1.806e-41
502.776,1.078e-31,2.623e-30,1.078e-31,1.806e-41
502.778,3.070e-31,2.623e-30,3.070e-31,1.806e-41
502.779,5.166e-31,2.623e-30,5.166e-31,1.806e-41
502.781,1.455e-30,2.623e-30,1.455e-30,1.806e-41
502.783,4.066e-30,2.623e-30,4.066e-30,1.806e-41
502.784,6.779e-30,2.623e-30,6.779e-30,1.806e-41
502.786,1.874e-29,2.623e-30,1.874e-29,1.806e-41
502.788,5.144e-29,2.623e-30,5.144e-29,1.806e-41
502.789,8.498e-29,2.623e-30,8.498e-29,1.806e-41
502.791,2.307e-28,2.623e-30,2.307e-28,1.806e-41
502.793,6.216e-28,2.623e-30,6.216e-28,1.806e-41
502.794,1.018e-27,2.623e-30,1.018e-27,1.806e-41
502.796,2.713e-27,2.623e-30,2.713e-27,1.806e-41
502.798,7.177e-27,2.623e-30,7.177e-27,1.807e-41
502.799,1.164e-26,2.623e-30,1.164e-26,1.807e-41
502.801,3.047e-26,2.623e-30,3.047e-26,1.807e-41
502.803,7.916e-26,2.623e-30,7.916e-26,1.807e-41
502.804,1.272e-25,2.623e-30,1.272e-25,1.807e-41
502.806,3.270e-25,2.623e-30,3.270e-25,1.807e-41
502.808,8.341e-25,2.623e-30,8.341e-25,1.807e-41
502.809,1.328e-24,2.623e-30,1.328e-24,1.807e-41
502.811,3.352e-24,2.623e-30,3.352e-24,1.807e-41
502.813,8.395e-24,2.623e-30,8.395e-24,1.807e-41
502.814,1.325e-23,2.623e-30,1.325e-23,1.807e-41
502.816,3.283e-23,2.623e-30,3.283e-23,1.807e-41
502.818,8.073e-23,2.623e-30,8.073e-23,1.807e-41
502.819,1.263e-22,2.623e-30,1.263e-22,1.807e-41
502.821,3.071e-22,2.622e-30,3.071e-22,1.807e-41
502.823,7.416e-22,2.622e-30,7.416e-22,1.807e-41
502.824,1.149e-21,2.622e-30,1.149e-21,1.807e-41
502.826,2.745e-21,2.622e-30,2.745e-21,1.807e-41
502.828,6.507e-21,2.622e-30,6.507e-21,1.807e-41
502.829,9.992e-21,2.622e-30,9.992e-21,1.807e-41
502.831,2.343e-20,2.622e-30,2.343e-20,1.807e-41
502.833,5.455e-20,2.622e-30,5.455e-20,1.808e-41
502.834,8.301e-20,2.622e-30,8.301e-20,1.808e-41
502.836,1.911e-19,2.622e-30,1.911e-19,1.808e-41
502.838,4.369e-19,2.622e-30,4.369e-19,1.808e-41
502.839,6.587e-19,2.622e-30,6.587e-19,1.808e-41
502.841,1.489e-18,2.622e-30,1.489e-18,1.808e-41
502.843,3.342e-18,2.622e-30,3.342e-18,1.808e-41
502.844,4.993e-18,2.622e-30,4.993e-18,1.808e-41
502.846,1.108e-17,2.622e-30,1.108e-17,1.808e-41
502.848,2.443e-17,2.622e-30,2.443e-17,1.808e-41
502.849,3.616e-17,2.622e-30,3.616e-17,1.808e-41
502.851,7.882e-17,2.622e-30,7.882e-17,1.808e-41
502.853,1.705e-16,2.622e-30,1.705e-16,1.808e-41
502.854,2.502e-16,2.622e-30,2.502e-16,1.808e-41
502.856,5.354e-16,2.622e-30,5.354e-16,1.808e-41
502.858,1.138e-15,2.622e-30,1.138e-15,1.808e-41
