Wavelength (nm),Sum(calc),Fe I (1.5e-1),Fe II (8.5e-1),Fe III (1.1e-4)
246.283,3.944e+4,3.943e+4,1.026e+1,2.041e-60
246.284,3.425e+4,3.424e+4,1.437e+1,2.043e-60
246.286,2.526e+4,2.523e+4,2.764e+1,2.046e-60
246.288,1.808e+4,1.803e+4,5.165e+1,2.049e-60
246.289,1.514e+4,1.507e+4,6.980e+1,2.050e-60
246.291,1.041e+4,1.029e+4,1.246e+2,2.053e-60
246.293,7.030e+3,6.814e+3,2.159e+2,2.056e-60
246.294,5.763e+3,5.482e+3,2.808e+2,2.058e-60
246.296,3.933e+3,3.468e+3,4.646e+2,2.061e-60
246.298,2.874e+3,2.128e+3,7.456e+2,2.064e-60
246.299,2.582e+3,1.648e+3,9.338e+2,2.065e-60
246.301,2.397e+3,9.658e+2,1.431e+3,2.068e-60
246.303,2.677e+3,5.490e+2,2.128e+3,2.071e-60
246.304,2.975e+3,4.092e+2,2.566e+3,2.073e-60
246.306,3.867e+3,2.222e+2,3.644e+3,2.076e-60
246.308,5.138e+3,1.171e+2,5.021e+3,2.079e-60
246.309,5.910e+3,8.398e+1,5.826e+3,2.080e-60
246.311,7.709e+3,4.226e+1,7.667e+3,2.083e-60
246.313,9.808e+3,2.063e+1,9.787e+3,2.086e-60
246.314,1.095e+4,1.425e+1,1.093e+4,2.088e-60
246.316,1.334e+4,6.667e+0,1.333e+4,2.091e-60
246.318,1.577e+4,3.070e+0,1.577e+4,2.094e-60
246.319,1.695e+4,2.098e+0,1.695e+4,2.095e-60
246.321,1.915e+4,1.093e+0,1.915e+4,2.098e-60
246.323,2.099e+4,8.652e-1,2.099e+4,2.101e-60
246.324,2.172e+4,9.664e-1,2.172e+4,2.103e-60
246.326,2.274e+4,1.622e+0,2.274e+4,2.106e-60
246.328,2.309e+4,3.120e+0,2.309e+4,2.109e-60
246.329,2.300e+4,4.352e+0,2.300e+4,2.110e-60
246.331,2.232e+4,8.351e+0,2.231e+4,2.113e-60
246.333,2.100e+4,1.559e+1,2.099e+4,2.116e-60
246.334,2.015e+4,2.107e+1,2.012e+4,2.118e-60
246.336,1.812e+4,3.762e+1,1.809e+4,2.121e-60
246.338,1.583e+4,6.514e+1,1.577e+4,2.124e-60
246.339,1.464e+4,8.474e+1,1.455e+4,2.125e-60
246.341,1.226e+4,1.402e+2,1.212e+4,2.128e-60
246.343,1.001e+4,2.249e+2,9.787e+3,2.131e-60
246.344,8.978e+3,2.816e+2,8.696e+3,2.133e-60
246.346,7.142e+3,4.316e+2,6.710e+3,2.136e-60
246.348,5.664e+3,6.417e+2,5.023e+3,2.139e-60
246.349,5.070e+3,7.735e+2,4.297e+3,2.141e-60
246.351,4.174e+3,1.099e+3,3.075e+3,2.144e-60
246.353,3.652e+3,1.513e+3,2.139e+3,2.147e-60
246.354,3.523e+3,1.756e+3,1.767e+3,2.148e-60
246.356,3.498e+3,2.311e+3,1.187e+3,2.151e-60
246.358,3.744e+3,2.949e+3,7.945e+2,2.154e-60
246.359,3.950e+3,3.294e+3,6.561e+2,2.156e-60
246.361,4.493e+3,4.016e+3,4.770e+2,2.159e-60
246.363,5.161e+3,4.750e+3,4.117e+2,2.162e-60
246.364,5.525e+3,5.107e+3,4.185e+2,2.163e-60
246.366,6.282e+3,5.769e+3,5.124e+2,2.166e-60
246.368,7.048e+3,6.322e+3,7.255e+2,2.169e-60
246.369,7.427e+3,6.543e+3,8.846e+2,2.171e-60
246.371,8.181e+3,6.849e+3,1.331e+3,2.174e-60
246.373,8.943e+3,6.954e+3,1.989e+3,2.177e-60
246.374,9.342e+3,6.928e+3,2.414e+3,2.178e-60
246.376,1.021e+4,6.720e+3,3.493e+3,2.181e-60
246.378,1.125e+4,6.322e+3,4.926e+3,2.184e-60
246.379,1.185e+4,6.062e+3,5.791e+3,2.186e-60
246.381,1.329e+4,5.449e+3,7.838e+3,2.189e-60
246.383,1.507e+4,4.750e+3,1.032e+4,2.192e-60
246.384,1.610e+4,4.384e+3,1.171e+4,2.193e-60
246.386,1.842e+4,3.651e+3,1.477e+4,2.196e-60
246.388,2.105e+4,2.949e+3,1.811e+4,2.199e-60
246.389,2.245e+4,2.620e+3,1.983e+4,2.201e-60
246.391,2.528e+4,2.022e+3,2.326e+4,2.204e-60
246.393,2.802e+4,1.513e+3,2.650e+4,2.207e-60
246.394,2.927e+4,1.294e+3,2.798e+4,2.208e-60
246.396,3.142e+4,9.253e+2,3.050e+4,2.211e-60
246.398,3.291e+4,6.417e+2,3.227e+4,2.214e-60
246.399,3.335e+4,5.283e+2,3.283e+4,2.216e-60
246.401,3.356e+4,3.500e+2,3.321e+4,2.219e-60
246.403,3.284e+4,2.249e+2,3.261e+4,2.222e-60
246.404,3.213e+4,1.782e+2,3.195e+4,2.223e-60
246.406,3.010e+4,1.094e+2,2.999e+4,2.226e-60
246.408,2.738e+4,6.513e+1,2.732e+4,2.229e-60
246.409,2.583e+4,4.969e+1,2.578e+4,2.231e-60
246.411,2.246e+4,2.826e+1,2.244e+4,2.234e-60
246.413,1.896e+4,1.559e+1,1.895e+4,2.237e-60
246.414,1.723e+4,1.145e+1,1.722e+4,2.238e-60
246.416,1.390e+4,6.033e+0,1.389e+4,2.241e-60
246.418,1.088e+4,3.084e+0,1.088e+4,2.244e-60
246.419,9.516e+3,2.180e+0,9.514e+3,2.246e-60
246.421,7.119e+3,1.064e+0,7.118e+3,2.249e-60
246.423,5.167e+3,5.042e-1,5.166e+3,2.252e-60
246.424,4.353e+3,3.430e-1,4.352e+3,2.253e-60
246.426,3.021e+3,1.552e-1,3.021e+3,2.256e-60
246.428,2.038e+3,6.811e-2,2.038e+3,2.259e-60
246.429,1.657e+3,4.461e-2,1.657e+3,2.261e-60
246.431,1.075e+3,1.870e-2,1.075e+3,2.264e-60
246.433,6.863e+2,7.605e-3,6.863e+2,2.267e-60
246.434,5.472e+2,4.795e-3,5.472e+2,2.268e-60
246.436,3.523e+2,1.864e-3,3.523e+2,2.271e-60
246.438,2.390e+2,7.072e-4,2.390e+2,2.274e-60
246.439,2.042e+2,4.357e-4,2.042e+2,2.276e-60
246.441,1.653e+2,1.840e-4,1.653e+2,2.279e-60
246.443,1.549e+2,1.469e-4,1.549e+2,2.282e-60
246.444,1.570e+2,1.922e-4,1.570e+2,2.283e-60
246.446,1.715e+2,4.780e-4,1.715e+2,2.286e-60
246.448,1.969e+2,1.321e-3,1.969e+2,2.289e-60
246.449,2.133e+2,2.188e-3,2.133e+2,2.291e-60
246.451,2.553e+2,5.885e-3,2.553e+2,2.294e-60
246.452,2.823e+2,9.545e-3,2.822e+2,2.295e-60
246.454,3.540e+2,2.455e-2,3.539e+2,2.298e-60
246.456,4.619e+2,6.122e-2,4.619e+2,2.301e-60
246.457,5.359e+2,9.559e-2,5.358e+2,2.303e-60
246.459,7.411e+2,2.278e-1,7.409e+2,2.306e-60
246.461,1.052e+3,5.265e-1,1.052e+3,2.309e-60
246.462,1.261e+3,7.914e-1,1.260e+3,2.310e-60
246.464,1.815e+3,1.747e+0,1.814e+3,2.313e-60
246.466,2.597e+3,3.743e+0,2.593e+3,2.316e-60
246.467,3.090e+3,5.415e+0,3.084e+3,2.318e-60
246.469,4.312e+3,1.108e+1,4.301e+3,2.321e-60
246.471,5.882e+3,2.199e+1,5.860e+3,2.324e-60
246.472,6.806e+3,3.063e+1,6.775e+3,2.325e-60
246.474,8.930e+3,5.808e+1,8.872e+3,2.328e-60
246.476,1.140e+4,1.068e+2,1.130e+4,2.331e-60
246.477,1.275e+4,1.432e+2,1.261e+4,2.333e-60
246.479,1.562e+4,2.517e+2,1.536e+4,2.336e-60
246.481,1.861e+4,4.289e+2,1.818e+4,2.339e-60
246.482,2.012e+4,5.536e+2,1.957e+4,2.340e-60
246.484,2.307e+4,9.014e+2,2.216e+4,2.343e-60
246.486,2.582e+4,1.424e+3,2.440e+4,2.346e-60
246.487,2.710e+4,1.769e+3,2.533e+4,2.348e-60
246.489,2.943e+4,2.669e+3,2.676e+4,2.351e-60
246.491,3.147e+4,3.906e+3,2.757e+4,2.354e-60
246.492,3.240e+4,4.671e+3,2.773e+4,2.355e-60
246.494,3.417e+4,6.531e+3,2.763e+4,2.358e-60
246.496,3.593e+4,8.857e+3,2.708e+4,2.361e-60
246.497,3.688e+4,1.020e+4,2.668e+4,2.363e-60
246.499,3.899e+4,1.321e+4,2.578e+4,2.366e-60
246.501,4.152e+4,1.660e+4,2.492e+4,2.369e-60
246.502,4.297e+4,1.840e+4,2.456e+4,2.370e-60
246.504,4.619e+4,2.209e+4,2.410e+4,2.373e-60
246.506,4.978e+4,2.573e+4,2.405e+4,2.376e-60
246.507,5.163e+4,2.745e+4,2.419e+4,2.378e-60
246.509,5.529e+4,3.054e+4,2.476e+4,2.381e-60
246.511,5.858e+4,3.296e+4,2.563e+4,2.384e-60
246.512,5.997e+4,3.385e+4,2.612e+4,2.385e-60
246.514,6.199e+4,3.489e+4,2.710e+4,2.388e-60
246.516,6.278e+4,3.489e+4,2.788e+4,2.391e-60
246.517,6.264e+4,3.450e+4,2.814e+4,2.393e-60
246.519,6.122e+4,3.296e+4,2.827e+4,2.396e-60
246.521,5.833e+4,3.054e+4,2.779e+4,2.399e-60
246.522,5.637e+4,2.906e+4,2.731e+4,2.400e-60
246.524,5.158e+4,2.573e+4,2.585e+4,2.403e-60
246.526,4.591e+4,2.209e+4,2.382e+4,2.406e-60
246.527,4.286e+4,2.024e+4,2.262e+4,2.408e-60
246.529,3.657e+4,1.660e+4,1.997e+4,2.411e-60
246.531,3.032e+4,1.321e+4,1.711e+4,2.414e-60
246.532,2.732e+4,1.165e+4,1.567e+4,2.415e-60
246.534,2.170e+4,8.857e+3,1.284e+4,2.418e-60
246.536,1.674e+4,6.531e+3,1.021e+4,2.421e-60
246.537,1.455e+4,5.545e+3,9.003e+3,2.423e-60
246.539,1.075e+4,3.906e+3,6.842e+3,2.426e-60
246.541,7.714e+3,2.669e+3,5.046e+3,2.429e-60
246.542,6.465e+3,2.181e+3,4.284e+3,2.430e-60
246.544,4.446e+3,1.424e+3,3.022e+3,2.433e-60
246.546,2.975e+3,9.014e+2,2.074e+3,2.436e-60
246.547,2.411e+3,7.091e+2,1.702e+3,2.438e-60
246.549,1.564e+3,4.289e+2,1.135e+3,2.441e-60
246.551,1.014e+3,2.517e+2,7.627e+2,2.444e-60
246.552,8.282e+2,1.906e+2,6.377e+2,2.445e-60
246.554,5.988e+2,1.068e+2,4.920e+2,2.448e-60
246.556,5.305e+2,5.808e+1,4.725e+2,2.451e-60
246.557,5.512e+2,4.234e+1,5.088e+2,2.453e-60
246.559,7.021e+2,2.199e+1,6.801e+2,2.456e-60
246.561,1.014e+3,1.108e+1,1.003e+3,2.459e-60
246.562,1.239e+3,7.776e+0,1.232e+3,2.460e-60
246.564,1.857e+3,3.743e+0,1.853e+3,2.463e-60
246.566,2.737e+3,1.747e+0,2.736e+3,2.466e-60
246.567,3.293e+3,1.180e+0,3.292e+3,2.468e-60
246.569,4.667e+3,5.265e-1,4.666e+3,2.471e-60
246.571,6.421e+3,2.278e-1,6.420e+3,2.474e-60
246.572,7.447e+3,1.481e-1,7.447e+3,2.476e-60
246.574,9.792e+3,6.122e-2,9.792e+3,2.479e-60
246.576,1.249e+4,2.454e-2,1.249e+4,2.482e-60
246.577,1.395e+4,1.536e-2,1.395e+4,2.483e-60
246.579,1.700e+4,5.885e-3,1.700e+4,2.486e-60
246.581,2.010e+4,2.186e-3,2.010e+4,2.489e-60
246.582,2.160e+4,1.317e-3,2.160e+4,2.491e-60
246.584,2.440e+4,4.676e-4,2.440e+4,2.494e-60
246.586,2.673e+4,1.610e-4,2.673e+4,2.497e-60
246.587,2.766e+4,9.337e-5,2.766e+4,2.498e-60
246.589,2.895e+4,3.071e-5,2.895e+4,2.501e-60
246.591,2.939e+4,9.796e-6,2.939e+4,2.504e-60
246.592,2.928e+4,5.470e-6,2.928e+4,2.506e-60
246.594,2.840e+4,1.667e-6,2.840e+4,2.509e-60
246.596,2.672e+4,4.928e-7,2.672e+4,2.512e-60
246.597,2.562e+4,2.649e-7,2.562e+4,2.513e-60
246.599,2.303e+4,7.481e-8,2.303e+4,2.516e-60
246.601,2.008e+4,2.049e-8,2.008e+4,2.519e-60
246.602,1.854e+4,1.060e-8,1.854e+4,2.521e-60
246.604,1.544e+4,2.775e-9,1.544e+4,2.524e-60
246.606,1.248e+4,7.045e-10,1.248e+4,2.527e-60
246.607,1.109e+4,3.509e-10,1.109e+4,2.528e-60
246.609,8.560e+3,8.510e-11,8.560e+3,2.531e-60
246.611,6.412e+3,2.002e-11,6.412e+3,2.534e-60
246.612,5.488e+3,9.598e-12,5.488e+3,2.536e-60
246.614,3.931e+3,2.157e-12,3.931e+3,2.539e-60
246.616,2.738e+3,4.702e-13,2.738e+3,2.542e-60
246.617,2.263e+3,2.170e-13,2.263e+3,2.543e-60
246.619,1.522e+3,4.519e-14,1.522e+3,2.546e-60
246.621,1.015e+3,9.128e-15,1.015e+3,2.549e-60
246.622,8.332e+2,4.056e-15,8.332e+2,2.551e-60
246.624,5.846e+2,7.826e-16,5.846e+2,2.554e-60
246.626,4.611e+2,1.465e-16,4.611e+2,2.557e-60
246.627,4.382e+2,6.266e-17,4.382e+2,2.558e-60
246.629,4.604e+2,1.120e-17,4.604e+2,2.561e-60
246.631,5.683e+2,1.943e-18,5.683e+2,2.564e-60
246.632,6.552e+2,8.002e-19,6.552e+2,2.566e-60
246.634,9.020e+2,1.326e-19,9.020e+2,2.569e-60
246.636,1.263e+3,2.131e-20,1.263e+3,2.572e-60
246.637,1.496e+3,8.447e-21,1.496e+3,2.573e-60
246.639,2.086e+3,1.297e-21,2.086e+3,2.576e-60
246.641,2.881e+3,1.932e-22,2.881e+3,2.579e-60
246.642,3.371e+3,7.371e-23,3.371e+3,2.581e-60
246.644,4.567e+3,1.049e-23,4.567e+3,2.584e-60
246.646,6.098e+3,1.447e-24,6.098e+3,2.587e-60
246.647,7.005e+3,5.316e-25,7.005e+3,2.588e-60
246.649,9.129e+3,7.010e-26,9.129e+3,2.591e-60
246.651,1.169e+4,8.965e-27,1.169e+4,2.594e-60
246.652,1.314e+4,3.170e-27,1.314e+4,2.596e-60
246.654,1.636e+4,3.873e-28,1.636e+4,2.599e-60
246.656,1.999e+4,4.590e-29,1.999e+4,2.602e-60
246.657,2.193e+4,1.562e-29,2.193e+4,2.603e-60
246.659,2.603e+4,1.769e-30,2.603e+4,2.606e-60
246.661,3.031e+4,1.942e-31,3.031e+4,2.609e-60
246.662,3.248e+4,6.364e-32,3.248e+4,2.611e-60
246.664,3.677e+4,6.677e-33,3.677e+4,2.614e-60
246.666,4.087e+4,6.795e-34,4.087e+4,2.617e-60
246.667,4.280e+4,2.143e-34,4.280e+4,2.618e-60
246.669,4.630e+4,2.084e-35,4.630e+4,2.621e-60
246.671,4.920e+4,1.965e-36,4.920e+4,2.624e-60
246.672,5.037e+4,5.966e-37,5.037e+4,2.626e-60
246.674,5.209e+4,5.375e-38,5.209e+4,2.629e-60
246.676,5.286e+4,4.697e-39,5.286e+4,2.632e-60
246.677,5.288e+4,1.373e-39,5.288e+4,2.633e-60
246.679,5.212e+4,1.146e-40,5.212e+4,2.636e-60
246.681,5.032e+4,9.281e-42,5.032e+4,2.639e-60
246.682,4.905e+4,2.611e-42,4.905e+4,2.641e-60
246.684,4.585e+4,2.020e-43,4.585e+4,2.644e-60
246.686,4.188e+4,1.516e-44,4.188e+4,2.647e-60
246.687,3.967e+4,4.105e-45,3.967e+4,2.648e-60
246.689,3.495e+4,2.943e-46,3.495e+4,2.651e-60
246.691,3.003e+4,2.046e-47,3.003e+4,2.654e-60
246.692,2.756e+4,5.335e-48,2.756e+4,2.656e-60
246.694,2.277e+4,3.544e-49,2.277e+4,2.659e-60
246.696,1.831e+4,2.284e-50,1.831e+4,2.662e-60
246.697,1.626e+4,5.732e-51,1.626e+4,2.663e-60
246.699,1.254e+4,3.528e-52,1.254e+4,2.666e-60
246.701,9.413e+3,2.658e-53,9.413e+3,2.669e-60
246.702,8.068e+3,2.782e-53,8.068e+3,2.671e-60
246.704,5.801e+3,3.774e-52,5.801e+3,2.674e-60
246.706,4.052e+3,6.079e-51,4.052e+3,2.677e-60
246.707,3.351e+3,2.412e-50,3.351e+3,2.678e-60
246.709,2.241e+3,3.713e-49,2.241e+3,2.681e-60
246.711,1.456e+3,5.543e-48,1.456e+3,2.684e-60
246.712,1.161e+3,2.118e-47,1.161e+3,2.686e-60
246.714,7.218e+2,3.021e-46,7.218e+2,2.689e-60
246.716,4.359e+2,4.181e-45,4.359e+2,2.692e-60
246.717,3.351e+2,1.538e-44,3.351e+2,2.693e-60
246.719,1.937e+2,2.033e-43,1.937e+2,2.696e-60
246.721,1.088e+2,2.608e-42,1.088e+2,2.699e-60
246.722,8.069e+1,9.233e-42,8.069e+1,2.701e-60
246.724,4.346e+1,1.132e-40,4.346e+1,2.704e-60
246.726,2.283e+1,1.345e-39,2.283e+1,2.707e-60
246.727,1.643e+1,4.586e-39,1.643e+1,2.708e-60
246.729,8.524e+0,5.209e-38,8.524e+0,2.711e-60
246.731,4.704e+0,5.740e-37,4.704e+0,2.714e-60
246.732,3.751e+0,1.884e-36,3.751e+0,2.716e-60
246.734,3.148e+0,1.983e-35,3.148e+0,2.719e-60
246.736,3.944e+0,2.026e-34,3.944e+0,2.722e-60
246.737,4.854e+0,6.401e-34,4.854e+0,2.723e-60
246.739,7.877e+0,6.246e-33,7.877e+0,2.726e-60
246.741,1.299e+1,5.913e-32,1.299e+1,2.729e-60
246.742,1.658e+1,1.799e-31,1.658e+1,2.731e-60
246.744,2.650e+1,1.627e-30,2.650e+1,2.734e-60
246.746,4.116e+1,1.428e-29,4.116e+1,2.737e-60
246.747,5.072e+1,4.181e-29,5.072e+1,2.738e-60
246.749,7.530e+1,3.505e-28,7.530e+1,2.741e-60
246.751,1.085e+2,2.850e-27,1.085e+2,2.744e-60
246.752,1.287e+2,8.037e-27,1.287e+2,2.746e-60
246.754,1.771e+2,6.245e-26,1.771e+2,2.749e-60
246.756,2.364e+2,4.707e-25,2.364e+2,2.752e-60
246.757,2.700e+2,1.278e-24,2.700e+2,2.753e-60
246.759,3.443e+2,9.203e-24,3.443e+2,2.756e-60
246.761,4.260e+2,6.430e-23,4.260e+2,2.759e-60
246.762,4.685e+2,1.680e-22,4.685e+2,2.761e-60
246.764,5.537e+2,1.122e-21,5.537e+2,2.764e-60
246.766,6.349e+2,7.264e-21,6.349e+2,2.767e-60
246.767,6.722e+2,1.828e-20,6.722e+2,2.768e-60
246.769,7.364e+2,1.131e-19,7.364e+2,2.771e-60
246.771,7.825e+2,6.787e-19,7.825e+2,2.774e-60
246.772,7.976e+2,1.644e-18,7.976e+2,2.776e-60
246.774,8.098e+2,9.428e-18,8.098e+2,2.779e-60
246.776,7.976e+2,5.245e-17,7.976e+2,2.782e-60
246.777,7.827e+2,1.223e-16,7.827e+2,2.783e-60
246.779,7.367e+2,6.502e-16,7.367e+2,2.786e-60
246.781,6.728e+2,3.353e-15,6.728e+2,2.789e-60
246.782,6.358e+2,7.527e-15,6.358e+2,2.791e-60
246.784,5.556e+2,3.709e-14,5.556e+2,2.794e-60
246.786,4.721e+2,1.772e-13,4.721e+2,2.797e-60
246.787,4.311e+2,3.831e-13,4.311e+2,2.798e-60
246.789,3.540e+2,1.749e-12,3.540e+2,2.801e-60
246.791,2.877e+2,7.750e-12,2.877e+2,2.804e-60
246.792,2.601e+2,1.613e-11,2.601e+2,2.806e-60
246.794,2.187e+2,6.826e-11,2.187e+2,2.809e-60
246.796,1.995e+2,2.803e-10,1.995e+2,2.812e-60
246.797,1.998e+2,5.615e-10,1.998e+2,2.814e-60
246.799,2.238e+2,2.203e-9,2.238e+2,2.817e-60
246.801,2.850e+2,8.383e-9,2.850e+2,2.820e-60
246.802,3.321e+2,1.617e-8,3.321e+2,2.821e-60
246.804,4.650e+2,5.880e-8,4.650e+2,2.824e-60
246.806,6.577e+2,2.074e-7,6.577e+2,2.827e-60
246.807,7.795e+2,3.851e-7,7.795e+2,2.829e-60
246.809,1.079e+3,1.298e-6,1.079e+3,2.832e-60
246.811,1.456e+3,4.244e-6,1.456e+3,2.835e-60
246.812,1.673e+3,7.586e-6,1.673e+3,2.836e-60
246.814,2.164e+3,2.370e-5,2.164e+3,2.839e-60
246.816,2.717e+3,7.182e-5,2.717e+3,2.842e-60
